1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:30,  생일(디지털),  6,000원","13:00,  생일(디지털),  9,000원","15:30,  생일(디지털),  10,000원","18:00,  생일(디지털),  8,000원","20:30,  생일(디지털),  10,000원","23:00,  생일(디지털),  9,000원",,,05관,2019-04-22,104
"10:50,  캡틴 마블(디지털),  7,000원","13:30,  캡틴 마블(디지털),  10,000원","16:10,  캡틴 마블(디지털),  10,000원","18:45,  캡틴 마블(디지털),  10,000원","21:20,  캡틴 마블(디지털),  10,000원","23:55,  캡틴 마블(디지털),  9,000원",,,06관,2019-04-22,112
"09:50,  헬보이(디지털)","12:20,  헬보이(디지털),  9,000원","14:50,  헬보이(디지털)","17:20,  헬보이(디지털),  6,000원","19:50,  헬보이(디지털),  10,000원","22:20,  헬보이(디지털),  8,000원",,,01관,2019-04-23,148
"09:30,  요로나의 저주(디지털),  7,000원","11:35,  요로나의 저주(디지털),  5,000원","13:40,  요로나의 저주(디지털)","15:45,  요로나의 저주(디지털),  8,000원","17:50,  요로나의 저주(디지털),  10,000원","19:55,  요로나의 저주(디지털),  10,000원","22:00,  요로나의 저주(디지털),  10,000원","24:05,  요로나의 저주(디지털)",02관,2019-04-23,104
"09:40,  미성년(디지털),  7,000원","11:50,  왓칭(디지털)","14:00,  미성년(디지털),  10,000원","16:10,  왓칭(디지털),  7,500원","18:20,  미성년(디지털),  10,000원","20:30,  왓칭(디지털),  10,000원","22:40,  미성년(디지털),  10,000원",,03관,2019-04-23,115
"10:00,  돈(디지털)","12:25,  노무현과 바보들(디지털),  6,000원","14:30,  다시, 봄(디지털)","16:45,  돈(디지털)","19:10,  노무현과 바보들(디지털),  10,000원","21:15,  다시, 봄(디지털),  8,000원","23:30,  돈(디지털),  6,000원",,04관,2019-04-23,94
"10:30,  생일(디지털),  7,000원","13:00,  생일(디지털)","15:30,  생일(디지털),  10,000원","18:00,  생일(디지털),  10,000원","20:30,  생일(디지털),  10,000원","23:00,  생일(디지털),  9,000원",,,05관,2019-04-23,104
"10:50,  캡틴 마블(디지털),  7,000원","13:30,  캡틴 마블(디지털),  10,000원","16:10,  캡틴 마블(디지털),  10,000원","18:45,  캡틴 마블(디지털),  10,000원","21:20,  캡틴 마블(디지털),  10,000원","23:55,  캡틴 마블(디지털),  9,000원",,,06관,2019-04-23,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:05,  어벤져스: 엔드게임(디지털),  10,000원","16:40,  어벤져스: 엔드게임(디지털),  10,000원","20:15,  어벤져스: 엔드게임(디지털),  10,000원","23:50,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-04-24,148
"10:10,  어벤져스: 엔드게임(디지털),  7,000원","13:45,  어벤져스: 엔드게임(디지털),  10,000원","17:20,  어벤져스: 엔드게임(디지털),  6,000원","20:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,,02관,2019-04-24,104
"10:50,  어벤져스: 엔드게임(디지털),  7,000원","14:25,  어벤져스: 엔드게임(디지털),  10,000원","18:00,  어벤져스: 엔드게임(디지털),  10,000원","21:35,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-04-24,115
,"12:30,  요로나의 저주(디지털),  5,000원","14:30,  생일(디지털),  6,000원","17:00,  어벤져스: 엔드게임(디지털),  36,000원","20:35,  어벤져스: 엔드게임(디지털),  10,000원","24:05,  생일(디지털),  9,000원",,,04관,2019-04-24,94
"09:30,  미성년(디지털),  7,000원","11:35,  어벤져스: 엔드게임(디지털),  9,000원","15:10,  어벤져스: 엔드게임(디지털),  10,000원","18:45,  어벤져스: 엔드게임(디지털),  9,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-04-24,104
"09:50,  생일(디지털),  7,000원","12:20,  어벤져스: 엔드게임(디지털),  9,000원","15:55,  어벤져스: 엔드게임(디지털),  10,000원","19:30,  어벤져스: 엔드게임(디지털),  5,000원","23:05,  어벤져스: 엔드게임(디지털),  9,000원",,,,06관,2019-04-24,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:05,  어벤져스: 엔드게임(디지털),  10,000원","16:40,  어벤져스: 엔드게임(디지털),  10,000원","20:15,  어벤져스: 엔드게임(디지털),  10,000원","23:50,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-04-25,148
"10:10,  어벤져스: 엔드게임(디지털),  7,000원","13:45,  어벤져스: 엔드게임(디지털),  10,000원","17:20,  어벤져스: 엔드게임(디지털),  10,000원","20:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,,02관,2019-04-25,104
"10:50,  어벤져스: 엔드게임(디지털),  7,000원","14:25,  어벤져스: 엔드게임(디지털),  10,000원","18:00,  어벤져스: 엔드게임(디지털),  10,000원","21:35,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-04-25,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","12:20,  생일(디지털),  9,000원","14:50,  뽀로로 극장판 보물섬 대모험(디지털),  10,000원","16:40,  요로나의 저주(디지털),  10,000원","18:45,  생일(디지털),  10,000원",,"23:20,  생일(디지털),  9,000원",,04관,2019-04-25,94
,"11:35,  어벤져스: 엔드게임(디지털),  9,000원","15:10,  어벤져스: 엔드게임(디지털),  10,000원","18:45,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-04-25,104
"09:50,  생일(디지털),  7,000원","12:20,  어벤져스: 엔드게임(디지털),  9,000원","15:55,  어벤져스: 엔드게임(디지털),  10,000원","19:30,  어벤져스: 엔드게임(디지털),  10,000원","23:05,  어벤져스: 엔드게임(디지털),  9,000원",,,,06관,2019-04-25,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:05,  어벤져스: 엔드게임(디지털),  12,000원","16:40,  어벤져스: 엔드게임(디지털),  12,000원","20:15,  어벤져스: 엔드게임(디지털),  12,000원","23:50,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-04-26,148
"10:10,  어벤져스: 엔드게임(디지털),  8,000원","13:45,  어벤져스: 엔드게임(디지털),  12,000원","17:20,  어벤져스: 엔드게임(디지털),  12,000원","20:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,,02관,2019-04-26,104
"10:50,  어벤져스: 엔드게임(디지털),  8,000원","14:25,  어벤져스: 엔드게임(디지털),  12,000원","18:00,  어벤져스: 엔드게임(디지털),  12,000원","21:35,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-04-26,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:20,  생일(디지털),  9,000원","14:50,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","17:00,  생일(디지털),  12,000원","19:50,  어벤져스: 엔드게임(디지털),  12,000원",,"23:20,  생일(디지털),  10,000원",,04관,2019-04-26,94
"09:30,  요로나의 저주(디지털)","11:35,  어벤져스: 엔드게임(디지털),  11,000원","15:10,  어벤져스: 엔드게임(디지털),  12,000원","18:45,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-04-26,104
"09:50,  생일(디지털)","12:20,  어벤져스: 엔드게임(디지털),  11,000원","15:55,  어벤져스: 엔드게임(디지털),  12,000원","19:30,  어벤져스: 엔드게임(디지털),  12,000원","23:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-04-26,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:05,  어벤져스: 엔드게임(디지털),  12,000원","16:40,  어벤져스: 엔드게임(디지털),  12,000원","20:15,  어벤져스: 엔드게임(디지털),  12,000원","23:50,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-04-27,148
"10:10,  어벤져스: 엔드게임(디지털),  8,000원","13:45,  어벤져스: 엔드게임(디지털),  12,000원","17:20,  어벤져스: 엔드게임(디지털),  12,000원","20:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,,02관,2019-04-27,104
"10:50,  어벤져스: 엔드게임(디지털),  8,000원","14:25,  어벤져스: 엔드게임(디지털),  12,000원","18:00,  어벤져스: 엔드게임(디지털),  12,000원","21:35,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-04-27,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:20,  뽀로로 극장판 보물섬 대모험(디지털),  11,000원","14:10,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","16:00,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","17:45,  어벤져스: 엔드게임(디지털),  12,000원","21:20,  어벤져스: 엔드게임(디지털),  12,000원",,,04관,2019-04-27,94
"09:40,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:35,  어벤져스: 엔드게임(디지털),  11,000원","15:10,  어벤져스: 엔드게임(디지털),  12,000원","18:45,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-04-27,104
"09:50,  생일(디지털)","12:20,  어벤져스: 엔드게임(디지털),  11,000원","15:55,  어벤져스: 엔드게임(디지털),  12,000원","19:30,  어벤져스: 엔드게임(디지털),  12,000원","23:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-04-27,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:05,  어벤져스: 엔드게임(디지털),  12,000원","16:40,  어벤져스: 엔드게임(디지털),  12,000원","20:15,  어벤져스: 엔드게임(디지털),  12,000원","23:50,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-04-28,148
"10:10,  어벤져스: 엔드게임(디지털),  8,000원","13:45,  어벤져스: 엔드게임(디지털),  12,000원","17:20,  어벤져스: 엔드게임(디지털),  12,000원","20:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,,02관,2019-04-28,104
"10:50,  어벤져스: 엔드게임(디지털),  8,000원","14:25,  어벤져스: 엔드게임(디지털),  12,000원","18:00,  어벤져스: 엔드게임(디지털),  12,000원","21:35,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-04-28,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:20,  뽀로로 극장판 보물섬 대모험(디지털),  11,000원","14:10,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","16:00,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","17:45,  어벤져스: 엔드게임(디지털),  12,000원","21:20,  어벤져스: 엔드게임(디지털),  12,000원",,,04관,2019-04-28,94
"09:40,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:35,  어벤져스: 엔드게임(디지털),  11,000원","15:10,  어벤져스: 엔드게임(디지털),  12,000원","18:45,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-04-28,104
"09:50,  생일(디지털),  8,000원","12:20,  어벤져스: 엔드게임(디지털),  11,000원","15:55,  어벤져스: 엔드게임(디지털),  12,000원","19:30,  어벤져스: 엔드게임(디지털),  12,000원","23:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-04-28,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:05,  어벤져스: 엔드게임(디지털),  10,000원","16:40,  어벤져스: 엔드게임(디지털),  10,000원","20:15,  어벤져스: 엔드게임(디지털),  10,000원","23:50,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-04-29,148
"10:10,  어벤져스: 엔드게임(디지털),  8,000원","13:45,  어벤져스: 엔드게임(디지털),  10,000원","17:20,  어벤져스: 엔드게임(디지털),  10,000원","20:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,,02관,2019-04-29,104
"10:50,  어벤져스: 엔드게임(디지털),  8,000원","14:25,  어벤져스: 엔드게임(디지털),  10,000원","18:00,  어벤져스: 엔드게임(디지털),  10,000원","21:35,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-04-29,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","12:20,  생일(디지털),  9,000원","14:50,  뽀로로 극장판 보물섬 대모험(디지털),  9,000원","17:00,  생일(디지털)","19:50,  생일(디지털),  10,000원","22:40,  생일(디지털),  5,650원",,,04관,2019-04-29,94
"09:30,  요로나의 저주(디지털)","11:35,  어벤져스: 엔드게임(디지털),  9,000원","15:10,  어벤져스: 엔드게임(디지털),  10,000원","18:45,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-04-29,104
"09:50,  생일(디지털),  7,000원","12:20,  어벤져스: 엔드게임(디지털),  9,000원","15:55,  어벤져스: 엔드게임(디지털),  10,000원","19:30,  어벤져스: 엔드게임(디지털),  10,000원","23:05,  어벤져스: 엔드게임(디지털),  9,000원",,,,06관,2019-04-29,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:05,  어벤져스: 엔드게임(디지털),  10,000원","16:40,  어벤져스: 엔드게임(디지털),  10,000원","20:15,  어벤져스: 엔드게임(디지털),  10,000원","23:50,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-04-30,148
"10:10,  어벤져스: 엔드게임(디지털),  8,000원","13:45,  어벤져스: 엔드게임(디지털),  10,000원","17:20,  어벤져스: 엔드게임(디지털),  10,000원","20:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,,02관,2019-04-30,104
"10:50,  어벤져스: 엔드게임(디지털),  7,000원","14:25,  어벤져스: 엔드게임(디지털),  10,000원","18:00,  어벤져스: 엔드게임(디지털),  10,000원","21:35,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-04-30,115
"10:30,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","12:20,  생일(디지털),  9,000원","14:50,  뽀로로 극장판 보물섬 대모험(디지털),  10,000원","17:00,  생일(디지털),  10,000원","19:50,  생일(디지털),  10,000원","22:40,  생일(디지털),  10,000원",,,04관,2019-04-30,94
"09:30,  요로나의 저주(디지털)","11:35,  어벤져스: 엔드게임(디지털),  9,000원","15:10,  어벤져스: 엔드게임(디지털),  10,000원","18:45,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-04-30,104
"09:50,  생일(디지털),  7,000원","12:20,  어벤져스: 엔드게임(디지털),  9,000원","15:55,  어벤져스: 엔드게임(디지털),  10,000원","19:30,  어벤져스: 엔드게임(디지털),  10,000원","23:05,  어벤져스: 엔드게임(디지털),  9,000원",,,,06관,2019-04-30,112
"09:40,  어벤져스: 엔드게임(디지털),  7,000원","13:10,  어벤져스: 엔드게임(디지털),  10,000원","16:45,  어벤져스: 엔드게임(디지털),  10,000원","20:20,  어벤져스: 엔드게임(디지털),  10,000원","23:55,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-01,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","12:40,  뽀로로 극장판 보물섬 대모험(디지털),  9,000원","14:40,  뽀로로 극장판 보물섬 대모험(디지털),  10,000원","16:30,  어글리 돌(디지털),  5,000원","19:05,  나의 특별한 형제(디지털),  10,000원","21:30,  나의 특별한 형제(디지털),  10,000원","23:55,  나의 특별한 형제(디지털),  9,000원",,02관,2019-05-01,104
"10:30,  어벤져스: 엔드게임(디지털),  7,000원","14:00,  어벤져스: 엔드게임(디지털),  10,000원","17:35,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-05-01,115
"10:40,  나의 특별한 형제(디지털),  7,000원","13:05,  나의 특별한 형제(디지털),  10,000원","15:30,  나의 특별한 형제(디지털),  10,000원","17:55,  나의 특별한 형제(디지털),  10,000원","20:20,  나의 특별한 형제(디지털),  10,000원","22:45,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-01,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","11:20,  어벤져스: 엔드게임(디지털),  9,000원","14:55,  어벤져스: 엔드게임(디지털),  10,000원","18:30,  어벤져스: 엔드게임(디지털),  10,000원","22:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-05-01,104
"10:10,  어글리 돌(디지털),  7,000원","12:10,  어벤져스: 엔드게임(디지털),  9,000원","15:45,  어벤져스: 엔드게임(디지털),  10,000원","19:20,  어벤져스: 엔드게임(디지털),  10,000원","22:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-05-01,112
"09:40,  어벤져스: 엔드게임(디지털),  8,000원","13:15,  어벤져스: 엔드게임(디지털),  10,000원","16:45,  어벤져스: 엔드게임(디지털),  10,000원","20:20,  어벤져스: 엔드게임(디지털),  10,000원","23:55,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-02,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원",,"14:40,  뽀로로 극장판 보물섬 대모험(디지털),  10,000원",,"19:05,  나의 특별한 형제(디지털),  10,000원","21:30,  나의 특별한 형제(디지털),  10,000원","23:55,  나의 특별한 형제(디지털),  9,000원",,02관,2019-05-02,104
"10:30,  어벤져스: 엔드게임(디지털),  8,000원","14:00,  어벤져스: 엔드게임(디지털),  10,000원","17:35,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-05-02,115
"10:40,  나의 특별한 형제(디지털),  7,000원","13:05,  나의 특별한 형제(디지털),  10,000원","15:30,  나의 특별한 형제(디지털),  10,000원","17:55,  나의 특별한 형제(디지털),  10,000원","20:20,  나의 특별한 형제(디지털),  10,000원","22:45,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-02,94
,"11:20,  어벤져스: 엔드게임(디지털),  9,000원","14:55,  어벤져스: 엔드게임(디지털),  10,000원","18:30,  어벤져스: 엔드게임(디지털),  10,000원","22:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-05-02,104
,"12:10,  어벤져스: 엔드게임(디지털),  9,000원","15:45,  어벤져스: 엔드게임(디지털),  10,000원","19:20,  어벤져스: 엔드게임(디지털),  10,000원","22:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-05-02,112
"09:40,  어벤져스: 엔드게임(디지털),  8,000원","13:15,  어벤져스: 엔드게임(디지털),  12,000원","16:45,  어벤져스: 엔드게임(디지털),  12,000원","20:20,  어벤져스: 엔드게임(디지털),  12,000원","23:55,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-03,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:40,  어글리 돌(디지털),  7,000원","14:40,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","16:30,  어글리 돌(디지털더빙)","19:05,  나의 특별한 형제(디지털),  12,000원","21:30,  나의 특별한 형제(디지털),  12,000원","23:55,  나의 특별한 형제(디지털),  10,000원",,02관,2019-05-03,104
"10:30,  어벤져스: 엔드게임(디지털),  8,000원","14:00,  어벤져스: 엔드게임(디지털),  12,000원","17:35,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-05-03,115
"10:40,  나의 특별한 형제(디지털),  8,000원","13:05,  나의 특별한 형제(디지털),  12,000원","15:30,  나의 특별한 형제(디지털),  12,000원","17:55,  나의 특별한 형제(디지털),  12,000원","20:20,  나의 특별한 형제(디지털),  12,000원","22:45,  나의 특별한 형제(디지털),  12,000원",,,04관,2019-05-03,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:20,  어벤져스: 엔드게임(디지털),  11,000원","14:55,  어벤져스: 엔드게임(디지털),  12,000원","18:30,  어벤져스: 엔드게임(디지털),  12,000원","22:05,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-05-03,104
"10:10,  어글리 돌(디지털더빙)","12:10,  어벤져스: 엔드게임(디지털),  11,000원","15:45,  어벤져스: 엔드게임(디지털),  12,000원","19:20,  어벤져스: 엔드게임(디지털),  12,000원","22:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,06관,2019-05-03,112
"09:40,  어벤져스: 엔드게임(디지털),  8,000원","13:10,  어벤져스: 엔드게임(디지털),  12,000원","16:45,  어벤져스: 엔드게임(디지털),  12,000원","20:20,  어벤져스: 엔드게임(디지털),  12,000원","23:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-04,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:40,  뽀로로 극장판 보물섬 대모험(디지털),  11,000원","14:30,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","16:20,  어글리 돌(디지털),  12,000원","18:20,  나의 특별한 형제(디지털),  12,000원","20:45,  나의 특별한 형제(디지털),  12,000원","23:10,  나의 특별한 형제(디지털),  10,000원",,02관,2019-05-04,104
"10:30,  어벤져스: 엔드게임(디지털),  8,000원","14:00,  어벤져스: 엔드게임(디지털),  12,000원","17:35,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-05-04,115
"10:00,  나의 특별한 형제(디지털),  8,000원","12:25,  명탐정 피카츄(디지털더빙),  11,000원","14:40,  나의 특별한 형제(디지털),  12,000원","17:05,  명탐정 피카츄(디지털더빙),  12,000원","19:30,  명탐정 피카츄(디지털),  12,000원","21:45,  명탐정 피카츄(디지털),  12,000원","24:00,  명탐정 피카츄(디지털),  10,000원",,04관,2019-05-04,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:20,  어벤져스: 엔드게임(디지털),  11,000원","14:55,  어벤져스: 엔드게임(디지털),  12,000원","18:30,  어벤져스: 엔드게임(디지털),  12,000원","22:05,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-05-04,104
"10:10,  어글리 돌(디지털),  8,000원","12:10,  어벤져스: 엔드게임(디지털),  11,000원","15:45,  어벤져스: 엔드게임(디지털),  12,000원","19:20,  어벤져스: 엔드게임(디지털),  12,000원","22:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,06관,2019-05-04,112
"09:40,  어벤져스: 엔드게임(디지털),  8,000원","13:10,  어벤져스: 엔드게임(디지털),  12,000원","16:45,  어벤져스: 엔드게임(디지털),  12,000원","20:20,  어벤져스: 엔드게임(디지털),  12,000원","23:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-05,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:40,  뽀로로 극장판 보물섬 대모험(디지털),  11,000원","14:30,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","16:20,  어글리 돌(디지털),  12,000원","18:20,  나의 특별한 형제(디지털),  12,000원","20:45,  나의 특별한 형제(디지털),  12,000원","23:10,  나의 특별한 형제(디지털),  10,000원",,02관,2019-05-05,104
"10:30,  어벤져스: 엔드게임(디지털),  8,000원","14:00,  어벤져스: 엔드게임(디지털),  12,000원","17:35,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-05-05,115
"10:00,  나의 특별한 형제(디지털),  8,000원","12:25,  명탐정 피카츄(디지털더빙),  11,000원","14:40,  나의 특별한 형제(디지털),  12,000원","17:05,  명탐정 피카츄(디지털더빙),  12,000원","19:30,  명탐정 피카츄(디지털),  12,000원","21:45,  명탐정 피카츄(디지털),  12,000원","24:00,  명탐정 피카츄(디지털),  10,000원",,04관,2019-05-05,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:20,  어벤져스: 엔드게임(디지털),  11,000원","14:55,  어벤져스: 엔드게임(디지털),  12,000원","18:30,  어벤져스: 엔드게임(디지털),  12,000원","22:05,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-05-05,104
"10:10,  어글리 돌(디지털),  8,000원","12:10,  어벤져스: 엔드게임(디지털),  11,000원","15:45,  어벤져스: 엔드게임(디지털),  12,000원","19:20,  어벤져스: 엔드게임(디지털),  12,000원","22:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,06관,2019-05-05,112
"09:40,  어벤져스: 엔드게임(디지털),  8,000원","13:10,  어벤져스: 엔드게임(디지털),  12,000원","16:45,  어벤져스: 엔드게임(디지털),  12,000원","20:20,  어벤져스: 엔드게임(디지털),  12,000원","23:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-06,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","12:40,  뽀로로 극장판 보물섬 대모험(디지털),  11,000원","14:30,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","16:20,  어글리 돌(디지털),  12,000원","18:20,  나의 특별한 형제(디지털),  12,000원","20:45,  나의 특별한 형제(디지털),  12,000원","23:10,  나의 특별한 형제(디지털),  10,000원",,02관,2019-05-06,104
"10:30,  어벤져스: 엔드게임(디지털),  8,000원","14:00,  어벤져스: 엔드게임(디지털),  12,000원","17:35,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,03관,2019-05-06,115
"10:00,  나의 특별한 형제(디지털),  9,000원","12:25,  명탐정 피카츄(디지털더빙),  11,000원","14:40,  나의 특별한 형제(디지털),  12,000원","17:05,  명탐정 피카츄(디지털더빙),  12,000원","19:30,  명탐정 피카츄(디지털),  12,000원","21:45,  명탐정 피카츄(디지털),  12,000원",,,04관,2019-05-06,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:20,  어벤져스: 엔드게임(디지털),  11,000원","14:55,  어벤져스: 엔드게임(디지털),  12,000원","18:30,  어벤져스: 엔드게임(디지털),  12,000원","22:05,  어벤져스: 엔드게임(디지털),  12,000원",,,,05관,2019-05-06,104
"10:10,  어글리 돌(디지털),  8,000원","12:10,  어벤져스: 엔드게임(디지털),  11,000원","15:45,  어벤져스: 엔드게임(디지털),  12,000원","19:20,  어벤져스: 엔드게임(디지털),  12,000원","22:55,  어벤져스: 엔드게임(디지털),  12,000원",,,,06관,2019-05-06,112
"09:40,  어벤져스: 엔드게임(디지털),  7,000원","13:10,  어벤져스: 엔드게임(디지털),  10,000원","16:45,  어벤져스: 엔드게임(디지털),  10,000원","20:20,  어벤져스: 엔드게임(디지털),  10,000원","23:55,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-07,148
"10:50,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","12:40,  뽀로로 극장판 보물섬 대모험(디지털),  7,000원","14:30,  뽀로로 극장판 보물섬 대모험(디지털),  10,000원","16:30,  나의 특별한 형제(디지털),  10,000원","18:55,  나의 특별한 형제(디지털),  10,000원","21:20,  나의 특별한 형제(디지털),  8,000원","23:45,  나의 특별한 형제(디지털),  9,000원",,02관,2019-05-07,104
"10:30,  어벤져스: 엔드게임(디지털),  7,000원",,"17:35,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-05-07,115
"10:30,  나의 특별한 형제(디지털),  7,000원","12:55,  나의 특별한 형제(디지털),  9,000원","15:20,  나의 특별한 형제(디지털),  10,000원","17:45,  나의 특별한 형제(디지털),  10,000원","20:10,  나의 특별한 형제(디지털),  10,000원","22:35,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-07,94
,"11:20,  어벤져스: 엔드게임(디지털),  7,000원","14:55,  어벤져스: 엔드게임(디지털),  10,000원","18:30,  어벤져스: 엔드게임(디지털),  10,000원","22:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-05-07,104
