1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:20,  퍼펙트맨(디지털),  7,000원","12:55,  퍼펙트맨(디지털),  10,000원","15:35,  퍼펙트맨(디지털),  10,000원","18:15,  퍼펙트맨(디지털),  10,000원","20:55,  퍼펙트맨(디지털),  10,000원","23:35,  퍼펙트맨(디지털),  9,000원",,,02관,2019-10-02,104
"09:50,  장사리 : 잊혀진 영웅들(디지털),  7,000원","12:30,  장사리 : 잊혀진 영웅들(디지털),  10,000원","15:10,  장사리 : 잊혀진 영웅들(디지털),  10,000원","17:30,  소피와 드래곤: 마법책의 비밀(디지털),  6,000원","19:20,  장사리 : 잊혀진 영웅들(디지털),  10,000원","21:40,  장사리 : 잊혀진 영웅들(디지털),  10,000원","23:55,  장사리 : 잊혀진 영웅들(디지털),  9,000원",,03관,2019-10-02,115
"10:30,  양자물리학(디지털),  7,000원","13:10,  나쁜 녀석들: 더 무비(디지털),  10,000원","15:40,  양자물리학(디지털),  10,000원","18:10,  양자물리학(디지털),  0원","20:50,  나쁜 녀석들: 더 무비(디지털),  10,000원","23:20,  양자물리학(디지털),  9,000원",,,04관,2019-10-02,94
"09:30,  가장 보통의 연애(디지털),  7,000원","12:00,  가장 보통의 연애(디지털),  10,000원","14:30,  가장 보통의 연애(디지털),  10,000원","17:00,  가장 보통의 연애(디지털),  10,000원","19:30,  가장 보통의 연애(디지털),  10,000원","22:00,  가장 보통의 연애(디지털),  10,000원",,,05관,2019-10-02,104
"10:50,  조커(디지털),  7,000원","13:35,  조커(디지털),  10,000원","16:10,  조커(디지털),  10,000원","18:55,  조커(디지털),  10,000원","21:30,  조커(디지털),  10,000원","24:10,  조커(디지털),  9,000원",,,06관,2019-10-02,112
"09:30,  조커(디지털),  8,000원","12:10,  조커(디지털),  12,000원","14:50,  조커(디지털),  12,000원","17:35,  조커(디지털),  12,000원","20:10,  조커(디지털),  12,000원","22:50,  조커(디지털),  12,000원",,,01관,2019-10-03,148
"10:20,  퍼펙트맨(디지털),  8,000원","12:55,  퍼펙트맨(디지털),  12,000원","15:35,  퍼펙트맨(디지털),  12,000원","18:15,  퍼펙트맨(디지털),  12,000원","20:55,  퍼펙트맨(디지털),  12,000원","23:35,  퍼펙트맨(디지털),  10,000원",,,02관,2019-10-03,104
"09:30,  장사리 : 잊혀진 영웅들(디지털),  8,000원","11:50,  소피와 드래곤: 마법책의 비밀(디지털),  12,000원","13:40,  장사리 : 잊혀진 영웅들(디지털),  12,000원","16:05,  소피와 드래곤: 마법책의 비밀(디지털),  10,000원","17:50,  장사리 : 잊혀진 영웅들(디지털),  12,000원","20:15,  장사리 : 잊혀진 영웅들(디지털),  12,000원","22:30,  장사리 : 잊혀진 영웅들(디지털),  12,000원",,03관,2019-10-03,115
"10:30,  양자물리학(디지털),  8,000원","13:10,  가장 보통의 연애(디지털),  12,000원","15:40,  가장 보통의 연애(디지털),  12,000원","18:10,  조커(디지털),  12,000원","20:50,  조커(디지털),  12,000원","23:30,  양자물리학(디지털),  10,000원",,,04관,2019-10-03,94
"09:30,  가장 보통의 연애(디지털),  8,000원","12:00,  가장 보통의 연애(디지털),  12,000원","14:30,  가장 보통의 연애(디지털),  12,000원","16:50,  가장 보통의 연애(디지털),  12,000원","19:20,  가장 보통의 연애(디지털),  12,000원","21:50,  가장 보통의 연애(디지털),  12,000원","24:10,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-03,104
"10:50,  조커(디지털),  8,000원","13:35,  조커(디지털),  12,000원","16:10,  조커(디지털),  12,000원","18:55,  조커(디지털),  12,000원","21:30,  조커(디지털),  12,000원","24:10,  조커(디지털),  10,000원",,,06관,2019-10-03,112
"09:30,  조커(디지털),  8,000원","12:10,  조커(디지털),  12,000원","14:50,  조커(디지털),  12,000원","17:35,  조커(디지털),  12,000원","20:10,  조커(디지털),  12,000원","22:50,  조커(디지털),  12,000원",,,01관,2019-10-04,148
"10:20,  퍼펙트맨(디지털),  8,000원","12:55,  퍼펙트맨(디지털),  12,000원","15:35,  퍼펙트맨(디지털),  12,000원","18:15,  퍼펙트맨(디지털),  12,000원","20:55,  퍼펙트맨(디지털),  12,000원","23:35,  퍼펙트맨(디지털),  10,000원",,,02관,2019-10-04,104
"10:50,  장사리 : 잊혀진 영웅들(디지털),  8,000원","13:00,  장사리 : 잊혀진 영웅들(디지털),  12,000원","15:10,  장사리 : 잊혀진 영웅들(디지털),  12,000원","17:20,  장사리 : 잊혀진 영웅들(디지털),  12,000원","19:30,  조커(디지털),  12,000원","22:00,  장사리 : 잊혀진 영웅들(디지털),  12,000원",,,03관,2019-10-04,115
"10:30,  양자물리학(디지털),  8,000원","13:10,  가장 보통의 연애(디지털),  12,000원","15:40,  양자물리학(디지털),  9,000원","18:10,  가장 보통의 연애(디지털),  12,000원","20:30,  양자물리학(디지털),  12,000원","23:00,  가장 보통의 연애(디지털),  10,000원",,,04관,2019-10-04,94
"09:30,  가장 보통의 연애(디지털),  8,000원","12:00,  가장 보통의 연애(디지털),  12,000원","14:30,  가장 보통의 연애(디지털),  12,000원","16:50,  가장 보통의 연애(디지털),  12,000원","19:20,  가장 보통의 연애(디지털),  12,000원","21:50,  가장 보통의 연애(디지털),  12,000원","24:10,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-04,104
"10:50,  조커(디지털),  8,000원","13:35,  조커(디지털),  12,000원","16:10,  조커(디지털),  12,000원","18:55,  조커(디지털),  12,000원","21:30,  조커(디지털),  12,000원","24:10,  조커(디지털),  10,000원",,,06관,2019-10-04,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:40,  조커(디지털),  12,000원","17:15,  조커(디지털),  12,000원","19:50,  조커(디지털),  12,000원","22:25,  조커(디지털),  12,000원",,,01관,2019-10-05,148
"10:50,  소피와 드래곤: 마법책의 비밀(디지털),  8,000원","12:55,  조커(디지털),  12,000원","15:30,  조커(디지털),  12,000원","18:05,  조커(디지털),  12,000원","20:40,  조커(디지털),  12,000원","23:15,  조커(디지털),  10,000원",,,02관,2019-10-05,104
"10:00,  퍼펙트맨(디지털),  9,000원","12:30,  소피와 드래곤: 마법책의 비밀(디지털),  12,000원","14:20,  퍼펙트맨(디지털),  12,000원","16:45,  퍼펙트맨(디지털),  12,000원","19:10,  퍼펙트맨(디지털),  12,000원","21:35,  퍼펙트맨(디지털),  12,000원","24:00,  퍼펙트맨(디지털),  10,000원",,03관,2019-10-05,115
"10:45,  장사리 : 잊혀진 영웅들(디지털),  8,000원","13:00,  가장 보통의 연애(디지털),  12,000원","15:25,  장사리 : 잊혀진 영웅들(디지털),  12,000원","17:40,  가장 보통의 연애(디지털),  12,000원","20:05,  장사리 : 잊혀진 영웅들(디지털),  12,000원","22:20,  가장 보통의 연애(디지털),  12,000원",,,04관,2019-10-05,94
"09:30,  가장 보통의 연애(디지털),  8,000원","11:50,  가장 보통의 연애(디지털),  12,000원","14:10,  가장 보통의 연애(디지털),  12,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-05,104
"09:30,  소피와 드래곤: 마법책의 비밀(디지털),  8,000원","11:10,  조커(디지털),  12,000원","13:45,  조커(디지털),  12,000원","16:20,  조커(디지털),  12,000원","18:55,  조커(디지털),  12,000원","21:30,  조커(디지털),  12,000원","24:05,  조커(디지털),  10,000원",,06관,2019-10-05,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:40,  조커(디지털),  12,000원","17:15,  조커(디지털),  12,000원","19:50,  조커(디지털),  12,000원","22:25,  조커(디지털),  12,000원",,,01관,2019-10-06,148
"10:50,  소피와 드래곤: 마법책의 비밀(디지털),  8,000원","12:55,  조커(디지털),  12,000원","15:30,  조커(디지털),  12,000원","18:05,  조커(디지털),  12,000원","20:40,  조커(디지털),  12,000원","23:15,  조커(디지털),  10,000원",,,02관,2019-10-06,104
"10:00,  퍼펙트맨(디지털),  8,000원","12:30,  소피와 드래곤: 마법책의 비밀(디지털),  12,000원","14:20,  퍼펙트맨(디지털),  12,000원","16:45,  퍼펙트맨(디지털),  12,000원","19:10,  퍼펙트맨(디지털),  12,000원","21:35,  퍼펙트맨(디지털),  12,000원","24:00,  퍼펙트맨(디지털),  10,000원",,03관,2019-10-06,115
"10:45,  장사리 : 잊혀진 영웅들(디지털),  8,000원","13:00,  가장 보통의 연애(디지털),  12,000원","15:25,  장사리 : 잊혀진 영웅들(디지털),  12,000원","17:40,  가장 보통의 연애(디지털),  12,000원","20:05,  장사리 : 잊혀진 영웅들(디지털),  12,000원","22:20,  가장 보통의 연애(디지털),  12,000원",,,04관,2019-10-06,94
"09:30,  가장 보통의 연애(디지털),  8,000원","11:50,  가장 보통의 연애(디지털),  12,000원","14:10,  가장 보통의 연애(디지털),  12,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-06,104
"09:30,  소피와 드래곤: 마법책의 비밀(디지털)","11:10,  조커(디지털),  12,000원","13:45,  조커(디지털),  12,000원","16:20,  조커(디지털),  12,000원","18:55,  조커(디지털),  12,000원","21:30,  조커(디지털),  12,000원","24:05,  조커(디지털),  10,000원",,06관,2019-10-06,112
"09:30,  조커(디지털),  7,000원","12:10,  조커(디지털),  10,000원","14:50,  조커(디지털),  10,000원","17:35,  조커(디지털),  10,000원","20:10,  조커(디지털),  10,000원","22:50,  조커(디지털),  10,000원",,,01관,2019-10-07,148
"10:20,  퍼펙트맨(디지털),  7,000원","12:55,  퍼펙트맨(디지털),  10,000원","15:35,  퍼펙트맨(디지털),  10,000원","18:15,  퍼펙트맨(디지털),  10,000원","20:55,  퍼펙트맨(디지털),  10,000원","23:35,  퍼펙트맨(디지털),  9,000원",,,02관,2019-10-07,104
"10:50,  장사리 : 잊혀진 영웅들(디지털),  7,000원","13:00,  장사리 : 잊혀진 영웅들(디지털),  6,000원","15:10,  장사리 : 잊혀진 영웅들(디지털),  10,000원","17:20,  장사리 : 잊혀진 영웅들(디지털)","19:30,  장사리 : 잊혀진 영웅들(디지털),  6,000원","22:00,  장사리 : 잊혀진 영웅들(디지털),  10,000원",,,03관,2019-10-07,115
"10:30,  양자물리학(디지털),  7,000원","13:10,  가장 보통의 연애(디지털),  10,000원","15:40,  양자물리학(디지털),  10,000원","18:10,  가장 보통의 연애(디지털),  10,000원","20:30,  양자물리학(디지털),  10,000원","23:00,  가장 보통의 연애(디지털),  9,000원",,,04관,2019-10-07,94
"09:30,  가장 보통의 연애(디지털),  7,000원","12:00,  가장 보통의 연애(디지털),  10,000원","14:30,  가장 보통의 연애(디지털),  10,000원","16:50,  가장 보통의 연애(디지털),  10,000원","19:20,  가장 보통의 연애(디지털),  10,000원","21:50,  가장 보통의 연애(디지털),  10,000원","24:10,  가장 보통의 연애(디지털),  9,000원",,05관,2019-10-07,104
"10:50,  조커(디지털),  7,000원","13:35,  조커(디지털),  10,000원","16:10,  조커(디지털),  10,000원","18:55,  조커(디지털),  10,000원","21:30,  조커(디지털),  10,000원","24:10,  조커(디지털),  9,000원",,,06관,2019-10-07,112
"09:30,  조커(디지털),  7,000원","12:10,  조커(디지털),  10,000원","14:50,  조커(디지털),  10,000원","17:35,  조커(디지털),  10,000원","20:10,  조커(디지털),  10,000원","22:50,  조커(디지털),  10,000원",,,01관,2019-10-08,148
"10:20,  퍼펙트맨(디지털),  9,000원","12:55,  퍼펙트맨(디지털),  10,000원","15:35,  퍼펙트맨(디지털),  10,000원","18:15,  퍼펙트맨(디지털),  10,000원","20:55,  퍼펙트맨(디지털),  10,000원","23:35,  퍼펙트맨(디지털),  9,000원",,,02관,2019-10-08,104
"10:50,  장사리 : 잊혀진 영웅들(디지털),  7,000원","13:00,  장사리 : 잊혀진 영웅들(디지털),  10,000원","15:10,  장사리 : 잊혀진 영웅들(디지털),  7,000원","17:20,  장사리 : 잊혀진 영웅들(디지털),  10,000원","19:30,  장사리 : 잊혀진 영웅들(디지털),  8,000원","22:00,  장사리 : 잊혀진 영웅들(디지털),  10,000원",,,03관,2019-10-08,115
"10:30,  양자물리학(디지털),  6,000원","13:10,  가장 보통의 연애(디지털),  10,000원","15:40,  양자물리학(디지털),  10,000원","18:10,  가장 보통의 연애(디지털),  10,000원","20:30,  양자물리학(디지털),  10,000원","23:00,  가장 보통의 연애(디지털),  9,000원",,,04관,2019-10-08,94
"09:30,  가장 보통의 연애(디지털),  7,000원","12:00,  가장 보통의 연애(디지털),  8,000원","14:30,  가장 보통의 연애(디지털),  10,000원","16:50,  가장 보통의 연애(디지털),  10,000원","19:20,  가장 보통의 연애(디지털),  10,000원","21:50,  가장 보통의 연애(디지털),  10,000원","24:10,  가장 보통의 연애(디지털),  9,000원",,05관,2019-10-08,104
"10:50,  조커(디지털),  7,000원","13:35,  조커(디지털),  10,000원","16:10,  조커(디지털),  10,000원","18:55,  조커(디지털),  10,000원","21:30,  조커(디지털),  10,000원","24:10,  조커(디지털),  9,000원",,,06관,2019-10-08,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:35,  조커(디지털),  12,000원","17:05,  조커(디지털),  12,000원","19:35,  조커(디지털),  12,000원","22:05,  조커(디지털),  12,000원",,,01관,2019-10-09,148
"09:50,  퍼펙트맨(디지털),  8,000원","12:55,  잃어버린 세계를 찾아서(디지털더빙),  12,000원","15:00,  퍼펙트맨(디지털),  12,000원","17:30,  퍼펙트맨(디지털),  12,000원","20:00,  퍼펙트맨(디지털),  12,000원","22:30,  퍼펙트맨(디지털),  12,000원",,,02관,2019-10-09,104
"10:20,  제미니 맨(디지털),  9,000원","12:45,  제미니 맨(디지털),  12,000원","15:20,  제미니 맨(디지털),  12,000원","17:50,  제미니 맨(디지털),  12,000원","20:20,  제미니 맨(디지털),  12,000원","22:50,  제미니 맨(디지털),  6,000원",,,03관,2019-10-09,115
"10:15,  잃어버린 세계를 찾아서(디지털더빙),  8,000원","12:25,  판소리 복서(디지털)","14:55,  잃어버린 세계를 찾아서(디지털더빙),  10,000원","17:00,  장사리 : 잊혀진 영웅들(디지털),  12,000원","19:15,  판소리 복서(디지털),  12,000원","21:40,  제미니 맨(디지털),  12,000원","24:05,  제미니 맨(디지털),  10,000원",,04관,2019-10-09,94
"09:30,  가장 보통의 연애(디지털),  9,000원","11:50,  가장 보통의 연애(디지털),  12,000원","14:10,  가장 보통의 연애(디지털),  12,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-09,104
"10:50,  조커(디지털),  8,000원","13:25,  조커(디지털),  12,000원","15:55,  조커(디지털),  12,000원","18:25,  조커(디지털),  12,000원","20:55,  조커(디지털),  12,000원","23:30,  조커(디지털),  10,000원",,,06관,2019-10-09,112
"09:30,  조커(디지털),  7,000원","12:05,  조커(디지털),  10,000원","14:35,  조커(디지털),  10,000원","17:05,  조커(디지털),  10,000원","19:35,  조커(디지털),  10,000원","22:05,  조커(디지털),  10,000원",,,01관,2019-10-10,148
"09:50,  퍼펙트맨(디지털),  7,000원","12:20,  퍼펙트맨(디지털),  10,000원","14:50,  퍼펙트맨(디지털),  8,000원","17:20,  퍼펙트맨(디지털),  10,000원","19:50,  퍼펙트맨(디지털),  10,000원","22:20,  퍼펙트맨(디지털),  10,000원",,,02관,2019-10-10,104
"10:20,  제미니 맨(디지털),  7,000원","12:45,  제미니 맨(디지털),  10,000원","15:20,  제미니 맨(디지털),  10,000원","17:50,  제미니 맨(디지털),  10,000원","20:20,  제미니 맨(디지털),  10,000원","22:50,  제미니 맨(디지털),  5,000원",,,03관,2019-10-10,115
"10:00,  장사리 : 잊혀진 영웅들(디지털),  7,000원","12:25,  판소리 복서(디지털),  7,000원","14:55,  잃어버린 세계를 찾아서(디지털더빙)","17:00,  장사리 : 잊혀진 영웅들(디지털),  10,000원","20:00,  가장 보통의 연애(디지털),  10,000원","22:20,  가장 보통의 연애(디지털),  10,000원",,,04관,2019-10-10,94
"09:30,  가장 보통의 연애(디지털),  7,000원","11:50,  가장 보통의 연애(디지털),  10,000원","14:10,  가장 보통의 연애(디지털),  10,000원","16:30,  가장 보통의 연애(디지털),  10,000원","18:50,  가장 보통의 연애(디지털),  10,000원","21:10,  가장 보통의 연애(디지털),  10,000원","23:30,  가장 보통의 연애(디지털),  9,000원",,05관,2019-10-10,104
"10:50,  조커(디지털),  7,000원","13:25,  조커(디지털),  8,000원","15:55,  조커(디지털),  10,000원","18:25,  조커(디지털),  10,000원","20:55,  조커(디지털),  10,000원","23:30,  조커(디지털),  9,000원",,,06관,2019-10-10,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:35,  조커(디지털),  12,000원","17:05,  조커(디지털),  12,000원","19:35,  조커(디지털),  12,000원","22:05,  조커(디지털),  12,000원",,,01관,2019-10-11,148
"09:50,  퍼펙트맨(디지털),  8,000원","12:20,  퍼펙트맨(디지털),  12,000원","14:50,  퍼펙트맨(디지털),  12,000원","17:20,  퍼펙트맨(디지털),  12,000원","19:50,  퍼펙트맨(디지털),  12,000원","22:20,  퍼펙트맨(디지털),  12,000원",,,02관,2019-10-11,104
"10:20,  제미니 맨(디지털),  8,000원","12:45,  제미니 맨(디지털),  12,000원","15:20,  제미니 맨(디지털),  12,000원","17:50,  제미니 맨(디지털),  12,000원","20:20,  제미니 맨(디지털),  12,000원","22:50,  제미니 맨(디지털),  12,000원",,,03관,2019-10-11,115
"10:20,  소피와 드래곤: 마법책의 비밀(디지털),  5,000원","12:25,  판소리 복서(디지털),  8,000원","14:55,  잃어버린 세계를 찾아서(디지털더빙),  12,000원","17:00,  장사리 : 잊혀진 영웅들(디지털),  12,000원","20:00,  가장 보통의 연애(디지털),  12,000원","22:20,  가장 보통의 연애(디지털),  12,000원",,,04관,2019-10-11,94
"09:30,  가장 보통의 연애(디지털),  8,000원","11:50,  가장 보통의 연애(디지털),  10,000원","14:10,  가장 보통의 연애(디지털),  12,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-11,104
"10:50,  조커(디지털),  8,000원","13:25,  조커(디지털),  12,000원","15:55,  조커(디지털),  12,000원","18:25,  조커(디지털),  12,000원","20:55,  조커(디지털),  12,000원","23:30,  조커(디지털),  10,000원",,,06관,2019-10-11,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:35,  조커(디지털),  12,000원","17:05,  조커(디지털),  12,000원","19:35,  조커(디지털),  12,000원","22:05,  조커(디지털),  12,000원",,,01관,2019-10-12,148
"09:50,  퍼펙트맨(디지털),  8,000원","12:55,  잃어버린 세계를 찾아서(디지털더빙),  12,000원","15:00,  퍼펙트맨(디지털),  12,000원","17:30,  퍼펙트맨(디지털),  12,000원","20:00,  퍼펙트맨(디지털),  12,000원","22:30,  퍼펙트맨(디지털),  12,000원",,,02관,2019-10-12,104
"10:20,  제미니 맨(디지털),  8,000원","12:45,  제미니 맨(디지털),  8,000원","15:20,  제미니 맨(디지털),  12,000원","17:50,  제미니 맨(디지털),  6,000원","20:20,  제미니 맨(디지털),  12,000원","22:50,  제미니 맨(디지털),  5,000원",,,03관,2019-10-12,115
"10:40,  잃어버린 세계를 찾아서(디지털더빙),  8,000원","13:00,  가장 보통의 연애(디지털),  12,000원","15:20,  가장 보통의 연애(디지털),  12,000원","17:40,  가장 보통의 연애(디지털),  12,000원","20:00,  가장 보통의 연애(디지털),  12,000원","22:20,  가장 보통의 연애(디지털),  12,000원",,,04관,2019-10-12,94
"09:30,  가장 보통의 연애(디지털),  8,000원","11:50,  가장 보통의 연애(디지털),  12,000원","14:10,  가장 보통의 연애(디지털),  12,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-12,104
"10:50,  조커(디지털),  8,000원","13:25,  조커(디지털),  12,000원","15:55,  조커(디지털),  12,000원","18:25,  조커(디지털),  12,000원","20:55,  조커(디지털),  12,000원","23:30,  조커(디지털),  10,000원",,,06관,2019-10-12,112
"09:30,  조커(디지털),  8,000원","12:05,  조커(디지털),  12,000원","14:35,  조커(디지털),  12,000원","17:05,  조커(디지털),  12,000원","19:35,  조커(디지털),  12,000원","22:05,  조커(디지털),  12,000원",,,01관,2019-10-13,148
"09:50,  퍼펙트맨(디지털),  8,000원","12:55,  잃어버린 세계를 찾아서(디지털더빙),  10,000원","15:00,  퍼펙트맨(디지털),  12,000원","17:30,  퍼펙트맨(디지털),  12,000원","20:00,  퍼펙트맨(디지털),  12,000원","22:30,  퍼펙트맨(디지털),  12,000원",,,02관,2019-10-13,104
"10:20,  제미니 맨(디지털),  8,000원","12:45,  제미니 맨(디지털),  12,000원","15:20,  제미니 맨(디지털),  12,000원","17:50,  제미니 맨(디지털),  12,000원","20:20,  제미니 맨(디지털),  12,000원","22:50,  제미니 맨(디지털),  12,000원",,,03관,2019-10-13,115
"10:40,  잃어버린 세계를 찾아서(디지털더빙),  8,000원","13:00,  가장 보통의 연애(디지털),  12,000원","15:20,  가장 보통의 연애(디지털),  12,000원","17:40,  가장 보통의 연애(디지털),  12,000원","20:00,  가장 보통의 연애(디지털),  12,000원","22:20,  가장 보통의 연애(디지털),  12,000원",,,04관,2019-10-13,94
"09:30,  가장 보통의 연애(디지털),  8,000원","11:50,  가장 보통의 연애(디지털),  12,000원","14:10,  가장 보통의 연애(디지털),  10,000원","16:30,  가장 보통의 연애(디지털),  12,000원","18:50,  가장 보통의 연애(디지털),  12,000원","21:10,  가장 보통의 연애(디지털),  12,000원","23:30,  가장 보통의 연애(디지털),  10,000원",,05관,2019-10-13,104
"10:50,  조커(디지털),  8,000원","13:25,  조커(디지털),  12,000원","15:55,  조커(디지털),  12,000원","18:25,  조커(디지털),  12,000원","20:55,  조커(디지털),  12,000원","23:30,  조커(디지털),  10,000원",,,06관,2019-10-13,112
"09:30,  조커(디지털),  7,000원","12:05,  조커(디지털)","14:35,  조커(디지털),  10,000원","17:05,  조커(디지털),  10,000원","19:35,  조커(디지털),  10,000원","22:05,  조커(디지털),  10,000원",,,01관,2019-10-14,148
"09:50,  퍼펙트맨(디지털),  7,000원","12:20,  퍼펙트맨(디지털),  10,000원","14:50,  퍼펙트맨(디지털),  10,000원","17:20,  퍼펙트맨(디지털),  10,000원","19:50,  퍼펙트맨(디지털),  10,000원","22:20,  퍼펙트맨(디지털),  8,000원",,,02관,2019-10-14,104
"10:20,  제미니 맨(디지털),  7,000원","13:05,  제미니 맨(디지털),  8,000원","15:40,  제미니 맨(디지털)","18:10,  제미니 맨(디지털),  8,000원","20:40,  제미니 맨(디지털),  10,000원","23:10,  제미니 맨(디지털)",,,03관,2019-10-14,115
"10:20,  장사리 : 잊혀진 영웅들(디지털),  5,000원","13:00,  가장 보통의 연애(디지털),  10,000원","15:20,  가장 보통의 연애(디지털),  8,000원","17:40,  가장 보통의 연애(디지털),  10,000원","20:00,  가장 보통의 연애(디지털),  10,000원","22:20,  가장 보통의 연애(디지털),  10,000원",,,04관,2019-10-14,94
"09:30,  가장 보통의 연애(디지털),  7,000원","11:50,  가장 보통의 연애(디지털),  10,000원","14:10,  가장 보통의 연애(디지털),  10,000원","16:30,  가장 보통의 연애(디지털),  10,000원","18:50,  가장 보통의 연애(디지털),  10,000원","21:10,  가장 보통의 연애(디지털),  10,000원","23:30,  가장 보통의 연애(디지털),  9,000원",,05관,2019-10-14,104
"10:50,  조커(디지털),  7,000원","13:25,  조커(디지털),  10,000원","15:55,  조커(디지털),  10,000원","18:25,  조커(디지털),  10,000원","20:55,  조커(디지털),  10,000원","23:30,  조커(디지털),  9,000원",,,06관,2019-10-14,112
"09:30,  조커(디지털),  7,000원","12:05,  조커(디지털),  10,000원","14:35,  조커(디지털),  10,000원","17:05,  조커(디지털),  10,000원","19:35,  조커(디지털),  10,000원",,,,01관,2019-10-15,148
"09:50,  퍼펙트맨(디지털),  7,000원","12:20,  퍼펙트맨(디지털),  5,000원","14:50,  퍼펙트맨(디지털),  10,000원","17:20,  퍼펙트맨(디지털),  10,000원","19:50,  퍼펙트맨(디지털),  10,000원",,,,02관,2019-10-15,104
"10:40,  제미니 맨(디지털),  7,000원","13:05,  제미니 맨(디지털),  8,000원","15:40,  제미니 맨(디지털),  10,000원","18:10,  제미니 맨(디지털),  10,000원","20:40,  제미니 맨(디지털),  9,000원",,,,03관,2019-10-15,115
"10:20,  장사리 : 잊혀진 영웅들(디지털),  7,000원","13:00,  가장 보통의 연애(디지털),  6,000원","15:20,  가장 보통의 연애(디지털),  10,000원","17:40,  가장 보통의 연애(디지털),  10,000원","20:00,  가장 보통의 연애(디지털),  10,000원",,,,04관,2019-10-15,94
"09:30,  가장 보통의 연애(디지털),  7,000원","11:50,  가장 보통의 연애(디지털),  10,000원","14:10,  가장 보통의 연애(디지털),  10,000원","16:30,  가장 보통의 연애(디지털),  10,000원","18:50,  가장 보통의 연애(디지털)","21:10,  가장 보통의 연애(디지털),  10,000원",,,05관,2019-10-15,104
"10:50,  조커(디지털),  7,000원","13:25,  조커(디지털),  10,000원","15:55,  조커(디지털),  10,000원","18:25,  조커(디지털),  10,000원","20:55,  조커(디지털),  10,000원",,,,06관,2019-10-15,112
"09:30,  조커(디지털),  7,000원","12:05,  조커(디지털),  10,000원","14:35,  조커(디지털),  8,000원","17:05,  조커(디지털),  10,000원","19:35,  조커(디지털),  10,000원","22:05,  조커(디지털),  10,000원",,,01관,2019-10-16,148
"09:50,  퍼펙트맨(디지털),  6,000원",,"14:50,  퍼펙트맨(디지털),  10,000원",,"19:45,  두번할까요(디지털),  8,000원",,,,02관,2019-10-16,104
,"13:05,  제미니 맨(디지털),  6,000원","15:40,  제미니 맨(디지털),  10,000원","18:10,  제미니 맨(디지털),  8,000원","20:40,  제미니 맨(디지털),  8,000원","23:10,  제미니 맨(디지털),  10,000원",,,03관,2019-10-16,115
"10:20,  장사리 : 잊혀진 영웅들(디지털),  7,000원","13:00,  가장 보통의 연애(디지털),  10,000원","15:20,  가장 보통의 연애(디지털),  10,000원","17:40,  퍼펙트맨(디지털),  10,000원","20:10,  퍼펙트맨(디지털),  10,000원","22:40,  퍼펙트맨(디지털),  10,000원",,,04관,2019-10-16,94
"09:30,  가장 보통의 연애(디지털),  7,000원","11:50,  가장 보통의 연애(디지털),  10,000원","14:10,  가장 보통의 연애(디지털),  10,000원","16:30,  가장 보통의 연애(디지털),  10,000원","18:50,  가장 보통의 연애(디지털),  10,000원","21:10,  가장 보통의 연애(디지털),  10,000원","23:30,  가장 보통의 연애(디지털),  9,000원",,05관,2019-10-16,104
"10:50,  조커(디지털),  7,000원","13:25,  조커(디지털),  10,000원","15:55,  조커(디지털),  10,000원","18:25,  조커(디지털),  10,000원","20:55,  조커(디지털),  10,000원","23:30,  조커(디지털),  9,000원",,,06관,2019-10-16,112
,"12:00,  말레피센트 2(디지털),  7,000원","14:30,  말레피센트 2(디지털),  10,000원","17:00,  말레피센트 2(디지털),  10,000원","19:30,  말레피센트 2(디지털),  10,000원","22:00,  말레피센트 2(디지털),  10,000원",,,01관,2019-10-17,148
