상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,좌석수
2015-09-12,01관,"10:30,  암살(디지털),  5,000원","13:30,  돼지 같은 여자(디지털),  5,000원","15:40,  슈퍼레이서 엔지(디지털),  5,000원","17:20,  베테랑(디지털),  5,000원","20:00,  돼지 같은 여자(디지털),  5,000원",,,,,,,,,,47
2015-09-12,02관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","11:30,  오피스(디지털),  5,000원","13:50,  앤트맨(디지털),  5,000원","16:10,  베테랑(디지털),  5,000원","18:40,  오피스(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,99
2015-09-13,01관,"10:30,  암살(디지털),  5,000원","13:30,  돼지 같은 여자(디지털),  5,000원","15:40,  슈퍼레이서 엔지(디지털),  5,000원","17:20,  베테랑(디지털),  5,000원","20:00,  돼지 같은 여자(디지털),  5,000원",,,,,,,,,,47
2015-09-13,02관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","11:30,  오피스(디지털),  5,000원","13:50,  앤트맨(디지털),  5,000원","16:10,  베테랑(디지털),  5,000원","18:40,  오피스(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,99
2015-09-14,01관,"11:00,  돼지 같은 여자(디지털)","13:30,  베테랑(디지털),  5,000원","16:30,  슈퍼레이서 엔지(디지털)","18:20,  돼지 같은 여자(디지털),  5,000원","21:00,  암살(디지털),  5,000원",,,,,,,,,,47
2015-09-14,02관,"10:00,  앤트맨(3D 디지털),  8,000원","12:30,  오피스(디지털),  5,000원","15:00,  베테랑(디지털),  5,000원","18:30,  오피스(디지털),  5,000원","21:10,  앤트맨(디지털),  5,000원",,,,,,,,,,99
2015-09-15,01관,"11:00,  돼지 같은 여자(디지털)","13:30,  베테랑(디지털),  5,000원","16:30,  슈퍼레이서 엔지(디지털),  5,000원","18:20,  돼지 같은 여자(디지털),  5,000원","21:00,  암살(디지털),  5,000원",,,,,,,,,,47
2015-09-15,02관,"10:00,  앤트맨(3D 디지털),  8,000원","12:30,  오피스(디지털),  5,000원","15:00,  베테랑(디지털),  5,000원","18:30,  오피스(디지털),  5,000원","21:10,  앤트맨(디지털),  5,000원",,,,,,,,,,99
2015-09-16,01관,,"13:00,  암살(디지털),  5,000원","15:50,  앤트맨(디지털),  5,000원","18:30,  베테랑(디지털),  5,000원","21:00,  앤트맨(디지털)",,,,,,,,,,47
2015-09-16,02관,,"13:10,  오피스(디지털)","15:30,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-17,01관,"10:30,  돼지 같은 여자(디지털)","13:00,  암살(디지털),  5,000원","15:50,  앤트맨(디지털),  5,000원","18:30,  베테랑(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,,47
2015-09-17,02관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","12:30,  치외법권(디지털)","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-18,01관,"10:30,  돼지 같은 여자(디지털)","13:00,  암살(디지털),  5,000원","15:50,  앤트맨(디지털),  5,000원","18:30,  베테랑(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,,47
2015-09-18,02관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","12:30,  오피스(디지털)","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-19,01관,"10:00,  돼지 같은 여자(디지털),  5,000원","12:20,  앤트맨(디지털),  5,000원","15:30,  베테랑(디지털),  5,000원","18:30,  앤트맨(디지털),  5,000원","20:50,  암살(디지털),  5,000원",,,,,,,,,,47
2015-09-19,02관,"10:30,  사도(디지털),  5,000원","13:30,  슈퍼레이서 엔지(디지털),  5,000원","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:00,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-20,01관,"10:00,  돼지 같은 여자(디지털),  5,000원","12:20,  앤트맨(디지털),  5,000원","15:30,  베테랑(디지털),  5,000원","18:30,  앤트맨(디지털),  5,000원","20:50,  암살(디지털),  5,000원",,,,,,,,,,47
2015-09-20,02관,"10:30,  사도(디지털),  5,000원","13:30,  슈퍼레이서 엔지(디지털),  5,000원","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:00,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-21,01관,"10:30,  돼지 같은 여자(디지털),  5,000원","13:00,  암살(디지털),  5,000원","15:50,  앤트맨(디지털),  5,000원","18:30,  베테랑(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,,47
2015-09-21,02관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","12:30,  오피스(디지털),  5,000원","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-22,01관,"10:30,  돼지 같은 여자(디지털),  5,000원","13:00,  암살(디지털),  5,000원","15:50,  앤트맨(디지털)","18:30,  베테랑(디지털),  5,000원","21:00,  앤트맨(디지털),  5,000원",,,,,,,,,,47
2015-09-22,02관,"10:00,  슈퍼레이서 엔지(디지털)","12:30,  오피스(디지털),  5,000원","15:10,  사도(디지털),  5,000원","18:20,  오피스(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-23,01관,"10:30,  돼지 같은 여자(디지털),  5,000원","13:00,  앤트맨(디지털),  5,000원","15:20,  슈퍼레이서 엔지(디지털)","18:20,  앤트맨(디지털),  5,000원","21:00,  베테랑(디지털),  5,000원",,,,,,,,,,47
2015-09-23,02관,"10:00,  오피스(디지털),  5,000원","13:20,  치외법권(디지털),  5,000원","15:40,  사도(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-24,01관,"10:30,  지금은맞고그때는틀리다(디지털),  5,000원","13:30,  탐정 : 더 비기닝(디지털),  5,000원","16:30,  슈퍼레이서 엔지(디지털)","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-24,02관,"10:00,  앤트맨(디지털)","13:00,  사도(디지털),  5,000원","16:00,  서부전선(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  서부전선(디지털),  5,000원",,,,,,,,,,99
2015-09-25,01관,"10:30,  지금은맞고그때는틀리다(디지털),  5,000원","13:30,  탐정 : 더 비기닝(디지털),  5,000원","16:30,  슈퍼레이서 엔지(디지털)","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-25,02관,"10:00,  앤트맨(디지털),  5,000원","13:00,  사도(디지털),  5,000원","16:00,  서부전선(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  서부전선(디지털),  5,000원",,,,,,,,,,99
2015-09-26,01관,"11:10,  지금은맞고그때는틀리다(디지털),  5,000원","14:00,  슈퍼레이서 엔지(디지털),  5,000원","15:40,  탐정 : 더 비기닝(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-26,02관,"11:00,  앤트맨(디지털),  5,000원","13:30,  서부전선(디지털),  5,000원","16:00,  사도(디지털),  5,000원","18:40,  서부전선(디지털),  5,000원","21:20,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-27,01관,"11:10,  지금은맞고그때는틀리다(디지털),  5,000원","14:00,  슈퍼레이서 엔지(디지털),  5,000원","15:40,  탐정 : 더 비기닝(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-27,02관,"11:00,  앤트맨(디지털),  5,000원","13:30,  서부전선(디지털),  5,000원","16:00,  사도(디지털),  5,000원","18:40,  서부전선(디지털),  5,000원","21:20,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-28,01관,"11:10,  지금은맞고그때는틀리다(디지털),  5,000원","14:00,  슈퍼레이서 엔지(디지털),  5,000원","15:40,  탐정 : 더 비기닝(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-28,02관,"11:00,  앤트맨(디지털),  5,000원","13:30,  서부전선(디지털),  5,000원","16:00,  사도(디지털),  5,000원","18:40,  서부전선(디지털),  5,000원","21:20,  사도(디지털),  5,000원",,,,,,,,,,99
2015-09-29,01관,"11:10,  지금은맞고그때는틀리다(디지털),  5,000원","14:00,  슈퍼레이서 엔지(디지털),  5,000원","15:40,  탐정 : 더 비기닝(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,47
2015-09-29,02관,"11:00,  앤트맨(디지털),  5,000원","13:30,  사도(디지털),  5,000원","16:00,  서부전선(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:00,  서부전선(디지털),  5,000원",,,,,,,,,,99
2015-09-30,01관,"10:30,  지금은맞고그때는틀리다(디지털),  5,000원","13:00,  서부전선(디지털)","15:20,  슈퍼레이서 엔지(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  서부전선(디지털),  5,000원",,,,,,,,,,47
2015-09-30,02관,"10:00,  앤트맨(디지털),  5,000원","13:30,  사도(디지털),  5,000원","16:00,  탐정 : 더 비기닝(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,99
2015-10-01,01관,"10:30,  지금은맞고그때는틀리다(디지털)","13:30,  서부전선(디지털),  5,000원","16:30,  슈퍼레이서 엔지(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  서부전선(디지털)",,,,,,,,,,47
2015-10-01,02관,"10:00,  탐정 : 더 비기닝(디지털)","13:00,  사도(디지털),  5,000원","16:00,  탐정 : 더 비기닝(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,99
2015-10-02,01관,"10:00,  슈퍼레이서 엔지(디지털),  5,000원","13:20,  지금은맞고그때는틀리다(디지털),  5,000원","16:00,  서부전선(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  서부전선(디지털)",,,,,,,,,,47
2015-10-02,02관,"10:30,  탐정 : 더 비기닝(디지털),  5,000원","13:00,  사도(디지털),  5,000원","15:40,  탐정 : 더 비기닝(디지털),  5,000원","18:30,  사도(디지털),  5,000원","21:10,  탐정 : 더 비기닝(디지털),  5,000원",,,,,,,,,,99
2015-10-03,01관,"10:30,  지금은맞고그때는틀리다(디지털),  5,000원","13:30,  슈퍼레이서 엔지(디지털),  5,000원","15:20,  서부전선(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  서부전선(디지털),  5,000원",,,,,,,,,,47
2015-10-03,02관,"10:00,  탐정 : 더 비기닝(디지털),  5,000원","13:00,  탐정 : 더 비기닝(디지털),  5,000원","15:30,  사도(디지털),  5,000원","18:40,  탐정 : 더 비기닝(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
2015-10-04,01관,"10:30,  지금은맞고그때는틀리다(디지털),  5,000원","13:30,  슈퍼레이서 엔지(디지털),  5,000원","15:20,  서부전선(디지털),  5,000원","18:20,  베테랑(디지털),  5,000원","21:00,  서부전선(디지털),  5,000원",,,,,,,,,,47
2015-10-04,02관,"10:00,  탐정 : 더 비기닝(디지털),  5,000원","13:00,  탐정 : 더 비기닝(디지털),  5,000원","15:30,  사도(디지털),  5,000원","18:40,  탐정 : 더 비기닝(디지털),  5,000원","21:10,  사도(디지털),  5,000원",,,,,,,,,,99
