상영일자,상영관,1회,2회,좌석수
2019-07-16,02관,"18:00,  비스트(디지털),  20,000원",,200
2019-07-18,02관,"18:00,  막내 이모(디지털),  20,000원",,200
2019-07-25,02관,"18:00,  관전남(디지털),  20,000원",,200
2019-07-26,02관,"18:00,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  20,000원",,200
2019-07-30,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-07-31,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-07-31,02관,"23:30,  어린 처형 2(디지털),  20,000원",,200
2019-08-01,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-08-01,02관,"18:00,  어린 처형 2(디지털),  20,000원",,200
2019-08-02,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-08-03,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-08-04,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-08-05,01관,"18:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,200
2019-08-08,02관,"18:00,  첫경험 2(디지털),  20,000원",,200
2019-08-16,02관,"18:00,  가슴큰엄마들(디지털),  20,000원",,200
2019-08-22,02관,"18:00,  어린 이모 2(디지털),  20,000원",,200
2019-08-30,02관,"23:00,  어린 이모 2(디지털),  20,000원",,200
2019-09-04,01관,"18:00,  이스케이프 플랜 3(디지털),  20,000원",,200
2019-09-05,01관,"18:00,  이스케이프 플랜 3(디지털),  20,000원",,200
2019-09-05,02관,"18:00,  폐교(디지털),  20,000원",,200
2019-09-06,02관,"17:00,  완벽한 타인 : 비밀의 스와핑 (디지털),  20,000원",,200
2019-09-11,02관,"18:00,  옆집소녀3(디지털),  20,000원",,200
2019-09-24,02관,"18:00,  원정녀 1호의 사연 (디지털),  20,000원",,200
2019-09-26,01관,"18:00,  처제의 일기(디지털),  20,000원",,200
2019-09-26,02관,"18:00,  처제의 일기(디지털)",,200
2019-09-27,01관,"18:00,  맛있는엄마들(디지털),  20,000원",,200
2019-09-27,02관,"18:00,  내 여자의 남자들(디지털),  20,000원",,200
2019-10-02,02관,"18:00,  뷰티풀 보이(디지털),  20,000원",,200
2019-10-10,02관,"18:00,  관전녀(디지털),  20,000원",,200
2019-10-11,02관,"18:00,  강남 며느리(디지털),  20,000원",,200
2019-10-17,01관,"17:00,  식모-아내의 친구(디지털),  20,000원",,200
2019-10-17,02관,"18:00,  어린 형수 5(디지털),  20,000원",,200
2019-10-21,02관,"18:00,  극한수업(디지털),  20,000원",,200
2019-10-25,01관,"18:00,  아내의유혹(디지털),  20,000원",,200
