상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,좌석수
2017-09-08,03관,"10:00,  택시운전사(디지털),  7,000원","12:45,  택시운전사(디지털),  10,000원","15:30,  택시운전사(디지털),  7,000원","18:15,  택시운전사(디지털),  11,000원","21:00,  택시운전사(디지털),  11,000원","23:45,  택시운전사(디지털),  9,000원",,,,,,,,,186
2017-09-08,04관,"09:40,  발레리안: 천 개 행성의 도시(디지털),  6,000원","12:30,  매혹당한 사람들(디지털),  6,000원","14:30,  그것(디지털),  6,000원","17:10,  발레리안: 천 개 행성의 도시(디지털),  11,000원","20:00,  몬스터 콜(디지털),  8,000원","22:15,  발레리안: 천 개 행성의 도시(디지털),  11,000원","25:05,  매혹당한 사람들(디지털),  9,000원",,,,,,,,87
2017-09-08,05관,"09:30,  그것(디지털),  7,000원","12:10,  그것(디지털),  10,000원","14:50,  몬스터 섬의 비밀(디지털더빙),  8,500원","16:25,  몬스터 섬의 비밀(디지털더빙),  6,000원","18:00,  그것(디지털),  9,000원","20:40,  그것(디지털),  11,000원","23:20,  그것(디지털),  9,000원",,,,,,,,105
2017-09-08,06관,"09:00,  매혹당한 사람들(디지털)","11:00,  살인자의 기억법(디지털),  7,000원","13:25,  살인자의 기억법(디지털),  11,000원","15:50,  살인자의 기억법(디지털),  8,500원","18:15,  살인자의 기억법(디지털),  11,000원","20:40,  살인자의 기억법(디지털),  11,000원","23:05,  살인자의 기억법(디지털),  9,000원",,,,,,,,117
2017-09-08,07관,"09:20,  수부라 게이트(디지털),  7,000원","12:00,  저수지 게임(디지털),  8,500원","14:05,  발레리안: 천 개 행성의 도시(디지털),  11,000원","16:55,  택시운전사(디지털),  11,000원","19:40,  청년경찰(디지털),  11,000원","21:55,  청년경찰(디지털),  11,000원","24:10,  저수지 게임(디지털),  9,000원",,,,,,,,97
2017-09-09,01관,"08:40,  청년경찰(디지털),  6,000원","10:55,  청년경찰(디지털),  6,000원","13:10,  청년경찰(디지털),  7,000원","15:25,  청년경찰(디지털),  6,000원","17:40,  청년경찰(디지털),  6,000원","19:55,  청년경찰(디지털),  6,000원","22:10,  청년경찰(디지털),  6,000원","24:25,  청년경찰(디지털),  6,000원",,,,,,,107
2017-09-09,02관,"08:35,  살인자의 기억법(디지털),  7,000원","11:00,  살인자의 기억법(디지털),  7,000원","13:25,  살인자의 기억법(디지털),  11,000원","15:50,  살인자의 기억법(디지털),  11,000원","18:15,  살인자의 기억법(디지털),  11,000원","20:40,  살인자의 기억법(디지털),  11,000원","23:05,  살인자의 기억법(디지털),  9,000원",,,,,,,,302
2017-09-09,03관,"09:30,  살인자의 기억법(디지털),  7,000원","11:55,  살인자의 기억법(디지털),  10,000원","14:20,  살인자의 기억법(디지털),  11,000원","16:45,  살인자의 기억법(디지털),  11,000원","19:10,  살인자의 기억법(디지털),  11,000원","21:35,  살인자의 기억법(디지털),  11,000원","24:00,  살인자의 기억법(디지털),  9,000원",,,,,,,,186
2017-09-09,04관,"09:30,  택시운전사(디지털),  6,000원","12:15,  청년경찰(디지털),  6,000원","14:30,  몬스터 섬의 비밀(디지털더빙),  6,000원","16:05,  몬스터 섬의 비밀(디지털더빙),  6,000원","17:40,  택시운전사(디지털),  6,000원","20:25,  발레리안: 천 개 행성의 도시(디지털),  6,000원","23:15,  청년경찰(디지털),  6,000원",,,,,,,,87
2017-09-09,05관,"09:20,  그것(디지털),  7,000원","12:00,  몬스터 섬의 비밀(디지털더빙),  6,000원",,"15:35,  그것(디지털),  11,000원","18:15,  그것(디지털),  11,000원","20:55,  그것(디지털),  11,000원","23:35,  그것(디지털),  9,000원","13:35,  빅풋 주니어(디지털더빙),  6,000원",,,,,,,105
2017-09-09,06관,"08:15,  택시운전사(디지털),  6,000원","11:00,  택시운전사(디지털),  6,000원","13:45,  택시운전사(디지털),  6,000원","16:30,  택시운전사(디지털),  6,000원","19:15,  택시운전사(디지털),  6,000원","22:00,  택시운전사(디지털),  6,000원","24:45,  택시운전사(디지털),  6,000원",,,,,,,,117
2017-09-09,07관,"09:20,  청년경찰(디지털),  6,000원","11:35,  매혹당한 사람들(디지털),  6,000원","13:35,  저수지 게임(디지털),  6,000원","15:40,  몬스터 섬의 비밀(디지털더빙),  6,000원","17:15,  발레리안: 천 개 행성의 도시(디지털),  6,000원","20:05,  살인자의 기억법(디지털),  11,000원","22:30,  살인자의 기억법(디지털),  11,000원","24:55,  수부라 게이트(디지털),  6,000원",,,,,,,97
