상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2015-01-21,01관,"11:00,  국제시장(디지털)","13:10,  그 사람 그 사랑 그 세상(디지털),  8,000원","14:40,  다이빙벨(디지털)","16:00,  국제시장(디지털)","18:20,  국제시장(디지털),  8,000원","21:10,  국제시장(디지털)",,,,,,137
2015-01-21,02관,"11:00,  상의원(디지털)","13:10,  강남 1970(디지털),  8,000원","15:25,  강남 1970(디지털)","17:40,  다이빙벨(디지털)","18:50,  엑소더스: 신들과 왕들(디지털),  8,000원","21:20,  강남 1970(디지털),  8,000원","23:30,  신주쿠 에로스(디지털),  5,000원",,,,,108
2015-01-22,01관,"11:00,  국제시장(디지털)","13:10,  상의원(디지털)","15:20,  다이빙벨(디지털)","16:40,  국제시장(디지털),  8,000원","18:50,  국제시장(디지털)","21:10,  상의원(디지털)",,,,,,137
2015-01-22,02관,"10:50,  강남 1970(디지털),  8,000원","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)","23:40,  유닛7(디지털),  5,000원",,,,,108
2015-01-23,01관,"11:00,  국제시장(디지털)","13:10,  상의원(디지털)","15:20,  다이빙벨(디지털),  8,000원","16:40,  국제시장(디지털)","18:50,  국제시장(디지털)","21:10,  상의원(디지털)",,,,,,137
2015-01-23,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털),  8,000원",,,,,,108
2015-01-24,01관,"11:00,  국제시장(디지털)","14:00,  다이빙벨(디지털)","14:00,  다이빙벨(디지털),  8,000원","16:40,  국제시장(디지털),  8,000원","18:50,  국제시장(디지털),  8,000원","21:10,  상의원(디지털)",,,,,,137
2015-01-24,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털),  8,000원",,,,,,108
2015-01-25,01관,"11:00,  국제시장(디지털)","13:10,  상의원(디지털)","15:20,  다이빙벨(디지털)","16:40,  국제시장(디지털)","18:50,  국제시장(디지털)","21:10,  상의원(디지털)",,,,,,137
2015-01-25,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  강남 1970(디지털)","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털)","21:20,  강남 1970(디지털)",,,,,,108
2015-01-26,01관,"11:00,  국제시장(디지털)","13:10,  상의원(디지털)","15:20,  다이빙벨(디지털)","16:40,  국제시장(디지털),  8,000원","18:50,  국제시장(디지털)","21:10,  상의원(디지털)",,,,,,137
2015-01-26,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털)","21:20,  강남 1970(디지털)",,,,,,108
2015-01-27,01관,"11:00,  국제시장(디지털)","13:10,  상의원(디지털),  8,000원","15:20,  다이빙벨(디지털),  8,000원","16:40,  국제시장(디지털),  8,000원","18:50,  국제시장(디지털),  8,000원","21:10,  상의원(디지털)",,,,,,137
