상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,15회,16회,좌석수
2017-11-06,02관(Cine de Chef-TEMPUR Cinema),"10:20,  부라더(디지털),  9,000원","12:50,  침묵(디지털),  9,000원","15:40,  토르: 라그나로크(디지털),  9,000원","19:20,  침묵(디지털)","22:00,  토르: 라그나로크(디지털)",,,,,,,,,,,,50
2017-11-07,01관(Cine de Chef),"10:40,  토르: 라그나로크(디지털)","13:40,  침묵(디지털)","17:00,  부라더(디지털)","20:50,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-07,02관(Cine de Chef-TEMPUR Cinema),"09:50,  침묵(디지털),  9,000원","12:50,  토르: 라그나로크(디지털),  9,000원","16:20,  토르: 라그나로크(디지털),  9,000원","19:20,  침묵(디지털),  9,000원","22:10,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,50
2017-11-08,01관(Cine de Chef),"10:20,  토르: 라그나로크(디지털)","13:30,  부라더(디지털)","17:00,  부라더(디지털),  9,000원","20:30,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-08,02관(Cine de Chef-TEMPUR Cinema),"10:00,  부라더(디지털)","12:50,  토르: 라그나로크(디지털),  9,000원","16:20,  토르: 라그나로크(디지털),  9,000원","19:10,  침묵(디지털),  9,000원","22:00,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,50
2017-11-09,01관(Cine de Chef),"10:00,  부라더(디지털)","12:50,  토르: 라그나로크(디지털)","15:40,  미옥(디지털),  9,000원","18:00,  리빙보이 인 뉴욕(디지털)","20:30,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,64
2017-11-09,02관(Cine de Chef-TEMPUR Cinema),"10:20,  토르: 라그나로크(디지털)","13:30,  리빙보이 인 뉴욕(디지털),  9,000원","16:20,  토르: 라그나로크(디지털),  9,000원","19:30,  리빙보이 인 뉴욕(디지털),  9,000원","21:50,  침묵(디지털),  9,000원",,,,,,,,,,,,50
2017-11-10,01관(Cine de Chef),"11:00,  리빙보이 인 뉴욕(디지털)","13:20,  부라더(디지털)","16:00,  리빙보이 인 뉴욕(디지털)","19:00,  침묵(디지털),  10,000원","21:50,  토르: 라그나로크(디지털),  10,000원",,,,,,,,,,,,64
2017-11-10,02관(Cine de Chef-TEMPUR Cinema),"10:30,  토르: 라그나로크(디지털),  10,000원","13:40,  토르: 라그나로크(디지털)","17:00,  토르: 라그나로크(디지털),  10,000원","20:10,  부라더(디지털),  10,000원",,,,,,,,,,,,,50
2017-11-11,01관(Cine de Chef),"10:50,  리빙보이 인 뉴욕(디지털),  10,000원","13:00,  토르: 라그나로크(디지털),  10,000원","16:00,  리빙보이 인 뉴욕(디지털),  10,000원","19:00,  리빙보이 인 뉴욕(디지털),  10,000원","21:40,  토르: 라그나로크(디지털),  10,000원",,,,,,,,,,,,64
2017-11-11,02관(Cine de Chef-TEMPUR Cinema),"10:00,  토르: 라그나로크(디지털),  10,000원","12:50,  부라더(디지털),  10,000원","15:30,  토르: 라그나로크(디지털),  10,000원","19:20,  부라더(디지털),  10,000원","22:10,  침묵(디지털),  10,000원",,,,,,,,,,,,50
2017-11-12,01관(Cine de Chef),"11:00,  리빙보이 인 뉴욕(디지털),  10,000원","13:10,  침묵(디지털),  10,000원","16:10,  토르: 라그나로크(디지털),  10,000원","19:00,  부라더(디지털),  10,000원","22:10,  해피 데스데이(디지털),  10,000원",,,,,,,,,,,,64
2017-11-12,02관(Cine de Chef-TEMPUR Cinema),"09:40,  토르: 라그나로크(디지털),  10,000원","12:50,  토르: 라그나로크(디지털),  10,000원","15:50,  부라더(디지털),  10,000원","18:50,  토르: 라그나로크(디지털),  10,000원","21:50,  토르: 라그나로크(디지털),  10,000원",,,,,,,,,,,,50
2017-11-13,01관(Cine de Chef),"10:00,  부라더(디지털)","12:50,  부라더(디지털)","15:40,  미옥(디지털),  9,000원","18:10,  미옥(디지털)","20:30,  침묵(디지털)",,,,,,,,,,,,64
2017-11-13,02관(Cine de Chef-TEMPUR Cinema),"10:20,  토르: 라그나로크(디지털),  9,000원","13:30,  리빙보이 인 뉴욕(디지털)","16:10,  토르: 라그나로크(디지털),  9,000원","19:10,  토르: 라그나로크(디지털),  9,000원","22:00,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,50
2017-11-14,01관(Cine de Chef),"10:00,  부라더(디지털)","12:50,  부라더(디지털)","15:20,  해피 데스데이(디지털),  0원","18:00,  해피 데스데이(디지털)","20:30,  토르: 라그나로크(디지털),  9,000원",,,,,,,,,,,,64
2017-11-14,02관(Cine de Chef-TEMPUR Cinema),"11:00,  리빙보이 인 뉴욕(디지털),  9,000원","13:10,  토르: 라그나로크(디지털),  9,000원","16:10,  토르: 라그나로크(디지털),  9,000원","19:10,  부라더(디지털),  9,000원","21:40,  리빙보이 인 뉴욕(디지털),  9,000원",,,,,,,,,,,,50
2017-11-15,01관(Cine de Chef),,,"15:50,  저스티스 리그(디지털),  9,000원","20:00,  7호실(디지털),  9,000원","22:20,  해피 데스데이(디지털),  9,000원",,,,,,,,,,,,64
2017-11-15,02관(Cine de Chef-TEMPUR Cinema),"10:00,  토르: 라그나로크(디지털),  9,000원","13:10,  토르: 라그나로크(디지털),  9,000원","16:10,  저스티스 리그(디지털),  9,000원","19:10,  저스티스 리그(디지털),  9,000원","22:00,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,50
2017-11-16,01관(Cine de Chef),"11:00,  러빙 빈센트(디지털)","13:10,  7호실(디지털),  9,000원","16:00,  7호실(디지털)","18:30,  저스티스 리그(디지털),  9,000원","21:30,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,64
2017-11-16,02관(Cine de Chef-TEMPUR Cinema),"10:00,  저스티스 리그(디지털),  9,000원","13:30,  저스티스 리그(디지털),  9,000원","16:30,  저스티스 리그(디지털),  9,000원","20:00,  꾼(디지털),  9,000원",,,,,,,,,,,,,50
2017-11-17,01관(Cine de Chef),"11:30,  러빙 빈센트(디지털),  10,000원","13:50,  7호실(디지털)","17:00,  그 여자 작사 그 남자 작곡(디지털),  10,000원","20:30,  침묵(디지털)",,,,,,,,,,,,,64
2017-11-17,02관(Cine de Chef-TEMPUR Cinema),"09:30,  저스티스 리그(디지털)","12:40,  저스티스 리그(디지털),  10,000원","15:40,  저스티스 리그(디지털),  10,000원","18:30,  저스티스 리그(디지털),  10,000원","21:20,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,50
2017-11-18,01관(Cine de Chef),"10:30,  7호실(디지털),  10,000원","12:50,  7호실(디지털),  10,000원","15:30,  저스티스 리그(디지털)","18:40,  7호실(디지털)","21:00,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,64
2017-11-18,02관(Cine de Chef-TEMPUR Cinema),"10:00,  저스티스 리그(디지털),  10,000원","13:10,  저스티스 리그(디지털),  10,000원","16:00,  저스티스 리그(디지털),  10,000원","19:00,  저스티스 리그(디지털),  10,000원","22:00,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,50
2017-11-19,01관(Cine de Chef),"10:40,  7호실(디지털)","13:10,  7호실(디지털),  10,000원","16:00,  저스티스 리그(디지털),  10,000원","19:20,  7호실(디지털),  10,000원","21:50,  7호실(디지털),  10,000원",,,,,,,,,,,,64
2017-11-19,02관(Cine de Chef-TEMPUR Cinema),"09:40,  저스티스 리그(디지털),  10,000원","12:40,  저스티스 리그(디지털),  10,000원","15:40,  저스티스 리그(디지털),  10,000원","18:40,  저스티스 리그(디지털),  10,000원","21:30,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,50
2017-11-20,01관(Cine de Chef),"10:00,  저스티스 리그(디지털)","13:20,  7호실(디지털)","15:50,  그 여자 작사 그 남자 작곡(디지털),  9,000원","18:20,  7호실(디지털),  9,000원","20:40,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,64
2017-11-20,02관(Cine de Chef-TEMPUR Cinema),"10:20,  7호실(디지털)","12:50,  저스티스 리그(디지털),  9,000원","16:00,  저스티스 리그(디지털),  9,000원","19:00,  저스티스 리그(디지털),  9,000원","22:00,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,50
2017-11-21,01관(Cine de Chef),"10:40,  그 여자 작사 그 남자 작곡(디지털)","13:20,  7호실(디지털)","15:40,  러빙 빈센트(디지털)","19:50,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-21,02관(Cine de Chef-TEMPUR Cinema),"10:20,  저스티스 리그(디지털)","13:00,  저스티스 리그(디지털)","16:10,  저스티스 리그(디지털),  9,000원","19:45,  저스티스 리그(디지털),  9,000원",,,,,,,,,,,,,50
2017-11-22,01관(Cine de Chef),"09:50,  저스티스 리그(디지털)","12:40,  저스티스 리그(디지털),  9,000원","15:20,  저스티스 리그(디지털),  9,000원","19:40,  저스티스 리그(디지털),  9,000원","22:30,  꾼(디지털),  9,000원",,,,,,,,,,,,64
2017-11-22,02관(Cine de Chef-TEMPUR Cinema),"10:40,  꾼(디지털),  9,000원","13:30,  꾼(디지털),  9,000원","17:00,  꾼(디지털),  9,000원","20:00,  꾼(디지털),  9,000원",,,,,,,,,,,,,50
2017-11-23,01관(Cine de Chef),"09:40,  저스티스 리그(디지털)","13:30,  저스티스 리그(디지털)","16:20,  저스티스 리그(디지털)","19:00,  꾼(디지털),  9,000원","21:50,  꾼(디지털),  9,000원",,,,,,,,,,,,64
2017-11-23,02관(Cine de Chef-TEMPUR Cinema),"10:00,  꾼(디지털)","12:50,  꾼(디지털),  9,000원","15:40,  꾼(디지털),  9,000원","19:00,  꾼(디지털),  9,000원","22:30,  꾼(디지털),  9,000원",,,,,,,,,,,,50
2017-11-24,01관(Cine de Chef),"10:40,  저스티스 리그(디지털),  10,000원","13:30,  저스티스 리그(디지털)","17:20,  저스티스 리그(디지털),  10,000원","20:30,  꾼(디지털)","23:00,  꾼(디지털),  10,000원",,,,,,,,,,,,64
2017-11-24,02관(Cine de Chef-TEMPUR Cinema),"11:00,  꾼(디지털),  10,000원","14:00,  꾼(디지털),  10,000원",,"18:40,  꾼(디지털),  10,000원","22:00,  꾼(디지털),  10,000원",,,,,,,,,,,,50
2017-11-25,01관(Cine de Chef),"09:30,  저스티스 리그(디지털),  10,000원","12:10,  저스티스 리그(디지털),  10,000원","15:10,  저스티스 리그(디지털),  10,000원","19:10,  시크릿 레터(디지털),  10,000원","22:10,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,64
2017-11-25,02관(Cine de Chef-TEMPUR Cinema),"09:50,  꾼(디지털),  10,000원","12:50,  꾼(디지털),  10,000원","15:40,  꾼(디지털),  10,000원","19:10,  시크릿 레터(디지털),  10,000원","22:40,  꾼(디지털),  10,000원",,,,,,,,,,,,50
2017-11-26,01관(Cine de Chef),"10:20,  저스티스 리그(디지털),  10,000원","13:10,  저스티스 리그(디지털),  10,000원","16:00,  저스티스 리그(디지털),  10,000원","19:20,  꾼(디지털),  10,000원","22:10,  저스티스 리그(디지털),  10,000원",,,,,,,,,,,,64
2017-11-26,02관(Cine de Chef-TEMPUR Cinema),"10:00,  꾼(디지털),  10,000원","12:50,  꾼(디지털),  10,000원","15:40,  꾼(디지털),  10,000원","18:40,  꾼(디지털),  10,000원","21:40,  꾼(디지털),  10,000원",,,,,,,,,,,,50
2017-11-27,01관(Cine de Chef),"11:00,  저스티스 리그(디지털)","13:40,  저스티스 리그(디지털)","16:30,  저스티스 리그(디지털),  9,000원","20:30,  꾼(디지털)",,,,,,,,,,,,,64
2017-11-27,02관(Cine de Chef-TEMPUR Cinema),"09:30,  꾼(디지털)","12:50,  꾼(디지털)","15:40,  꾼(디지털),  9,000원","19:00,  꾼(디지털),  9,000원","21:50,  꾼(디지털),  9,000원",,,,,,,,,,,,50
2017-11-28,01관(Cine de Chef),"09:30,  저스티스 리그(디지털)",,"15:40,  꾼(디지털),  9,000원","20:30,  꾼(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-28,02관(Cine de Chef-TEMPUR Cinema),"10:20,  꾼(디지털),  9,000원","13:10,  꾼(디지털),  9,000원","16:00,  꾼(디지털),  9,000원","18:50,  꾼(디지털),  9,000원","21:50,  꾼(디지털),  9,000원",,,,,,,,,,,,50
2017-11-29,01관(Cine de Chef),"09:40,  반드시 잡는다(디지털)","13:20,  기억의 밤(디지털)","16:00,  기억의 밤(디지털)","20:30,  꾼(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-29,02관(Cine de Chef-TEMPUR Cinema),"10:00,  기억의 밤(디지털)","12:50,  오리엔트 특급 살인(디지털),  9,000원","15:40,  반드시 잡는다(디지털),  9,000원","18:40,  꾼(디지털),  9,000원","21:50,  기억의 밤(디지털),  9,000원",,,,,,,,,,,,50
2017-11-30,01관(Cine de Chef),"11:30,  꾼(디지털)","14:10,  꾼(디지털),  9,000원","17:10,  기억의 밤(디지털),  9,000원","20:00,  꾼(디지털),  9,000원",,,,,,,,,,,,,64
2017-11-30,02관(Cine de Chef-TEMPUR Cinema),"10:00,  기억의 밤(디지털),  9,000원","12:40,  기억의 밤(디지털),  9,000원","15:30,  반드시 잡는다(디지털),  9,000원","20:00,  저스티스 리그(디지털),  9,000원","22:50,  기억의 밤(디지털),  9,000원",,,,,,,,,,,,50
2017-12-01,01관(Cine de Chef),"11:00,  반드시 잡는다(디지털),  10,000원","13:50,  기억의 밤(디지털)","16:30,  꾼(디지털)","19:00,  기억의 밤(디지털),  10,000원","21:50,  반드시 잡는다(디지털)",,,,,,,,,,,,64
2017-12-01,02관(Cine de Chef-TEMPUR Cinema),"10:20,  오리엔트 특급 살인(디지털),  10,000원","13:10,  꾼(디지털),  10,000원","16:00,  기억의 밤(디지털),  10,000원","19:30,  반드시 잡는다(디지털),  10,000원","22:10,  기억의 밤(디지털),  10,000원",,,,,,,,,,,,50
2017-12-02,01관(Cine de Chef),"09:50,  반드시 잡는다(디지털),  10,000원","12:50,  오리엔트 특급 살인(디지털),  10,000원","15:30,  반드시 잡는다(디지털),  10,000원","18:10,  오리엔트 특급 살인(디지털),  10,000원","20:50,  오리엔트 특급 살인(디지털),  10,000원",,,,,,,,,,,,64
2017-12-02,02관(Cine de Chef-TEMPUR Cinema),"10:10,  꾼(디지털),  10,000원","13:10,  기억의 밤(디지털),  10,000원","16:00,  기억의 밤(디지털),  10,000원","19:30,  반드시 잡는다(디지털),  10,000원","22:20,  꾼(디지털),  10,000원",,,,,,,,,,,,50
2017-12-03,01관(Cine de Chef),"10:00,  꾼(디지털)","12:50,  반드시 잡는다(디지털)","15:30,  반드시 잡는다(디지털),  10,000원","18:40,  꾼(디지털),  10,000원","21:30,  기억의 밤(디지털),  10,000원",,,,,,,,,,,,64
2017-12-03,02관(Cine de Chef-TEMPUR Cinema),"10:30,  오리엔트 특급 살인(디지털)","13:10,  오리엔트 특급 살인(디지털),  10,000원","16:00,  오리엔트 특급 살인(디지털),  10,000원","19:00,  기억의 밤(디지털),  10,000원","21:50,  오리엔트 특급 살인(디지털),  10,000원",,,,,,,,,,,,50
2017-12-04,01관(Cine de Chef),"11:00,  기억의 밤(디지털)","13:50,  반드시 잡는다(디지털)","16:30,  기억의 밤(디지털),  9,000원","20:30,  꾼(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-04,02관(Cine de Chef-TEMPUR Cinema),"10:20,  오리엔트 특급 살인(디지털),  9,000원","13:10,  기억의 밤(디지털),  9,000원","16:00,  오리엔트 특급 살인(디지털),  9,000원","19:00,  반드시 잡는다(디지털)","21:40,  기억의 밤(디지털),  9,000원",,,,,,,,,,,,50
2017-12-05,01관(Cine de Chef),"11:00,  기억의 밤(디지털)","13:30,  오리엔트 특급 살인(디지털)","16:30,  꾼(디지털)","20:30,  기억의 밤(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-05,02관(Cine de Chef-TEMPUR Cinema),"10:30,  오리엔트 특급 살인(디지털),  9,000원","13:10,  꾼(디지털),  9,000원","16:00,  오리엔트 특급 살인(디지털),  9,000원","18:40,  꾼(디지털),  9,000원","21:30,  오리엔트 특급 살인(디지털),  9,000원",,,,,,,,,,,,50
2017-12-06,01관(Cine de Chef),"11:00,  오리엔트 특급 살인(디지털),  9,000원","13:40,  오리엔트 특급 살인(디지털),  9,000원","16:30,  꾼(디지털),  9,000원","20:25,  오리엔트 특급 살인(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-06,02관(Cine de Chef-TEMPUR Cinema),"10:00,  꾼(디지털),  9,000원","12:40,  기억의 밤(디지털)","15:30,  오리엔트 특급 살인(디지털),  9,000원","18:50,  기억의 밤(디지털),  9,000원","21:30,  오리엔트 특급 살인(디지털),  9,000원",,,,,,,,,,,,50
2017-12-07,01관(Cine de Chef),"09:50,  꾼(디지털)","12:40,  어쌔신: 더 비기닝(디지털)","15:20,  스테이션 7(디지털),  9,000원","18:00,  기억의 밤(디지털),  9,000원","20:50,  꾼(디지털),  9,000원",,,,,,,,,,,,64
2017-12-07,02관(Cine de Chef-TEMPUR Cinema),"10:10,  오리엔트 특급 살인(디지털)","13:00,  기억의 밤(디지털),  9,000원","15:40,  오리엔트 특급 살인(디지털)","19:30,  오리엔트 특급 살인(디지털),  9,000원","22:30,  오리엔트 특급 살인(디지털),  9,000원",,,,,,,,,,,,50
2017-12-08,01관(Cine de Chef),"10:10,  꾼(디지털)","13:00,  스테이션 7(디지털)","16:00,  스테이션 7(디지털),  10,000원","20:30,  꾼(디지털),  10,000원",,,,,,,,,,,,,64
2017-12-08,02관(Cine de Chef-TEMPUR Cinema),"09:50,  스테이션 7(디지털)","12:40,  오리엔트 특급 살인(디지털),  10,000원","15:50,  꾼(디지털),  10,000원","20:00,  오리엔트 특급 살인(디지털),  10,000원","22:50,  오리엔트 특급 살인(디지털)",,,,,,,,,,,,50
2017-12-09,01관(Cine de Chef),"10:00,  오리엔트 특급 살인(디지털)","12:40,  기억의 밤(디지털),  10,000원","15:20,  스테이션 7(디지털),  10,000원","18:10,  오리엔트 특급 살인(디지털),  10,000원","21:00,  오리엔트 특급 살인(디지털),  10,000원",,,,,,,,,,,,64
2017-12-09,02관(Cine de Chef-TEMPUR Cinema),"10:20,  스테이션 7(디지털)","13:10,  어쌔신: 더 비기닝(디지털)","16:00,  꾼(디지털),  10,000원","19:10,  어쌔신: 더 비기닝(디지털),  10,000원","22:00,  어쌔신: 더 비기닝(디지털),  10,000원",,,,,,,,,,,,50
2017-12-10,01관(Cine de Chef),"10:00,  오리엔트 특급 살인(디지털)","12:50,  기억의 밤(디지털),  10,000원","15:30,  라라랜드(디지털),  10,000원","18:30,  꾼(디지털),  10,000원","21:20,  오리엔트 특급 살인(디지털),  10,000원",,,,,,,,,,,,64
2017-12-10,02관(Cine de Chef-TEMPUR Cinema),"10:20,  스테이션 7(디지털)","13:10,  오리엔트 특급 살인(디지털),  10,000원","16:00,  어쌔신: 더 비기닝(디지털),  10,000원","19:00,  기억의 밤(디지털),  10,000원","21:50,  어쌔신: 더 비기닝(디지털),  10,000원",,,,,,,,,,,,50
2017-12-11,01관(Cine de Chef),"10:30,  스테이션 7(디지털)","15:30,  꾼(디지털),  9,000원",,"18:30,  오리엔트 특급 살인(디지털),  9,000원","21:50,  오리엔트 특급 살인(디지털),  9,000원",,,,,,,,,,,,64
2017-12-11,02관(Cine de Chef-TEMPUR Cinema),"09:50,  오리엔트 특급 살인(디지털)","12:50,  꾼(디지털),  9,000원","16:00,  스테이션 7(디지털),  9,000원","19:30,  기억의 밤(디지털),  9,000원","22:10,  꾼(디지털),  9,000원",,,,,,,,,,,,50
2017-12-12,01관(Cine de Chef),"10:30,  꾼(디지털)","13:30,  기억의 밤(디지털),  9,000원","16:40,  꾼(디지털)","19:30,  기억의 밤(디지털),  9,000원","22:10,  스테이션 7(디지털)",,,,,,,,,,,,64
2017-12-12,02관(Cine de Chef-TEMPUR Cinema),"10:00,  스테이션 7(디지털),  9,000원","13:10,  오리엔트 특급 살인(디지털),  9,000원","16:00,  어쌔신: 더 비기닝(디지털),  9,000원","18:40,  오리엔트 특급 살인(디지털),  9,000원","21:30,  기억의 밤(디지털),  9,000원",,,,,,,,,,,,50
2017-12-13,01관(Cine de Chef),,"13:30,  강철비(디지털),  9,000원","17:10,  꾼(디지털),  9,000원","21:00,  강철비(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-13,02관(Cine de Chef-TEMPUR Cinema),"09:40,  오리엔트 특급 살인(디지털),  9,000원","12:40,  꾼(디지털),  9,000원","15:30,  오리엔트 특급 살인(디지털)","21:00,  강철비(디지털),  9,000원",,,,,,,,,,,,,50
2017-12-14,01관(Cine de Chef),"10:00,  스타워즈: 라스트 제다이(디지털),  9,000원","14:00,  강철비(디지털),  9,000원","17:00,  강철비(디지털),  9,000원","20:30,  강철비(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-14,02관(Cine de Chef-TEMPUR Cinema),"09:10,  강철비(디지털)","12:10,  강철비(디지털),  9,000원","15:20,  스타워즈: 라스트 제다이(디지털),  9,000원","18:40,  강철비(디지털),  9,000원","21:50,  스타워즈: 라스트 제다이(디지털),  9,000원",,,,,,,,,,,,50
2017-12-15,01관(Cine de Chef),,"10:30,  스타워즈: 라스트 제다이(디지털)","15:00,  저스티스 리그(디지털),  10,000원","19:30,  강철비(디지털),  10,000원","22:30,  스타워즈: 라스트 제다이(디지털),  10,000원",,,,,,,,,,,,64
2017-12-15,02관(Cine de Chef-TEMPUR Cinema),"09:30,  강철비(디지털),  10,000원","12:40,  강철비(디지털),  10,000원","15:50,  스타워즈: 라스트 제다이(디지털),  10,000원","19:40,  오리엔트 특급 살인(디지털),  10,000원","22:50,  강철비(디지털),  10,000원",,,,,,,,,,,,50
2017-12-16,01관(Cine de Chef),"09:30,  스타워즈: 라스트 제다이(디지털)","12:50,  스타워즈: 라스트 제다이(디지털),  10,000원","16:00,  강철비(디지털),  10,000원","19:10,  강철비(디지털),  10,000원","22:20,  스타워즈: 라스트 제다이(디지털),  10,000원",,,,,,,,,,,,64
2017-12-16,02관(Cine de Chef-TEMPUR Cinema),"09:10,  강철비(디지털),  10,000원","12:30,  강철비(디지털),  10,000원","15:40,  스타워즈: 라스트 제다이(디지털),  10,000원","19:00,  꾼(디지털),  10,000원","22:00,  강철비(디지털),  10,000원",,,,,,,,,,,,50
2017-12-17,01관(Cine de Chef),"09:00,  강철비(디지털),  10,000원","12:00,  강철비(디지털),  10,000원","15:10,  스타워즈: 라스트 제다이(디지털),  10,000원","18:30,  스타워즈: 라스트 제다이(디지털),  10,000원","21:50,  강철비(디지털),  10,000원",,,,,,,,,,,,64
2017-12-17,02관(Cine de Chef-TEMPUR Cinema),"09:20,  스타워즈: 라스트 제다이(디지털),  10,000원","12:40,  스타워즈: 라스트 제다이(디지털),  10,000원","16:00,  강철비(디지털),  10,000원","19:10,  강철비(디지털),  10,000원","22:20,  스타워즈: 라스트 제다이(디지털),  10,000원",,,,,,,,,,,,50
2017-12-18,01관(Cine de Chef),"10:00,  스타워즈: 라스트 제다이(디지털)","13:30,  강철비(디지털),  9,000원",,"19:40,  강철비(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-18,02관(Cine de Chef-TEMPUR Cinema),,"11:00,  스타워즈: 라스트 제다이(디지털),  9,000원","15:25,  오리엔트 특급 살인(디지털),  9,000원","19:30,  강철비(디지털),  9,000원","22:40,  스타워즈: 라스트 제다이(디지털)",,,,,,,,,,,,50
2017-12-19,01관(Cine de Chef),"09:40,  강철비(디지털)","13:00,  강철비(디지털),  9,000원","16:00,  강철비(디지털),  9,000원","19:00,  스타워즈: 라스트 제다이(디지털),  9,000원","22:00,  강철비(디지털),  9,000원",,,,,,,,,,,,64
2017-12-19,02관(Cine de Chef-TEMPUR Cinema),"09:20,  스타워즈: 라스트 제다이(디지털),  9,000원","12:40,  스타워즈: 라스트 제다이(디지털),  9,000원","16:10,  스타워즈: 라스트 제다이(디지털),  9,000원","19:30,  강철비(디지털),  9,000원","22:40,  스타워즈: 라스트 제다이(디지털),  9,000원",,,,,,,,,,,,50
2017-12-20,01관(Cine de Chef),"09:40,  강철비(디지털)","13:00,  위대한 쇼맨(디지털),  9,000원","15:30,  스타워즈: 라스트 제다이(디지털),  9,000원","19:30,  신과함께-죄와 벌(디지털),  9,000원",,,,,,,,,,,,,64
2017-12-20,02관(Cine de Chef-TEMPUR Cinema),"09:20,  위대한 쇼맨(디지털)","12:00,  신과함께-죄와 벌(디지털),  9,000원","15:10,  강철비(디지털),  9,000원","18:20,  신과함께-죄와 벌(디지털),  9,000원","22:00,  신과함께-죄와 벌(디지털),  9,000원",,,,,,,,,,,,50
2017-12-21,01관(Cine de Chef),,"11:30,  신과함께-죄와 벌(디지털),  9,000원","14:40,  위대한 쇼맨(디지털),  9,000원","17:30,  강철비(디지털),  9,000원","21:00,  신과함께-죄와 벌(디지털),  9,000원",,,,,,,,,,,,64
2017-12-21,02관(Cine de Chef-TEMPUR Cinema),"09:20,  위대한 쇼맨(디지털),  9,000원","11:50,  스타워즈: 라스트 제다이(디지털),  9,000원","15:10,  강철비(디지털),  9,000원","18:30,  신과함께-죄와 벌(디지털),  9,000원","22:30,  위대한 쇼맨(디지털),  9,000원",,,,,,,,,,,,50
2017-12-22,01관(Cine de Chef),"10:10,  위대한 쇼맨(디지털),  10,000원","12:40,  신과함께-죄와 벌(디지털),  10,000원","15:40,  스타워즈: 라스트 제다이(디지털),  10,000원","19:00,  강철비(디지털),  10,000원","22:20,  강철비(디지털),  10,000원",,,,,,,,,,,,64
2017-12-22,02관(Cine de Chef-TEMPUR Cinema),"09:50,  신과함께-죄와 벌(디지털),  10,000원","13:00,  위대한 쇼맨(디지털),  10,000원","16:00,  신과함께-죄와 벌(디지털),  10,000원","19:20,  위대한 쇼맨(디지털),  10,000원","22:00,  신과함께-죄와 벌(디지털),  10,000원",,,,,,,,,,,,50
2017-12-23,01관(Cine de Chef),"09:20,  스타워즈: 라스트 제다이(디지털),  10,000원","13:20,  위대한 쇼맨(디지털),  10,000원","15:50,  신과함께-죄와 벌(디지털),  10,000원","19:30,  위대한 쇼맨(디지털),  10,000원","22:00,  강철비(디지털),  10,000원",,,,,,,,,,,,64
2017-12-23,02관(Cine de Chef-TEMPUR Cinema),"09:40,  신과함께-죄와 벌(디지털),  10,000원","13:00,  강철비(디지털),  10,000원","16:10,  위대한 쇼맨(디지털),  10,000원","19:00,  신과함께-죄와 벌(디지털),  10,000원","22:20,  위대한 쇼맨(디지털),  10,000원",,,,,,,,,,,,50
2017-12-24,01관(Cine de Chef),"09:30,  스타워즈: 라스트 제다이(디지털),  10,000원","13:00,  강철비(디지털),  10,000원","16:20,  위대한 쇼맨(디지털),  10,000원","19:10,  강철비(디지털),  10,000원","22:20,  신과함께-죄와 벌(디지털),  10,000원",,,,,,,,,,,,64
2017-12-24,02관(Cine de Chef-TEMPUR Cinema),"10:00,  신과함께-죄와 벌(디지털),  10,000원","13:30,  위대한 쇼맨(디지털),  10,000원","16:00,  신과함께-죄와 벌(디지털),  10,000원","19:30,  위대한 쇼맨(디지털),  10,000원","22:00,  강철비(디지털),  10,000원",,,,,,,,,,,,50
2017-12-25,01관(Cine de Chef),"10:00,  신과함께-죄와 벌(디지털),  10,000원","13:20,  위대한 쇼맨(디지털),  10,000원","15:50,  신과함께-죄와 벌(디지털),  10,000원","19:10,  위대한 쇼맨(디지털),  10,000원","21:40,  강철비(디지털),  10,000원",,,,,,,,,,,,64
