상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2019-04-24,01관,"09:50,  똑딱똑딱 마법의 시계나라(디지털)","11:30,  크게 될 놈(디지털)","13:50,  어벤져스: 엔드게임(디지털),  6,000원","17:00,  어벤져스: 엔드게임(디지털),  6,000원","20:20,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-24,02관,"10:00,  어벤져스: 엔드게임(디지털),  6,000원","13:30,  미성년(디지털),  5,000원","15:15,  생일(디지털),  6,000원","17:30,  어벤져스: 엔드게임(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-04-25,01관,"09:50,  똑딱똑딱 마법의 시계나라(디지털)","11:25,  크게 될 놈(디지털)","13:30,  어벤져스: 엔드게임(디지털),  6,000원","17:00,  어벤져스: 엔드게임(디지털),  6,000원","20:20,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-25,02관,"10:20,  어벤져스: 엔드게임(디지털),  6,000원","13:40,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","15:20,  생일(디지털),  6,000원","17:35,  어벤져스: 엔드게임(디지털),  6,000원","20:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-04-26,01관,"09:50,  미성년(디지털),  6,000원","11:40,  어벤져스: 엔드게임(디지털),  6,000원","14:55,  어벤져스: 엔드게임(디지털),  6,000원","18:10,  어벤져스: 엔드게임(디지털),  6,000원","21:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-26,02관,"10:00,  크게 될 놈(디지털),  6,000원","12:05,  뽀로로 극장판 보물섬 대모험(디지털)","13:40,  어벤져스: 엔드게임(디지털),  6,000원","17:00,  어벤져스: 엔드게임(디지털),  6,000원","20:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-04-27,01관,"09:30,  생일(디지털)","11:45,  어벤져스: 엔드게임(디지털),  6,000원","15:00,  어벤져스: 엔드게임(디지털),  6,000원","18:15,  어벤져스: 엔드게임(디지털),  6,000원","21:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-27,02관,"09:40,  똑딱똑딱 마법의 시계나라(디지털)","11:15,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","12:50,  어벤져스: 엔드게임(디지털),  6,000원","16:05,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","17:40,  어벤져스: 엔드게임(디지털),  6,000원","20:55,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-04-28,01관,"09:50,  미성년(디지털)","11:50,  어벤져스: 엔드게임(디지털),  6,000원","15:10,  어벤져스: 엔드게임(디지털),  6,000원","18:30,  어벤져스: 엔드게임(디지털),  6,000원","21:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-28,02관,"09:40,  어벤져스: 엔드게임(디지털),  6,000원","13:00,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","14:30,  크게 될 놈(디지털),  6,000원","16:40,  어벤져스: 엔드게임(디지털),  6,000원","20:00,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-04-29,01관,"10:00,  미성년(디지털),  6,000원","11:50,  어벤져스: 엔드게임(디지털),  6,000원","15:10,  어벤져스: 엔드게임(디지털),  6,000원","18:30,  크게 될 놈(디지털),  6,000원","20:40,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-29,02관,"09:50,  똑딱똑딱 마법의 시계나라(디지털)","11:20,  뽀로로 극장판 보물섬 대모험(디지털)","13:00,  미성년(디지털)","15:00,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","16:40,  어벤져스: 엔드게임(디지털),  6,000원","20:00,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-04-30,01관,"10:00,  똑딱똑딱 마법의 시계나라(디지털)","11:40,  어벤져스: 엔드게임(디지털),  6,000원","15:00,  어벤져스: 엔드게임(디지털),  6,000원","18:20,  크게 될 놈(디지털),  6,000원","20:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-04-30,02관,"10:10,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","12:00,  생일(디지털),  6,000원","14:20,  크게 될 놈(디지털),  6,000원","16:30,  어벤져스: 엔드게임(디지털),  6,000원","19:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-01,01관,"09:50,  프렌즈: 둥지탈출(디지털)","11:50,  나의 특별한 형제(디지털),  6,000원","14:05,  어벤져스: 엔드게임(디지털),  5,000원","17:25,  어벤져스: 엔드게임(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-01,02관,"10:00,  미성년(디지털),  6,000원","12:00,  어벤져스: 엔드게임(디지털),  6,000원","15:20,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","17:15,  나의 특별한 형제(디지털),  6,000원","19:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-02,01관,"10:00,  나의 특별한 형제(디지털),  5,000원","12:15,  크게 될 놈(디지털)","14:15,  어벤져스: 엔드게임(디지털),  6,000원","17:30,  어벤져스: 엔드게임(디지털),  6,000원","20:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-02,02관,"09:50,  뽀로로 극장판 보물섬 대모험(디지털)","11:30,  어벤져스: 엔드게임(디지털),  6,000원","14:50,  어벤져스: 엔드게임(디지털)","18:10,  나의 특별한 형제(디지털),  6,000원","20:15,  어벤져스: 엔드게임(디지털)",,,,,,,38
