1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-15,59
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-16,59
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털)",,,,,,01관,2019-07-17,59
"00:05,  막내 이모(디지털),  1,000원","16:05,  교회오빠(디지털)","19:40,  교회오빠(디지털)",,,,,,01관,2019-07-18,59
"10:30,  교회오빠(디지털)","12:20,  교회오빠(디지털)","14:10,  교회오빠(디지털),  10,000원","16:00,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털)",,,,01관,2019-07-19,59
"12:20,  교회오빠(디지털),  10,000원","16:50,  교회오빠(디지털),  10,000원","20:25,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-20,59
"13:00,  교회오빠(디지털),  10,000원","16:40,  교회오빠(디지털),  10,000원","20:15,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-21,59
"12:30,  교회오빠(디지털)","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-22,59
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-23,59
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-07-24,59
"00:05,  관전남(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-07-25,59
"12:30,  교회오빠(디지털)","14:15,  교회오빠(디지털),  10,000원","16:00,  교회오빠(디지털)",,,,,,01관,2019-07-26,59
"12:20,  교회오빠(디지털),  10,000원","14:10,  교회오빠(디지털),  10,000원","16:00,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,01관,2019-07-27,59
"12:20,  교회오빠(디지털)","14:10,  교회오빠(디지털),  10,000원","16:00,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,01관,2019-07-28,59
"12:30,  교회오빠(디지털)","16:05,  교회오빠(디지털),  10,000원","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-29,59
"12:30,  교회오빠(디지털),  10,000원","16:40,  교회오빠(디지털),  10,000원","20:15,  교회오빠(디지털),  10,000원",,,,,,01관,2019-07-30,59
"12:30,  교회오빠(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-07-31,59
"00:05,  어린 처형 2(디지털),  2,000원","16:40,  교회오빠(디지털),  10,000원","20:15,  교회오빠(디지털),  10,000원",,,,,,01관,2019-08-01,59
"12:30,  교회오빠(디지털),  10,000원","16:40,  교회오빠(디지털),  10,000원","20:15,  교회오빠(디지털),  10,000원",,,,,,01관,2019-08-02,59
"12:20,  교회오빠(디지털),  10,000원","14:10,  교회오빠(디지털),  10,000원","16:00,  교회오빠(디지털),  10,000원",,,,,,01관,2019-08-03,59
"11:45,  교회오빠(디지털),  10,000원","13:35,  교회오빠(디지털)","19:40,  교회오빠(디지털),  10,000원",,,,,,01관,2019-08-04,59
"11:50,  교회오빠(디지털),  10,000원",,"20:15,  교회오빠(디지털),  10,000원",,,,,,01관,2019-08-05,59
"12:15,  교회오빠(디지털),  10,000원","16:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-06,59
"12:15,  교회오빠(디지털),  10,000원","16:25,  교회오빠(디지털)",,,,,,,01관,2019-08-07,59
"00:05,  첫경험 2(디지털),  2,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-08,59
"00:05,  누나의 속사정(디지털),  1,000원",,,,,,,,01관,2019-08-09,59
"00:05,  워파이터(디지털),  2,000원","16:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-10,59
"12:15,  교회오빠(디지털),  10,000원","16:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-11,59
"12:15,  교회오빠(디지털),  10,000원","19:40,  주전장(디지털),  10,000원",,,,,,,01관,2019-08-12,59
"01:25,  접대 전문 여비서 무삭제(디지털),  2,000원","15:35,  주전장(디지털),  10,000원",,,,,,,01관,2019-08-13,59
"00:05,  내 사촌 누나 무삭제(디지털),  2,000원",,,,,,,,01관,2019-08-14,59
"11:30,  교회오빠(디지털),  8,000원","20:35,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-15,59
"00:05,  가슴큰엄마들(디지털),  2,000원","16:25,  주전장(디지털),  10,000원",,,,,,,01관,2019-08-16,59
"00:05,  더 바이 바이 맨(디지털),  2,000원","16:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-17,59
"15:00,  500일의 썸머(디지털),  10,000원",,,,,,,,01관,2019-08-18,59
"23:55,  존 윅 3: 파라벨룸(디지털),  1,000원",,,,,,,,01관,2019-08-20,59
"02:10,  존 윅 3: 파라벨룸(디지털),  1,000원","18:05,  교회오빠(디지털)",,,,,,,01관,2019-08-21,59
"00:05,  어린 이모 2(디지털),  2,000원",,,,,,,,01관,2019-08-22,59
"12:10,  아픈 만큼 사랑한다(디지털),  10,000원",,,,,,,,01관,2019-08-23,59
"00:05,  더 바이 바이 맨(디지털),  2,000원","18:15,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-24,59
"12:00,  아픈 만큼 사랑한다(디지털),  10,000원","17:55,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-25,59
"12:00,  아픈 만큼 사랑한다(디지털),  10,000원",,,,,,,,01관,2019-08-26,59
"00:05,  옆집 누나 무삭제판(디지털),  1,000원","15:55,  교회오빠(디지털)",,,,,,,01관,2019-08-27,59
"12:00,  아픈 만큼 사랑한다(디지털)","20:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-28,59
"00:05,  젊은엄마 그리고 섹스(디지털),  1,000원","16:10,  아픈 만큼 사랑한다(디지털)",,,,,,,01관,2019-08-29,59
"00:05,  긴섹충 (디지털),  2,000원","19:30,  교회오빠(디지털)",,,,,,,01관,2019-08-30,59
"16:20,  아픈 만큼 사랑한다(디지털),  10,000원","20:00,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-08-31,59
"12:30,  아픈 만큼 사랑한다(디지털)","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-01,59
"11:10,  누구나 아는 비밀(디지털),  2,000원","20:25,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-02,59
"12:00,  주전장(디지털),  10,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-03,59
"00:05,  이스케이프 플랜 3(디지털),  2,000원","16:10,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-04,59
"00:05,  사돈 처녀 2(디지털),  2,000원","16:05,  교회오빠(디지털)",,,,,,,01관,2019-09-05,59
"00:05,  완벽한 타인 : 비밀의 스와핑 (디지털),  2,000원","16:20,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-06,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-07,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-08,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:10,  교회오빠(디지털)",,,,,,,01관,2019-09-09,59
"00:05,  막내 형수 - 무삭제판(디지털),  2,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-10,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:10,  교회오빠(디지털)",,,,,,,01관,2019-09-11,59
"00:05,  아내의 친구(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-12,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","20:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-13,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-14,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:05,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-15,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","16:20,  교회오빠(디지털)",,,,,,,01관,2019-09-16,59
"00:05,  존 윅 3: 파라벨룸(디지털),  1,000원","17:50,  교회오빠(디지털)",,,,,,,01관,2019-09-17,59
"12:00,  아픈 만큼 사랑한다(디지털)","17:50,  교회오빠(디지털),  9,000원",,,,,,,01관,2019-09-18,59
"00:05,  어린 식모(디지털),  2,000원",,,,,,,,01관,2019-09-19,59
"00:05,  야곱의 사다리(디지털),  2,000원","17:50,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-20,59
"00:05,  야곱의 사다리(디지털),  2,000원","17:50,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-21,59
"11:30,  주전장(디지털),  10,000원","15:50,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-22,59
"00:05,  야곱의 사다리(디지털),  2,000원","18:10,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-23,59
"00:05,  야곱의 사다리(디지털),  2,000원","17:50,  교회오빠(디지털),  10,000원",,,,,,,01관,2019-09-24,59
"12:00,  아픈 만큼 사랑한다(디지털)","17:50,  교회오빠(디지털)",,,,,,,01관,2019-09-25,59
"00:05,  처제의 일기(디지털),  2,000원","20:00,  애월(디지털),  10,000원","15:00,  애월(디지털),  10,000원",,,,,,01관,2019-09-26,59
"00:05,  내 여자의 남자들(디지털),  2,000원","20:00,  애월(디지털),  10,000원","15:00,  애월(디지털),  10,000원",,,,,,01관,2019-09-27,59
"11:30,  아픈 만큼 사랑한다(디지털),  10,000원","20:00,  애월(디지털),  10,000원","15:00,  애월(디지털),  10,000원",,,,,,01관,2019-09-28,59
"11:30,  아픈 만큼 사랑한다(디지털)","20:00,  애월(디지털),  10,000원","15:00,  애월(디지털),  10,000원",,,,,,01관,2019-09-29,59
"11:30,  아픈 만큼 사랑한다(디지털)","20:00,  애월(디지털),  10,000원","15:00,  애월(디지털),  10,000원",,,,,,01관,2019-09-30,59
"00:05,  루터(디지털),  2,000원","19:55,  너의 췌장을 먹고 싶어(디지털),  10,000원",,,,,,,01관,2018-01-01,59
"00:05,  킬 유어 프렌즈(디지털),  2,000원","19:55,  너의 췌장을 먹고 싶어(디지털)",,,,,,,01관,2018-01-02,59
"11:00,  너의 췌장을 먹고 싶어(디지털)","17:55,  러브레터(디지털)",,,,,,,01관,2018-01-03,59
"00:05,  무림축구(디지털),  2,000원",,,,,,,,01관,2018-01-04,59
"00:05,  무림축구(디지털),  2,000원",,,,,,,,01관,2018-01-05,59
"00:05,  무림축구(디지털),  2,000원",,,,,,,,01관,2018-01-06,59
"00:05,  무림축구(디지털),  2,000원",,,,,,,,01관,2018-01-07,59
"10:00,  굿타임(디지털)",,,,,,,,01관,2018-01-08,59
"10:00,  굿타임(디지털)",,,,,,,,01관,2018-01-09,59
"00:05,  정사2: 친구 새엄마-무삭제판(디지털),  2,000원",,,,,,,,01관,2018-01-10,59
"00:05,  아내들의 속사정(디지털),  2,000원",,,,,,,,01관,2018-01-11,59
"10:00,  윈드 리버(디지털),  10,000원",,,,,,,,01관,2018-01-12,59
"10:00,  스타박'스 다방(디지털)",,,,,,,,01관,2018-01-13,59
"09:30,  윈드 리버(디지털),  10,000원",,,,,,,,01관,2018-01-14,59
"00:05,  발칙한 동거(디지털),  2,000원",,,,,,,,01관,2018-01-15,59
"09:50,  스타박'스 다방(디지털)",,,,,,,,01관,2018-01-16,59
"00:05,  동창생의 목적 - 감독판(디지털),  2,000원",,,,,,,,01관,2018-01-17,59
"00:05,  서바이벌 패밀리(디지털),  2,000원",,,,,,,,01관,2018-01-18,59
"00:05,  삼생삼세 십리도화(디지털),  2,000원",,,,,,,,01관,2018-01-19,59
"00:05,  삼생삼세 십리도화(디지털),  2,000원",,,,,,,,01관,2018-01-20,59
"00:05,  삼생삼세 십리도화(디지털),  2,000원",,,,,,,,01관,2018-01-21,59
"00:05,  삼생삼세 십리도화(디지털),  2,000원",,,,,,,,01관,2018-01-22,59
"01:10,  삼생삼세 십리도화(디지털),  2,000원",,,,,,,,01관,2018-01-23,59
"00:05,  직쏘(디지털),  2,000원",,,,,,,,01관,2018-01-24,59
"00:05,  하우스 오브 데스(디지털),  2,000원",,,,,,,,01관,2018-01-25,59
"00:05,  하우스 오브 데스(디지털),  2,000원","22:30,  레더페이스(디지털),  2,000원",,,,,,,01관,2018-01-26,59
"00:05,  하우스 오브 데스(디지털),  2,000원","06:51,  레더페이스(디지털),  2,000원",,,,,,,01관,2018-01-27,59
"00:05,  하우스 오브 데스(디지털),  2,000원",,,,,,,,01관,2018-01-28,59
"01:40,  직쏘(디지털),  2,000원","00:05,  레더페이스(디지털),  2,000원",,,,,,,01관,2018-01-29,59
"01:40,  직쏘(디지털),  2,000원",,,,,,,,01관,2018-01-30,59
"00:05,  숨바꼭질: 겟 아웃(디지털)",,,,,,,,01관,2018-01-31,59
"00:05,  금의위: 혈지도(디지털),  2,000원",,,,,,,,01관,2018-02-01,59
"00:05,  금의위: 혈지도(디지털),  2,000원",,,,,,,,01관,2018-02-02,59
"00:05,  금의위: 혈지도(디지털),  2,000원",,,,,,,,01관,2018-02-03,59
"00:05,  금의위: 혈지도(디지털),  2,000원","07:59,  프리 스테이트(디지털),  2,000원",,,,,,,01관,2018-02-04,59
"01:40,  금의위: 혈지도(디지털)","16:20,  그녀는 거짓말을 너무 사랑해(디지털),  10,000원",,,,,,,01관,2018-02-05,59
"00:05,  프리 스테이트(디지털),  2,000원","16:20,  강철비(디지털),  10,000원",,,,,,,01관,2018-02-06,59
"00:05,  정사 : 질투의 덫 - 감독판(디지털),  2,000원","18:40,  강철비(디지털)",,,,,,,01관,2018-02-07,59
"00:05,  프리 스테이트(디지털),  2,000원",,,,,,,,01관,2018-02-08,59
"00:05,  금의위: 혈지도(디지털),  2,000원","04:53,  프리 스테이트(디지털),  2,000원","06:47,  프리 스테이트(디지털),  2,000원",,,,,,01관,2018-02-09,59
"00:05,  금의위: 혈지도(디지털),  2,000원","02:59,  프리 스테이트(디지털),  2,000원","04:53,  프리 스테이트(디지털),  2,000원",,,,,,01관,2018-02-10,59
"00:05,  금의위: 혈지도(디지털),  2,000원","04:53,  프리 스테이트(디지털),  2,000원","06:47,  프리 스테이트(디지털),  2,000원",,,,,,01관,2018-02-11,59
"00:05,  금의위: 혈지도(디지털)","20:00,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-02-12,59
"00:05,  금의위: 혈지도(디지털)",,,,,,,,01관,2018-02-13,59
"00:05,  금의위: 혈지도(디지털)","11:10,  퍼스트 스텝(디지털),  10,000원",,,,,,,01관,2018-02-14,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-15,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-16,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-17,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원","21:30,  퍼스트 스텝(디지털),  10,000원",,,,,,,01관,2018-02-18,59
"00:05,  무림9대문파-호골매화(디지털)","17:05,  1987(디지털)",,,,,,,01관,2018-02-19,59
"00:05,  무림9대문파-호골매화(디지털)",,,,,,,,01관,2018-02-20,59
"00:05,  무림9대문파-호골매화(디지털)","17:10,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-02-21,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-22,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-23,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-24,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-25,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-26,59
"00:05,  무림9대문파-호골매화(디지털),  2,000원",,,,,,,,01관,2018-02-27,59
"00:05,  연애사슬(디지털),  2,000원","19:30,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-02-28,59
"00:05,  탱크 독(디지털),  2,000원",,,,,,,,01관,2018-03-01,59
"00:05,  이모의 유혹(디지털),  2,000원","20:30,  게이트(디지털),  10,000원",,,,,,,01관,2018-03-02,59
"00:05,  탱크 독(디지털),  2,000원","19:10,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-03,59
"00:05,  탱크 독(디지털),  2,000원","19:10,  게이트(디지털),  10,000원",,,,,,,01관,2018-03-04,59
"00:05,  퍼즐(디지털),  2,000원","17:50,  게이트(디지털)",,,,,,,01관,2018-03-05,59
"00:05,  퍼즐(디지털),  2,000원","15:10,  게이트(디지털)",,,,,,,01관,2018-03-06,59
"00:05,  세 번째 살인(디지털),  2,000원","17:50,  게이트(디지털)",,,,,,,01관,2018-03-07,59
"01:30,  내딸 : 아찔한 동거(디지털),  2,000원",,,,,,,,01관,2018-03-08,59
"00:05,  걸스 나잇(디지털),  2,000원","17:30,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-09,59
"00:05,  탱크 독(디지털)","17:40,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-03-10,59
"00:05,  탱크 독(디지털)","12:30,  패딩턴 2(디지털)",,,,,,,01관,2018-03-11,59
"00:05,  퍼즐(디지털),  2,000원","19:30,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-03-12,59
"00:05,  퍼즐(디지털),  2,000원","16:30,  월요일이 사라졌다(디지털)",,,,,,,01관,2018-03-13,59
"00:05,  퍼즐(디지털),  2,000원","19:30,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-03-14,59
"00:05,  일진(디지털),  2,000원",,,,,,,,01관,2018-03-15,59
"00:05,  일진(디지털),  2,000원","20:50,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-16,59
"00:05,  일진(디지털),  2,000원","18:20,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-17,59
"00:05,  일진(디지털),  2,000원","16:15,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-18,59
"00:05,  일진(디지털),  2,000원","16:30,  일진(디지털),  10,000원",,,,,,,01관,2018-03-19,59
"00:05,  일진(디지털),  2,000원",,,,,,,,01관,2018-03-20,59
"00:05,  일진(디지털),  2,000원","16:50,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-03-21,59
"00:05,  일진(디지털),  2,000원",,,,,,,,01관,2018-03-22,59
"00:05,  일진(디지털),  2,000원",,,,,,,,01관,2018-03-23,59
"00:05,  일진(디지털),  2,000원","19:20,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-24,59
"00:05,  일진(디지털),  2,000원","19:20,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-25,59
"00:05,  일진(디지털),  2,000원",,,,,,,,01관,2018-03-26,59
"00:05,  일진(디지털),  2,000원","16:00,  타클라마칸(디지털)",,,,,,,01관,2018-03-27,59
"00:05,  일진(디지털),  2,000원","18:05,  신과함께-죄와 벌(디지털)",,,,,,,01관,2018-03-28,59
"00:05,  게이트(디지털),  2,000원",,,,,,,,01관,2018-03-29,59
"01:05,  게이트(디지털),  2,000원","12:05,  타클라마칸(디지털)",,,,,,,01관,2018-03-30,59
"00:05,  도시괴담(디지털),  2,000원","20:20,  월요일이 사라졌다(디지털),  10,000원",,,,,,,01관,2018-03-31,59
"00:05,  도시괴담(디지털),  2,000원","13:30,  리틀 포레스트(디지털),  10,000원",,,,,,,01관,2018-04-01,59
"00:05,  게이트(디지털),  2,000원","18:00,  지금 만나러 갑니다(디지털)",,,,,,,01관,2018-04-02,59
"00:05,  게이트(디지털),  2,000원","18:00,  지금 만나러 갑니다(디지털)",,,,,,,01관,2018-04-03,59
"00:05,  게이트(디지털),  2,000원","18:00,  지금 만나러 갑니다(디지털)",,,,,,,01관,2018-04-04,59
"00:05,  게이트(디지털),  2,000원","20:40,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-05,59
"00:05,  게이트(디지털),  2,000원","18:30,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-06,59
"00:05,  게이트(디지털),  2,000원","19:05,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-07,59
"00:05,  게이트(디지털),  2,000원","16:50,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-08,59
"00:05,  게이트(디지털),  2,000원","20:35,  리틀 포레스트(디지털),  10,000원",,,,,,,01관,2018-04-09,59
"00:05,  하숙집 여주인의 목적-감독판(디지털),  2,000원","14:50,  리틀 포레스트(디지털)",,,,,,,01관,2018-04-10,59
"00:05,  12 솔져스(디지털)",,,,,,,,01관,2018-04-11,59
"00:05,  대부업자: 소울 앤 캐시(디지털),  2,000원",,,,,,,,01관,2018-04-12,59
"00:05,  대부업자: 소울 앤 캐시(디지털),  2,000원","20:40,  곤지암(디지털)",,,,,,,01관,2018-04-13,59
"00:05,  대부업자: 소울 앤 캐시(디지털),  2,000원","17:15,  곤지암(디지털)","21:00,  곤지암(디지털)",,,,,,01관,2018-04-14,59
"00:05,  대부업자: 소울 앤 캐시(디지털),  2,000원",,,,,,,,01관,2018-04-15,59
"12:50,  대부업자: 소울 앤 캐시(디지털)",,,,,,,,01관,2018-04-16,59
"02:01,  맛있는 섹스 누나 친구-감독판(디지털),  2,000원",,,,,,,,01관,2018-04-17,59
"00:05,  사라진 밤(디지털),  2,000원","21:10,  곤지암(디지털)",,,,,,,01관,2018-04-18,59
"00:05,  사라진 밤(디지털),  2,000원","20:25,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-19,59
"00:05,  사라진 밤(디지털),  2,000원","18:30,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-20,59
"00:05,  스페셜 포스 : 화이트 마운틴(디지털),  2,000원","18:40,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-21,59
"00:05,  스페셜 포스 : 화이트 마운틴(디지털),  2,000원","20:55,  쓰리 빌보드(디지털),  10,000원",,,,,,,01관,2018-04-22,59
"00:05,  사라진 밤(디지털),  2,000원","13:00,  아버지를 찾아서(디지털)",,,,,,,01관,2018-04-23,59
"00:05,  그녀의 색맛: 감독판(디지털),  2,000원","13:20,  아버지를 찾아서(디지털),  10,000원",,,,,,,01관,2018-04-24,59
"00:05,  사라진 밤(디지털),  2,000원","13:00,  아버지를 찾아서(디지털)",,,,,,,01관,2018-04-25,59
"00:05,  신 전래동화(디지털),  2,000원",,,,,,,,01관,2018-04-26,59
"00:05,  신 전래동화(디지털),  2,000원",,,,,,,,01관,2018-04-27,59
"00:05,  신 전래동화(디지털),  2,000원","18:20,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-04-28,59
"00:05,  신 전래동화(디지털),  2,000원","20:35,  쓰리 빌보드(디지털),  10,000원",,,,,,,01관,2018-04-29,59
"00:05,  사라진 밤(디지털),  2,000원","20:20,  곤지암(디지털),  10,000원",,,,,,,01관,2018-04-30,59
"00:05,  사라진 밤(디지털),  2,000원","11:15,  곤지암(디지털),  10,000원","13:05,  곤지암(디지털),  10,000원",,,,,,01관,2018-05-01,59
"00:05,  사라진 밤(디지털),  2,000원","14:50,  곤지암(디지털),  10,000원","18:10,  곤지암(디지털)","20:00,  곤지암(디지털),  10,000원",,,,,01관,2018-05-02,59
"00:05,  신 전래동화(디지털),  2,000원",,,,,,,,01관,2018-05-03,59
"00:05,  딸의 애인(디지털),  2,000원","20:50,  곤지암(디지털),  10,000원",,,,,,,01관,2018-05-04,59
"00:05,  슬레이브워(디지털),  2,000원","20:55,  곤지암(디지털),  10,000원",,,,,,,01관,2018-05-05,59
"00:05,  슬레이브워(디지털),  2,000원","12:20,  셰이프 오브 워터: 사랑의 모양(디지털),  10,000원",,,,,,,01관,2018-05-06,59
"08:00,  신 전래동화(디지털),  2,000원","14:30,  클레어의 카메라(디지털),  10,000원",,,,,,,01관,2018-05-07,59
"00:05,  나를 기억해(디지털),  2,000원","14:30,  클레어의 카메라(디지털)",,,,,,,01관,2018-05-08,59
"00:05,  어린 이모(디지털),  2,000원","14:30,  클레어의 카메라(디지털)",,,,,,,01관,2018-05-09,59
"00:05,  삼손(디지털),  2,000원","16:25,  당갈(디지털)",,,,,,,01관,2018-05-10,59
"00:05,  삼손(디지털),  2,000원","14:55,  당갈(디지털)",,,,,,,01관,2018-05-11,59
"00:05,  슬레이브워(디지털),  2,000원","05:10,  5.18 힌츠페터 스토리(디지털),  5,000원",,,,,,,01관,2018-05-12,59
"00:05,  슬레이브워(디지털),  2,000원","03:35,  5.18 힌츠페터 스토리(디지털),  5,000원",,,,,,,01관,2018-05-13,59
"13:00,  클레어의 카메라(디지털)","18:25,  곤지암(디지털)","20:20,  곤지암(디지털)",,,,,,01관,2018-05-14,59
"00:05,  도망자 2018(디지털)","17:00,  곤지암(디지털)",,,,,,,01관,2018-05-15,59
"00:05,  맨 프럼 어스2: 홀로신(디지털)","18:25,  곤지암(디지털)","20:20,  곤지암(디지털),  10,000원",,,,,,01관,2018-05-16,59
"00:05,  맨 프럼 어스2: 홀로신(디지털),  2,000원",,,,,,,,01관,2018-05-17,59
"00:05,  도망자 2018(디지털),  2,000원",,,,,,,,01관,2018-05-18,59
"00:05,  도망자 2018(디지털),  2,000원",,,,,,,,01관,2018-05-19,59
"00:05,  도망자 2018(디지털),  2,000원",,,,,,,,01관,2018-05-20,59
"00:05,  아웃도어 비긴즈(디지털),  2,000원","18:10,  5.18 힌츠페터 스토리(디지털)",,,,,,,01관,2018-05-21,59
"00:05,  아웃도어 비긴즈(디지털),  2,000원","18:10,  5.18 힌츠페터 스토리(디지털)",,,,,,,01관,2018-05-22,59
"00:05,  아웃도어 비긴즈(디지털),  2,000원","18:10,  5.18 힌츠페터 스토리(디지털)",,,,,,,01관,2018-05-23,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원",,,,,,,,01관,2018-05-24,59
"00:05,  딜레마(디지털),  2,000원","15:50,  당갈(디지털)",,,,,,,01관,2018-05-25,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원","13:10,  부르고뉴, 와인에서 찾은 인생(디지털),  10,000원",,,,,,,01관,2018-05-26,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원","13:10,  부르고뉴, 와인에서 찾은 인생(디지털),  10,000원",,,,,,,01관,2018-05-27,59
"01:30,  아웃도어 비긴즈(디지털),  2,000원",,,,,,,,01관,2018-05-28,59
"00:05,  중독: 관음증-감독판(디지털),  2,000원",,,,,,,,01관,2018-05-29,59
"01:30,  아웃도어 비긴즈(디지털),  2,000원",,,,,,,,01관,2018-05-30,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원",,,,,,,,01관,2018-05-31,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원",,,,,,,,01관,2018-06-01,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원","20:35,  불한당: 나쁜 놈들의 세상(디지털),  10,000원",,,,,,,01관,2018-06-02,59
"03:30,  아웃도어 비긴즈(디지털),  2,000원","20:35,  불한당: 나쁜 놈들의 세상(디지털),  10,000원",,,,,,,01관,2018-06-03,59
