상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,좌석수
2017-03-12,01관,"09:30,  콩: 스컬 아일랜드(디지털),  5,000원","11:45,  콩: 스컬 아일랜드(디지털),  9,000원","14:00,  콩: 스컬 아일랜드(디지털),  8,000원","16:15,  콩: 스컬 아일랜드(디지털),  8,000원","18:30,  콩: 스컬 아일랜드(디지털),  8,000원","20:45,  로건(디지털),  6,000원","23:20,  해빙(디지털),  6,000원",,,,,,,211
2017-03-12,02관,,"12:25,  해빙(디지털),  8,000원","14:40,  로건(디지털),  8,000원","17:15,  해빙(디지털),  6,000원","19:30,  콩: 스컬 아일랜드(디지털),  8,000원","21:45,  콩: 스컬 아일랜드(디지털),  8,000원","24:00,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-13,01관,"09:30,  콩: 스컬 아일랜드(디지털),  5,000원","11:45,  콩: 스컬 아일랜드(디지털),  8,000원","14:00,  콩: 스컬 아일랜드(디지털),  8,000원","16:15,  콩: 스컬 아일랜드(디지털),  8,000원","18:30,  콩: 스컬 아일랜드(디지털),  8,000원","20:45,  로건(디지털),  8,000원","23:20,  해빙(디지털)",,,,,,,211
2017-03-13,02관,"09:50,  로건(디지털),  5,000원","12:25,  해빙(디지털)","14:40,  로건(디지털)","17:15,  해빙(디지털),  6,000원","19:30,  콩: 스컬 아일랜드(디지털)","21:45,  콩: 스컬 아일랜드(디지털),  6,000원","24:00,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-14,01관,"09:30,  콩: 스컬 아일랜드(디지털),  5,000원","11:45,  콩: 스컬 아일랜드(디지털),  8,000원","14:00,  콩: 스컬 아일랜드(디지털),  8,000원","16:15,  콩: 스컬 아일랜드(디지털),  6,000원","18:30,  콩: 스컬 아일랜드(디지털),  8,000원","20:45,  로건(디지털),  8,000원",,,,,,,,211
2017-03-14,02관,"09:50,  로건(디지털),  5,000원","12:25,  해빙(디지털),  8,000원",,"17:15,  해빙(디지털),  8,000원","19:30,  콩: 스컬 아일랜드(디지털),  8,000원","21:45,  콩: 스컬 아일랜드(디지털),  8,000원","24:00,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-15,01관,"09:30,  콩: 스컬 아일랜드(디지털)","11:45,  콩: 스컬 아일랜드(디지털),  6,000원","14:00,  콩: 스컬 아일랜드(디지털)","16:15,  콩: 스컬 아일랜드(디지털),  8,000원","18:30,  콩: 스컬 아일랜드(디지털),  8,000원","20:45,  로건(디지털),  8,000원","23:20,  해빙(디지털),  6,000원",,,,,,,211
2017-03-15,02관,"09:50,  로건(디지털)","12:25,  해빙(디지털)","14:40,  로건(디지털),  6,000원","17:15,  해빙(디지털),  7,000원","19:30,  콩: 스컬 아일랜드(디지털),  8,000원","21:45,  콩: 스컬 아일랜드(디지털),  6,000원","24:00,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-16,01관,"10:30,  미녀와 야수(디지털),  5,000원","13:00,  미녀와 야수(디지털),  8,000원","15:25,  미녀와 야수(디지털),  6,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  미녀와 야수(디지털),  8,000원","22:40,  미녀와 야수(디지털),  8,000원",,,,,,,,211
2017-03-16,02관,"09:50,  콩: 스컬 아일랜드(디지털)","12:05,  비정규직 특수요원(디지털),  6,000원","14:20,  콩: 스컬 아일랜드(디지털),  8,000원","16:35,  콩: 스컬 아일랜드(디지털),  8,000원","18:50,  비정규직 특수요원(디지털)","21:05,  콩: 스컬 아일랜드(디지털),  7,000원","23:20,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-17,01관,"10:30,  미녀와 야수(디지털),  5,000원","13:00,  미녀와 야수(디지털),  8,000원","15:25,  미녀와 야수(디지털),  8,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  미녀와 야수(디지털),  8,000원","22:40,  미녀와 야수(디지털),  8,000원",,,,,,,,211
2017-03-17,02관,"09:50,  콩: 스컬 아일랜드(디지털)","12:05,  비정규직 특수요원(디지털)","14:20,  콩: 스컬 아일랜드(디지털),  8,000원","16:35,  콩: 스컬 아일랜드(디지털),  8,000원","18:50,  비정규직 특수요원(디지털),  8,000원","21:05,  콩: 스컬 아일랜드(디지털),  6,000원","23:20,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-18,01관,"10:30,  미녀와 야수(디지털),  6,000원","13:00,  미녀와 야수(디지털),  8,000원","15:25,  미녀와 야수(디지털),  8,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  미녀와 야수(디지털),  8,000원","22:40,  미녀와 야수(디지털),  8,000원",,,,,,,,211
2017-03-18,02관,"09:50,  콩: 스컬 아일랜드(디지털),  5,000원","12:00,  미녀와 야수(디지털)","14:20,  콩: 스컬 아일랜드(디지털),  8,000원","16:35,  콩: 스컬 아일랜드(디지털),  8,000원","18:50,  콩: 스컬 아일랜드(디지털),  6,000원","21:05,  콩: 스컬 아일랜드(디지털),  6,000원","23:20,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-19,01관,"10:30,  미녀와 야수(디지털),  5,000원","13:00,  미녀와 야수(디지털),  8,000원","15:25,  미녀와 야수(디지털),  7,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  미녀와 야수(디지털),  8,000원","22:40,  미녀와 야수(디지털),  6,000원",,,,,,,,211
2017-03-19,02관,"09:50,  콩: 스컬 아일랜드(디지털),  5,000원","12:05,  미녀와 야수(디지털),  5,000원","14:30,  미녀와 야수(디지털),  8,000원","16:55,  콩: 스컬 아일랜드(디지털),  8,000원","19:10,  미녀와 야수(디지털),  7,000원","21:35,  콩: 스컬 아일랜드(디지털),  8,000원","23:50,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-20,01관,"10:25,  미녀와 야수(디지털),  5,000원","12:50,  미녀와 야수(디지털),  8,000원","15:15,  미녀와 야수(디지털),  6,000원","17:40,  미녀와 야수(디지털),  8,000원","20:05,  미녀와 야수(디지털),  6,000원","22:30,  미녀와 야수(디지털),  8,000원",,,,,,,,211
2017-03-20,02관,,"11:55,  비정규직 특수요원(디지털),  8,000원","14:10,  콩: 스컬 아일랜드(디지털),  7,000원","16:25,  미녀와 야수(디지털),  8,000원","18:50,  콩: 스컬 아일랜드(디지털),  5,000원","21:05,  미녀와 야수(디지털),  8,000원","23:30,  콩: 스컬 아일랜드(디지털),  6,000원",,,,,,,117
2017-03-21,01관,"10:25,  미녀와 야수(디지털),  5,000원","12:50,  미녀와 야수(디지털),  8,000원","15:15,  미녀와 야수(디지털),  8,000원","17:40,  미녀와 야수(디지털),  8,000원","20:05,  미녀와 야수(디지털),  8,000원","22:30,  미녀와 야수(디지털),  8,000원",,,,,,,,211
2017-03-21,02관,"09:40,  콩: 스컬 아일랜드(디지털),  5,000원",,"14:10,  콩: 스컬 아일랜드(디지털),  8,000원","16:25,  미녀와 야수(디지털),  8,000원","18:50,  콩: 스컬 아일랜드(디지털),  8,000원",,,,,,,,,117
2017-03-22,01관,"09:45,  미녀와 야수(디지털),  5,000원","12:10,  미녀와 야수(디지털),  8,000원","14:35,  미녀와 야수(디지털),  6,000원","17:00,  프리즌(디지털),  8,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-22,02관,"09:20,  콩: 스컬 아일랜드(디지털)","11:35,  비정규직 특수요원(디지털)","13:50,  콩: 스컬 아일랜드(디지털)","16:05,  미녀와 야수(디지털),  8,000원","18:30,  미녀와 야수(디지털),  8,000원","20:55,  미녀와 야수(디지털),  6,000원","23:20,  미녀와 야수(디지털),  6,000원",,,,,,,117
2017-03-23,01관,"10:00,  프리즌(디지털),  5,000원","12:20,  프리즌(디지털),  8,000원","14:40,  프리즌(디지털),  8,000원","17:00,  프리즌(디지털),  6,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-23,02관,"09:20,  보통사람(디지털),  5,000원","11:35,  미녀와 야수(디지털),  8,000원","14:00,  보통사람(디지털),  8,000원","16:15,  미녀와 야수(디지털),  5,000원","18:40,  보통사람(디지털),  8,000원","20:55,  미녀와 야수(디지털),  8,000원","23:20,  보통사람(디지털),  6,000원",,,,,,,117
2017-03-24,01관,"09:40,  프리즌(디지털),  5,000원","12:00,  보통사람(디지털),  8,000원","14:15,  프리즌(디지털),  8,000원","16:35,  프리즌(디지털),  8,000원","18:55,  프리즌(디지털),  8,000원","21:15,  프리즌(디지털),  8,000원","23:35,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-24,02관,"10:30,  미녀와 야수(디지털더빙),  5,000원","13:20,  미녀와 야수(디지털),  6,000원","15:45,  보통사람(디지털),  8,000원","18:00,  미녀와 야수(디지털),  8,000원","20:25,  보통사람(디지털),  8,000원","22:40,  미녀와 야수(디지털),  6,000원",,,,,,,,117
2017-03-25,01관,"10:00,  프리즌(디지털),  6,000원","12:20,  프리즌(디지털),  8,000원","14:40,  프리즌(디지털),  8,000원","17:00,  프리즌(디지털),  8,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-25,02관,"09:20,  미녀와 야수(디지털),  5,000원","11:45,  보통사람(디지털),  7,000원","14:00,  미녀와 야수(디지털),  8,000원","16:25,  미녀와 야수(디지털),  8,000원","18:50,  보통사람(디지털),  8,000원","21:05,  미녀와 야수(디지털),  8,000원","23:30,  미녀와 야수(디지털),  6,000원",,,,,,,117
2017-03-26,01관,"10:00,  프리즌(디지털),  5,000원","12:20,  프리즌(디지털),  8,000원","14:40,  프리즌(디지털),  8,000원","17:00,  프리즌(디지털),  8,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-26,02관,"09:20,  미녀와 야수(디지털),  5,000원","11:45,  보통사람(디지털),  7,000원","14:00,  미녀와 야수(디지털),  8,000원","16:25,  미녀와 야수(디지털),  8,000원","18:50,  보통사람(디지털),  8,000원","21:05,  미녀와 야수(디지털),  9,000원","23:30,  미녀와 야수(디지털),  6,000원",,,,,,,117
2017-03-27,01관,"10:00,  프리즌(디지털),  5,000원","12:20,  프리즌(디지털),  8,000원","14:40,  프리즌(디지털),  5,500원","17:00,  프리즌(디지털),  8,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-27,02관,,,"14:00,  미녀와 야수(디지털),  6,000원","16:25,  미녀와 야수(디지털),  8,000원","18:50,  보통사람(디지털),  6,000원","21:05,  미녀와 야수(디지털),  6,000원","23:30,  미녀와 야수(디지털),  6,000원",,,,,,,117
2017-03-28,01관,"10:00,  프리즌(디지털),  5,000원","12:20,  프리즌(디지털),  8,000원","14:40,  프리즌(디지털),  8,000원","17:00,  프리즌(디지털),  8,000원","19:20,  프리즌(디지털),  8,000원","21:40,  프리즌(디지털),  8,000원","24:00,  프리즌(디지털),  6,000원",,,,,,,211
2017-03-28,02관,"09:20,  미녀와 야수(디지털),  5,000원","11:45,  보통사람(디지털),  8,000원","14:00,  미녀와 야수(디지털)","16:25,  미녀와 야수(디지털)","18:50,  보통사람(디지털),  8,000원","21:05,  미녀와 야수(디지털),  8,000원","23:30,  미녀와 야수(디지털),  6,000원",,,,,,,117
2017-03-29,01관,"09:50,  원라인(디지털),  5,000원","12:15,  원라인(디지털),  6,000원","14:40,  원라인(디지털),  8,000원","17:05,  공각기동대 : 고스트 인 더 쉘(디지털),  5,000원","19:10,  프리즌(디지털),  5,000원","21:30,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","23:35,  공각기동대 : 고스트 인 더 쉘(디지털),  6,000원",,,,,,,211
2017-03-29,02관,"09:30,  공각기동대 : 고스트 인 더 쉘(디지털),  5,000원","11:35,  프리즌(디지털),  6,000원","13:55,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","16:00,  원라인(디지털),  8,000원","18:25,  미녀와 야수(디지털),  5,000원","20:45,  원라인(디지털),  5,000원","23:15,  원라인(디지털),  6,000원",,,,,,,117
2017-03-30,01관,"09:50,  원라인(디지털),  5,000원","12:15,  원라인(디지털)","14:40,  원라인(디지털),  8,000원","17:05,  공각기동대 : 고스트 인 더 쉘(디지털)","19:10,  프리즌(디지털),  8,000원","21:30,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","23:35,  공각기동대 : 고스트 인 더 쉘(디지털),  6,000원",,,,,,,211
2017-03-30,02관,"09:30,  공각기동대 : 고스트 인 더 쉘(디지털),  5,000원","11:35,  프리즌(디지털)","13:55,  공각기동대 : 고스트 인 더 쉘(디지털),  6,000원","16:00,  원라인(디지털)","18:25,  미녀와 야수(디지털),  8,000원","20:45,  원라인(디지털),  8,000원","23:15,  원라인(디지털),  6,000원",,,,,,,117
2017-03-31,01관,"09:40,  원라인(디지털)","12:05,  미녀와 야수(디지털),  5,500원","14:30,  원라인(디지털),  8,000원","16:55,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","19:00,  프리즌(디지털),  6,000원","21:20,  프리즌(디지털),  8,000원","23:40,  공각기동대 : 고스트 인 더 쉘(디지털),  6,000원",,,,,,,211
2017-03-31,02관,"09:00,  프리즌(디지털),  5,000원","11:20,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","13:25,  프리즌(디지털),  8,000원","15:45,  원라인(디지털),  5,500원","18:10,  미녀와 야수(디지털),  8,000원","20:35,  원라인(디지털),  8,000원","23:05,  원라인(디지털),  9,000원",,,,,,,117
2017-04-01,01관,"09:40,  프리즌(디지털),  5,000원","12:00,  미녀와 야수(디지털),  8,000원","14:25,  프리즌(디지털),  8,000원","16:45,  미녀와 야수(디지털),  8,000원","19:10,  프리즌(디지털),  8,000원","21:30,  프리즌(디지털),  8,000원","23:50,  프리즌(디지털),  6,000원",,,,,,,211
2017-04-01,02관,"09:00,  원라인(디지털),  5,000원","11:25,  원라인(디지털),  8,000원","13:50,  원라인(디지털),  8,000원","16:15,  공각기동대 : 고스트 인 더 쉘(디지털),  9,000원","18:20,  원라인(디지털),  8,000원","20:45,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","23:00,  원라인(디지털),  6,000원",,,,,,,117
2017-04-02,01관,"09:40,  미녀와 야수(디지털),  5,000원","12:00,  미녀와 야수(디지털),  8,000원","14:25,  프리즌(디지털),  8,000원","16:45,  프리즌(디지털),  8,000원","19:05,  프리즌(디지털),  8,000원","21:25,  프리즌(디지털),  8,000원","23:45,  프리즌(디지털),  6,000원",,,,,,,211
2017-04-02,02관,"09:20,  공각기동대 : 고스트 인 더 쉘(디지털),  5,000원","11:25,  프리즌(디지털),  8,000원","13:45,  원라인(디지털),  8,000원","16:10,  미녀와 야수(디지털),  8,000원","18:35,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","20:40,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","22:45,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원",,,,,,,117
2017-04-03,01관,"09:50,  프리즌(디지털),  5,000원","12:10,  미녀와 야수(디지털),  8,000원","14:35,  프리즌(디지털),  8,000원","16:55,  프리즌(디지털),  8,000원","19:15,  프리즌(디지털),  8,000원","21:35,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","23:40,  원라인(디지털),  6,000원",,,,,,,211
2017-04-03,02관,"09:20,  공각기동대 : 고스트 인 더 쉘(디지털)","11:25,  프리즌(디지털)","13:45,  원라인(디지털),  8,000원","16:10,  미녀와 야수(디지털),  8,000원","18:35,  라이프(디지털),  8,000원","20:35,  라이프(디지털),  6,000원","22:35,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원",,,,,,,117
2017-04-04,01관,"09:50,  프리즌(디지털),  5,000원","12:10,  미녀와 야수(디지털)","14:35,  프리즌(디지털),  5,500원","17:10,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","19:15,  원라인(디지털),  8,000원","21:35,  공각기동대 : 고스트 인 더 쉘(디지털),  8,000원","23:40,  원라인(디지털),  6,000원",,,,,,,211
2017-04-04,02관,"09:20,  공각기동대 : 고스트 인 더 쉘(디지털),  5,000원","11:25,  프리즌(디지털)","13:45,  원라인(디지털),  8,000원","16:10,  미녀와 야수(디지털),  6,000원","18:35,  라이프(디지털),  8,000원","20:35,  프리즌(디지털),  8,000원","23:00,  공각기동대 : 고스트 인 더 쉘(디지털),  6,000원",,,,,,,117
2017-04-05,01관,"10:00,  어느날(디지털),  5,000원","12:05,  어느날(디지털),  8,000원","14:10,  어느날(디지털),  8,000원","16:15,  어느날(디지털),  8,000원","18:20,  어느날(디지털),  6,000원","20:25,  어느날(디지털),  8,000원","22:30,  어느날(디지털),  8,000원","24:35,  시간위의 집(디지털)",,,,,,211
2017-04-05,02관,"09:20,  라이프(디지털),  5,000원","11:15,  라이프(디지털)","13:15,  시간위의 집(디지털)","15:05,  라이프(디지털),  8,000원","17:00,  미녀와 야수(디지털),  8,000원","19:25,  라이프(디지털),  8,000원","21:20,  프리즌(디지털),  8,000원","23:40,  라이프(디지털),  6,000원",,,,,,117
2017-04-06,01관,"10:00,  어느날(디지털)","12:10,  미녀와 야수(디지털),  8,000원","14:35,  어느날(디지털),  8,000원","16:45,  어느날(디지털),  8,000원","18:55,  어느날(디지털),  6,000원","21:05,  어느날(디지털),  6,000원","23:15,  시간위의 집(디지털),  6,000원",,,,,,,211
2017-04-06,02관,"09:00,  라이프(디지털)","10:55,  패트리어트 데이(디지털)","13:25,  패트리어트 데이(디지털),  4,000원","15:55,  라이프(디지털),  8,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  프리즌(디지털),  8,000원","22:35,  라이프(디지털)","24:30,  라이프(디지털),  6,000원",,,,,,117
2017-04-07,01관,"10:00,  어느날(디지털),  0원","12:10,  미녀와 야수(디지털),  6,000원","14:35,  어느날(디지털)","16:45,  어느날(디지털),  8,000원","18:55,  어느날(디지털),  8,000원","21:05,  어느날(디지털),  8,000원","23:15,  시간위의 집(디지털),  6,000원",,,,,,,211
2017-04-07,02관,"09:00,  라이프(디지털)","10:55,  패트리어트 데이(디지털)","13:25,  패트리어트 데이(디지털),  4,000원","15:55,  라이프(디지털),  8,000원","17:50,  미녀와 야수(디지털),  8,000원","20:15,  프리즌(디지털),  6,000원","22:35,  프리즌(디지털),  8,000원",,,,,,,117
2017-04-08,01관,"10:00,  어느날(디지털),  5,000원","12:15,  프리즌(디지털),  8,000원","14:35,  어느날(디지털),  8,000원","16:40,  프리즌(디지털),  8,000원","19:00,  어느날(디지털),  8,000원","21:05,  프리즌(디지털),  8,000원","23:25,  시간위의 집(디지털),  6,000원",,,,,,,211
2017-04-08,02관,,"11:25,  라이프(디지털),  8,000원","13:20,  미녀와 야수(디지털),  8,000원","15:45,  미녀와 야수(디지털),  8,000원","18:10,  미녀와 야수(디지털),  8,000원","20:35,  미녀와 야수(디지털),  8,000원","23:00,  라이프(디지털),  6,000원",,,,,,,117
2017-04-09,01관,"10:10,  어느날(디지털),  5,000원","12:15,  프리즌(디지털),  8,000원","14:35,  라이프(디지털),  8,000원","16:30,  프리즌(디지털),  8,000원","18:50,  프리즌(디지털),  8,000원","21:10,  어느날(디지털),  9,000원","23:15,  시간위의 집(디지털)",,,,,,,211
2017-04-09,02관,"09:00,  라이프(디지털),  5,000원","11:00,  미녀와 야수(디지털),  7,000원","13:20,  미녀와 야수(디지털),  6,000원","15:45,  미녀와 야수(디지털),  8,000원","18:10,  미녀와 야수(디지털),  8,000원","20:35,  라이프(디지털),  8,000원","22:30,  패트리어트 데이(디지털),  8,000원",,,,,,,117
2017-04-10,01관,"09:50,  패트리어트 데이(디지털),  5,000원","12:20,  프리즌(디지털)","14:40,  어느날(디지털),  8,000원","16:50,  프리즌(디지털),  8,000원","19:10,  라이프(디지털),  8,000원","21:10,  프리즌(디지털),  8,000원","23:30,  라이프(디지털)",,,,,,,211
2017-04-10,02관,"09:00,  라이프(디지털)","11:00,  미녀와 야수(디지털)","13:25,  미녀와 야수(디지털),  8,000원","15:50,  미녀와 야수(디지털)","18:15,  시간위의 집(디지털)","20:10,  미녀와 야수(디지털),  8,000원","22:35,  시간위의 집(디지털)",,,,,,,117
2017-04-11,01관,"09:50,  패트리어트 데이(디지털)","12:20,  프리즌(디지털),  6,000원","14:40,  어느날(디지털),  6,000원","16:50,  프리즌(디지털),  5,500원","19:10,  라이프(디지털),  8,000원","21:10,  프리즌(디지털),  8,000원","23:30,  라이프(디지털),  4,000원",,,,,,,211
2017-04-11,02관,"09:00,  라이프(디지털)","11:00,  미녀와 야수(디지털)","13:25,  미녀와 야수(디지털),  6,000원","15:45,  프리즌(디지털)","18:05,  프리즌(디지털)","20:20,  미녀와 야수(디지털)","22:45,  시간위의 집(디지털),  8,000원",,,,,,,117
2017-04-12,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  8,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-12,02관,"09:10,  아빠는 딸(디지털)","11:15,  패트리어트 데이(디지털)","13:40,  아빠는 딸(디지털),  8,000원","15:45,  프리즌(디지털),  5,500원","18:05,  아빠는 딸(디지털),  8,000원","20:10,  분노의 질주: 더 익스트림(디지털),  8,000원","22:40,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,117
2017-04-13,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  8,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-13,02관,"09:05,  아빠는 딸(디지털),  5,000원",,"13:25,  아빠는 딸(디지털),  8,000원","15:30,  분노의 질주: 더 익스트림(디지털),  8,000원","18:00,  분노의 질주: 더 익스트림(디지털),  8,000원","20:30,  분노의 질주: 더 익스트림(디지털),  8,000원","23:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,117
2017-04-14,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  6,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-14,02관,"09:05,  아빠는 딸(디지털)","11:15,  십계: 구원의 길(디지털),  6,000원","13:25,  아빠는 딸(디지털),  6,000원","15:30,  분노의 질주: 더 익스트림(디지털),  7,000원","18:00,  분노의 질주: 더 익스트림(디지털),  8,000원","20:30,  분노의 질주: 더 익스트림(디지털),  8,000원","23:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,117
2017-04-15,01관,"09:10,  분노의 질주: 더 익스트림(디지털),  5,000원","11:40,  분노의 질주: 더 익스트림(디지털),  8,000원","14:10,  분노의 질주: 더 익스트림(디지털),  8,000원","16:40,  분노의 질주: 더 익스트림(디지털),  8,000원","19:10,  분노의 질주: 더 익스트림(디지털),  8,000원","21:40,  분노의 질주: 더 익스트림(디지털),  8,000원","24:10,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-15,02관,"09:00,  십계: 구원의 길(디지털)","11:10,  아빠는 딸(디지털),  8,000원","13:15,  미녀와 야수(디지털)","15:40,  분노의 질주: 더 익스트림(디지털),  8,000원","18:10,  아빠는 딸(디지털),  8,000원","20:15,  분노의 질주: 더 익스트림(디지털),  8,000원","22:45,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,117
2017-04-16,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  7,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,211
2017-04-16,02관,"09:10,  아빠는 딸(디지털),  5,000원","11:15,  아빠는 딸(디지털),  8,000원","13:20,  아빠는 딸(디지털),  8,000원","15:25,  분노의 질주: 더 익스트림(디지털),  8,000원","18:00,  아빠는 딸(디지털),  8,000원","20:10,  분노의 질주: 더 익스트림(디지털),  8,000원","22:40,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,117
2017-04-17,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  5,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-17,02관,"09:10,  아빠는 딸(디지털)","11:15,  아빠는 딸(디지털)","13:20,  아빠는 딸(디지털),  8,000원","15:25,  분노의 질주: 더 익스트림(디지털),  8,000원","18:00,  아빠는 딸(디지털),  8,000원","20:10,  분노의 질주: 더 익스트림(디지털),  8,000원","22:40,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,117
2017-04-18,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털)","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  8,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  8,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-18,02관,"09:10,  아빠는 딸(디지털)","11:15,  아빠는 딸(디지털),  0원","13:20,  아빠는 딸(디지털),  6,000원","15:25,  분노의 질주: 더 익스트림(디지털)","18:00,  아빠는 딸(디지털),  7,000원","20:10,  분노의 질주: 더 익스트림(디지털),  8,000원","22:40,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,117
2017-04-19,01관,"09:00,  분노의 질주: 더 익스트림(디지털),  5,000원","11:30,  분노의 질주: 더 익스트림(디지털),  6,000원","14:00,  분노의 질주: 더 익스트림(디지털),  8,000원","16:30,  분노의 질주: 더 익스트림(디지털),  7,000원","19:00,  분노의 질주: 더 익스트림(디지털),  8,000원","21:30,  분노의 질주: 더 익스트림(디지털),  6,000원","24:00,  분노의 질주: 더 익스트림(디지털),  6,000원",,,,,,,211
2017-04-19,02관,"10:00,  아빠는 딸(디지털)","12:05,  아빠는 딸(디지털),  8,000원","14:10,  아빠는 딸(디지털),  8,000원","16:15,  아빠는 딸(디지털)","18:20,  아빠는 딸(디지털),  7,000원","20:25,  프리즌(디지털),  6,000원","22:45,  분노의 질주: 더 익스트림(디지털),  8,000원",,,,,,,117
