상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,좌석수
2016-03-23,01관,,,"15:20,  귀향(디지털),  8,000원",,"20:00,  귀향(디지털),  8,000원",,,,,,,,,211
2016-03-23,02관,"10:40,  주토피아(디지털더빙),  5,000원","12:40,  주토피아(디지털),  5,000원",,"16:40,  주토피아(디지털),  7,000원",,"20:40,  런던 해즈 폴른(디지털),  8,000원",,,,,,,,117
2016-03-24,01관,"10:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","15:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","18:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-24,02관,"09:40,  귀향(디지털)","12:00,  주토피아(디지털),  8,000원","14:00,  동주(디지털 가치봄),  5,000원","16:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,,117
2016-03-25,01관,"10:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","15:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","18:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-25,02관,"09:40,  귀향(디지털),  5,000원","12:00,  주토피아(디지털),  8,000원","14:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,,117
2016-03-26,01관,"09:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","11:45,  주토피아(디지털),  8,000원","13:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:00,  글로리데이(디지털),  8,000원","23:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,211
2016-03-26,02관,"09:00,  주토피아(디지털),  5,000원","11:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","13:45,  글로리데이(디지털),  8,000원","15:30,  부활(디지털),  6,000원","17:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:55,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,117
2016-03-27,01관,"09:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","15:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","17:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  7,000원","23:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-27,02관,"09:05,  주토피아(디지털),  5,000원","11:05,  주토피아(디지털),  8,000원","13:05,  글로리데이(디지털),  7,000원","14:50,  부활(디지털),  8,000원","16:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,117
2016-03-28,01관,"10:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","13:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:00,  글로리데이(디지털)","17:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-28,02관,"09:50,  주토피아(디지털),  5,000원","11:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","14:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원","17:20,  주토피아(디지털),  8,000원","19:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","22:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,,117
2016-03-29,01관,"10:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","13:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","16:00,  글로리데이(디지털),  6,000원","17:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-29,02관,"09:50,  주토피아(디지털),  5,000원","11:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","14:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","17:20,  주토피아(디지털),  8,000원","19:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","22:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,,117
2016-03-30,01관,,,"14:55,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","17:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원",,"23:10,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-30,02관,,"12:25,  미스컨덕트(디지털),  8,000원","14:20,  대배우(디지털),  8,000원",,"19:05,  미스컨덕트(디지털),  5,000원","21:00,  대배우(디지털),  8,000원","23:00,  포레스트: 죽음의 숲(디지털),  6,000원",,,,,,,117
2016-03-31,01관,"10:00,  대배우(디지털),  5,000원","12:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","14:55,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","17:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","20:25,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원","23:10,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-03-31,02관,"09:40,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","12:25,  미스컨덕트(디지털)","14:20,  대배우(디지털)","16:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:05,  미스컨덕트(디지털),  5,000원","21:00,  대배우(디지털),  5,000원","23:00,  포레스트: 죽음의 숲(디지털),  6,000원",,,,,,,117
2016-04-01,01관,"09:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  0원","12:05,  주토피아(디지털),  8,000원","14:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:50,  주토피아(디지털),  8,000원","18:50,  대배우(디지털),  0원","20:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,211
2016-04-01,02관,"09:30,  대배우(디지털),  5,000원","11:30,  대배우(디지털)","13:30,  포레스트: 죽음의 숲(디지털),  8,000원","15:15,  미스컨덕트(디지털),  8,000원","17:10,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원","19:55,  미스컨덕트(디지털),  5,000원","21:50,  대배우(디지털),  8,000원","23:50,  포레스트: 죽음의 숲(디지털),  6,000원",,,,,,117
2016-04-02,01관,"09:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:05,  주토피아(디지털),  8,000원","14:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:50,  주토피아(디지털),  8,000원","18:50,  대배우(디지털),  6,000원","20:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:35,  포레스트: 죽음의 숲(디지털)",,,,,,,211
2016-04-02,02관,"09:35,  주토피아(디지털)","11:35,  미스컨덕트(디지털),  6,000원","13:30,  포레스트: 죽음의 숲(디지털),  8,000원","15:15,  미스컨덕트(디지털),  8,000원","17:10,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","19:55,  포레스트: 죽음의 숲(디지털),  8,000원","21:40,  미스컨덕트(디지털),  8,000원","23:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,117
2016-04-03,01관,"09:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:05,  주토피아(디지털),  8,000원","14:05,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","16:50,  대배우(디지털),  8,000원","18:50,  주토피아(디지털),  8,000원","20:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원",,,,,,,,211
2016-04-03,02관,,"11:35,  미스컨덕트(디지털),  8,000원","13:30,  포레스트: 죽음의 숲(디지털),  8,000원","15:15,  주토피아(디지털),  8,000원","17:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:00,  포레스트: 죽음의 숲(디지털),  7,000원","21:45,  미스컨덕트(디지털),  8,000원",,,,,,,117
2016-04-04,01관,"10:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원",,"14:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","17:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","23:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  6,000원",,,,,,,,211
2016-04-04,02관,,,"13:45,  포레스트: 죽음의 숲(디지털),  8,000원","15:30,  주토피아(디지털),  8,000원",,"19:30,  주토피아(디지털),  8,000원","21:30,  포레스트: 죽음의 숲(디지털),  6,000원",,,,,,,117
2016-04-05,01관,"10:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:45,  주토피아(디지털),  6,000원","14:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","17:30,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:15,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","23:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)",,,,,,,,211
2016-04-05,02관,"09:50,  대배우(디지털),  5,000원","11:50,  미스컨덕트(디지털)","13:45,  포레스트: 죽음의 숲(디지털)","15:30,  주토피아(디지털),  8,000원","17:30,  대배우(디지털),  8,000원","19:30,  주토피아(디지털),  8,000원","21:30,  포레스트: 죽음의 숲(디지털),  8,000원","23:15,  미스컨덕트(디지털)",,,,,,117
2016-04-06,01관,"10:00,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  5,000원","12:45,  대배우(디지털),  8,000원","14:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","17:30,  클로버필드 10번지(디지털),  8,000원","19:25,  클로버필드 10번지(디지털),  7,000원","21:20,  포레스트: 죽음의 숲(디지털),  8,000원","23:05,  클로버필드 10번지(디지털)",,,,,,,211
2016-04-06,02관,"10:00,  미스컨덕트(디지털)","11:55,  주토피아(디지털),  6,000원","13:55,  포레스트: 죽음의 숲(디지털)","15:40,  주토피아(디지털),  8,000원","17:50,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털),  8,000원","20:35,  주토피아(디지털),  8,000원","22:35,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)",,,,,,,117
2016-04-07,01관,"09:50,  독수리 에디(디지털)","11:45,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","14:30,  클로버필드 10번지(디지털),  8,000원","16:25,  독수리 에디(디지털),  6,000원","18:20,  배트맨 대 슈퍼맨: 저스티스의 시작(디지털)","21:05,  독수리 에디(디지털),  6,000원","23:00,  클로버필드 10번지(디지털)",,,,,,,211
2016-04-07,02관,"10:10,  클로버필드 10번지(디지털),  5,000원","12:05,  날, 보러와요(디지털)","13:45,  주토피아(디지털),  8,000원","15:45,  날, 보러와요(디지털),  6,000원","17:25,  클로버필드 10번지(디지털)","19:40,  주토피아(디지털),  8,000원","21:40,  날, 보러와요(디지털),  8,000원","23:20,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-08,01관,"10:30,  클로버필드 10번지(디지털),  5,000원",,"14:30,  클로버필드 10번지(디지털),  6,000원","16:30,  독수리 에디(디지털),  8,000원","18:30,  클로버필드 10번지(디지털),  6,000원","20:30,  클로버필드 10번지(디지털),  8,000원","22:30,  클로버필드 10번지(디지털),  6,000원",,,,,,,211
2016-04-08,02관,"10:00,  날, 보러와요(디지털),  5,000원","11:45,  주토피아(디지털),  8,000원","13:45,  날, 보러와요(디지털),  8,000원","15:30,  주토피아(디지털),  8,000원","17:30,  날, 보러와요(디지털),  8,000원","19:40,  주토피아(디지털),  8,000원","21:40,  날, 보러와요(디지털),  8,000원","23:25,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-09,01관,"10:00,  날, 보러와요(디지털)","11:45,  독수리 에디(디지털),  6,000원","13:40,  날, 보러와요(디지털),  8,000원","15:25,  주토피아(디지털),  9,000원","17:25,  주토피아(디지털),  8,000원","19:20,  주토피아(디지털),  8,000원","21:20,  클로버필드 10번지(디지털),  7,000원","23:20,  클로버필드 10번지(디지털),  6,000원",,,,,,211
2016-04-09,02관,"10:30,  클로버필드 10번지(디지털),  5,000원","12:30,  주토피아(디지털),  7,000원","14:30,  클로버필드 10번지(디지털),  8,000원","16:30,  날, 보러와요(디지털),  8,000원","18:15,  클로버필드 10번지(디지털),  8,000원","20:15,  날, 보러와요(디지털),  8,000원","22:00,  날, 보러와요(디지털),  8,000원","23:45,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-10,01관,"09:50,  날, 보러와요(디지털),  5,000원","11:35,  독수리 에디(디지털),  6,000원","13:30,  날, 보러와요(디지털),  8,000원","15:15,  주토피아(디지털),  8,000원","17:15,  주토피아(디지털),  8,000원","19:15,  주토피아(디지털),  8,000원","21:15,  클로버필드 10번지(디지털),  8,000원","23:15,  클로버필드 10번지(디지털)",,,,,,211
2016-04-10,02관,"10:20,  클로버필드 10번지(디지털),  5,000원","12:20,  주토피아(디지털),  8,000원","14:20,  클로버필드 10번지(디지털),  8,000원","16:20,  날, 보러와요(디지털),  9,000원","18:05,  클로버필드 10번지(디지털),  8,000원","20:05,  날, 보러와요(디지털),  8,000원","21:50,  날, 보러와요(디지털),  8,000원","23:35,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-11,01관,"09:50,  날, 보러와요(디지털),  5,000원","11:35,  독수리 에디(디지털)","13:30,  날, 보러와요(디지털),  8,000원","15:15,  주토피아(디지털),  8,000원","17:15,  독수리 에디(디지털)","19:10,  주토피아(디지털),  6,000원","21:10,  클로버필드 10번지(디지털)","23:10,  클로버필드 10번지(디지털),  6,000원",,,,,,211
2016-04-11,02관,"10:20,  클로버필드 10번지(디지털)","12:20,  주토피아(디지털)","14:20,  클로버필드 10번지(디지털),  8,000원","16:20,  날, 보러와요(디지털),  8,000원","18:05,  클로버필드 10번지(디지털)","20:05,  날, 보러와요(디지털),  8,000원","21:50,  날, 보러와요(디지털),  8,000원","23:35,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-12,01관,"09:50,  날, 보러와요(디지털),  5,000원","11:35,  독수리 에디(디지털)","13:30,  날, 보러와요(디지털),  8,000원","15:15,  주토피아(디지털),  6,000원","17:15,  독수리 에디(디지털),  8,000원","19:10,  주토피아(디지털),  8,000원","21:10,  클로버필드 10번지(디지털),  8,000원","23:10,  클로버필드 10번지(디지털)",,,,,,211
2016-04-12,02관,"10:20,  클로버필드 10번지(디지털),  5,000원","12:20,  주토피아(디지털),  7,000원","14:20,  클로버필드 10번지(디지털),  6,000원","16:20,  날, 보러와요(디지털),  6,000원","18:05,  클로버필드 10번지(디지털),  8,000원","20:05,  날, 보러와요(디지털),  8,000원","21:50,  날, 보러와요(디지털),  8,000원","23:35,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-13,01관,"10:30,  해어화(디지털),  5,000원","12:40,  시간이탈자(디지털),  8,000원","14:40,  해어화(디지털),  8,000원","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  해어화(디지털),  6,000원",,,,,,,211
2016-04-13,02관,"10:00,  헌츠맨: 윈터스 워(디지털),  5,000원","12:05,  주토피아(디지털),  9,000원","14:05,  날, 보러와요(디지털),  8,000원","15:50,  헌츠맨: 윈터스 워(디지털),  8,000원","17:55,  날, 보러와요(디지털),  8,000원","19:40,  주토피아(디지털),  8,000원","21:40,  날, 보러와요(디지털),  6,000원","23:25,  시간이탈자(디지털),  6,000원",,,,,,117
2016-04-14,01관,"10:30,  해어화(디지털),  5,000원","12:40,  시간이탈자(디지털),  8,000원","14:40,  해어화(디지털),  8,000원","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  6,000원","21:00,  시간이탈자(디지털),  8,000원",,,,,,,,211
2016-04-14,02관,"10:00,  헌츠맨: 윈터스 워(디지털),  5,000원",,"14:05,  날, 보러와요(디지털),  8,000원","15:50,  헌츠맨: 윈터스 워(디지털),  6,000원","17:55,  날, 보러와요(디지털),  8,000원","19:40,  주토피아(디지털),  8,000원","21:40,  날, 보러와요(디지털),  6,000원","23:25,  시간이탈자(디지털),  6,000원",,,,,,117
2016-04-15,01관,"10:40,  시간이탈자(디지털),  5,000원","12:40,  시간이탈자(디지털),  8,000원","14:40,  해어화(디지털),  8,000원","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  4,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  해어화(디지털),  6,000원",,,,,,,211
2016-04-15,02관,"09:50,  헌츠맨: 윈터스 워(디지털),  5,000원","11:55,  해어화(디지털)","14:05,  날, 보러와요(디지털),  8,000원","15:50,  헌츠맨: 윈터스 워(디지털)","17:55,  날, 보러와요(디지털),  8,000원","19:40,  주토피아(디지털),  8,000원","21:40,  날, 보러와요(디지털),  8,000원","23:25,  시간이탈자(디지털),  6,000원",,,,,,117
2016-04-16,01관,"10:40,  주토피아(디지털)","12:40,  시간이탈자(디지털),  8,000원","14:40,  해어화(디지털),  8,000원","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  해어화(디지털),  6,000원",,,,,,,211
2016-04-16,02관,"10:00,  시간이탈자(디지털),  5,000원","12:00,  헌츠맨: 윈터스 워(디지털),  8,000원","14:05,  날, 보러와요(디지털),  8,000원","15:50,  주토피아(디지털),  8,000원","17:50,  날, 보러와요(디지털),  8,000원","19:35,  헌츠맨: 윈터스 워(디지털),  8,000원","21:40,  날, 보러와요(디지털),  8,000원","23:25,  시간이탈자(디지털),  8,000원",,,,,,117
2016-04-17,01관,"10:40,  주토피아(디지털),  5,000원","12:40,  시간이탈자(디지털),  8,000원","14:40,  해어화(디지털),  8,000원","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  시간이탈자(디지털),  6,000원",,,,,,,211
2016-04-17,02관,"10:00,  시간이탈자(디지털),  6,000원","12:00,  헌츠맨: 윈터스 워(디지털),  8,000원","14:05,  날, 보러와요(디지털),  8,000원","15:50,  주토피아(디지털),  8,000원","17:50,  날, 보러와요(디지털),  8,000원","19:35,  헌츠맨: 윈터스 워(디지털),  6,000원","21:40,  날, 보러와요(디지털),  8,000원","23:25,  날, 보러와요(디지털),  6,000원",,,,,,117
2016-04-18,01관,"10:40,  주토피아(디지털),  5,000원","12:40,  시간이탈자(디지털)","14:40,  해어화(디지털)","16:50,  시간이탈자(디지털),  8,000원","18:50,  해어화(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  시간이탈자(디지털),  6,000원",,,,,,,211
2016-04-18,02관,"10:00,  시간이탈자(디지털),  5,000원","12:00,  헌츠맨: 윈터스 워(디지털),  8,000원","14:05,  날, 보러와요(디지털),  6,000원","15:50,  주토피아(디지털),  6,000원","17:50,  날, 보러와요(디지털),  8,000원","19:35,  헌츠맨: 윈터스 워(디지털),  6,000원","21:40,  날, 보러와요(디지털),  8,000원","23:25,  날, 보러와요(디지털)",,,,,,117
2016-04-19,01관,"10:40,  시간이탈자(디지털),  5,000원","12:40,  해어화(디지털),  8,000원","14:50,  시간이탈자(디지털),  8,000원","16:50,  해어화(디지털)","19:00,  시간이탈자(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  시간이탈자(디지털),  6,000원",,,,,,,211
2016-04-19,02관,"10:00,  헌츠맨: 윈터스 워(디지털)","12:05,  날, 보러와요(디지털),  8,000원","13:50,  주토피아(디지털),  5,000원","15:50,  날, 보러와요(디지털),  6,000원","17:35,  주토피아(디지털),  8,000원","19:35,  헌츠맨: 윈터스 워(디지털)","21:40,  날, 보러와요(디지털),  8,000원","23:25,  날, 보러와요(디지털)",,,,,,117
2016-04-20,01관,"10:50,  시간이탈자(디지털)","13:00,  시간이탈자(디지털),  6,000원","15:00,  시간이탈자(디지털)","17:00,  시간이탈자(디지털),  8,000원","19:00,  날, 보러와요(디지털),  8,000원","20:45,  시간이탈자(디지털),  8,000원","22:45,  시간이탈자(디지털),  8,000원",,,,,,,211
2016-04-20,02관,"10:20,  해어화(디지털),  5,000원","12:30,  날, 보러와요(디지털)","14:15,  주토피아(디지털),  8,000원","16:15,  날, 보러와요(디지털),  8,000원","18:00,  위대한 소원(디지털),  8,000원","19:45,  파라노말 액티비티: 더 고스트 디멘션(디지털)","21:25,  위대한 소원(디지털),  8,000원","23:10,  파라노말 액티비티: 더 고스트 디멘션(디지털),  6,000원",,,,,,117
2016-04-21,01관,"10:00,  위대한 소원(디지털),  5,000원","11:45,  시간이탈자(디지털)","13:45,  위대한 소원(디지털),  8,000원","15:30,  시간이탈자(디지털),  8,000원","17:30,  시간이탈자(디지털),  6,000원","19:30,  파라노말 액티비티: 더 고스트 디멘션(디지털),  8,000원","21:10,  시간이탈자(디지털),  8,000원","23:10,  파라노말 액티비티: 더 고스트 디멘션(디지털),  6,000원",,,,,,211
2016-04-21,02관,"10:40,  해어화(디지털)","12:50,  날, 보러와요(디지털),  8,000원","14:35,  주토피아(디지털),  8,000원","16:35,  날, 보러와요(디지털),  6,000원","18:20,  위대한 소원(디지털),  6,000원","20:05,  날, 보러와요(디지털),  8,000원","21:50,  위대한 소원(디지털),  8,000원","23:35,  위대한 소원(디지털),  6,000원",,,,,,117
2016-04-22,01관,"10:00,  위대한 소원(디지털)","11:45,  시간이탈자(디지털),  8,000원","13:45,  위대한 소원(디지털)","15:30,  시간이탈자(디지털),  8,000원","17:30,  시간이탈자(디지털),  8,000원","19:30,  파라노말 액티비티: 더 고스트 디멘션(디지털),  7,000원","21:10,  시간이탈자(디지털),  8,000원","23:10,  시간이탈자(디지털),  6,000원",,,,,,211
2016-04-22,02관,"10:40,  해어화(디지털),  0원","12:50,  날, 보러와요(디지털),  8,000원","14:35,  주토피아(디지털),  8,000원","16:35,  위대한 소원(디지털),  8,000원","18:20,  날, 보러와요(디지털),  8,000원","20:05,  위대한 소원(디지털),  8,000원","21:50,  위대한 소원(디지털),  8,000원","23:35,  위대한 소원(디지털),  6,000원",,,,,,117
2016-04-23,01관,"09:50,  위대한 소원(디지털),  5,000원","11:35,  시간이탈자(디지털),  0원","13:35,  위대한 소원(디지털),  8,000원","15:20,  시간이탈자(디지털),  8,000원","17:20,  파라노말 액티비티: 더 고스트 디멘션(디지털),  7,000원","19:00,  시간이탈자(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  날, 보러와요(디지털),  6,000원",,,,,,211
2016-04-23,02관,"10:25,  해어화(디지털),  5,000원","12:35,  주토피아(디지털),  8,000원","14:35,  날, 보러와요(디지털),  8,000원","16:20,  위대한 소원(디지털),  8,000원","18:05,  주토피아(디지털),  8,000원","20:05,  위대한 소원(디지털),  8,000원","21:50,  위대한 소원(디지털),  8,000원","23:35,  위대한 소원(디지털),  6,000원",,,,,,117
2016-04-24,01관,"09:50,  위대한 소원(디지털),  5,000원","11:35,  시간이탈자(디지털),  8,000원","13:35,  위대한 소원(디지털),  8,000원","15:20,  시간이탈자(디지털),  8,000원","17:20,  파라노말 액티비티: 더 고스트 디멘션(디지털),  8,000원","19:00,  시간이탈자(디지털),  8,000원","21:00,  시간이탈자(디지털),  8,000원","23:00,  날, 보러와요(디지털),  6,000원",,,,,,211
2016-04-24,02관,"10:10,  해어화(디지털),  5,000원","12:20,  주토피아(디지털),  6,000원","14:20,  날, 보러와요(디지털),  8,000원","16:05,  주토피아(디지털),  8,000원","18:05,  위대한 소원(디지털),  8,000원","19:50,  주토피아(디지털),  8,000원","21:50,  위대한 소원(디지털),  8,000원","23:35,  위대한 소원(디지털),  6,000원",,,,,,117
2016-04-25,01관,"10:00,  위대한 소원(디지털)","11:45,  시간이탈자(디지털)","13:45,  위대한 소원(디지털),  8,000원","15:30,  시간이탈자(디지털),  8,000원","17:30,  시간이탈자(디지털),  6,000원","19:30,  위대한 소원(디지털),  8,000원","21:15,  위대한 소원(디지털),  8,000원","23:00,  파라노말 액티비티: 더 고스트 디멘션(디지털)",,,,,,211
2016-04-25,02관,"10:40,  해어화(디지털),  5,000원","12:50,  주토피아(디지털),  8,000원","14:50,  날, 보러와요(디지털),  0원","16:35,  위대한 소원(디지털)","18:20,  주토피아(디지털)","20:20,  시간이탈자(디지털),  8,000원","22:20,  시간이탈자(디지털),  0원",,,,,,,117
2016-04-26,01관,"10:00,  위대한 소원(디지털),  5,000원","11:45,  시간이탈자(디지털),  0원","13:45,  위대한 소원(디지털),  8,000원","15:30,  시간이탈자(디지털)","17:30,  시간이탈자(디지털),  8,000원","19:30,  위대한 소원(디지털),  8,000원","21:15,  위대한 소원(디지털),  8,000원","23:00,  파라노말 액티비티: 더 고스트 디멘션(디지털)",,,,,,211
2016-04-26,02관,"10:40,  해어화(디지털),  5,000원","12:50,  주토피아(디지털),  6,000원","14:50,  날, 보러와요(디지털),  8,000원","16:35,  위대한 소원(디지털)","18:20,  주토피아(디지털),  8,000원","20:20,  시간이탈자(디지털),  8,000원","22:20,  시간이탈자(디지털),  8,000원",,,,,,,117
2016-04-27,01관,"09:50,  캡틴 아메리카: 시빌 워(디지털),  5,000원","12:35,  캡틴 아메리카: 시빌 워(디지털),  8,000원","15:20,  캡틴 아메리카: 시빌 워(디지털),  8,000원","18:05,  캡틴 아메리카: 시빌 워(디지털),  5,000원","20:50,  캡틴 아메리카: 시빌 워(디지털),  5,000원","23:35,  캡틴 아메리카: 시빌 워(디지털),  6,000원",,,,,,,,211
