상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,좌석수
2015-01-01,0관,"08:50,  내일을 위한 시간(디지털),  6,000원","10:50,  님아, 그 강을 건너지 마오(디지털),  10,000원","12:40,  님아, 그 강을 건너지 마오(디지털),  10,000원","14:30,  내일을 위한 시간(디지털),  10,000원","16:30,  마미(디지털),  10,000원","19:10,  님아, 그 강을 건너지 마오(디지털),  10,000원","21:00,  마미(디지털),  10,000원","23:40,  맵 투 더 스타(디지털),  7,000원","25:55,  마미(디지털),  10,000원","28:40,  마미(디지털),  10,000원",,,92
2015-01-01,9관,"08:40,  마미(디지털),  6,000원","11:20,  쿼바디스(디지털),  10,000원","13:30,  다이빙벨(디지털),  10,000원","15:10,  님아, 그 강을 건너지 마오(디지털),  10,000원","17:00,  클라우즈 오브 실스마리아(디지털),  10,000원","19:20,  마미(디지털),  10,000원","22:00,  내일을 위한 시간(디지털),  10,000원","24:00,  님아, 그 강을 건너지 마오(디지털),  7,000원","25:45,  마미(디지털),  10,000원","28:30,  마미(디지털),  10,000원",,,58
2015-01-02,0관,"09:00,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:50,  님아, 그 강을 건너지 마오(디지털),  10,000원","12:40,  님아, 그 강을 건너지 마오(디지털),  10,000원","14:30,  마미(디지털),  10,000원","17:10,  님아, 그 강을 건너지 마오(디지털),  10,000원","19:00,  마미(디지털),  10,000원","21:40,  마미(디지털),  10,000원","24:20,  님아, 그 강을 건너지 마오(디지털),  7,000원",,,,,92
2015-01-02,9관,"08:40,  마미(디지털),  6,000원","11:20,  클라우즈 오브 실스마리아(디지털),  10,000원","13:40,  내일을 위한 시간(디지털),  10,000원","15:40,  맵 투 더 스타(디지털),  10,000원","17:50,  내일을 위한 시간(디지털),  10,000원","19:50,  님아, 그 강을 건너지 마오(디지털),  10,000원","21:40,  쿼바디스(디지털),  10,000원","23:50,  클라우즈 오브 실스마리아(디지털),  7,000원",,,,,58
2015-01-03,0관,"09:00,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:50,  님아, 그 강을 건너지 마오(디지털),  10,000원","12:40,  님아, 그 강을 건너지 마오(디지털),  10,000원","14:30,  마미(디지털),  10,000원","17:10,  님아, 그 강을 건너지 마오(디지털),  10,000원","19:00,  마미(디지털),  10,000원","21:40,  님아, 그 강을 건너지 마오(디지털),  10,000원","23:30,  쿼바디스(디지털),  7,000원","25:35,  마미(디지털),  10,000원",,,,92
2015-01-03,9관,"08:40,  내일을 위한 시간(디지털),  6,000원","10:40,  마미(디지털),  10,000원","13:20,  액트 오브 킬링(디지털),  10,000원","16:20,  내일을 위한 시간(디지털),  10,000원","18:20,  클라우즈 오브 실스마리아(디지털),  10,000원","20:40,  마미(디지털),  10,000원","23:20,  맵 투 더 스타(디지털),  7,000원",,,,,,58
2015-01-04,0관,"09:00,  님아, 그 강을 건너지 마오(디지털),  6,000원","11:00,  내일을 위한 시간(디지털),  10,000원","13:00,  님아, 그 강을 건너지 마오(디지털),  10,000원","14:45,  마미(디지털),  10,000원","17:25,  님아, 그 강을 건너지 마오(디지털),  10,000원","19:10,  내일을 위한 시간(디지털),  10,000원","21:05,  마미(디지털),  10,000원","23:45,  맵 투 더 스타(디지털),  7,000원","25:50,  마미(디지털),  10,000원",,,,92
2015-01-04,9관,"08:40,  쿼바디스(디지털),  6,000원","10:50,  님아, 그 강을 건너지 마오(디지털),  10,000원","12:35,  마미(디지털),  10,000원","15:15,  액트 오브 킬링(디지털),  10,000원","18:15,  마미(디지털),  10,000원","20:55,  님아, 그 강을 건너지 마오(디지털),  10,000원","22:40,  다이빙벨(디지털),  10,000원","24:15,  님아, 그 강을 건너지 마오(디지털),  7,000원",,,,,58
2015-01-05,0관,"08:50,  내일을 위한 시간(디지털),  6,000원","10:50,  클라우즈 오브 실스마리아(디지털),  9,000원","13:10,  마미(디지털),  9,000원","15:50,  맵 투 더 스타(디지털),  9,000원","18:00,  내일을 위한 시간(디지털),  9,000원","20:00,  마미(디지털),  9,000원","22:40,  마미(디지털),  7,000원",,,,,,92
2015-01-05,9관,"09:00,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:50,  님아, 그 강을 건너지 마오(디지털),  9,000원","12:40,  쿼바디스(디지털),  9,000원","14:50,  님아, 그 강을 건너지 마오(디지털),  9,000원","16:40,  님아, 그 강을 건너지 마오(디지털),  9,000원","18:30,  다이빙벨(디지털),  9,000원","20:10,  님아, 그 강을 건너지 마오(디지털),  9,000원","22:00,  쿼바디스(디지털),  9,000원","24:10,  님아, 그 강을 건너지 마오(디지털)",,,,58
2015-01-06,0관,"08:40,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:30,  클라우즈 오브 실스마리아(디지털),  9,000원","12:50,  마미(디지털),  9,000원","15:30,  님아, 그 강을 건너지 마오(디지털),  9,000원","17:20,  마미(디지털),  9,000원",,,"20:00,  나의 사적인 여자친구(디지털),  9,000원","22:10,  마미(디지털),  7,000원",,,,92
2015-01-06,9관,"08:50,  내일을 위한 시간(디지털),  6,000원","10:40,  님아, 그 강을 건너지 마오(디지털),  9,000원","12:30,  맵 투 더 스타(디지털),  9,000원","14:40,  액트 오브 킬링(디지털),  9,000원","17:40,  님아, 그 강을 건너지 마오(디지털),  9,000원","19:30,  마미(디지털),  9,000원","22:10,  내일을 위한 시간(디지털),  9,000원","24:10,  님아, 그 강을 건너지 마오(디지털),  7,000원",,,,,58
2015-01-07,0관,"09:00,  쿼바디스(디지털),  6,000원","11:10,  내일을 위한 시간(디지털),  9,000원","13:10,  님아, 그 강을 건너지 마오(디지털),  9,000원","15:00,  님아, 그 강을 건너지 마오(디지털),  9,000원","16:50,  마미(디지털),  9,000원","19:30,  다이빙벨(디지털),  9,000원","21:10,  마미(디지털),  9,000원","23:50,  님아, 그 강을 건너지 마오(디지털),  7,000원",,,,,92
2015-01-07,9관,"09:10,  액트 오브 킬링(디지털),  6,000원","12:10,  마미(디지털),  9,000원","14:50,  맵 투 더 스타(디지털),  9,000원","17:00,  클라우즈 오브 실스마리아(디지털),  9,000원","19:20,  님아, 그 강을 건너지 마오(디지털),  9,000원","21:10,  내일을 위한 시간(디지털),  9,000원","23:10,  맵 투 더 스타(디지털),  7,000원",,,,,,58
2015-01-08,0관,"09:10,  아메리칸 셰프(디지털),  6,000원","11:20,  마미(디지털),  9,000원","14:00,  클라우즈 오브 실스마리아(디지털),  9,000원","16:20,  님아, 그 강을 건너지 마오(디지털),  9,000원","18:10,  아메리칸 셰프(디지털),  9,000원","20:20,  마미(디지털),  9,000원","23:00,  님아, 그 강을 건너지 마오(디지털),  7,000원",,,,,,92
2015-01-08,9관,"09:00,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:50,  나의 사적인 여자친구(디지털),  9,000원","13:00,  내일을 위한 시간(디지털),  9,000원","15:00,  마미(디지털),  9,000원","17:40,  액트 오브 킬링(디지털),  9,000원","20:40,  나의 사적인 여자친구(디지털),  9,000원","22:50,  내일을 위한 시간(디지털),  7,000원",,,,,,58
2015-01-09,0관,"08:50,  님아, 그 강을 건너지 마오(디지털),  6,000원","10:40,  마미(디지털),  10,000원","13:20,  님아, 그 강을 건너지 마오(디지털),  10,000원","15:10,  마미(디지털),  10,000원","17:50,  나의 사적인 여자친구(디지털),  10,000원","20:00,  마미(디지털),  10,000원","22:40,  내일을 위한 시간(디지털),  7,000원",,,,,,92
