상영일자,상영관,1회,2회,3회,좌석수
2018-05-10,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-10,02관,"19:40,  어벤져스: 인피니티 워(디지털),  20,000원","22:20,  챔피언(디지털),  20,000원",,120
2018-05-11,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-11,02관,"19:40,  어벤져스: 인피니티 워(디지털),  20,000원","22:30,  챔피언(디지털),  20,000원",,120
2018-05-12,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-12,02관,"19:40,  어벤져스: 인피니티 워(디지털),  20,000원","22:30,  챔피언(디지털),  20,000원",,120
2018-05-13,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-13,02관,"19:40,  어벤져스: 인피니티 워(디지털),  20,000원","22:30,  챔피언(디지털),  20,000원",,120
2018-05-14,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-14,02관,"19:40,  챔피언(디지털),  20,000원","21:50,  어벤져스: 인피니티 워(디지털),  20,000원",,120
2018-05-15,01관,"19:50,  레슬러(디지털),  20,000원","22:00,  레슬러(디지털),  20,000원",,200
2018-05-15,02관,"19:40,  챔피언(디지털),  20,000원","21:50,  어벤져스: 인피니티 워(디지털),  20,000원",,120
2018-05-16,01관,"19:50,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-16,02관,"19:40,  레슬러(디지털),  16,000원","21:50,  레슬러(디지털),  20,000원",,120
2018-05-17,01관,"19:50,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-17,02관,"19:40,  레슬러(디지털),  20,000원","21:50,  레슬러(디지털),  20,000원",,120
2018-05-18,01관,"19:50,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-18,02관,"19:40,  레슬러(디지털),  20,000원","21:50,  레슬러(디지털),  20,000원",,120
2018-05-19,01관,"19:40,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-19,02관,"20:20,  데드풀 2(디지털),  20,000원","22:30,  레슬러(디지털),  20,000원",,120
2018-05-20,01관,"19:40,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-20,02관,"20:20,  데드풀 2(디지털),  20,000원","22:30,  레슬러(디지털),  20,000원",,120
2018-05-21,01관,"19:40,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,200
2018-05-21,02관,"20:20,  데드풀 2(디지털),  20,000원","22:30,  레슬러(디지털),  20,000원",,120
2018-05-22,01관,"19:50,  독전(디지털),  20,000원","22:10,  독전(디지털),  20,000원",,200
2018-05-22,02관,"19:40,  데드풀 2(디지털),  20,000원","22:00,  데드풀 2(디지털),  20,000원",,120
2018-05-23,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-23,02관,"19:50,  데드풀 2(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-24,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-24,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-25,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-25,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-26,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-26,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-27,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-27,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-28,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-28,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-29,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-29,02관,"19:50,  한 솔로: 스타워즈 스토리(디지털),  20,000원","22:20,  데드풀 2(디지털),  20,000원",,120
2018-05-30,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-30,02관,"20:00,  데자뷰(디지털),  20,000원","21:45,  데자뷰(디지털),  20,000원","23:30,  한 솔로: 스타워즈 스토리(디지털),  20,000원",120
2018-05-31,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-05-31,02관,"20:00,  데자뷰(디지털),  20,000원","21:45,  데자뷰(디지털),  20,000원","23:30,  한 솔로: 스타워즈 스토리(디지털),  20,000원",120
2018-06-01,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-06-01,02관,"20:00,  데자뷰(디지털),  20,000원","21:45,  데자뷰(디지털),  20,000원","23:30,  한 솔로: 스타워즈 스토리(디지털),  20,000원",120
2018-06-02,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-06-02,02관,"20:00,  데자뷰(디지털),  20,000원","21:40,  데자뷰(디지털),  20,000원","23:20,  한 솔로: 스타워즈 스토리(디지털),  20,000원",120
2018-06-03,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-06-03,02관,"20:20,  데자뷰(디지털),  20,000원","22:00,  한 솔로: 스타워즈 스토리(디지털),  20,000원",,120
2018-06-04,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-06-04,02관,"20:20,  데자뷰(디지털),  20,000원","22:00,  한 솔로: 스타워즈 스토리(디지털),  20,000원",,120
2018-06-05,01관,"20:00,  독전(디지털),  20,000원","22:20,  독전(디지털),  20,000원",,200
2018-06-05,02관,"20:20,  데자뷰(디지털),  20,000원","22:00,  한 솔로: 스타워즈 스토리(디지털),  20,000원",,120
2018-06-06,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-06,02관,"20:15,  독전(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-07,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-07,02관,"20:15,  독전(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-08,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-08,02관,"20:15,  독전(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-09,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:40,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-09,02관,"20:10,  독전(디지털),  20,000원","22:40,  독전(디지털),  20,000원",,120
2018-06-10,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:40,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-10,02관,"20:10,  독전(디지털),  20,000원","22:40,  독전(디지털),  20,000원",,120
2018-06-11,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-11,02관,"20:10,  독전(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-12,01관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,200
2018-06-12,02관,"20:10,  독전(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-13,01관,"20:20,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-13,02관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-14,01관,"20:20,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-14,02관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:35,  독전(디지털),  20,000원",,120
2018-06-15,01관,"20:20,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-15,02관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-16,01관,"20:20,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-16,02관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-17,01관,"20:20,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-17,02관,"20:10,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-18,01관,"20:25,  오션스8(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-18,02관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-19,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-19,02관,"20:25,  오션스8(디지털),  20,000원","22:30,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-20,01관,"20:15,  여중생A(디지털),  20,000원","22:25,  여중생A(디지털),  20,000원",,200
2018-06-20,02관,"20:20,  오션스8(디지털),  20,000원","22:20,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-21,01관,"20:15,  여중생A(디지털),  20,000원","22:25,  여중생A(디지털),  20,000원",,200
2018-06-21,02관,"20:20,  오션스8(디지털),  20,000원","22:20,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원",,120
2018-06-22,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  여중생A(디지털),  20,000원",,200
2018-06-22,02관,"20:15,  여중생A(디지털),  20,000원","22:20,  오션스8(디지털),  20,000원",,120
2018-06-23,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  여중생A(디지털),  20,000원",,200
2018-06-23,02관,"20:15,  여중생A(디지털),  20,000원","22:20,  오션스8(디지털),  20,000원",,120
2018-06-24,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  여중생A(디지털),  20,000원",,200
2018-06-24,02관,"20:15,  여중생A(디지털),  20,000원","22:20,  오션스8(디지털),  20,000원",,120
2018-06-25,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-25,02관,"20:15,  오션스8(디지털),  20,000원","22:20,  여중생A(디지털),  20,000원",,120
2018-06-26,01관,"20:15,  쥬라기 월드: 폴른 킹덤(디지털),  20,000원","22:30,  오션스8(디지털),  20,000원",,200
2018-06-26,02관,"20:15,  오션스8(디지털),  20,000원","22:20,  여중생A(디지털),  20,000원",,120
2018-06-27,01관,"20:15,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-06-27,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-06-28,01관,"20:15,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-06-28,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-06-29,01관,"20:10,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-06-29,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-06-30,01관,"20:10,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-06-30,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-07-01,01관,"20:10,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-07-01,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-07-02,01관,"20:10,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-07-02,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-07-03,01관,"20:10,  마녀(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,200
2018-07-03,02관,"20:15,  허스토리(디지털),  20,000원","22:30,  허스토리(디지털),  20,000원",,120
2018-07-04,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  앤트맨과 와스프(디지털),  20,000원","24:30,  허스토리(디지털),  20,000원",200
2018-07-04,02관,"20:10,  변산(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,120
2018-07-05,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:30,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-05,02관,"20:10,  변산(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,120
2018-07-06,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:30,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-06,02관,"20:10,  변산(디지털),  20,000원","22:30,  마녀(디지털),  20,000원",,120
2018-07-07,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-07,02관,"20:10,  변산(디지털),  20,000원","22:40,  마녀(디지털),  20,000원",,120
2018-07-08,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-08,02관,"20:10,  변산(디지털),  20,000원","22:40,  마녀(디지털),  20,000원",,120
2018-07-09,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-09,02관,"20:10,  변산(디지털),  20,000원","22:25,  마녀(디지털),  20,000원",,120
2018-07-10,01관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  앤트맨과 와스프(디지털),  20,000원",,200
2018-07-10,02관,"20:10,  변산(디지털),  20,000원","22:25,  마녀(디지털),  20,000원",,120
2018-07-11,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:20,  마녀(디지털),  20,000원",,200
2018-07-11,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  변산(디지털),  20,000원",,120
2018-07-12,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-12,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  변산(디지털),  20,000원",,120
2018-07-13,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-13,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  변산(디지털),  20,000원",,120
2018-07-14,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-14,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  변산(디지털),  20,000원",,120
2018-07-15,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-15,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:25,  변산(디지털),  20,000원",,120
2018-07-16,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:10,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-16,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  변산(디지털),  20,000원",,120
2018-07-17,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:10,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-17,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  변산(디지털),  20,000원",,120
2018-07-18,01관,"20:15,  스카이스크래퍼(디지털),  20,000원","22:10,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-18,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  변산(디지털),  20,000원",,120
2018-07-19,01관,"20:10,  박화영(디지털),  20,000원","22:10,  박화영(디지털),  20,000원",,200
2018-07-19,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,120
2018-07-20,01관,"20:10,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-20,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  박화영(디지털),  20,000원",,120
2018-07-21,01관,"20:10,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원",,200
2018-07-21,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  박화영(디지털),  20,000원",,120
2018-07-22,01관,"20:10,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원","23:50,  박화영(디지털),  20,000원",200
2018-07-22,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  앤트맨과 와스프(디지털),  20,000원",,120
2018-07-23,01관,"20:10,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원","23:50,  박화영(디지털),  20,000원",200
2018-07-23,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  앤트맨과 와스프(디지털),  20,000원",,120
2018-07-24,01관,"20:10,  스카이스크래퍼(디지털),  20,000원","22:20,  스카이스크래퍼(디지털),  20,000원","23:50,  박화영(디지털),  20,000원",200
2018-07-24,02관,"20:10,  앤트맨과 와스프(디지털),  20,000원","22:20,  앤트맨과 와스프(디지털),  20,000원",,120
2018-07-25,01관,"20:10,  인랑(디지털),  20,000원","22:50,  인랑(디지털),  20,000원",,200
2018-07-25,02관,"20:10,  미션 임파서블: 폴아웃(디지털),  20,000원","22:50,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-07-26,01관,"20:05,  인랑(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,200
2018-07-26,02관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-07-27,01관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  미션 임파서블: 폴아웃(디지털),  20,000원",,200
2018-07-27,02관,"20:05,  인랑(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,120
2018-07-28,01관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  미션 임파서블: 폴아웃(디지털),  20,000원",,200
2018-07-28,02관,"20:05,  인랑(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,120
2018-07-29,01관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  미션 임파서블: 폴아웃(디지털),  20,000원",,200
2018-07-29,02관,"20:05,  인랑(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,120
2018-07-30,01관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:40,  미션 임파서블: 폴아웃(디지털),  20,000원",,200
2018-07-30,02관,"20:00,  인랑(디지털),  20,000원","22:40,  인랑(디지털),  20,000원",,120
2018-07-31,01관,"20:00,  미션 임파서블: 폴아웃(디지털),  20,000원","22:40,  미션 임파서블: 폴아웃(디지털),  20,000원",,200
2018-07-31,02관,"20:00,  인랑(디지털),  20,000원","22:40,  인랑(디지털),  20,000원",,120
2018-08-01,01관,"20:00,  신과함께-인과 연(디지털),  20,000원","22:40,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-01,02관,"20:05,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,120
2018-08-02,01관,"20:00,  신과함께-인과 연(디지털),  20,000원","22:40,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-02,02관,"20:05,  미션 임파서블: 폴아웃(디지털),  20,000원","22:45,  인랑(디지털),  20,000원",,120
2018-08-03,01관,"20:00,  신과함께-인과 연(디지털),  20,000원","22:40,  신과함께-인과 연(디지털),  20,000원","25:00,  인랑(디지털),  20,000원",200
2018-08-03,02관,"20:30,  신과함께-인과 연(디지털),  20,000원","23:00,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-04,01관,"20:00,  신과함께-인과 연(디지털),  20,000원","22:40,  신과함께-인과 연(디지털),  20,000원","25:00,  인랑(디지털),  20,000원",200
2018-08-04,02관,"20:30,  신과함께-인과 연(디지털),  20,000원","23:00,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-05,01관,"20:00,  신과함께-인과 연(디지털),  20,000원","22:40,  신과함께-인과 연(디지털),  20,000원","25:00,  인랑(디지털),  20,000원",200
2018-08-05,02관,"20:30,  신과함께-인과 연(디지털),  20,000원","23:00,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-06,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원","24:50,  인랑(디지털),  20,000원",200
2018-08-06,02관,"20:20,  신과함께-인과 연(디지털),  20,000원","22:50,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-07,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원","24:50,  인랑(디지털)",200
2018-08-07,02관,"20:20,  신과함께-인과 연(디지털),  20,000원","22:50,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-08,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-08,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:40,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-09,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-09,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-10,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-10,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-11,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-11,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-12,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:30,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-12,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-13,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:25,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-13,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-14,01관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:25,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-14,02관,"20:00,  맘마미아!2(디지털),  20,000원","22:10,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-15,01관,"19:55,  목격자(디지털),  20,000원","22:05,  신과함께-인과 연(디지털),  20,000원",,200
2018-08-15,02관,"19:50,  맘마미아!2(디지털),  20,000원","22:00,  미션 임파서블: 폴아웃(디지털),  20,000원",,120
2018-08-16,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-16,02관,"19:50,  맘마미아!2(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-17,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-17,02관,"19:50,  맘마미아!2(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-18,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-18,02관,"19:50,  맘마미아!2(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-19,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-19,02관,"19:50,  맘마미아!2(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-20,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-20,02관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:20,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-21,01관,"19:55,  목격자(디지털),  20,000원","22:05,  목격자(디지털),  20,000원",,200
2018-08-21,02관,"19:50,  신과함께-인과 연(디지털),  20,000원","22:20,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-22,01관,"19:55,  너의 결혼식(디지털),  20,000원","22:00,  너의 결혼식(디지털),  20,000원",,200
2018-08-22,02관,"19:50,  목격자(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-23,01관,"19:55,  너의 결혼식(디지털)","22:00,  너의 결혼식(디지털)",,200
2018-08-23,02관,"19:50,  목격자(디지털)","22:00,  신과함께-인과 연(디지털)",,120
2018-08-24,01관,"19:45,  너의 결혼식(디지털),  20,000원","21:55,  너의 결혼식(디지털),  20,000원",,200
2018-08-24,02관,"19:50,  목격자(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-25,01관,"19:45,  너의 결혼식(디지털),  20,000원","21:55,  너의 결혼식(디지털),  20,000원",,200
2018-08-25,02관,"19:50,  목격자(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-26,01관,"19:45,  너의 결혼식(디지털),  20,000원","21:55,  너의 결혼식(디지털),  20,000원",,200
2018-08-26,02관,"19:50,  목격자(디지털),  20,000원","22:00,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-27,01관,"19:45,  너의 결혼식(디지털),  20,000원","21:50,  너의 결혼식(디지털),  20,000원",,200
2018-08-27,02관,"19:50,  목격자(디지털),  20,000원","21:50,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-28,01관,"19:45,  너의 결혼식(디지털),  20,000원","21:50,  너의 결혼식(디지털),  20,000원",,200
2018-08-28,02관,"19:50,  목격자(디지털),  20,000원","21:50,  신과함께-인과 연(디지털),  20,000원",,120
2018-08-29,01관,"19:40,  너의 결혼식(디지털),  20,000원","21:45,  서치(디지털),  20,000원","23:35,  서치(디지털),  20,000원",200
2018-08-29,02관,"19:45,  상류사회(디지털),  20,000원","22:05,  상류사회(디지털),  20,000원",,120
2018-08-30,01관,"19:40,  서치(디지털),  20,000원","21:30,  너의 결혼식(디지털),  20,000원","23:30,  서치(디지털),  20,000원",200
2018-08-30,02관,"19:50,  상류사회(디지털),  20,000원","22:10,  상류사회(디지털),  20,000원",,120
