상영일자,상영관,1회,2회,3회,좌석수
2017-09-25,02관,"19:45,  아메리칸 메이드(디지털),  20,000원","22:00,  살인자의 기억법(디지털),  20,000원",,120
2017-09-26,01관,"19:50,  아이 캔 스피크(디지털),  20,000원","22:00,  아이 캔 스피크(디지털)",,200
2017-09-26,02관,"19:45,  아메리칸 메이드(디지털),  20,000원","22:00,  살인자의 기억법(디지털),  20,000원",,120
2017-09-27,01관,"19:45,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-09-27,02관,"19:45,  아이 캔 스피크(디지털),  20,000원","22:00,  살인자의 기억법(디지털),  20,000원",,120
2017-09-28,01관,"19:45,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-09-28,02관,"19:50,  아이 캔 스피크(디지털),  20,000원","22:00,  아이 캔 스피크(디지털),  20,000원",,120
2017-09-29,01관,"19:50,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-09-29,02관,"19:40,  아이 캔 스피크(디지털),  20,000원","21:50,  킹스맨: 골든 서클(디지털),  20,000원",,120
2017-09-30,01관,"19:50,  킹스맨: 골든 서클(디지털),  20,000원","22:30,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-09-30,02관,"19:40,  아이 캔 스피크(디지털),  20,000원","21:50,  킹스맨: 골든 서클(디지털),  20,000원",,120
2017-10-01,01관,"19:50,  킹스맨: 골든 서클(디지털),  20,000원","22:30,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-01,02관,"19:40,  아이 캔 스피크(디지털),  20,000원","21:50,  킹스맨: 골든 서클(디지털),  20,000원",,120
2017-10-02,01관,"19:50,  킹스맨: 골든 서클(디지털),  20,000원","22:30,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-02,02관,"19:40,  아이 캔 스피크(디지털),  20,000원","21:50,  킹스맨: 골든 서클(디지털),  20,000원",,120
2017-10-03,01관,"19:50,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  아이 캔 스피크(디지털),  20,000원",,200
2017-10-03,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-04,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-04,02관,"19:40,  남한산성(디지털),  20,000원","22:15,  남한산성(디지털),  20,000원",,120
2017-10-05,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:11,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-05,02관,"19:40,  남한산성(디지털),  20,000원","22:09,  남한산성(디지털),  20,000원",,120
2017-10-06,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-06,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-07,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-07,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-08,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-08,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-09,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-09,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-10,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-10,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  남한산성(디지털),  20,000원",,120
2017-10-11,01관,"19:40,  킹스맨: 골든 서클(디지털),  20,000원","22:20,  킹스맨: 골든 서클(디지털),  20,000원",,200
2017-10-11,02관,"19:45,  남한산성(디지털),  20,000원","22:25,  남한산성(디지털),  20,000원",,120
2017-10-12,01관,"19:20,  블레이드 러너 2049(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,200
2017-10-12,02관,"19:30,  희생부활자(디지털),  20,000원","21:20,  희생부활자(디지털),  20,000원","23:00,  남한산성(디지털),  20,000원",120
2017-10-13,01관,"19:20,  블레이드 러너 2049(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,200
2017-10-13,02관,"19:30,  희생부활자(디지털),  20,000원","21:20,  희생부활자(디지털),  20,000원","23:00,  남한산성(디지털),  20,000원",120
2017-10-14,01관,"19:20,  블레이드 러너 2049(디지털),  20,000원","22:13,  블레이드 러너 2049(디지털),  20,000원",,200
2017-10-14,02관,"19:30,  희생부활자(디지털),  20,000원","21:11,  희생부활자(디지털),  20,000원","23:00,  남한산성(디지털),  20,000원",120
2017-10-15,01관,"19:20,  블레이드 러너 2049(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,200
2017-10-15,02관,"19:30,  희생부활자(디지털),  20,000원","21:20,  희생부활자(디지털),  20,000원","23:00,  남한산성(디지털),  20,000원",120
2017-10-16,01관,"19:30,  희생부활자(디지털),  20,000원","21:20,  희생부활자(디지털),  20,000원","23:00,  희생부활자(디지털),  20,000원",200
2017-10-16,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,120
2017-10-17,01관,"19:30,  희생부활자(디지털),  20,000원","21:20,  희생부활자(디지털),  20,000원","23:00,  희생부활자(디지털),  20,000원",200
2017-10-17,02관,"19:40,  남한산성(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,120
2017-10-18,01관,"19:50,  희생부활자(디지털)","21:40,  희생부활자(디지털),  20,000원","23:20,  희생부활자(디지털)",200
2017-10-18,02관,"19:50,  남한산성(디지털),  20,000원","22:20,  블레이드 러너 2049(디지털),  20,000원",,120
2017-10-19,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-19,02관,"19:50,  희생부활자(디지털),  20,000원","21:40,  남한산성(디지털),  20,000원",,120
2017-10-20,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-20,02관,"19:50,  희생부활자(디지털),  20,000원","21:40,  남한산성(디지털),  20,000원",,120
2017-10-21,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-21,02관,"19:50,  희생부활자(디지털),  20,000원","21:40,  남한산성(디지털),  20,000원",,120
2017-10-22,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-22,02관,"19:50,  희생부활자(디지털),  20,000원","21:40,  남한산성(디지털),  20,000원",,120
2017-10-23,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-23,02관,"19:50,  희생부활자(디지털),  20,000원","21:50,  희생부활자(디지털),  20,000원",,120
2017-10-24,01관,"19:40,  대장 김창수(디지털),  20,000원","21:50,  대장 김창수(디지털),  20,000원",,200
2017-10-24,02관,"19:50,  희생부활자(디지털),  20,000원","21:50,  희생부활자(디지털),  20,000원",,120
2017-10-25,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:20,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-25,02관,"19:50,  유리정원(디지털),  20,000원","22:10,  대장 김창수(디지털),  20,000원",,120
2017-10-26,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:20,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-26,02관,"19:50,  유리정원(디지털),  20,000원","22:10,  대장 김창수(디지털),  20,000원",,120
2017-10-27,01관,"19:30,  토르: 라그나로크(디지털),  20,000원","22:20,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-27,02관,"19:20,  대장 김창수(디지털),  20,000원","21:30,  토르: 라그나로크(디지털),  20,000원","24:00,  유리정원(디지털),  20,000원",120
2017-10-28,01관,"19:30,  토르: 라그나로크(디지털),  20,000원","22:20,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-28,02관,"19:20,  대장 김창수(디지털),  20,000원","21:30,  토르: 라그나로크(디지털),  20,000원","24:00,  유리정원(디지털),  20,000원",120
2017-10-29,01관,"19:30,  토르: 라그나로크(디지털),  20,000원","22:20,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-29,02관,"19:20,  대장 김창수(디지털),  20,000원","21:30,  토르: 라그나로크(디지털),  20,000원","24:00,  유리정원(디지털),  20,000원",120
2017-10-30,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-30,02관,"19:40,  대장 김창수(디지털),  20,000원","22:00,  유리정원(디지털),  20,000원",,120
2017-10-31,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-10-31,02관,"19:40,  대장 김창수(디지털),  20,000원","22:00,  유리정원(디지털),  20,000원",,120
2017-11-01,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-01,02관,"19:40,  대장 김창수(디지털),  20,000원","22:00,  유리정원(디지털),  20,000원",,120
2017-11-02,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-02,02관,"19:35,  침묵(디지털),  20,000원","22:00,  침묵(디지털),  20,000원",,120
2017-11-03,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-03,02관,"19:50,  침묵(디지털),  20,000원","22:20,  침묵(디지털),  20,000원",,120
2017-11-04,01관,"19:30,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-04,02관,"19:40,  침묵(디지털),  20,000원","22:20,  침묵(디지털),  20,000원",,120
2017-11-05,01관,"19:30,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-05,02관,"19:40,  침묵(디지털),  20,000원","22:10,  침묵(디지털),  20,000원",,120
2017-11-06,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-06,02관,"19:50,  침묵(디지털),  20,000원","22:10,  침묵(디지털),  20,000원",,120
2017-11-07,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-07,02관,"19:50,  침묵(디지털),  20,000원","22:10,  침묵(디지털),  20,000원",,120
2017-11-08,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-08,02관,"19:50,  침묵(디지털),  20,000원","22:10,  침묵(디지털),  20,000원",,120
2017-11-09,01관,"19:20,  미옥(디지털),  20,000원","21:10,  미옥(디지털),  20,000원","22:50,  미옥(디지털),  20,000원",200
2017-11-09,02관,"19:40,  침묵(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-10,01관,"19:20,  미옥(디지털),  20,000원","21:10,  미옥(디지털),  20,000원","22:50,  미옥(디지털),  20,000원",200
2017-11-10,02관,"19:40,  침묵(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-11,01관,"19:40,  미옥(디지털),  20,000원","21:30,  미옥(디지털),  20,000원","23:10,  미옥(디지털),  20,000원",200
2017-11-11,02관,"19:40,  침묵(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-12,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-12,02관,"19:40,  침묵(디지털),  20,000원","22:10,  미옥(디지털),  20,000원",,120
2017-11-13,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-13,02관,"19:40,  침묵(디지털),  20,000원","22:10,  미옥(디지털),  20,000원",,120
2017-11-14,01관,"19:40,  토르: 라그나로크(디지털),  20,000원","22:10,  토르: 라그나로크(디지털),  20,000원",,200
2017-11-14,02관,"19:40,  침묵(디지털),  20,000원","22:10,  미옥(디지털),  20,000원",,120
2017-11-15,01관,"19:30,  7호실(디지털),  20,000원","21:30,  7호실(디지털),  20,000원","23:30,  7호실(디지털),  20,000원",200
2017-11-15,02관,"19:20,  미옥(디지털),  20,000원","21:00,  침묵(디지털),  20,000원","23:20,  토르: 라그나로크(디지털),  20,000원",120
2017-11-16,01관,"19:40,  7호실(디지털),  20,000원","21:50,  7호실(디지털),  20,000원",,200
2017-11-16,02관,"19:50,  미옥(디지털),  20,000원","21:40,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-17,01관,"19:50,  7호실(디지털),  20,000원","22:00,  7호실(디지털),  20,000원",,200
2017-11-17,02관,"19:20,  미옥(디지털),  20,000원","21:00,  7호실(디지털),  20,000원","22:50,  토르: 라그나로크(디지털),  20,000원",120
2017-11-18,01관,"19:50,  7호실(디지털),  20,000원","22:00,  7호실(디지털),  20,000원",,200
2017-11-18,02관,"19:20,  미옥(디지털),  20,000원","21:00,  7호실(디지털),  20,000원","22:50,  토르: 라그나로크(디지털),  20,000원",120
2017-11-19,01관,"19:40,  7호실(디지털),  20,000원","21:50,  7호실(디지털),  20,000원",,200
2017-11-19,02관,"19:50,  미옥(디지털),  20,000원","21:40,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-20,01관,"19:40,  7호실(디지털),  20,000원","21:50,  7호실(디지털),  20,000원",,200
2017-11-20,02관,"19:50,  미옥(디지털),  20,000원","21:40,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-21,01관,"19:40,  7호실(디지털),  20,000원","21:50,  7호실(디지털),  20,000원",,200
2017-11-21,02관,"19:50,  미옥(디지털),  20,000원","21:40,  토르: 라그나로크(디지털),  20,000원",,120
2017-11-22,01관,"19:40,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-22,02관,"19:20,  7호실(디지털),  20,000원","21:20,  꾼(디지털),  20,000원",,120
2017-11-23,01관,"19:40,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-23,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  7호실(디지털),  20,000원",120
2017-11-24,01관,"19:40,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-24,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  7호실(디지털),  20,000원",120
2017-11-25,01관,"19:40,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-25,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  7호실(디지털),  20,000원",120
2017-11-26,01관,"19:30,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-26,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  7호실(디지털),  20,000원",120
2017-11-27,01관,"19:30,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-27,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  7호실(디지털),  20,000원",120
2017-11-28,01관,"19:30,  꾼(디지털),  20,000원","22:00,  꾼(디지털),  20,000원",,200
2017-11-28,02관,"19:30,  역모-반란의 시대(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  7호실(디지털),  20,000원",120
2017-11-29,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","11:30,  역모-반란의 시대(디지털),  20,000원",200
2017-11-29,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  반드시 잡는다(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-11-30,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-11-30,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-01,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-12-01,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-02,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-12-02,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-03,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-12-03,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-04,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-12-04,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-05,01관,"19:20,  꾼(디지털),  20,000원","21:30,  꾼(디지털),  20,000원","23:30,  반드시 잡는다(디지털),  20,000원",200
2017-12-05,02관,"19:20,  반드시 잡는다(디지털),  20,000원","21:20,  오리엔트 특급 살인(디지털)","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-06,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  꾼(디지털),  20,000원",200
2017-12-06,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털)",120
2017-12-07,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  꾼(디지털),  20,000원",200
2017-12-07,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털)",120
2017-12-08,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  꾼(디지털),  20,000원",200
2017-12-08,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털),  16,000원",120
2017-12-09,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  꾼(디지털),  20,000원",200
2017-12-09,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-10,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  꾼(디지털),  20,000원",200
2017-12-10,02관,"19:20,  오리엔트 특급 살인(디지털),  20,000원","21:20,  꾼(디지털),  20,000원","23:20,  오리엔트 특급 살인(디지털),  20,000원",120
2017-12-11,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털),  20,000원",200
2017-12-11,02관,"19:40,  꾼(디지털),  20,000원","21:50,  꾼(디지털),  20,000원",,120
2017-12-12,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털),  20,000원",200
2017-12-12,02관,"19:40,  꾼(디지털),  20,000원","21:50,  꾼(디지털),  20,000원",,120
2017-12-13,01관,"19:30,  반드시 잡는다(디지털),  20,000원","21:30,  반드시 잡는다(디지털),  20,000원","23:30,  오리엔트 특급 살인(디지털),  20,000원",200
2017-12-13,02관,"19:40,  꾼(디지털),  20,000원","21:50,  꾼(디지털),  20,000원",,120
2017-12-14,01관,"19:30,  스타워즈: 라스트 제다이(디지털),  20,000원","22:10,  스타워즈: 라스트 제다이(디지털),  20,000원",,200
2017-12-14,02관,"19:30,  강철비(디지털),  20,000원","22:00,  강철비(디지털),  20,000원",,120
2017-12-15,01관,"19:30,  스타워즈: 라스트 제다이(디지털),  20,000원","22:10,  스타워즈: 라스트 제다이(디지털),  20,000원",,200
2017-12-15,02관,"19:30,  강철비(디지털),  20,000원","22:00,  강철비(디지털),  20,000원",,120
2017-12-16,01관,"19:30,  강철비(디지털),  20,000원","22:00,  강철비(디지털),  20,000원",,200
2017-12-16,02관,"19:30,  스타워즈: 라스트 제다이(디지털),  20,000원","22:10,  스타워즈: 라스트 제다이(디지털),  20,000원",,120
2017-12-17,01관,"19:50,  강철비(디지털),  20,000원","22:20,  강철비(디지털),  20,000원",,200
2017-12-17,02관,"19:20,  강철비(디지털),  20,000원","22:00,  스타워즈: 라스트 제다이(디지털),  20,000원",,120
2017-12-18,01관,"19:50,  강철비(디지털),  20,000원","22:20,  강철비(디지털),  20,000원",,200
2017-12-18,02관,"19:20,  강철비(디지털),  20,000원","22:00,  스타워즈: 라스트 제다이(디지털),  20,000원",,120
2017-12-19,01관,"19:50,  강철비(디지털),  20,000원","22:20,  강철비(디지털),  20,000원",,200
2017-12-19,02관,"19:20,  강철비(디지털),  20,000원","22:00,  스타워즈: 라스트 제다이(디지털),  20,000원",,120
2017-12-20,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-20,02관,"19:20,  강철비(디지털),  20,000원","22:00,  강철비(디지털),  20,000원",,120
2017-12-21,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-21,02관,"19:20,  강철비(디지털),  20,000원","22:00,  강철비(디지털),  20,000원",,120
2017-12-22,01관,"19:20,  신과함께-죄와 벌(디지털),  20,000원","22:00,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-22,02관,"19:50,  신과함께-죄와 벌(디지털),  20,000원","22:20,  강철비(디지털),  20,000원",,120
2017-12-23,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-23,02관,"20:00,  신과함께-죄와 벌(디지털),  20,000원","22:30,  강철비(디지털),  20,000원",,120
2017-12-24,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-24,02관,"20:00,  신과함께-죄와 벌(디지털),  20,000원","22:30,  강철비(디지털),  20,000원",,120
2017-12-25,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-25,02관,"20:00,  신과함께-죄와 벌(디지털),  20,000원","22:30,  강철비(디지털),  20,000원",,120
2017-12-26,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-26,02관,"20:00,  신과함께-죄와 벌(디지털),  20,000원","22:30,  강철비(디지털),  20,000원",,120
2017-12-27,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:00,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-27,02관,"19:50,  1987(디지털),  20,000원","22:20,  1987(디지털),  20,000원",,120
2017-12-28,01관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,200
2017-12-28,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,120
2017-12-29,01관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,200
2017-12-29,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,120
2017-12-30,01관,"19:40,  1987(디지털),  20,000원","22:20,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-30,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2017-12-31,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:20,  신과함께-죄와 벌(디지털),  20,000원",,200
2017-12-31,02관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2018-01-01,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:20,  신과함께-죄와 벌(디지털),  20,000원",,200
2018-01-01,02관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2018-01-02,01관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:20,  신과함께-죄와 벌(디지털),  20,000원",,200
2018-01-02,02관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2018-01-03,01관,"19:30,  쥬만지: 새로운 세계(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,200
2018-01-03,02관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2018-01-04,01관,"19:30,  쥬만지: 새로운 세계(디지털),  20,000원","22:00,  신과함께-죄와 벌(디지털),  20,000원",,200
2018-01-04,02관,"19:40,  1987(디지털),  20,000원","22:10,  1987(디지털),  20,000원",,120
2018-01-05,01관,"19:40,  쥬만지: 새로운 세계(디지털),  20,000원","22:10,  쥬만지: 새로운 세계(디지털),  20,000원",,200
2018-01-05,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,120
2018-01-06,01관,"19:40,  쥬만지: 새로운 세계(디지털),  20,000원","22:00,  쥬만지: 새로운 세계(디지털),  20,000원",,200
2018-01-06,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,120
2018-01-07,01관,"19:40,  쥬만지: 새로운 세계(디지털),  20,000원","22:00,  쥬만지: 새로운 세계(디지털),  20,000원",,200
2018-01-07,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:10,  신과함께-죄와 벌(디지털),  20,000원",,120
2018-01-08,01관,"19:40,  쥬만지: 새로운 세계(디지털),  20,000원","21:50,  쥬만지: 새로운 세계(디지털),  20,000원",,200
2018-01-08,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:00,  신과함께-죄와 벌(디지털),  20,000원",,120
2018-01-09,01관,"19:40,  쥬만지: 새로운 세계(디지털),  20,000원","21:50,  쥬만지: 새로운 세계(디지털),  20,000원",,200
2018-01-09,02관,"19:30,  신과함께-죄와 벌(디지털),  20,000원","22:00,  신과함께-죄와 벌(디지털),  20,000원",,120
2018-01-10,01관,"19:40,  쥬만지: 새로운 세계(디지털)","21:50,  쥬만지: 새로운 세계(디지털)",,200
2018-01-10,02관,"19:30,  신과함께-죄와 벌(디지털)","22:00,  신과함께-죄와 벌(디지털)",,120
