1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:15,  어벤져스: 인피니티 워(디지털),  11,000원","13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-04-27,30
"10:15,  어벤져스: 인피니티 워(디지털),  11,000원","13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-04-28,30
"10:15,  어벤져스: 인피니티 워(디지털),  11,000원","13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-04-29,30
"10:15,  어벤져스: 인피니티 워(디지털),  9,000원","13:20,  어벤져스: 인피니티 워(디지털),  10,000원","16:25,  어벤져스: 인피니티 워(디지털),  10,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:35,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-04-30,30
"10:15,  어벤져스: 인피니티 워(디지털),  9,000원","13:20,  어벤져스: 인피니티 워(디지털),  10,000원","16:25,  어벤져스: 인피니티 워(디지털),  10,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:35,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-05-01,30
"11:00,  어벤져스: 인피니티 워(디지털),  9,000원",,"16:50,  어벤져스: 인피니티 워(디지털),  10,000원","19:50,  어벤져스: 인피니티 워(디지털),  10,000원","22:50,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-05-02,30
"10:15,  어벤져스: 인피니티 워(디지털),  9,000원","13:20,  어벤져스: 인피니티 워(디지털),  10,000원","16:25,  어벤져스: 인피니티 워(디지털),  10,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:35,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-05-03,30
,"13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-04,30
"10:15,  어벤져스: 인피니티 워(디지털),  11,000원","13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-05,30
"09:50,  어벤져스: 인피니티 워(디지털),  8,000원","12:55,  어벤져스: 인피니티 워(디지털),  11,000원",,"18:50,  어벤져스: 인피니티 워(디지털),  12,000원","21:55,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-06,30
"10:15,  어벤져스: 인피니티 워(디지털),  11,000원","13:20,  어벤져스: 인피니티 워(디지털),  12,000원","16:25,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:35,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-07,30
,"13:20,  어벤져스: 인피니티 워(디지털),  10,000원",,"19:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,샤롯데,2018-05-08,30
,,,"19:50,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,샤롯데,2018-05-09,30
,,"16:30,  어벤져스: 인피니티 워(디지털),  10,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-05-10,30
,,"17:10,  레슬러(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:30,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-11,30
,"13:30,  어벤져스: 인피니티 워(디지털),  12,000원","16:30,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:30,  어벤져스: 인피니티 워(디지털),  12,000원",,,,샤롯데,2018-05-12,30
"09:45,  어벤져스: 인피니티 워(디지털),  8,000원","12:45,  어벤져스: 인피니티 워(디지털),  11,000원",,"19:15,  어벤져스: 인피니티 워(디지털),  12,000원",,,,,샤롯데,2018-05-13,30
,,"11:10,  레슬러(디지털),  9,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,샤롯데,2018-05-14,30
"11:00,  어벤져스: 인피니티 워(디지털),  9,000원",,,"19:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,샤롯데,2018-05-15,30
,,"10:30,  데드풀 2(디지털),  9,000원","16:55,  데드풀 2(디지털),  10,000원","19:20,  데드풀 2(디지털),  10,000원","21:50,  데드풀 2(디지털),  10,000원",,,샤롯데,2018-05-16,30
,,"16:50,  데드풀 2(디지털),  10,000원","19:30,  데드풀 2(디지털),  10,000원","22:10,  데드풀 2(디지털),  10,000원",,,,샤롯데,2018-05-17,30
"11:10,  버닝(디지털),  11,000원","14:10,  데드풀 2(디지털),  12,000원","16:50,  데드풀 2(디지털),  10,000원","19:30,  어벤져스: 인피니티 워(디지털),  10,000원","22:30,  데드풀 2(디지털),  12,000원",,,,샤롯데,2018-05-18,30
"10:20,  데드풀 2(디지털),  11,000원","12:50,  데드풀 2(디지털),  11,000원","15:20,  데드풀 2(디지털),  12,000원","17:50,  데드풀 2(디지털),  12,000원","20:20,  데드풀 2(디지털),  12,000원","22:50,  데드풀 2(디지털),  12,000원",,,샤롯데,2018-05-19,30
,"13:20,  데드풀 2(디지털),  12,000원",,"19:20,  데드풀 2(디지털),  12,000원","22:00,  데드풀 2(디지털),  12,000원",,,,샤롯데,2018-05-20,30
"10:20,  데드풀 2(디지털),  9,000원",,"15:40,  데드풀 2(디지털),  10,000원",,"21:00,  데드풀 2(디지털),  10,000원",,,,샤롯데,2018-05-21,30
"10:20,  데드풀 2(디지털),  11,000원","12:50,  독전(디지털),  11,000원","15:25,  데드풀 2(디지털),  12,000원","17:55,  독전(디지털),  12,000원","20:30,  데드풀 2(디지털),  12,000원",,,,샤롯데,2018-05-22,30
"11:30,  데드풀 2(디지털),  9,000원",,,"19:40,  독전(디지털),  10,000원","22:25,  독전(디지털),  10,000원",,,,샤롯데,2018-05-23,30
"10:30,  독전(디지털),  9,000원",,"15:30,  독전(디지털),  10,000원","18:00,  독전(디지털),  10,000원","20:30,  독전(디지털),  10,000원","23:00,  독전(디지털),  9,000원",,,샤롯데,2018-05-24,30
,,"15:30,  독전(디지털),  12,000원","18:00,  독전(디지털),  12,000원","20:30,  독전(디지털),  12,000원","23:00,  독전(디지털),  10,000원",,,샤롯데,2018-05-25,30
"10:50,  독전(디지털),  11,000원","13:30,  독전(디지털),  12,000원","16:10,  독전(디지털),  12,000원","19:30,  독전(디지털),  12,000원","22:10,  독전(디지털),  12,000원",,,,샤롯데,2018-05-26,30
"10:45,  데드풀 2(디지털),  11,000원","13:25,  독전(디지털),  12,000원","16:00,  이상한 나라의 앨리스(디지털),  0원","19:20,  독전(디지털),  12,000원","22:00,  데드풀 2(디지털),  12,000원",,,,샤롯데,2018-05-27,30
"12:00,  독전(디지털),  9,000원",,"17:00,  독전(디지털),  10,000원","19:30,  독전(디지털),  10,000원","22:00,  독전(디지털),  10,000원",,,,샤롯데,2018-05-28,30
"12:00,  독전(디지털),  9,000원",,,"19:30,  독전(디지털),  10,000원","22:00,  독전(디지털),  10,000원",,,,샤롯데,2018-05-29,30
,"16:55,  독전(디지털),  10,000원","11:20,  독전(디지털),  9,000원","19:30,  독전(디지털),  10,000원","22:05,  독전(디지털),  10,000원",,,,샤롯데,2018-05-30,30
,"14:30,  독전(디지털),  10,000원","17:00,  독전(디지털),  10,000원","19:30,  독전(디지털),  10,000원",,,,,샤롯데,2018-05-31,30
,,,"19:30,  독전(디지털),  12,000원",,,,,샤롯데,2018-06-01,30
,"14:30,  독전(디지털),  12,000원","17:00,  독전(디지털),  12,000원","19:30,  독전(디지털),  12,000원","22:00,  독전(디지털),  12,000원",,,,샤롯데,2018-06-02,30
"11:00,  독전(디지털),  11,000원","13:30,  독전(디지털),  12,000원","19:00,  독전(디지털),  12,000원",,"21:30,  독전(디지털),  12,000원",,,,샤롯데,2018-06-03,30
,,,"19:30,  독전(디지털),  10,000원","22:00,  독전(디지털),  10,000원",,,,샤롯데,2018-06-04,30
,,,,"22:00,  독전(디지털),  10,000원",,,,샤롯데,2018-06-05,30
"11:20,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,"19:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","22:20,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,,샤롯데,2018-06-06,30
,"12:05,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","14:40,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","17:15,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","19:50,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","22:25,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,샤롯데,2018-06-07,30
,"12:05,  쥬라기 월드: 폴른 킹덤(디지털),  0원","14:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","17:15,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","19:50,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","22:25,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,샤롯데,2018-06-08,30
"10:30,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","13:10,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","15:50,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","18:30,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","21:10,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","23:50,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,샤롯데,2018-06-09,30
,,,"10:15,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","13:15,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","19:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,샤롯데,2018-06-10,30
"10:30,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","13:05,  독전(디지털),  10,000원","15:35,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,"20:45,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,,샤롯데,2018-06-11,30
"10:30,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","13:05,  독전(디지털),  10,000원","15:35,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,"20:45,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,,샤롯데,2018-06-12,30
"09:00,  쥬라기 월드: 폴른 킹덤(디지털),  8,000원","11:35,  탐정: 리턴즈(디지털),  0원","14:00,  리골레토(디지털),  0원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","19:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,,샤롯데,2018-06-13,30
,"14:30,  탐정: 리턴즈(디지털),  10,000원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","19:40,  탐정: 리턴즈(디지털),  10,000원","22:10,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,,샤롯데,2018-06-14,30
"11:50,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원",,,"19:40,  탐정: 리턴즈(디지털),  12,000원","22:10,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,,샤롯데,2018-06-15,30
"09:00,  오션스8(디지털),  8,000원","11:20,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","14:00,  탐정: 리턴즈(디지털),  10,000원","16:30,  오션스8(디지털),  12,000원","18:50,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","21:30,  오션스8(디지털),  12,000원",,,샤롯데,2018-06-16,30
"10:40,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","13:20,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","16:00,  리골레토(디지털),  0원","19:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원",,,,,샤롯데,2018-06-17,30
,"11:50,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","14:30,  탐정: 리턴즈(디지털),  10,000원",,"19:20,  탐정: 리턴즈(디지털),  10,000원",,,,샤롯데,2018-06-18,30
"09:30,  오션스8(디지털),  7,000원","11:50,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","14:30,  탐정: 리턴즈(디지털),  10,000원",,"19:20,  탐정: 리턴즈(디지털),  10,000원",,,,샤롯데,2018-06-19,30
"11:15,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원",,,,,"22:00,  탐정: 리턴즈(디지털),  10,000원",,,샤롯데,2018-06-20,30
,,"14:30,  탐정: 리턴즈(디지털),  10,000원","19:40,  탐정: 리턴즈(디지털),  10,000원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,,샤롯데,2018-06-21,30
,,"14:30,  탐정: 리턴즈(디지털),  12,000원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","19:40,  탐정: 리턴즈(디지털),  12,000원","22:10,  오션스8(디지털),  12,000원",,,샤롯데,2018-06-22,30
,"13:00,  오션스8(디지털),  12,000원","15:20,  탐정: 리턴즈(디지털),  12,000원",,"20:30,  탐정: 리턴즈(디지털),  12,000원",,,,샤롯데,2018-06-23,30
"10:50,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","13:30,  탐정: 리턴즈(디지털),  12,000원",,"19:00,  탐정: 리턴즈(디지털),  12,000원","21:30,  오션스8(디지털),  12,000원",,,,샤롯데,2018-06-24,30
,,"14:30,  탐정: 리턴즈(디지털),  10,000원","19:40,  탐정: 리턴즈(디지털),  10,000원","17:00,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","22:10,  오션스8(디지털),  10,000원",,,샤롯데,2018-06-25,30
,,"14:30,  탐정: 리턴즈(디지털),  10,000원",,,,,,샤롯데,2018-06-26,30
"11:25,  마녀(디지털),  9,000원",,,"19:35,  마녀(디지털),  10,000원",,,,,샤롯데,2018-06-27,30
,"12:30,  허스토리(디지털),  0원","14:55,  마녀(디지털),  10,000원",,"19:50,  마녀(디지털),  10,000원",,,,샤롯데,2018-06-28,30
,,"14:55,  마녀(디지털),  12,000원","17:25,  탐정: 리턴즈(디지털),  12,000원",,"22:20,  마녀(디지털),  12,000원",,,샤롯데,2018-06-29,30
"10:00,  마녀(디지털),  8,000원","12:35,  탐정: 리턴즈(디지털),  11,000원","15:05,  마녀(디지털),  12,000원","17:40,  탐정: 리턴즈(디지털),  12,000원","20:10,  마녀(디지털),  12,000원","22:45,  마녀(디지털),  12,000원",,,샤롯데,2018-06-30,30
,"12:35,  탐정: 리턴즈(디지털),  11,000원",,"19:10,  마녀(디지털),  12,000원","22:00,  탐정: 리턴즈(디지털),  11,000원",,,,샤롯데,2018-07-01,30
,,"14:55,  마녀(디지털),  10,000원",,"19:50,  마녀(디지털),  10,000원","22:20,  마녀(디지털),  10,000원",,,샤롯데,2018-07-02,30
,,"14:55,  마녀(디지털),  10,000원",,"19:50,  마녀(디지털),  10,000원","22:20,  마녀(디지털),  10,000원",,,샤롯데,2018-07-03,30
"11:30,  앤트맨과 와스프(디지털),  9,000원","17:00,  앤트맨과 와스프(디지털),  10,000원",,"19:30,  앤트맨과 와스프(디지털),  10,000원","22:00,  앤트맨과 와스프(디지털),  10,000원",,,,샤롯데,2018-07-04,30
,"14:40,  앤트맨과 와스프(디지털),  10,000원",,"17:10,  앤트맨과 와스프(디지털),  10,000원","19:40,  앤트맨과 와스프(디지털),  10,000원",,"22:10,  앤트맨과 와스프(디지털),  10,000원",,샤롯데,2018-07-05,30
,,"14:40,  앤트맨과 와스프(디지털),  12,000원","17:10,  앤트맨과 와스프(디지털),  12,000원","19:40,  앤트맨과 와스프(디지털),  12,000원","22:10,  앤트맨과 와스프(디지털),  12,000원",,,샤롯데,2018-07-06,30
,"12:10,  앤트맨과 와스프(디지털),  11,000원","14:40,  앤트맨과 와스프(디지털),  12,000원","17:10,  앤트맨과 와스프(디지털),  12,000원","19:40,  앤트맨과 와스프(디지털),  12,000원","22:10,  앤트맨과 와스프(디지털),  12,000원",,,샤롯데,2018-07-07,30
,,,,"13:30,  앤트맨과 와스프(디지털),  12,000원","11:00,  앤트맨과 와스프(디지털),  11,000원","19:00,  앤트맨과 와스프(디지털),  12,000원","21:30,  앤트맨과 와스프(디지털),  12,000원",샤롯데,2018-07-08,30
,,"14:40,  앤트맨과 와스프(디지털),  10,000원",,"19:40,  앤트맨과 와스프(디지털),  10,000원",,,,샤롯데,2018-07-09,30
"09:40,  앤트맨과 와스프(디지털),  7,000원","14:40,  앤트맨과 와스프(디지털),  10,000원",,"17:10,  앤트맨과 와스프(디지털),  10,000원","19:40,  앤트맨과 와스프(디지털),  10,000원",,,,샤롯데,2018-07-10,30
,"11:30,  앤트맨과 와스프(디지털),  9,000원",,"19:15,  앤트맨과 와스프(디지털),  10,000원","21:45,  스카이스크래퍼(디지털),  10,000원",,,,샤롯데,2018-07-11,30
,,"15:15,  스카이스크래퍼(디지털),  10,000원","17:25,  앤트맨과 와스프(디지털),  10,000원",,"22:00,  앤트맨과 와스프(디지털),  10,000원",,,샤롯데,2018-07-12,30
,,,,"20:00,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","22:40,  앤트맨과 와스프(디지털),  12,000원",,,샤롯데,2018-07-13,30
"10:20,  앤트맨과 와스프(디지털),  11,000원","12:50,  스카이스크래퍼(디지털),  11,000원","15:05,  앤트맨과 와스프(디지털),  12,000원",,"19:50,  앤트맨과 와스프(디지털),  12,000원","17:35,  스카이스크래퍼(디지털),  12,000원","22:20,  스카이스크래퍼(디지털),  12,000원",,샤롯데,2018-07-14,30
"11:15,  스카이스크래퍼(디지털),  0원","13:30,  앤트맨과 와스프(디지털),  12,000원",,"19:00,  스카이스크래퍼(디지털),  12,000원","21:15,  앤트맨과 와스프(디지털),  12,000원",,,,샤롯데,2018-07-15,30
,,"14:50,  앤트맨과 와스프(디지털),  10,000원",,"19:30,  앤트맨과 와스프(디지털),  10,000원",,,,샤롯데,2018-07-16,30
,"12:40,  앤트맨과 와스프(디지털),  9,000원",,,"19:50,  스카이스크래퍼(디지털),  10,000원","22:00,  앤트맨과 와스프(디지털),  10,000원",,,샤롯데,2018-07-17,30
,,"11:50,  스카이스크래퍼(디지털),  9,000원","17:00,  앤트맨과 와스프(디지털),  10,000원",,"21:35,  독전: 익스텐디드 컷(디지털),  7,000원",,,샤롯데,2018-07-18,30
,,"14:50,  앤트맨과 와스프(디지털),  10,000원",,"19:15,  스카이스크래퍼(디지털),  10,000원",,,,샤롯데,2018-07-19,30
,"12:40,  스카이스크래퍼(디지털),  11,000원","14:50,  앤트맨과 와스프(디지털),  12,000원",,"19:15,  스카이스크래퍼(디지털),  12,000원","21:25,  앤트맨과 와스프(디지털),  12,000원",,,샤롯데,2018-07-20,30
,"12:55,  앤트맨과 와스프(디지털),  11,000원","15:30,  독전: 익스텐디드 컷(디지털),  12,000원","18:10,  앤트맨과 와스프(디지털),  12,000원","20:40,  독전: 익스텐디드 컷(디지털),  12,000원","23:20,  마녀(디지털),  10,000원",,,샤롯데,2018-07-21,30
"11:15,  스카이스크래퍼(디지털),  11,000원","13:30,  앤트맨과 와스프(디지털),  12,000원",,"19:00,  앤트맨과 와스프(디지털),  12,000원","21:30,  스카이스크래퍼(디지털),  12,000원",,,,샤롯데,2018-07-22,30
"10:40,  스카이스크래퍼(디지털),  9,000원",,,"17:55,  스카이스크래퍼(디지털),  10,000원",,,,,샤롯데,2018-07-23,30
"10:40,  스카이스크래퍼(디지털),  9,000원",,,,,"22:40,  인크레더블 2(디지털),  10,000원",,,샤롯데,2018-07-24,30
"11:00,  미션 임파서블: 폴아웃(디지털),  9,000원",,"16:55,  미션 임파서블: 폴아웃(디지털),  10,000원","19:50,  미션 임파서블: 폴아웃(디지털),  10,000원","22:45,  미션 임파서블: 폴아웃(디지털),  10,000원",,,,샤롯데,2018-07-25,30
"10:20,  미션 임파서블: 폴아웃(디지털),  9,000원","13:20,  미션 임파서블: 폴아웃(디지털),  10,000원","16:20,  미션 임파서블: 폴아웃(디지털),  10,000원","19:20,  미션 임파서블: 폴아웃(디지털),  10,000원","22:20,  미션 임파서블: 폴아웃(디지털),  10,000원",,,,샤롯데,2018-07-26,30
"10:50,  미션 임파서블: 폴아웃(디지털),  11,000원","13:45,  미션 임파서블: 폴아웃(디지털),  12,000원","16:50,  미션 임파서블: 폴아웃(디지털),  12,000원","19:55,  미션 임파서블: 폴아웃(디지털),  12,000원","23:00,  미션 임파서블: 폴아웃(디지털),  10,000원",,,,샤롯데,2018-07-27,30
"10:35,  미션 임파서블: 폴아웃(디지털),  11,000원","13:40,  미션 임파서블: 폴아웃(디지털),  12,000원","16:45,  미션 임파서블: 폴아웃(디지털),  12,000원","19:50,  미션 임파서블: 폴아웃(디지털),  12,000원","22:55,  미션 임파서블: 폴아웃(디지털),  12,000원",,,,샤롯데,2018-07-28,30
"16:00,  토스카 (디지털),  0원","09:50,  미션 임파서블: 폴아웃(디지털),  8,000원","12:55,  미션 임파서블: 폴아웃(디지털),  11,000원","19:00,  미션 임파서블: 폴아웃(디지털),  12,000원","22:05,  미션 임파서블: 폴아웃(디지털),  12,000원",,,,샤롯데,2018-07-29,30
"10:30,  미션 임파서블: 폴아웃(디지털),  9,000원","13:30,  미션 임파서블: 폴아웃(디지털),  10,000원","16:30,  미션 임파서블: 폴아웃(디지털),  10,000원","19:30,  미션 임파서블: 폴아웃(디지털),  10,000원",,,,,샤롯데,2018-07-30,30
"10:00,  탐정: 리턴즈(디지털),  7,000원","13:00,  미션 임파서블: 폴아웃(디지털),  10,000원","16:00,  미션 임파서블: 폴아웃(디지털),  10,000원","19:00,  미션 임파서블: 폴아웃(디지털),  10,000원","22:00,  미션 임파서블: 폴아웃(디지털),  10,000원",,,,샤롯데,2018-07-31,30
"11:00,  신과함께-인과 연(디지털),  9,000원",,"17:10,  신과함께-인과 연(디지털),  10,000원","20:10,  신과함께-인과 연(디지털),  10,000원","23:10,  신과함께-인과 연(디지털),  9,000원",,,,샤롯데,2018-08-01,30
"10:30,  신과함께-인과 연(디지털),  9,000원","13:30,  신과함께-인과 연(디지털),  10,000원","16:30,  신과함께-인과 연(디지털),  10,000원","19:30,  신과함께-인과 연(디지털),  10,000원","22:30,  신과함께-인과 연(디지털),  10,000원",,,,샤롯데,2018-08-02,30
"11:00,  신과함께-인과 연(디지털),  11,000원","14:00,  신과함께-인과 연(디지털),  12,000원","17:00,  신과함께-인과 연(디지털),  12,000원","20:00,  신과함께-인과 연(디지털),  10,000원","23:00,  신과함께-인과 연(디지털),  10,000원",,,,샤롯데,2018-08-03,30
"10:30,  신과함께-인과 연(디지털),  11,000원","13:30,  신과함께-인과 연(디지털),  12,000원","16:30,  신과함께-인과 연(디지털),  12,000원","19:30,  신과함께-인과 연(디지털),  12,000원","22:30,  신과함께-인과 연(디지털),  12,000원",,,,샤롯데,2018-08-04,30
"10:00,  신과함께-인과 연(디지털),  8,000원","13:00,  신과함께-인과 연(디지털),  12,000원","16:00,  마농(디지털),  0원","18:55,  신과함께-인과 연(디지털),  12,000원","21:55,  신과함께-인과 연(디지털),  12,000원",,,,샤롯데,2018-08-05,30
"11:00,  신과함께-인과 연(디지털),  9,000원","14:00,  신과함께-인과 연(디지털),  10,000원","17:00,  신과함께-인과 연(디지털),  10,000원","20:00,  신과함께-인과 연(디지털),  10,000원","23:00,  신과함께-인과 연(디지털),  9,000원",,,,샤롯데,2018-08-06,30
"10:40,  신과함께-인과 연(디지털),  9,000원","13:40,  신과함께-인과 연(디지털),  10,000원","16:40,  신과함께-인과 연(디지털),  10,000원","19:40,  신과함께-인과 연(디지털),  10,000원",,,,,샤롯데,2018-08-07,30
"11:35,  맘마미아!2(디지털),  9,000원",,"19:15,  공작(디지털),  10,000원","16:50,  맘마미아!2(디지털),  10,000원","22:05,  신과함께-인과 연(디지털),  10,000원",,,,샤롯데,2018-08-08,30
"09:30,  맘마미아!2(디지털),  7,000원","11:55,  신과함께-인과 연(디지털),  9,000원","14:50,  공작(디지털),  10,000원","17:40,  맘마미아!2(디지털),  10,000원","20:05,  신과함께-인과 연(디지털),  10,000원","23:00,  공작(디지털),  9,000원",,,샤롯데,2018-08-09,30
,"11:55,  신과함께-인과 연(디지털),  11,000원","14:50,  공작(디지털),  12,000원","17:40,  맘마미아!2(디지털),  12,000원","20:05,  신과함께-인과 연(디지털),  12,000원","23:00,  공작(디지털),  10,000원",,,샤롯데,2018-08-10,30
"10:00,  맘마미아!2(디지털),  8,000원","12:25,  신과함께-인과 연(디지털),  11,000원","15:20,  공작(디지털),  12,000원","18:10,  공작(디지털),  12,000원","21:00,  신과함께-인과 연(디지털),  12,000원","23:55,  맘마미아!2(디지털),  10,000원",,,샤롯데,2018-08-11,30
"10:30,  맘마미아!2(디지털),  11,000원","13:00,  신과함께-인과 연(디지털),  12,000원",,"19:00,  공작(디지털),  12,000원","22:00,  신과함께-인과 연(디지털),  12,000원",,,,샤롯데,2018-08-12,30
"09:30,  맘마미아!2(디지털),  7,000원","11:55,  공작(디지털),  9,000원","14:40,  신과함께-인과 연(디지털),  10,000원","17:30,  맘마미아!2(디지털),  10,000원","20:00,  신과함께-인과 연(디지털),  10,000원","22:55,  공작(디지털),  10,000원",,,샤롯데,2018-08-13,30
,"11:55,  공작(디지털),  9,000원","14:40,  신과함께-인과 연(디지털),  10,000원","17:30,  맘마미아!2(디지털),  10,000원","20:00,  신과함께-인과 연(디지털),  10,000원","22:55,  공작(디지털),  10,000원",,,샤롯데,2018-08-14,30
"08:40,  맘마미아!2(디지털),  8,000원",,"11:05,  신과함께-인과 연(디지털),  11,000원","16:50,  신과함께-인과 연(디지털),  12,000원","19:45,  공작(디지털),  12,000원","22:35,  신과함께-인과 연(디지털),  12,000원",,,샤롯데,2018-08-15,30
"10:00,  공작(디지털),  7,000원","12:45,  맘마미아!2(디지털),  9,000원","15:05,  맘마미아!2(디지털),  10,000원","17:25,  신과함께-인과 연(디지털),  10,000원","20:15,  목격자(디지털),  10,000원",,,,샤롯데,2018-08-16,30
"10:15,  목격자(디지털),  11,000원","12:30,  맘마미아!2(디지털),  0원","14:50,  공작(디지털),  12,000원","17:35,  신과함께-인과 연(디지털),  12,000원","20:25,  맘마미아!2(디지털),  12,000원","22:45,  목격자(디지털),  12,000원",,,샤롯데,2018-08-17,30
"10:15,  공작(디지털),  11,000원","13:00,  맘마미아!2(디지털),  12,000원","15:20,  신과함께-인과 연(디지털),  12,000원","18:10,  맘마미아!2(디지털),  12,000원","20:30,  맘마미아!2(디지털),  12,000원",,,,샤롯데,2018-08-18,30
"10:50,  신과함께-인과 연(디지털),  11,000원","13:40,  맘마미아!2(디지털),  12,000원",,"18:50,  맘마미아!2(디지털),  12,000원","21:10,  공작(디지털),  12,000원",,,,샤롯데,2018-08-19,30
