1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:00,  남한산성(디지털),  7,000원","12:50,  킹스맨: 골든 서클(디지털),  10,000원","15:40,  남한산성(디지털),  11,000원","18:30,  킹스맨: 골든 서클(디지털),  11,000원","21:20,  남한산성(디지털),  11,000원",,,,샤롯데,2017-10-05,30
"10:00,  남한산성(디지털),  7,000원","12:50,  킹스맨: 골든 서클(디지털),  10,000원","15:40,  남한산성(디지털),  11,000원","18:30,  킹스맨: 골든 서클(디지털),  11,000원","21:20,  남한산성(디지털),  11,000원",,,,샤롯데,2017-10-06,30
"10:00,  남한산성(디지털),  7,000원","12:50,  킹스맨: 골든 서클(디지털),  10,000원","15:40,  남한산성(디지털),  11,000원","18:30,  킹스맨: 골든 서클(디지털),  11,000원","21:20,  남한산성(디지털),  11,000원",,,,샤롯데,2017-10-07,30
"10:00,  남한산성(디지털),  7,000원","12:50,  킹스맨: 골든 서클(디지털),  10,000원","15:40,  남한산성(디지털),  11,000원","18:30,  킹스맨: 골든 서클(디지털),  11,000원","21:20,  남한산성(디지털),  11,000원",,,,샤롯데,2017-10-08,30
,"12:50,  킹스맨: 골든 서클(디지털),  10,000원","15:40,  남한산성(디지털),  10,000원","18:30,  킹스맨: 골든 서클(디지털),  11,000원","21:20,  남한산성(디지털),  11,000원",,,,샤롯데,2017-10-09,30
,,"15:20,  범죄도시(디지털),  9,000원",,"20:40,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-10,30
"10:00,  범죄도시(디지털),  6,000원",,,"17:50,  남한산성(디지털),  9,000원","20:40,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-11,30
,,"16:35,  희생부활자(디지털),  9,000원","18:50,  남한산성(디지털),  9,000원","21:05,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-12,30
"10:30,  블레이드 러너 2049(디지털),  7,000원",,,"18:35,  범죄도시(디지털),  11,000원","21:05,  범죄도시(디지털),  11,000원","23:35,  블레이드 러너 2049(디지털),  8,000원",,,샤롯데,2017-10-13,30
"10:00,  남한산성(디지털),  7,000원","12:50,  범죄도시(디지털),  10,000원","15:20,  범죄도시(디지털),  11,000원","17:50,  범죄도시(디지털),  11,000원","20:20,  범죄도시(디지털),  11,000원","22:50,  범죄도시(디지털),  11,000원",,,샤롯데,2017-10-14,30
"10:00,  남한산성(디지털),  7,000원","12:50,  범죄도시(디지털),  10,000원","15:20,  범죄도시(디지털),  11,000원","17:50,  범죄도시(디지털),  11,000원","20:20,  범죄도시(디지털),  11,000원","22:50,  범죄도시(디지털),  11,000원",,,샤롯데,2017-10-15,30
,"12:50,  범죄도시(디지털),  8,000원","15:20,  범죄도시(디지털),  9,000원","17:50,  범죄도시(디지털),  9,000원","20:20,  범죄도시(디지털),  9,000원","22:50,  범죄도시(디지털),  9,000원",,,샤롯데,2017-10-16,30
,,,,"20:20,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-17,30
,,"15:20,  범죄도시(디지털),  9,000원",,"20:20,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-18,30
"10:30,  지오스톰(디지털),  6,000원",,,,"20:10,  범죄도시(디지털),  9,000원",,,,샤롯데,2017-10-19,30
,,"15:15,  범죄도시(디지털),  11,000원","17:45,  대장 김창수(디지털),  11,000원","20:10,  범죄도시(디지털),  11,000원","22:40,  지오스톰(디지털),  11,000원",,,샤롯데,2017-10-20,30
,"12:50,  범죄도시(디지털),  10,000원","15:20,  범죄도시(디지털),  11,000원","17:50,  범죄도시(디지털),  11,000원","20:20,  범죄도시(디지털),  11,000원","22:50,  지오스톰(디지털),  11,000원",,,샤롯데,2017-10-21,30
,"12:50,  범죄도시(디지털),  10,000원","15:20,  범죄도시(디지털),  11,000원","17:50,  범죄도시(디지털),  11,000원","20:20,  범죄도시(디지털),  11,000원","22:50,  지오스톰(디지털),  11,000원",,,샤롯데,2017-10-22,30
,,,"17:50,  범죄도시(디지털),  9,000원","20:20,  범죄도시(디지털),  9,000원","22:50,  지오스톰(디지털),  9,000원",,,샤롯데,2017-10-23,30
,"12:50,  범죄도시(디지털),  8,000원",,,,,,,샤롯데,2017-10-24,30
,"12:50,  범죄도시(디지털),  8,000원","15:20,  지오스톰(디지털),  9,000원","17:40,  범죄도시(디지털),  9,000원","20:10,  범죄도시(디지털),  9,000원","22:40,  범죄도시(디지털),  9,000원",,,샤롯데,2017-10-25,30
,,,,"20:30,  아이 캔 스피크(디지털),  8,000원",,,,샤롯데,2017-10-26,30
"10:30,  지오스톰(디지털),  10,000원",,"15:20,  토르: 라그나로크(디지털),  11,000원","18:00,  범죄도시(디지털),  11,000원","20:30,  토르: 라그나로크(디지털),  11,000원","23:10,  범죄도시(디지털),  9,000원",,,샤롯데,2017-10-27,30
"11:20,  토르: 라그나로크(디지털),  10,000원",,"14:00,  플립(디지털),  11,000원","17:00,  플립(디지털),  11,000원","19:10,  범죄도시(디지털),  11,000원","21:40,  토르: 라그나로크(디지털),  11,000원",,,샤롯데,2017-10-28,30
"10:30,  지오스톰(디지털),  10,000원","12:50,  범죄도시(디지털),  10,000원","15:20,  토르: 라그나로크(디지털),  11,000원","18:00,  범죄도시(디지털),  11,000원","20:30,  토르: 라그나로크(디지털),  11,000원","23:10,  토르: 라그나로크(디지털),  9,000원",,,샤롯데,2017-10-29,30
,"12:50,  범죄도시(디지털),  8,000원","15:20,  토르: 라그나로크(디지털),  9,000원","18:00,  범죄도시(디지털),  9,000원","20:30,  토르: 라그나로크(디지털),  9,000원","23:10,  토르: 라그나로크(디지털),  0원",,,샤롯데,2017-10-30,30
,,"15:20,  토르: 라그나로크(디지털),  9,000원","18:00,  범죄도시(디지털),  9,000원","20:30,  토르: 라그나로크(디지털),  9,000원","23:10,  토르: 라그나로크(디지털),  8,000원",,,샤롯데,2017-10-31,30
,"12:50,  범죄도시(디지털),  8,000원","15:20,  토르: 라그나로크(디지털),  9,000원",,,"23:10,  토르: 라그나로크(디지털),  8,000원",,,샤롯데,2017-11-01,30
"10:30,  침묵(디지털),  8,000원",,"15:45,  범죄도시(디지털),  9,000원","18:15,  토르: 라그나로크(디지털),  9,000원",,,,,샤롯데,2017-11-02,30
"10:30,  침묵(디지털),  10,000원","13:05,  토르: 라그나로크(디지털),  11,000원","15:45,  범죄도시(디지털),  11,000원","18:15,  토르: 라그나로크(디지털),  11,000원","20:55,  범죄도시(디지털),  11,000원","23:25,  침묵(디지털),  9,000원",,,샤롯데,2017-11-03,30
,"13:10,  침묵(디지털),  11,000원","15:45,  범죄도시(디지털),  11,000원","18:15,  토르: 라그나로크(디지털),  11,000원","20:55,  침묵(디지털),  11,000원","23:30,  범죄도시(디지털),  9,000원",,,샤롯데,2017-11-04,30
"10:30,  토르: 라그나로크(디지털),  10,000원","13:10,  침묵(디지털),  11,000원","15:45,  범죄도시(디지털),  11,000원","18:15,  토르: 라그나로크(디지털),  11,000원","20:55,  침묵(디지털),  11,000원",,,,샤롯데,2017-11-05,30
,"13:15,  침묵(디지털),  9,000원",,"18:15,  토르: 라그나로크(디지털),  9,000원","20:55,  침묵(디지털),  9,000원","23:30,  범죄도시(디지털),  8,000원",,,샤롯데,2017-11-06,30
,,"15:45,  범죄도시(디지털),  9,000원",,"20:55,  침묵(디지털),  9,000원","23:30,  범죄도시(디지털),  8,000원",,,샤롯데,2017-11-07,30
"10:30,  침묵(디지털),  8,000원","13:05,  범죄도시(디지털),  9,000원","15:35,  토르: 라그나로크(디지털),  9,000원",,"20:45,  토르: 라그나로크(디지털),  9,000원",,,,샤롯데,2017-11-08,30
,,,"18:00,  토르: 라그나로크(디지털),  9,000원",,,,,샤롯데,2017-11-09,30
,"13:50,  미옥(디지털),  11,000원","16:30,  부라더(디지털),  11,000원","19:00,  토르: 라그나로크(디지털),  0원",,,,,샤롯데,2017-11-10,30
,"13:45,  미옥(디지털),  11,000원","15:45,  토르: 라그나로크(디지털),  11,000원",,"20:30,  토르: 라그나로크(디지털),  11,000원","23:15,  토르: 라그나로크(디지털),  9,000원",,,샤롯데,2017-11-11,30
"11:00,  토르: 라그나로크(디지털),  10,000원","13:45,  미옥(디지털),  11,000원","15:45,  토르: 라그나로크(디지털),  11,000원","18:30,  미옥(디지털),  11,000원","20:30,  토르: 라그나로크(디지털),  11,000원",,,,샤롯데,2017-11-12,30
"11:00,  토르: 라그나로크(디지털),  8,000원",,"15:45,  토르: 라그나로크(디지털),  9,000원","18:30,  미옥(디지털),  9,000원",,,,,샤롯데,2017-11-13,30
,"13:45,  미옥(디지털),  9,000원","15:45,  토르: 라그나로크(디지털),  9,000원",,"20:30,  토르: 라그나로크(디지털),  9,000원",,,,샤롯데,2017-11-14,30
,"13:10,  7호실(디지털),  9,000원","15:20,  저스티스 리그(디지털),  9,000원",,"20:00,  저스티스 리그(디지털),  9,000원","22:30,  저스티스 리그(디지털),  9,000원",,,샤롯데,2017-11-15,30
,,"15:10,  저스티스 리그(디지털),  0원",,"19:50,  저스티스 리그(디지털),  9,000원",,,,샤롯데,2017-11-16,30
"10:30,  저스티스 리그(디지털),  10,000원",,,,"19:50,  저스티스 리그(디지털),  11,000원","22:20,  저스티스 리그(디지털),  11,000원",,,샤롯데,2017-11-17,30
,,"14:40,  저스티스 리그(디지털),  11,000원",,"19:20,  저스티스 리그(디지털),  11,000원","21:50,  저스티스 리그(디지털),  11,000원","24:20,  저스티스 리그(디지털),  9,000원",,샤롯데,2017-11-18,30
"11:00,  저스티스 리그(디지털),  10,000원",,"15:40,  저스티스 리그(디지털),  11,000원",,"20:20,  저스티스 리그(디지털),  11,000원",,,,샤롯데,2017-11-19,30
,,"15:40,  저스티스 리그(디지털),  9,000원",,"20:20,  저스티스 리그(디지털),  9,000원",,,,샤롯데,2017-11-20,30
"12:00,  부라더(디지털),  8,000원",,,,"20:20,  저스티스 리그(디지털),  9,000원","22:50,  저스티스 리그(디지털),  9,000원",,,샤롯데,2017-11-21,30
,,"15:40,  저스티스 리그(디지털),  9,000원",,"20:20,  저스티스 리그(디지털),  9,000원",,,,샤롯데,2017-11-22,30
,,"15:05,  꾼(디지털),  9,000원",,"20:05,  꾼(디지털),  9,000원","22:35,  꾼(디지털),  9,000원",,,샤롯데,2017-11-23,30
"10:30,  해피 데스데이(디지털),  10,000원","12:35,  저스티스 리그(디지털),  10,000원","15:05,  꾼(디지털),  11,000원",,"20:05,  꾼(디지털),  11,000원","22:35,  꾼(디지털),  11,000원",,,샤롯데,2017-11-24,30
"10:30,  저스티스 리그(디지털),  0원","13:00,  꾼(디지털),  11,000원","15:30,  꾼(디지털),  11,000원","18:00,  꾼(디지털),  11,000원","20:30,  꾼(디지털),  11,000원","23:00,  꾼(디지털),  9,000원",,,샤롯데,2017-11-25,30
"10:30,  저스티스 리그(디지털),  10,000원","13:00,  꾼(디지털),  11,000원","15:30,  꾼(디지털),  11,000원","18:00,  꾼(디지털),  11,000원","20:30,  꾼(디지털),  11,000원",,,,샤롯데,2017-11-26,30
,"12:05,  꾼(디지털),  8,000원","14:35,  꾼(디지털),  9,000원","17:00,  꾼(디지털),  9,000원",,,,,샤롯데,2017-11-27,30
"10:30,  저스티스 리그(디지털),  8,000원",,,"18:00,  꾼(디지털),  8,000원","20:30,  꾼(디지털),  9,000원",,,,샤롯데,2017-11-28,30
"10:30,  기억의 밤(디지털),  8,000원",,,"17:45,  꾼(디지털),  9,000원","20:15,  꾼(디지털),  9,000원",,,,샤롯데,2017-11-29,30
"10:00,  기억의 밤(디지털),  0원","12:20,  꾼(디지털),  0원",,"17:15,  꾼(디지털),  9,000원","19:45,  꾼(디지털),  9,000원","22:15,  이프 온리(디지털),  9,000원",,,샤롯데,2017-11-30,30
,,"15:20,  오리엔트 특급 살인(디지털),  11,000원","17:45,  꾼(디지털),  11,000원","20:15,  꾼(디지털),  11,000원","22:45,  이프 온리(디지털),  9,000원",,,샤롯데,2017-12-01,30
"10:30,  오리엔트 특급 살인(디지털),  10,000원","12:55,  꾼(디지털),  10,000원","15:25,  오리엔트 특급 살인(디지털),  11,000원","17:50,  꾼(디지털),  11,000원","20:20,  꾼(디지털),  11,000원",,,,샤롯데,2017-12-02,30
"10:30,  꾼(디지털),  10,000원",,,"18:25,  꾼(디지털),  11,000원","20:55,  꾼(디지털),  11,000원",,,,샤롯데,2017-12-03,30
,"12:55,  꾼(디지털),  8,000원",,,"20:20,  꾼(디지털),  9,000원",,,,샤롯데,2017-12-04,30
"10:30,  오리엔트 특급 살인(디지털),  8,000원","12:55,  꾼(디지털),  8,000원",,"17:50,  꾼(디지털),  9,000원","20:20,  꾼(디지털),  9,000원",,,,샤롯데,2017-12-05,30
"10:30,  오리엔트 특급 살인(디지털),  8,000원","12:55,  꾼(디지털),  8,000원",,,"20:20,  꾼(디지털),  9,000원",,,,샤롯데,2017-12-06,30
"11:00,  어쌔신: 더 비기닝(디지털),  8,000원","13:25,  꾼(디지털),  9,000원",,,"20:20,  꾼(디지털),  9,000원",,,,샤롯데,2017-12-07,30
,"13:25,  꾼(디지털),  11,000원","15:55,  기억의 밤(디지털),  11,000원",,"20:20,  꾼(디지털),  11,000원","22:50,  기억의 밤(디지털),  11,000원",,,샤롯데,2017-12-08,30
"10:30,  꾼(디지털),  10,000원",,,"18:25,  라라랜드(디지털),  11,000원","21:05,  꾼(디지털),  11,000원","23:35,  기억의 밤(디지털),  9,000원",,,샤롯데,2017-12-09,30
"10:30,  꾼(디지털),  10,000원",,,"18:25,  라라랜드(디지털),  11,000원","21:05,  꾼(디지털),  11,000원",,,,샤롯데,2017-12-10,30
"10:30,  꾼(디지털),  8,000원",,"15:20,  꾼(디지털),  9,000원",,,,,,샤롯데,2017-12-11,30
"10:30,  꾼(디지털),  8,000원",,"15:20,  꾼(디지털),  9,000원","17:50,  이프 온리(디지털),  9,000원","19:55,  꾼(디지털),  9,000원","22:25,  기억의 밤(디지털),  9,000원",,,샤롯데,2017-12-12,30
"10:30,  꾼(디지털),  8,000원","13:00,  기억의 밤(디지털),  9,000원",,,"19:55,  꾼(디지털),  9,000원",,,,샤롯데,2017-12-13,30
"10:30,  스타워즈: 라스트 제다이(디지털),  8,000원","13:35,  강철비(디지털),  9,000원","16:25,  스타워즈: 라스트 제다이(디지털),  9,000원","19:30,  강철비(디지털),  9,000원","22:20,  스타워즈: 라스트 제다이(디지털),  9,000원",,,,샤롯데,2017-12-14,30
,"13:35,  강철비(디지털),  11,000원",,,"23:25,  스타워즈: 라스트 제다이(디지털),  9,000원",,,,샤롯데,2017-12-15,30
"10:10,  강철비(디지털),  10,000원",,,"18:25,  강철비(디지털),  11,000원","21:15,  스타워즈: 라스트 제다이(디지털),  11,000원","24:20,  강철비(디지털),  9,000원",,,샤롯데,2017-12-16,30
"10:30,  강철비(디지털),  10,000원","13:20,  스타워즈: 라스트 제다이(디지털),  11,000원","16:25,  강철비(디지털),  11,000원","19:15,  스타워즈: 라스트 제다이(디지털),  11,000원","22:20,  스타워즈: 라스트 제다이(디지털),  11,000원",,,,샤롯데,2017-12-17,30
"10:30,  강철비(디지털),  8,000원",,,,,,,,샤롯데,2017-12-18,30
"11:00,  강철비(디지털),  8,000원",,"17:00,  강철비(디지털),  9,000원","19:50,  스타워즈: 라스트 제다이(디지털),  9,000원","22:55,  스타워즈: 라스트 제다이(디지털),  9,000원",,,,샤롯데,2017-12-19,30
"10:25,  위대한 쇼맨(디지털),  8,000원","12:40,  신과함께-죄와 벌(디지털),  8,000원","15:30,  강철비(디지털),  9,000원","18:20,  신과함께-죄와 벌(디지털),  9,000원","21:10,  신과함께-죄와 벌(디지털),  9,000원","24:00,  강철비(디지털),  8,000원",,,샤롯데,2017-12-20,30
"10:00,  위대한 쇼맨(디지털),  6,000원","12:15,  신과함께-죄와 벌(디지털),  8,000원","15:05,  강철비(디지털),  9,000원","17:55,  신과함께-죄와 벌(디지털),  9,000원","20:45,  신과함께-죄와 벌(디지털),  9,000원",,,,샤롯데,2017-12-21,30
"10:00,  위대한 쇼맨(디지털),  6,000원","12:15,  신과함께-죄와 벌(디지털),  10,000원","15:05,  강철비(디지털),  11,000원","17:55,  신과함께-죄와 벌(디지털),  11,000원","20:45,  신과함께-죄와 벌(디지털),  11,000원","23:35,  강철비(디지털),  9,000원",,,샤롯데,2017-12-22,30
,"12:15,  신과함께-죄와 벌(디지털),  10,000원","15:05,  강철비(디지털),  11,000원","17:55,  신과함께-죄와 벌(디지털),  11,000원","20:45,  신과함께-죄와 벌(디지털),  11,000원","23:35,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-23,30
"10:00,  위대한 쇼맨(디지털),  7,000원","12:15,  신과함께-죄와 벌(디지털),  10,000원","15:05,  강철비(디지털),  11,000원","17:55,  신과함께-죄와 벌(디지털),  11,000원","20:45,  신과함께-죄와 벌(디지털),  11,000원","23:35,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-24,30
"10:00,  위대한 쇼맨(디지털),  7,000원","12:15,  신과함께-죄와 벌(디지털),  10,000원","15:05,  강철비(디지털),  11,000원","17:55,  신과함께-죄와 벌(디지털),  11,000원","20:45,  신과함께-죄와 벌(디지털),  11,000원","23:35,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-25,30
"10:00,  위대한 쇼맨(디지털),  6,000원","12:15,  신과함께-죄와 벌(디지털),  8,000원",,"17:55,  신과함께-죄와 벌(디지털),  9,000원","20:40,  신과함께-죄와 벌(디지털),  9,000원",,,,샤롯데,2017-12-26,30
"10:00,  위대한 쇼맨(디지털),  6,000원","12:15,  신과함께-죄와 벌(디지털),  8,000원","15:05,  1987(디지털),  9,000원","17:45,  신과함께-죄와 벌(디지털),  9,000원","20:35,  1987(디지털),  9,000원",,,,샤롯데,2017-12-27,30
"10:00,  위대한 쇼맨(디지털),  6,000원","12:15,  신과함께-죄와 벌(디지털),  8,000원","15:05,  1987(디지털),  9,000원","17:45,  신과함께-죄와 벌(디지털),  9,000원","20:35,  1987(디지털),  9,000원","23:15,  신과함께-죄와 벌(디지털),  8,000원",,,샤롯데,2017-12-28,30
"10:00,  위대한 쇼맨(디지털),  7,000원","12:15,  신과함께-죄와 벌(디지털),  10,000원","15:05,  1987(디지털),  11,000원","17:45,  신과함께-죄와 벌(디지털),  11,000원","20:35,  1987(디지털),  11,000원","23:15,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-29,30
"10:00,  1987(디지털),  7,000원","12:40,  신과함께-죄와 벌(디지털),  10,000원","15:30,  1987(디지털),  11,000원","18:10,  신과함께-죄와 벌(디지털),  11,000원","21:00,  신과함께-죄와 벌(디지털),  11,000원","23:50,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-30,30
"10:00,  1987(디지털),  7,000원","12:40,  신과함께-죄와 벌(디지털),  10,000원","15:30,  1987(디지털),  11,000원","18:10,  신과함께-죄와 벌(디지털),  11,000원","21:00,  신과함께-죄와 벌(디지털),  11,000원","23:50,  신과함께-죄와 벌(디지털),  9,000원",,,샤롯데,2017-12-31,30
"10:00,  히말라야(디지털)","12:35,  히말라야(디지털),  9,000원","15:10,  조선마술사(디지털),  9,000원","17:45,  히말라야(디지털),  9,000원","20:20,  히말라야(디지털),  9,000원","22:55,  히말라야(디지털),  9,000원",,,샤롯데,2016-01-01,30
"10:00,  히말라야(디지털),  9,000원","12:35,  셜록: 유령신부(디지털),  9,000원","15:10,  셜록: 유령신부(디지털),  9,000원","17:35,  히말라야(디지털),  9,000원","20:10,  히말라야(디지털),  9,000원","22:45,  히말라야(디지털),  9,000원",,,샤롯데,2016-01-02,30
"10:00,  셜록: 유령신부(디지털),  9,000원","12:35,  셜록: 유령신부(디지털),  9,000원","15:10,  셜록: 유령신부(디지털),  9,000원","17:35,  히말라야(디지털),  9,000원","20:10,  히말라야(디지털),  9,000원","22:45,  셜록: 유령신부(디지털)",,,샤롯데,2016-01-03,30
"10:00,  히말라야(디지털),  8,000원","12:35,  조선마술사(디지털)","15:10,  셜록: 유령신부(디지털),  8,000원","17:35,  히말라야(디지털),  8,000원","20:10,  히말라야(디지털)","22:45,  히말라야(디지털)",,,샤롯데,2016-01-04,30
"10:00,  히말라야(디지털),  8,000원","12:35,  조선마술사(디지털)","15:10,  셜록: 유령신부(디지털),  8,000원","17:35,  히말라야(디지털),  8,000원","20:10,  히말라야(디지털),  8,000원","22:45,  히말라야(디지털)",,,샤롯데,2016-01-05,30
"10:00,  셜록: 유령신부(디지털)","12:25,  히말라야(디지털)","15:00,  셜록: 유령신부(디지털),  8,000원","17:25,  히말라야(디지털),  8,000원","20:00,  셜록: 유령신부(디지털),  8,000원","22:25,  히말라야(디지털),  8,000원",,,샤롯데,2016-01-06,30
"10:00,  셜록: 유령신부(디지털)","12:25,  나를 잊지 말아요(디지털),  8,000원","14:40,  내부자들: 디 오리지널(디지털),  8,000원","18:10,  셜록: 유령신부(디지털),  8,000원","20:35,  내부자들: 디 오리지널(디지털),  8,000원","24:05,  나를 잊지 말아요(디지털)",,,샤롯데,2016-01-07,30
"10:00,  셜록: 유령신부(디지털),  9,000원","12:25,  나를 잊지 말아요(디지털),  9,000원","14:40,  내부자들: 디 오리지널(디지털),  9,000원","18:10,  셜록: 유령신부(디지털),  9,000원","20:35,  내부자들: 디 오리지널(디지털),  9,000원","24:05,  나를 잊지 말아요(디지털),  9,000원",,,샤롯데,2016-01-08,30
"09:00,  내부자들: 디 오리지널(디지털),  9,000원","12:25,  나를 잊지 말아요(디지털)","14:40,  내부자들: 디 오리지널(디지털),  9,000원","18:10,  나를 잊지 말아요(디지털),  9,000원","20:25,  내부자들: 디 오리지널(디지털),  9,000원","23:55,  나를 잊지 말아요(디지털),  9,000원",,,샤롯데,2016-01-09,30
"09:00,  내부자들: 디 오리지널(디지털),  9,000원","12:25,  나를 잊지 말아요(디지털)","14:40,  내부자들: 디 오리지널(디지털),  9,000원","18:10,  나를 잊지 말아요(디지털),  9,000원","20:25,  내부자들: 디 오리지널(디지털),  9,000원","23:55,  나를 잊지 말아요(디지털)",,,샤롯데,2016-01-10,30
"10:30,  내부자들: 디 오리지널(디지털),  8,000원","14:00,  내부자들: 디 오리지널(디지털),  8,000원","17:30,  나를 잊지 말아요(디지털)","19:45,  내부자들: 디 오리지널(디지털),  8,000원","23:15,  나를 잊지 말아요(디지털)",,,,샤롯데,2016-01-11,30
"10:30,  내부자들: 디 오리지널(디지털)","14:00,  내부자들: 디 오리지널(디지털),  8,000원","17:30,  나를 잊지 말아요(디지털),  8,000원","19:45,  내부자들: 디 오리지널(디지털),  8,000원","23:15,  나를 잊지 말아요(디지털)",,,,샤롯데,2016-01-12,30
"10:00,  내부자들: 디 오리지널(디지털)","13:30,  나를 잊지 말아요(디지털)","15:45,  내부자들: 디 오리지널(디지털)","19:15,  내부자들: 디 오리지널(디지털),  8,000원","22:45,  내부자들: 디 오리지널(디지털)",,,,샤롯데,2016-01-13,30
"10:00,  내부자들: 디 오리지널(디지털)","13:30,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","16:40,  내부자들: 디 오리지널(디지털)","20:10,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","23:20,  레버넌트: 죽음에서 돌아온 자(디지털)",,,,샤롯데,2016-01-14,30
"10:00,  내부자들: 디 오리지널(디지털),  9,000원","13:30,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","16:40,  내부자들: 디 오리지널(디지털),  9,000원","20:10,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","23:20,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원",,,,샤롯데,2016-01-15,30
"10:00,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","13:10,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","16:20,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","19:30,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","22:40,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원",,,,샤롯데,2016-01-16,30
"10:00,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","13:10,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","16:20,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","19:30,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","22:40,  레버넌트: 죽음에서 돌아온 자(디지털)",,,,샤롯데,2016-01-17,30
"10:00,  레버넌트: 죽음에서 돌아온 자(디지털)","13:10,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","16:20,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","19:30,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","22:40,  레버넌트: 죽음에서 돌아온 자(디지털)",,,,샤롯데,2016-01-18,30
"10:00,  레버넌트: 죽음에서 돌아온 자(디지털)","13:10,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","16:20,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","19:30,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","22:40,  레버넌트: 죽음에서 돌아온 자(디지털)",,,,샤롯데,2016-01-19,30
"10:00,  레버넌트: 죽음에서 돌아온 자(디지털)","13:10,  레버넌트: 죽음에서 돌아온 자(디지털)","16:20,  레버넌트: 죽음에서 돌아온 자(디지털)","19:30,  레버넌트: 죽음에서 돌아온 자(디지털)","22:40,  레버넌트: 죽음에서 돌아온 자(디지털)",,,,샤롯데,2016-01-20,30
"09:50,  오빠생각(디지털)","12:25,  빅쇼트(디지털)","15:05,  레버넌트: 죽음에서 돌아온 자(디지털)","18:15,  오빠생각(디지털)","20:50,  오빠생각(디지털)","23:25,  빅쇼트(디지털)",,,샤롯데,2016-01-21,30
"09:50,  오빠생각(디지털)","12:25,  빅쇼트(디지털),  9,000원","15:05,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","18:15,  오빠생각(디지털)","20:50,  오빠생각(디지털)","23:25,  빅쇼트(디지털),  9,000원",,,샤롯데,2016-01-22,30
"10:00,  오빠생각(디지털)","12:35,  빅쇼트(디지털),  9,000원","15:15,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","18:25,  오빠생각(디지털),  9,000원","21:00,  오빠생각(디지털),  9,000원","23:35,  오빠생각(디지털),  9,000원",,,샤롯데,2016-01-23,30
"10:00,  오빠생각(디지털)","12:35,  빅쇼트(디지털)","15:15,  레버넌트: 죽음에서 돌아온 자(디지털),  9,000원","18:25,  오빠생각(디지털),  9,000원","21:00,  오빠생각(디지털)","23:35,  오빠생각(디지털)",,,샤롯데,2016-01-24,30
"09:50,  오빠생각(디지털),  8,000원","12:25,  빅쇼트(디지털)","15:05,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","18:15,  오빠생각(디지털)","20:50,  오빠생각(디지털),  8,000원","23:25,  오빠생각(디지털)",,,샤롯데,2016-01-25,30
"09:50,  오빠생각(디지털)","12:25,  빅쇼트(디지털)","15:05,  레버넌트: 죽음에서 돌아온 자(디지털),  8,000원","18:15,  오빠생각(디지털),  8,000원","20:50,  오빠생각(디지털),  8,000원","23:25,  오빠생각(디지털)",,,샤롯데,2016-01-26,30
"10:00,  오빠생각(디지털)","12:35,  로봇, 소리(디지털)","15:05,  오빠생각(디지털),  8,000원","17:40,  로봇, 소리(디지털)","20:10,  오빠생각(디지털)","22:45,  로봇, 소리(디지털),  8,000원",,,샤롯데,2016-01-27,30
"10:30,  쿵푸팬더3(디지털)","12:35,  로봇, 소리(디지털)","15:05,  쿵푸팬더3(디지털)","17:10,  로봇, 소리(디지털)","19:40,  쿵푸팬더3(디지털),  8,000원","21:45,  로봇, 소리(디지털),  8,000원",,,샤롯데,2016-01-28,30
