상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,좌석수
2019-06-13,01관,,"17:10,  빅샤크2: 해저2만리(디지털더빙)",,,,,,,,,,,57
2019-06-18,01관,"14:30,  기생충(디지털),  6,000원","17:10,  빅샤크2: 해저2만리(디지털더빙),  6,000원","18:45,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,,,,57
2019-06-18,02관,,"14:40,  기생충(디지털),  6,000원","19:35,  기생충(디지털),  6,000원",,,,,,,,,,37
2019-06-19,01관,"10:00,  기생충(디지털),  6,000원","12:30,  맨 인 블랙: 인터내셔널(디지털),  6,000원","14:40,  빅샤크2: 해저2만리(디지털더빙)","16:10,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","18:25,  기생충(디지털),  6,000원","20:55,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,57
2019-06-19,02관,"10:10,  맨 인 블랙: 인터내셔널(디지털)","12:20,  기생충(디지털),  6,000원","14:50,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","17:05,  빅샤크2: 해저2만리(디지털더빙),  6,000원","18:35,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","20:50,  기생충(디지털),  6,000원",,,,,,,37
2019-06-20,01관,"10:00,  빅샤크2: 해저2만리(디지털더빙)","11:30,  토이 스토리 4(디지털더빙),  6,000원","13:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:35,  기생충(디지털),  6,000원","18:05,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","20:20,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,57
2019-06-20,02관,"10:10,  맨 인 블랙: 인터내셔널(디지털)","12:20,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","14:35,  토이 스토리 4(디지털더빙),  6,000원","16:30,  기생충(디지털),  6,000원","19:00,  토이 스토리 4(디지털),  6,000원","20:55,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,37
2019-06-21,01관,"09:50,  빅샤크2: 해저2만리(디지털더빙),  6,000원","11:20,  토이 스토리 4(디지털더빙),  6,000원","13:15,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:25,  기생충(디지털),  6,000원","17:55,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","20:10,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,57
2019-06-21,02관,"10:00,  맨 인 블랙: 인터내셔널(디지털),  6,000원","12:10,  빅샤크2: 해저2만리(디지털더빙),  6,000원","13:40,  토이 스토리 4(디지털더빙),  6,000원","15:35,  맨 인 블랙: 인터내셔널(디지털),  6,000원","17:45,  기생충(디지털),  6,000원","20:15,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,37
2019-06-22,01관,"09:50,  빅샤크2: 해저2만리(디지털더빙),  6,000원","11:20,  토이 스토리 4(디지털더빙),  6,000원","13:15,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:25,  기생충(디지털),  6,000원","17:55,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","20:10,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,57
2019-06-22,02관,"10:00,  맨 인 블랙: 인터내셔널(디지털),  5,000원","12:10,  빅샤크2: 해저2만리(디지털더빙),  6,000원","13:40,  토이 스토리 4(디지털더빙),  6,000원","15:35,  맨 인 블랙: 인터내셔널(디지털),  5,000원","17:45,  기생충(디지털),  6,000원","20:15,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,37
2019-06-23,01관,"10:00,  빅샤크2: 해저2만리(디지털더빙),  6,000원","11:30,  토이 스토리 4(디지털더빙),  6,000원","13:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:35,  기생충(디지털),  6,000원","18:05,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","20:20,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,57
2019-06-23,02관,"10:10,  맨 인 블랙: 인터내셔널(디지털),  5,000원","12:20,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","14:35,  토이 스토리 4(디지털더빙),  6,000원","16:30,  기생충(디지털),  6,000원","19:00,  토이 스토리 4(디지털),  6,000원","20:55,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,37
2019-06-24,01관,"10:20,  기생충(디지털),  6,000원","12:50,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","15:05,  기생충(디지털),  6,000원","17:35,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","19:50,  기생충(디지털),  6,000원",,,,,,,,57
2019-06-24,02관,"10:00,  빅샤크2: 해저2만리(디지털더빙)","11:30,  토이 스토리 4(디지털더빙),  6,000원","13:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:35,  토이 스토리 4(디지털더빙),  6,000원","17:30,  토이 스토리 4(디지털),  6,000원","19:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,37
2019-06-25,01관,,,"13:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원","15:35,  토이 스토리 4(디지털더빙),  6,000원","17:30,  토이 스토리 4(디지털),  6,000원","19:25,  맨 인 블랙: 인터내셔널(디지털),  6,000원",,,,,,,57
2019-06-25,02관,"10:20,  기생충(디지털),  6,000원","12:50,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","15:05,  기생충(디지털),  6,000원","17:35,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","19:50,  기생충(디지털),  6,000원",,,,,,,,37
2019-06-26,01관,"10:00,  맨 인 블랙: 인터내셔널(디지털),  5,000원","12:10,  빅샤크2: 해저2만리(디지털더빙)","13:40,  토이 스토리 4(디지털),  5,000원","15:35,  롱 리브 더 킹: 목포 영웅(디지털),  5,000원","17:50,  비스트(디지털),  5,000원","20:15,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,57
2019-06-26,02관,,"12:05,  토이 스토리 4(디지털더빙),  5,000원","14:00,  기생충(디지털),  5,000원","16:30,  비스트(디지털),  5,000원","18:55,  존 윅 3: 파라벨룸(디지털),  5,000원","21:25,  비스트(디지털),  5,000원",,,,,,,37
2019-06-27,01관,,"12:15,  토이 스토리 4(디지털더빙),  6,000원","14:10,  비스트(디지털),  6,000원","16:35,  토이 스토리 4(디지털),  6,000원","18:30,  존 윅 3: 파라벨룸(디지털),  6,000원","21:00,  비스트(디지털),  6,000원",,,,,,,57
2019-06-27,02관,"09:50,  기생충(디지털),  6,000원",,"14:35,  비스트(디지털)","17:00,  맨 인 블랙: 인터내셔널(디지털),  6,000원","19:10,  토이 스토리 4(디지털),  6,000원","21:05,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,37
2019-06-28,01관,"10:00,  맨 인 블랙: 인터내셔널(디지털)","12:10,  빅샤크2: 해저2만리(디지털더빙)","13:40,  토이 스토리 4(디지털),  6,000원","15:35,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","17:50,  비스트(디지털),  6,000원","20:15,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,57
2019-06-28,02관,"09:50,  롱 리브 더 킹: 목포 영웅(디지털)","12:05,  토이 스토리 4(디지털더빙),  6,000원","14:00,  기생충(디지털),  6,000원","16:30,  토이 스토리 4(디지털),  6,000원","18:25,  존 윅 3: 파라벨룸(디지털),  6,000원","20:55,  비스트(디지털),  6,000원",,,,,,,37
2019-06-29,01관,"10:00,  빅샤크2: 해저2만리(디지털더빙),  6,000원","11:30,  토이 스토리 4(디지털더빙),  6,000원","13:25,  토이 스토리 4(디지털),  6,000원","15:20,  기생충(디지털),  6,000원","17:50,  맨 인 블랙: 인터내셔널(디지털),  6,000원","20:00,  비스트(디지털),  6,000원",,,,,,,57
2019-06-29,02관,"10:00,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","12:15,  비스트(디지털),  6,000원","14:40,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","16:55,  토이 스토리 4(디지털),  6,000원","18:50,  비스트(디지털),  6,000원","21:15,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,37
2019-06-30,01관,"10:00,  빅샤크2: 해저2만리(디지털더빙),  6,000원","11:30,  토이 스토리 4(디지털더빙),  6,000원","13:25,  토이 스토리 4(디지털),  6,000원","15:20,  기생충(디지털),  6,000원","17:50,  맨 인 블랙: 인터내셔널(디지털),  6,000원","20:00,  비스트(디지털),  6,000원",,,,,,,57
2019-06-30,02관,"10:00,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","12:15,  비스트(디지털)","14:40,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","16:55,  토이 스토리 4(디지털),  6,000원","18:50,  비스트(디지털),  5,000원","21:15,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,37
2019-07-01,01관,"10:00,  토이 스토리 4(디지털더빙)","11:55,  토이 스토리 4(디지털),  6,000원","13:50,  존 윅 3: 파라벨룸(디지털),  6,000원","16:20,  비스트(디지털)","18:45,  맨 인 블랙: 인터내셔널(디지털)","20:52,  존 윅 3: 파라벨룸(디지털),  6,000원",,,,,,,57
2019-07-01,02관,"10:00,  기생충(디지털),  6,000원","12:30,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","14:45,  비스트(디지털),  6,000원","17:10,  롱 리브 더 킹: 목포 영웅(디지털)","19:25,  비스트(디지털),  6,000원","21:50,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원",,,,,,,37
