상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,좌석수
2015-01-20,02관,"08:50,  박물관이 살아있다 : 비밀의 무덤(디지털),  6,000원","10:55,  극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시(디지털더빙),  8,000원","13:00,  박물관이 살아있다 : 비밀의 무덤(디지털),  8,000원","15:05,  극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시(디지털더빙),  7,000원","17:10,  박물관이 살아있다 : 비밀의 무덤(디지털),  9,000원","19:15,  오늘의 연애(디지털),  9,000원","21:40,  국제시장(디지털),  9,000원","24:05,  오늘의 연애(디지털),  9,000원",,,,,,,86
2015-01-21,01관,"08:30,  국제시장(디지털),  6,000원","11:00,  빅 히어로(디지털더빙),  8,000원","13:15,  국제시장(디지털),  8,000원","15:45,  국제시장(디지털),  8,000원","18:15,  강남 1970(디지털),  9,000원","21:00,  국제시장(디지털),  9,000원","23:30,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-21,02관,"09:25,  빅 히어로(디지털더빙),  6,000원","11:40,  강남 1970(디지털),  8,000원","14:20,  빅 히어로(디지털더빙),  8,000원","16:35,  빅 히어로(디지털더빙),  9,000원","18:50,  국제시장(디지털),  9,000원","21:20,  강남 1970(디지털),  9,000원","24:00,  강남 1970(디지털),  9,000원",,,,,,,,86
2015-01-22,01관,"08:30,  국제시장(디지털),  6,000원","11:00,  빅 히어로(디지털더빙),  8,000원","13:15,  국제시장(디지털),  8,000원","15:45,  국제시장(디지털),  8,000원","18:15,  강남 1970(디지털),  9,000원","21:00,  국제시장(디지털),  9,000원","23:30,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-22,02관,"09:25,  빅 히어로(디지털더빙),  6,000원","11:40,  강남 1970(디지털),  8,000원","14:20,  빅 히어로(디지털더빙),  8,000원","16:35,  빅 히어로(디지털더빙),  9,000원","18:50,  국제시장(디지털),  9,000원","21:20,  강남 1970(디지털),  9,000원","24:00,  강남 1970(디지털),  9,000원",,,,,,,,86
2015-01-23,01관,"08:30,  국제시장(디지털)","11:00,  빅 히어로(디지털더빙),  10,000원","13:15,  국제시장(디지털),  10,000원","15:45,  국제시장(디지털),  10,000원","18:15,  강남 1970(디지털),  10,000원","21:00,  국제시장(디지털),  10,000원","23:30,  국제시장(디지털),  10,000원",,,,,,,,86
2015-01-23,02관,"09:25,  빅 히어로(디지털더빙),  6,000원","11:40,  강남 1970(디지털)","14:20,  빅 히어로(디지털더빙),  10,000원","16:35,  빅 히어로(디지털더빙),  10,000원","18:50,  오늘의 연애(디지털),  10,000원","21:20,  강남 1970(디지털),  10,000원","24:00,  강남 1970(디지털),  10,000원",,,,,,,,86
2015-01-24,01관,"08:30,  국제시장(디지털),  6,000원","11:00,  빅 히어로(디지털더빙),  10,000원","13:15,  국제시장(디지털),  10,000원","15:45,  빅 히어로(디지털더빙),  10,000원","18:00,  빅 히어로(디지털더빙),  10,000원","20:25,  국제시장(디지털),  10,000원","22:55,  강남 1970(디지털),  10,000원",,,,,,,,86
2015-01-24,02관,"09:00,  빅 히어로(디지털더빙),  6,000원","11:15,  국제시장(디지털),  10,000원","13:45,  빅 히어로(디지털더빙),  10,000원","16:00,  국제시장(디지털),  10,000원","18:30,  강남 1970(디지털),  10,000원","21:10,  강남 1970(디지털),  10,000원","23:50,  국제시장(디지털),  10,000원",,,,,,,,86
2015-01-25,01관,"08:30,  국제시장(디지털),  6,000원","11:00,  빅 히어로(디지털더빙),  10,000원","13:15,  국제시장(디지털),  10,000원","15:45,  빅 히어로(디지털더빙),  10,000원","18:00,  빅 히어로(디지털더빙),  10,000원","20:25,  국제시장(디지털),  10,000원","22:55,  강남 1970(디지털),  10,000원",,,,,,,,86
2015-01-25,02관,"09:00,  빅 히어로(디지털더빙),  6,000원","11:15,  국제시장(디지털),  10,000원","13:45,  빅 히어로(디지털더빙),  10,000원","16:00,  국제시장(디지털),  10,000원","18:30,  강남 1970(디지털),  10,000원","21:10,  강남 1970(디지털),  10,000원","23:50,  국제시장(디지털),  10,000원",,,,,,,,86
2015-01-26,01관,"08:30,  국제시장(디지털),  6,000원","10:55,  빅 히어로(디지털더빙),  8,000원","13:05,  빅 히어로(디지털더빙),  8,000원","15:15,  강남 1970(디지털),  8,000원","18:00,  국제시장(디지털),  9,000원","20:25,  강남 1970(디지털),  9,000원","23:00,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-26,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  빅 히어로(디지털더빙),  7,000원","13:50,  빅 히어로(3D 더빙),  10,000원","16:00,  빅 히어로(디지털더빙),  9,000원","18:40,  강남 1970(디지털),  9,000원","21:15,  국제시장(디지털),  9,000원","23:40,  강남 1970(디지털),  9,000원",,,,,,,,86
2015-01-27,01관,"08:30,  국제시장(디지털),  6,000원","10:55,  빅 히어로(디지털더빙),  7,000원","13:05,  빅 히어로(디지털더빙),  8,000원","15:15,  강남 1970(디지털),  8,000원","18:00,  국제시장(디지털),  9,000원","20:25,  강남 1970(디지털),  9,000원","23:00,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-27,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  빅 히어로(디지털더빙),  8,000원","13:50,  빅 히어로(3D 더빙),  10,000원","16:00,  빅 히어로(디지털더빙),  9,000원","18:40,  강남 1970(디지털),  9,000원","21:15,  국제시장(디지털),  9,000원","23:40,  강남 1970(디지털),  9,000원",,,,,,,,86
2015-01-28,01관,"08:40,  국제시장(디지털),  6,000원","11:05,  빅 히어로(디지털더빙),  8,000원","13:15,  빅 히어로(디지털더빙),  7,000원","15:25,  빅 히어로(디지털더빙),  8,000원","18:00,  내 심장을 쏴라(디지털),  5,000원","20:00,  국제시장(디지털),  5,000원","22:25,  강남 1970(디지털),  9,000원",,,,,,,,86
2015-01-28,02관,"09:30,  내 심장을 쏴라(디지털),  6,000원","11:30,  강남 1970(디지털),  8,000원","14:05,  빅 히어로(디지털더빙),  8,000원","16:15,  빅 히어로(디지털더빙),  9,000원","18:25,  강남 1970(디지털),  5,000원","21:00,  강남 1970(디지털),  9,000원","23:35,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-29,01관,"08:40,  국제시장(디지털),  6,000원","11:05,  빅 히어로(디지털더빙),  8,000원","13:15,  빅 히어로(디지털더빙),  8,000원","15:25,  빅 히어로(디지털더빙),  8,000원","17:35,  빅 히어로(디지털더빙),  9,000원","19:45,  내 심장을 쏴라(디지털),  7,000원","21:45,  국제시장(디지털),  9,000원","24:10,  강남 1970(디지털),  9,000원",,,,,,,86
2015-01-29,02관,"09:30,  내 심장을 쏴라(디지털),  6,000원","11:30,  강남 1970(디지털),  8,000원","14:05,  빅 히어로(디지털더빙)","16:15,  빅 히어로(디지털더빙),  9,000원","18:25,  강남 1970(디지털),  9,000원","21:00,  강남 1970(디지털),  9,000원","23:35,  국제시장(디지털),  9,000원",,,,,,,,86
2015-01-30,01관,"08:40,  국제시장(디지털),  6,000원","11:05,  빅 히어로(디지털더빙),  10,000원","13:15,  빅 히어로(디지털더빙),  10,000원","15:25,  빅 히어로(디지털더빙),  10,000원","17:35,  빅 히어로(디지털더빙),  10,000원","19:45,  내 심장을 쏴라(디지털),  10,000원","21:45,  국제시장(디지털),  10,000원","24:10,  강남 1970(디지털),  10,000원",,,,,,,86
2015-01-30,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  국제시장(디지털),  10,000원","14:00,  강남 1970(디지털),  10,000원","16:30,  내 심장을 쏴라(디지털),  10,000원","18:25,  강남 1970(디지털),  10,000원","21:00,  강남 1970(디지털),  10,000원","23:35,  국제시장(디지털),  10,000원",,,,,,,,86
2015-01-31,01관,"08:30,  국제시장(디지털),  6,000원","10:55,  국제시장(디지털),  10,000원","13:20,  빅 히어로(디지털더빙),  10,000원","15:30,  빅 히어로(디지털더빙),  10,000원","17:40,  국제시장(디지털),  10,000원","20:05,  국제시장(디지털),  10,000원","22:30,  강남 1970(디지털),  10,000원",,,,,,,,86
2015-01-31,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  빅 히어로(디지털더빙),  10,000원","14:00,  강남 1970(디지털),  10,000원","16:35,  빅 히어로(디지털더빙),  10,000원","18:45,  강남 1970(디지털),  10,000원","21:20,  강남 1970(디지털),  10,000원","23:55,  내 심장을 쏴라(디지털),  10,000원",,,,,,,,86
2015-02-01,01관,"10:55,  빅 히어로(디지털더빙),  10,000원","13:05,  빅 히어로(디지털더빙),  10,000원","15:15,  국제시장(디지털),  10,000원","17:40,  국제시장(디지털),  10,000원","20:05,  국제시장(디지털),  10,000원","22:30,  강남 1970(디지털),  10,000원",,,,,,,,,86
2015-02-01,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:50,  빅 히어로(디지털더빙),  10,000원","14:00,  빅 히어로(디지털더빙),  10,000원","16:10,  빅 히어로(디지털더빙),  10,000원","18:20,  강남 1970(디지털),  10,000원","20:55,  강남 1970(디지털),  10,000원","23:30,  내 심장을 쏴라(디지털)",,,,,,,,86
2015-02-02,01관,"10:55,  빅 히어로(디지털더빙),  7,000원","13:05,  국제시장(디지털),  8,000원","15:30,  강남 1970(디지털),  8,000원","18:05,  국제시장(디지털),  9,000원","20:30,  국제시장(디지털),  9,000원","22:55,  국제시장(디지털),  8,000원",,,,,,,,,86
2015-02-02,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  강남 1970(디지털),  5,000원","14:15,  빅 히어로(디지털더빙),  8,000원","16:25,  빅 히어로(디지털더빙),  9,000원","18:35,  강남 1970(디지털),  9,000원","21:10,  강남 1970(디지털),  9,000원","23:45,  내 심장을 쏴라(디지털),  7,000원",,,,,,,,86
2015-02-03,01관,"10:30,  국제시장(디지털),  6,000원","12:55,  국제시장(디지털),  8,000원","15:20,  강남 1970(디지털),  8,000원","17:55,  국제시장(디지털),  9,000원","20:20,  국제시장(디지털),  9,000원","22:45,  국제시장(디지털),  9,000원",,,,,,,,,86
2015-02-03,02관,"09:30,  빅 히어로(디지털더빙),  6,000원","11:40,  강남 1970(디지털),  8,000원","14:15,  빅 히어로(디지털더빙),  8,000원","16:25,  빅 히어로(디지털더빙),  9,000원","18:35,  강남 1970(디지털),  9,000원","21:10,  강남 1970(디지털),  9,000원","23:45,  내 심장을 쏴라(디지털)",,,,,,,,86
2015-02-04,01관,"10:30,  국제시장(디지털),  6,000원","12:55,  국제시장(디지털),  8,000원","15:20,  강남 1970(디지털),  8,000원","17:55,  국제시장(디지털),  9,000원","20:20,  국제시장(디지털),  9,000원","22:45,  국제시장(디지털),  9,000원",,,,,,,,,86
