상영일자,상영관,1회,2회,좌석수
2019-04-05,01관,"16:00,  여배우: 섹스수업(디지털),  20,000원",,90
2019-04-11,01관,"16:00,  유기농 섹드립 로맨스 ""오목리 미스킴""(디지털),  20,000원",,90
2019-04-12,01관,"16:00,  내 엄마의 친구 2(디지털),  20,000원",,90
2019-04-17,01관,"14:00,  음란한 병원(디지털),  20,000원",,90
2019-04-19,01관,"16:00,  엄마학개론(디지털),  20,000원",,90
2019-04-29,01관,"19:00,  다시, 봄(디지털),  20,000원",,90
2019-04-30,01관,"19:00,  다시, 봄(디지털),  20,000원",,90
2019-05-01,01관,"19:00,  다시, 봄(디지털),  20,000원",,90
2019-05-02,01관,"19:00,  다시, 봄(디지털),  20,000원",,90
2019-05-03,01관,"19:00,  다시, 봄(디지털),  20,000원",,90
2019-05-04,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-05,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-06,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-07,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-08,01관,"18:00,  남편친구들(디지털),  20,000원",,90
2019-05-09,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-10,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-11,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-12,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-13,01관,"20:30,  왓칭(디지털),  20,000원",,90
2019-05-15,01관,"18:00,  어린고모(디지털),  20,000원",,90
2019-05-23,01관,"18:00,  음란 과외 2(디지털),  20,000원",,90
2019-05-24,01관,"18:00,  음란 과외 2(디지털),  20,000원",,90
2019-05-30,01관,"19:30,  어린 엄마 3(디지털),  20,000원",,90
2019-06-06,01관,"18:00,  막내 형수(디지털),  20,000원",,90
2019-06-07,01관,"18:00,  아빠와 딸(디지털),  20,000원",,90
2019-06-19,01관,"18:00,  누나의 맛(디지털),  20,000원",,90
2019-06-20,01관,"20:20,  롱 리브 더 킹: 목포 영웅(디지털)",,90
2019-06-21,01관,"18:00,  시월드(디지털),  20,000원",,90
2019-06-22,01관,"20:20,  롱 리브 더 킹: 목포 영웅(디지털)",,90
2019-06-30,01관,"22:00,  보도드라이버: 풀코스(디지털),  20,000원",,90
2019-07-01,01관,"22:00,  보도드라이버: 풀코스(디지털)",,90
2019-07-02,01관,"22:00,  보도드라이버: 풀코스(디지털)",,90
2019-07-03,01관,"22:00,  보도드라이버: 풀코스(디지털)",,90
2019-07-04,01관,"22:00,  보도드라이버: 풀코스(디지털)",,90
2019-07-05,01관,"18:11,  이모의유혹2(디지털),  20,000원",,90
2019-07-11,01관,"18:00,  딸의 친구 4(디지털),  20,000원",,90
2019-07-16,01관,"18:00,  비스트(디지털),  20,000원",,90
2019-07-18,01관,"18:00,  막내 이모(디지털),  20,000원",,90
2019-07-25,01관,"18:00,  관전남(디지털),  20,000원",,90
2019-07-26,01관,"18:00,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  20,000원",,90
2019-07-30,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-07-31,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-08-01,01관,"18:00,  어린 처형 2(디지털),  20,000원",,90
2019-08-02,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-08-03,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-08-04,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-08-05,01관,"22:00,  극장판 샤이닝스타:새로운 루나퀸의 탄생!(디지털),  20,000원",,90
2019-08-08,01관,"18:00,  첫경험 2(디지털),  20,000원",,90
2019-08-16,01관,"18:00,  가슴큰엄마들(디지털),  20,000원",,90
2019-08-22,01관,"18:00,  어린 이모 2(디지털),  20,000원",,90
2019-08-30,01관,"23:00,  어린 이모 2(디지털),  20,000원",,90
2019-09-04,01관,"21:00,  이스케이프 플랜 3(디지털),  20,000원",,90
2019-09-05,01관,"18:00,  사돈 처녀 2(디지털),  20,000원",,90
2019-09-06,01관,"17:00,  완벽한 타인 : 비밀의 스와핑 (디지털),  20,000원",,90
2019-09-11,01관,"18:00,  옆집소녀3(디지털),  20,000원",,90
2019-09-19,01관,"22:00,  어린 식모(디지털),  20,000원",,90
2019-09-24,01관,"18:00,  원정녀 1호의 사연 (디지털),  20,000원",,90
2019-09-26,01관,"18:00,  처제의 일기(디지털),  20,000원",,90
2019-09-27,01관,"18:00,  내 여자의 남자들(디지털),  20,000원",,90
2019-10-02,01관,"18:00,  뷰티풀 보이(디지털),  20,000원",,90
2019-10-10,01관,"18:00,  관전녀(디지털),  20,000원",,90
2019-10-11,01관,"18:00,  강남 며느리(디지털),  20,000원",,90
2019-10-17,01관,"18:00,  어린 형수 5(디지털),  20,000원",,90
2019-10-21,01관,"18:00,  극한수업(디지털),  20,000원",,90
2019-10-25,01관,"22:00,  아내의유혹(디지털),  20,000원",,90
