companyCd,companyNm,companyPartNm,movieCd
20158092,DGC,제작사,20158795
20141349,주식회사 디에스이이디,배급사,20158795
20103809,(주)미로비젼,해외세일즈사,20158795
20141768,궁금단영화,제작사,20132801
20156408,무브먼트,배급사,20132801
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20132801
20158148,Timelapse pictures,제작사,20152368
20157293,홀리가든,배급사,20152368
20138735,어썸피플,제작사,20143252
20153629,어썸픽쳐스,제작사,20143252
20138735,어썸피플,배급사,20143252
20101156,어뮤즈,배급사,20143252
20138735,어썸피플,제공,20143252
20139155,(주)무비엔진,제작사,20141611
20063002,(주)인디플러그,배급사,20141611
20063002,(주)인디플러그,제공,20141611
20100036,㈜인디스토리,해외세일즈사,20141611
20050179,(주)아우라씨엔씨,제작사,20133667
20141088,와이드 릴리즈(주),배급사,20133667
20063278,(주)패뷸러스,제작사,20157176
20063278,(주)패뷸러스,배급사,20157176
20101130,(주)서태지컴퍼니,제작사,20159002
20101130,(주)서태지컴퍼니,배급사,20159002
20101135,주식회사 마운틴픽쳐스,제작사,20125648
20143338,(주)드림팩트엔터테인먼트,배급사,20125648
20122497,(유)조이앤컨텐츠그룹,제공,20125648
20101135,주식회사 마운틴픽쳐스,해외세일즈사,20125648
20158108,(주)영화사 통 ,제작사,20156353
20122575,이달투,제작사,20156353
20103809,(주)미로비젼,제작사,20156353
2013216,(주)박수엔터테인먼트,배급사,20156353
20155908,(주)미로스페이스,배급사,20156353
20153489,(주)에이든컴퍼니,제공,20156353
20103809,(주)미로비젼,해외세일즈사,20156353
20141688,두물머리픽쳐스,제작사,20143726
20063002,(주)인디플러그,배급사,20143726
20063002,(주)인디플러그,제공,20143726
20154968,(주)로드하우스,제작사,20158504
20126395,노바엔터테인먼트 ,배급사,20158504
20141510,무서운영화,제작사,20152182
20153894,(주)콘텐츠윙,배급사,20152182
20103809,(주)미로비젼,해외세일즈사,20152182
20141548,(주)리키필름,제작사,20138314
20063002,(주)인디플러그,배급사,20138314
20063002,(주)인디플러그,제공,20138314
20123217,(주)시네마달,해외세일즈사,20138314
20123217,(주)시네마달,홍보사,20138314
20122935,(주)에스에이치필름,제작사,20150941
20100829,예지림엔터테인먼트,배급사,20150941
20122935,(주)에스에이치필름,제공,20150941
20142568,타임와이즈인베스트먼트(주),제공,20150941
20103809,(주)미로비젼,해외세일즈사,20150941
20137175,로드 시네마,제작사,20125246
20101156,어뮤즈,배급사,20125246
20137175,로드 시네마,공동제공,20125246
20137175,로드 시네마,해외세일즈사,20125246
20114813,(주)영화사 조제,제작사,20140191
20141039,하준사,배급사,20140191
20114813,(주)영화사 조제,제공,20140191
20103809,(주)미로비젼,해외세일즈사,20140191
20130183,활동사진,제작사,20149299
20123221,골든타이드픽처스(주),배급사,20149299
20138935,(주)비에이엔터테인먼트,제공,20149299
20141528,산수벤처스,공동제공,20149299
20062557,(주)트리필름,제작사,20152265
20062557,(주)트리필름,배급사,20152265
20062557,(주)트리필름,해외세일즈사,20152265
20063187,㈜리필름,제작사,20155042
20100355,주식회사 루믹스미디어,배급사,20155042
20100848,야간비행,제작사,20148634
20100848,야간비행,배급사,20148634
20100848,야간비행,제공,20148634
20154968,(주)로드하우스,제작사,20156709
20126395,노바엔터테인먼트 ,배급사,20156709
20140746,고구마콘텐츠허브(주),제작사,20159686
20140746,고구마콘텐츠허브(주),배급사,20159686
20157448,다큐창작소,제작사,20141703
20157293,홀리가든,배급사,20141703
20158268,불안한외출배급위원회,배급사,20141703
20158090,쟈비스미디어,제작사,20158385
20158091,PK미디어크레이티브,제작사,20158385
20158090,쟈비스미디어,배급사,20158385
20143248,키호테,제작사,20155926
20114813,(주)영화사 조제,배급사,20155926
20158088,핵존슨,제작사,20161904
20100244,에이라인,배급사,20161904
20062196,곡사,제작사,20101244
20063002,(주)인디플러그,배급사,20101244
20063002,(주)인디플러그,제공,20101244
20062196,곡사,제공,20101244
20062196,곡사,해외세일즈사,20101244
20153989,(주)컴퍼니 숨,제작사,20159224
20101135,주식회사 마운틴픽쳐스,배급사,20159224
20100632,(주)화인픽쳐스,제공,20159224
20153828,윤윤상회,제작사,20143753
20123221,골든타이드픽처스(주),배급사,20143753
20123221,골든타이드픽처스(주),제공,20143753
20063187,㈜리필름,제작사,20158463
20100244,에이라인,배급사,20158463
20155354,더사람픽쳐스,제작사,20156870
20155354,더사람픽쳐스,배급사,20156870
20142248,아시아프레스,제작사,20158943
20142435,(주)씨네포트,제작사,20158943
20123217,(주)시네마달,배급사,20158943
20154168,에이치케이 이엔엠,제작사,20157155
20156809,(주)로이테미디어,배급사,20157155
20157828,강의석필름,제작사,20150921
20157293,홀리가든,배급사,20150921
20157028,부산MBC,제작사,20153313
20130212,(주)씨에이씨엔터테인먼트,배급사,20153313
20136715,(주)영화사히트,제작사,20189862
20136715,(주)영화사히트,배급사,20189862
20100004,지오엔터테인먼트,제작사,20113634
20123221,골든타이드픽처스(주),배급사,20113634
20123497,(주)산타크루즈,제공,20113634
20101104,(주)나이너스엔터테인먼트,해외세일즈사,20113634
20063099,(주)케이알씨지,제작사,20150604
20063099,(주)케이알씨지,배급사,20150604
20063099,(주)케이알씨지,제작사,20151801
20063099,(주)케이알씨지,배급사,20151801
20141397,영화사 인연,제작사,20161882
20112175,(주)소나무픽쳐스,배급사,20161882
20100935,(주)씨네토리,제작사,20162901
20112175,(주)소나무픽쳐스,배급사,20162901
20063058,(주)피터팬픽쳐스,제작사,20165441
20143338,(주)드림팩트엔터테인먼트,배급사,20165441
20139616,밀크픽처스,제작사,20158203
20126395,노바엔터테인먼트 ,배급사,20158203
20139155,(주)무비엔진,제작사,20148843
20143338,(주)드림팩트엔터테인먼트,배급사,20148843
20141528,산수벤처스,제공,20148843
20122497,(유)조이앤컨텐츠그룹,해외세일즈사,20148843
20101104,(주)나이너스엔터테인먼트,해외세일즈사,20148843
20140746,고구마콘텐츠허브(주),제작사,20155744
20140746,고구마콘텐츠허브(주),배급사,20155744
20100078,(주)김기덕 필름,제작사,20147929
20100078,(주)김기덕 필름,배급사,20147929
20100078,(주)김기덕 필름,제공,20147929
20100851,(주)화인컷,해외세일즈사,20147929
20062561,아방가르드 필름,제작사,20149491
20062561,아방가르드 필름,배급사,20149491
20140808,(주)영화사레드피터,제작사,20156564
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20156564
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20156564
20142968,(주)콘텐츠판다,해외세일즈사,20156564
20126515,(주)영화사 월광,제작사,20145507
20122737,(주)사나이픽처스,제작사,20145507
20100103,(주)쇼박스,배급사,20145507
20100103,(주)쇼박스,제공,20145507
20137115,(주)인터파크,공동제공,20145507
20100103,(주)쇼박스,해외세일즈사,20145507
20141399,(주)포스크리에이티브파티,제작서비스-시각효과/특수효과,20145507
20101663,(주)다크서클픽쳐스,제작사,20159646
20100043,워너브러더스 코리아(주),제작사,20159646
20155988,(주)영화사하얼빈,제작사,20159646
20100043,워너브러더스 코리아(주),배급사,20159646
20103668,워너 브러더스 픽쳐스,제공,20159646
20100851,(주)화인컷,해외세일즈사,20159646
20100386,(주)어나더썬데이,제작사,20154910
20138935,(주)비에이엔터테인먼트,제작사,20154910
20100103,(주)쇼박스,배급사,20154910
20100103,(주)쇼박스,제공,20154910
20100103,(주)쇼박스,해외세일즈사,20154910
20100947,(주)태원엔터테인먼트,제작사,20156250
20110854,씨제이이앤엠(주),배급사,20156250
20137277,IBK 기업은행,제공,20156250
20110854,씨제이이앤엠(주),제공,20156250
20114875,KBS,공동제공,20156250
20137715,KBS 미디어,공동제공,20156250
20100851,(주)화인컷,해외세일즈사,20156250
20100109,씨제이엔터테인먼트,해외세일즈사,20156250
20137896,(주)용필름,제작사,20153444
20100103,(주)쇼박스,배급사,20153444
20100103,(주)쇼박스,제공,20153444
20100103,(주)쇼박스,해외세일즈사,20153444
20141399,(주)포스크리에이티브파티,제작서비스-시각효과/특수효과,20153444
20169368,(주)사이드미러,제작사,20140194
20124236,이십세기폭스 인터내셔널 프로덕션,제작사,20140194
20100041,이십세기폭스코리아(주),배급사,20140194
20100041,이십세기폭스코리아(주),제공,20140194
20100851,(주)화인컷,해외세일즈사,20140194
2016841,(주)하이브미디어코프,제작사,20150979
20040117,(주)영화사호필름,제작사,20150979
20100807,(주)디씨지플러스,제작사,20150979
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20150979
20100807,(주)디씨지플러스,제공,20150979
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20150979
20100520,롯데쇼핑㈜롯데엔터테인먼트,해외세일즈사,20150979
20141399,(주)포스크리에이티브파티,제작서비스-시각효과/특수효과,20150979
20100450,영화사 집,제작사,20161725
20110854,씨제이이앤엠(주),배급사,20161725
20110854,씨제이이앤엠(주),제공,20161725
20100109,씨제이엔터테인먼트,해외세일즈사,20161725
20130212,(주)씨에이씨엔터테인먼트,제작사,20144641
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20144641
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20144641
20142968,(주)콘텐츠판다,해외세일즈사,20144641
20123223,주식회사 제이오엔터테인먼트코리아,제작사,20171164
20172721,커넥트픽쳐스(주),배급사,20171164
20063037,굿초이스컷픽쳐스(주),제작사,20154661
20110854,씨제이이앤엠(주),배급사,20154661
20110854,씨제이이앤엠(주),제공,20154661
20100109,씨제이엔터테인먼트,해외세일즈사,20154661
20122737,(주)사나이픽처스,제작사,20153443
20110854,씨제이이앤엠(주),배급사,20153443
20110854,씨제이이앤엠(주),제공,20153443
20100109,씨제이엔터테인먼트,해외세일즈사,20153443
20141399,(주)포스크리에이티브파티,제작서비스-시각효과/특수효과,20153443
20155529,호두앤유 엔터테인먼트(주),제작사,20150972
20157468,(주)영화사람,제작사,20150972
20100103,(주)쇼박스,배급사,20150972
20100103,(주)쇼박스,제공,20150972
20100103,(주)쇼박스,해외세일즈사,20150972
20141399,(주)포스크리에이티브파티,제작서비스-시각효과/특수효과,20150972
20111289,(주)엠픽처스,제작사,20159644
20153528,(주)에스엔케이픽처스,제작사,20159644
20110854,씨제이이앤엠(주),배급사,20159644
20110854,씨제이이앤엠(주),제공,20159644
20100109,씨제이엔터테인먼트,해외세일즈사,20159644
20100362,(주)영화사비단길,제작사,20142406
20110854,씨제이이앤엠(주),배급사,20142406
20110854,씨제이이앤엠(주),제공,20142406
20100109,씨제이엔터테인먼트,해외세일즈사,20142406
20139536,(주)콘텐츠케이,제작사,20159645
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20159645
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20159645
20142968,(주)콘텐츠판다,해외세일즈사,20159645
20110854,씨제이이앤엠(주),제작사,20142621
20040050,상상필름(주),제작사,20142621
20110854,씨제이이앤엠(주),배급사,20142621
20110854,씨제이이앤엠(주),제공,20142621
20100109,씨제이엔터테인먼트,해외세일즈사,20142621
20101097,(주) 루스이소니도스,제작사,20158482
20141469,메가박스중앙(주)플러스엠,배급사,20158482
20141469,메가박스중앙(주)플러스엠,제공,20158482
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20158482
20139535,다이스필름(주),제작사,20153741
20141469,메가박스중앙(주)플러스엠,배급사,20153741
20141469,메가박스중앙(주)플러스엠,제공,20153741
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20153741
20100340,(주)수필름,제작사,20152371
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20152371
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20152371
20100520,롯데쇼핑㈜롯데엔터테인먼트,해외세일즈사,20152371
20123320,(주)조이래빗,제작사,20158483
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20158483
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20158483
20142968,(주)콘텐츠판다,해외세일즈사,20158483
20130328,영화사올(주),제작사,20152782
20154588,(주)발렌타인필름,제작사,20152782
20141469,메가박스중앙(주)플러스엠,배급사,20152782
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20152782
20100303,(주)시네마서비스,제작사,20159648
20110854,씨제이이앤엠(주),배급사,20159648
20110854,씨제이이앤엠(주),제공,20159648
20100109,씨제이엔터테인먼트,해외세일즈사,20159648
20141613,리양필름(주),제작사,20150977
20100278,(주)제이케이필름,제작사,20150977
20110854,씨제이이앤엠(주),배급사,20150977
20110854,씨제이이앤엠(주),제공,20150977
20100109,씨제이엔터테인먼트,해외세일즈사,20150977
20100410,오퍼스픽쳐스(유),제작사,20163521
20100410,오퍼스픽쳐스(유),배급사,20163521
20100410,오퍼스픽쳐스(유),제공,20163521
20100410,오퍼스픽쳐스(유),해외세일즈사,20163521
20100158,케이엠컬쳐㈜,제작사,20150968
20141469,메가박스중앙(주)플러스엠,배급사,20150968
20141469,메가박스중앙(주)플러스엠,제공,20150968
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20150968
20123837,영화사 문(주),제작사,20068576
20100103,(주)쇼박스,배급사,20068576
20100103,(주)쇼박스,제공,20068576
20100103,(주)쇼박스,해외세일즈사,20068576
20123063,(주)빅스톤픽쳐스,제작사,20154906
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20154906
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20154906
20100520,롯데쇼핑㈜롯데엔터테인먼트,해외세일즈사,20154906
20141515,(주)영화사수작,제작사,20145396
20140888,모티브픽쳐스(주),제작사,20145396
20100807,(주)디씨지플러스,제작사,20145396
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20145396
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20145396
20142968,(주)콘텐츠판다,해외세일즈사,20145396
20100558,(주)바른손이앤에이,제작사,20154905
20100103,(주)쇼박스,배급사,20154905
20100103,(주)쇼박스,제공,20154905
20100103,(주)쇼박스,해외세일즈사,20154905
20124216,더램프(주),제작사,20145506
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20145506
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20145506
20100520,롯데쇼핑㈜롯데엔터테인먼트,해외세일즈사,20145506
20100004,지오엔터테인먼트,제작사,20156559
20063066,(주)퍼플켓츠필름,제작사,20156559
20154814,(주)빅스토리픽쳐스,제작사,20156559
20158048,(주)콘텐츠 난다긴다,배급사,20156559
20114832,미시간벤처캐피탈(주),제공,20156559
20103809,(주)미로비젼,해외세일즈사,20156559
20168548,(주)영화사 좋은날,제작사,20157466
20100807,(주)디씨지플러스,제작사,20157466
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20157466
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20157466
20138657,(주)파인컴퍼니,공동제공,20157466
20100520,롯데쇼핑㈜롯데엔터테인먼트,해외세일즈사,20157466
20157708,(주)더블유 팩토리,제작사,20142641
20110854,씨제이이앤엠(주),배급사,20142641
20110854,씨제이이앤엠(주),제공,20142641
20100109,씨제이엔터테인먼트,해외세일즈사,20142641
20154908,주식회사 브레인샤워,제작사,20159641
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20159641
20142968,(주)콘텐츠판다,제공,20159641
20100932,(주)넥스트엔터테인먼트월드(NEW),공동제공,20159641
20142968,(주)콘텐츠판다,해외세일즈사,20159641
20142929,(주)무비스퀘어,제작사,20150564
20125875,(주)프레인글로벌,배급사,20150564
2013214,(주)제이콘컴퍼니,제공,20150564
20100851,(주)화인컷,해외세일즈사,20150564
20169708,아툰즈,제작사,20162704
20110854,씨제이이앤엠(주),제작사,20162704
20110854,씨제이이앤엠(주),배급사,20162704
20123840,(주)영화사거미,제작사,20140704
20101146,필름트레인,제작사,20140704
20110854,씨제이이앤엠(주),배급사,20140704
20110854,씨제이이앤엠(주),제공,20140704
20100109,씨제이엔터테인먼트,해외세일즈사,20140704
20100128,(주)주피터필름,제작사,20151021
20139617,(주)리틀빅픽쳐스,배급사,20151021
20139617,(주)리틀빅픽쳐스,제공,20151021
20139617,(주)리틀빅픽쳐스,해외세일즈사,20151021
20100068,(주)영화사봄,제작사,20145502
20100103,(주)쇼박스,배급사,20145502
20100103,(주)쇼박스,제공,20145502
20137115,(주)인터파크,공동제공,20145502
20100103,(주)쇼박스,해외세일즈사,20145502
20162241,엠앤씨에프,제작사,20170247
20100036,㈜인디스토리,배급사,20170247
20101564,(주)보리픽쳐스,제작사,20159643
20111582,(주)엣나인필름,배급사,20159643
20063292,필라멘트픽쳐스,제공,20159643
20100109,씨제이엔터테인먼트,해외세일즈사,20159643
20168769,주식회사 영화사다,제작사,20150902
20114894,(주)대명문화공장,배급사,20150902
20139617,(주)리틀빅픽쳐스,배급사,20150902
20114894,(주)대명문화공장,제공,20150902
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20150902
20061769,스튜디오홀호리(주),제작사,20166541
20142968,(주)콘텐츠판다,제작사,20166541
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20166541
20142968,(주)콘텐츠판다,제공,20166541
20100932,(주)넥스트엔터테인먼트월드(NEW),공동제공,20166541
20103412,(주)MBC,공동제공,20166541
20114833,케이티비네트워크(주),공동제공,20166541
20142968,(주)콘텐츠판다,해외세일즈사,20166541
20111552,주식회사 다다쇼,제작사,20148460
20100851,(주)화인컷,제작사,20148460
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20148460
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20148460
20100851,(주)화인컷,공동제공,20148460
20100545,(주)명필름,공동제공,20148460
20100851,(주)화인컷,해외세일즈사,20148460
20160682,한국탐사저널리즘센터,제작사,20163041
20111582,(주)엣나인필름,배급사,20163041
20123217,(주)시네마달,해외세일즈사,20163041
20141968,(주)아이코닉스,제작사,20150566
20156248,(주)스튜디오게일,제작사,20150566
20141968,(주)아이코닉스,배급사,20150566
20141968,(주)아이코닉스,제공,20150566
20100572,한국영화아카데미,제작사,20161589
20063097,주식회사 뭉클픽쳐스,제작사,20161589
20102327,CGV아트하우스,배급사,20161589
20100548,영화진흥위원회,제공,20161589
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20161589
20000384,(주)삼지애니메이션,제작사,20159657
20000384,(주)삼지애니메이션,배급사,20159657
20000384,(주)삼지애니메이션,제공,20159657
20000384,(주)삼지애니메이션,해외세일즈사,20159657
20100340,(주)수필름,제작사,20158242
20100520,롯데쇼핑㈜롯데엔터테인먼트,배급사,20158242
20100520,롯데쇼핑㈜롯데엔터테인먼트,제공,20158242
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20158242
20100036,㈜인디스토리,제작사,20151022
20102327,CGV아트하우스,배급사,20151022
20102327,CGV아트하우스,제공,20151022
20100851,(주)화인컷,해외세일즈사,20151022
20114875,KBS,제작사,20162381
20063240,파이오니아21,배급사,20162381
20100812,㈜디지아트프로덕션,제작사,20165961
20168728,씨네그루(주)키다리이엔티,배급사,20165961
20103412,(주)MBC,제작사,20162461
20142048,(주)이수C&E,배급사,20162461
20142048,(주)이수C&E,제공,20162461
20100851,(주)화인컷,해외세일즈사,20162461
20100499,(주)신씨네,제작사,20143509
20139617,(주)리틀빅픽쳐스,배급사,20143509
20100499,(주)신씨네,제공,20143509
20103809,(주)미로비젼,해외세일즈사,20143509
20112452,(주)드림써치C&C,제작사,20150903
20101784,한국교육방송공사 EBS,제작사,20150903
20168728,씨네그루(주)키다리이엔티,배급사,20150903
20112452,(주)드림써치C&C,제공,20150903
20101784,한국교육방송공사 EBS,제공,20150903
20140742,(주)어바웃필름,제작사,20150901
20114894,(주)대명문화공장,배급사,20150901
20139617,(주)리틀빅픽쳐스,배급사,20150901
20114894,(주)대명문화공장,제공,20150901
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20150901
20124237,(주)엠씨엠씨,제작사,20160472
20168728,씨네그루(주)키다리이엔티,배급사,20160472
20124237,(주)엠씨엠씨,제공,20160472
20110854,씨제이이앤엠(주),제공,20160472
20168728,씨네그루(주)키다리이엔티,공동제공,20160472
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20160472
20168868,프랭키영화문화산업전문(주),제작사,20162431
20100829,예지림엔터테인먼트,배급사,20162431
20168868,프랭키영화문화산업전문(주),제공,20162431
20141968,(주)아이코닉스,공동제공,20162431
20030156,(주)리퀴드브레인스튜디오,공동제공,20162431
20100078,(주)김기덕 필름,제작사,20167867
20100932,(주)넥스트엔터테인먼트월드(NEW),배급사,20167867
20100078,(주)김기덕 필름,제공,20167867
20100932,(주)넥스트엔터테인먼트월드(NEW),제공,20167867
20100851,(주)화인컷,해외세일즈사,20167867
20063229,(주)와이지엔터테인먼트,제작사,20165042
20063188,씨제이 씨지브이(CJ CGV)(주),배급사,20165042
20157988,(재)CBS,제작사,20161603
20157988,(재)CBS,배급사,20161603
20157108,(주)영화사 안다미로,배급사,20161603
20157390,더퀸디앤엠 주식회사,제작사,20152370
20100410,오퍼스픽쳐스(유),배급사,20152370
20100410,오퍼스픽쳐스(유),제공,20152370
20100410,오퍼스픽쳐스(유),해외세일즈사,20152370
20141655,(주)아토,제작사,20153450
20111582,(주)엣나인필름,배급사,20153450
20063292,필라멘트픽쳐스,제공,20153450
20100851,(주)화인컷,해외세일즈사,20153450
20138935,(주)비에이엔터테인먼트,제작사,20155223
20100410,오퍼스픽쳐스(유),배급사,20155223
20162101,(주)노버스미디어코프,제공,20155223
20100410,오퍼스픽쳐스(유),제공,20155223
20100410,오퍼스픽쳐스(유),해외세일즈사,20155223
20126116,광화문시네마,제작사,20150970
20142968,(주)콘텐츠판다,배급사,20150970
20139196,TCO(주)더콘텐츠온,배급사,20150970
20142968,(주)콘텐츠판다,제공,20150970
20139196,TCO(주)더콘텐츠온,공동제공,20150970
20142968,(주)콘텐츠판다,해외세일즈사,20150970
20100543,국가인권위원회,제작사,20145182
20123496,정지우 필름,제작사,20145182
20125875,(주)프레인글로벌,배급사,20145182
20102327,CGV아트하우스,배급사,20145182
20125875,(주)프레인글로벌,제공,20145182
20100851,(주)화인컷,해외세일즈사,20145182
20160481,엘씨오픽쳐스,제작사,20158982
20153568,(주)스톰픽쳐스코리아,배급사,20158982
20142048,(주)이수C&E,배급사,20158982
20153568,(주)스톰픽쳐스코리아,제공,20158982
20000384,(주)삼지애니메이션,제작사,20165981
20000384,(주)삼지애니메이션,배급사,20165981
20161821,휴메니테라픽쳐스(주),제작사,20162022
20161241,컴퍼니에이이엔티(주),제작사,20162022
20153568,(주)스톰픽쳐스코리아,배급사,20162022
20139196,TCO(주)더콘텐츠온,배급사,20162022
20153568,(주)스톰픽쳐스코리아,제공,20162022
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20162022
20100185,동우에이앤이(주),제작사,20160261
2013216,(주)박수엔터테인먼트,배급사,20160261
20139537,(주)한이야기,제작사,20166127
20122471,(주)인벤트스톤,배급사,20166127
20158370,(주)디스테이션,배급사,20166127
20125275,컴퍼니케이파트너스(주),제공,20166127
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20166127
20100947,(주)태원엔터테인먼트,제작사,20160041
20110854,씨제이이앤엠(주),배급사,20160041
20137277,IBK 기업은행,제공,20160041
20110854,씨제이이앤엠(주),제공,20160041
20114875,KBS,공동제공,20160041
20137715,KBS 미디어,공동제공,20160041
20111552,주식회사 다다쇼,제작사,20163098
20140808,(주)영화사레드피터,제작사,20163098
20141469,메가박스중앙(주)플러스엠,배급사,20163098
20141469,메가박스중앙(주)플러스엠,제공,20163098
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20163098
20100572,한국영화아카데미,제작사,20159286
20063002,(주)인디플러그,배급사,20159286
20100548,영화진흥위원회,제공,20159286
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20159286
20168888,(주)메이저타운,제작사,20161722
20169148,(주)더재미팩토리,제작사,20161722
20100392,(주)알지엔터웍스,제작사,20161722
20139842,(주)라이크 콘텐츠,배급사,20161722
20168888,(주)메이저타운,제공,20161722
20169149,(주)프레스토인베스트먼트,공동제공,20161722
20125755,시네마팩토리,제작사,20144441
20142968,(주)콘텐츠판다,배급사,20144441
20141528,산수벤처스,제공,20144441
20142968,(주)콘텐츠판다,해외세일즈사,20144441
20169308,(주)엘픽쳐스,제작사,20152746
20153568,(주)스톰픽쳐스코리아,배급사,20152746
20153568,(주)스톰픽쳐스코리아,제공,20152746
20100332,(주)영화제작전원사,제작사,20169730
20100332,(주)영화제작전원사,배급사,20169730
20142968,(주)콘텐츠판다,배급사,20169730
20100332,(주)영화제작전원사,제공,20169730
20100851,(주)화인컷,해외세일즈사,20169730
20123221,골든타이드픽처스(주),제작사,20152541
20100410,오퍼스픽쳐스(유),배급사,20152541
20100410,오퍼스픽쳐스(유),제공,20152541
20100410,오퍼스픽쳐스(유),해외세일즈사,20152541
20169588,(주)버디필름,제작사,20133071
20143338,(주)드림팩트엔터테인먼트,배급사,20133071
20100933,(주)률필름,제작사,20162541
20125875,(주)프레인글로벌,배급사,20162541
20153568,(주)스톰픽쳐스코리아,배급사,20162541
20153568,(주)스톰픽쳐스코리아,제공,20162541
20125875,(주)프레인글로벌,공동제공,20162541
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20162541
20157248,(주)하이하버픽쳐스,제작사,20162927
20158008,(주)모멘텀엔터테인먼트,배급사,20162927
20153508,(주)라임오렌지팩토리,제작사,20157441
20143338,(주)드림팩트엔터테인먼트,배급사,20157441
20153508,(주)라임오렌지팩토리,제공,20157441
20103809,(주)미로비젼,해외세일즈사,20157441
20101554,민영화사,제작사,20155301
20139617,(주)리틀빅픽쳐스,배급사,20155301
20101554,민영화사,제공,20155301
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20155301
20162001,후즈닷컴,제작사,20162608
20123217,(주)시네마달,배급사,20162608
20123217,(주)시네마달,해외세일즈사,20162608
20000384,(주)삼지애니메이션,제작사,20164527
20000384,(주)삼지애니메이션,배급사,20164527
20063240,파이오니아21,제작사,20161694
20063240,파이오니아21,배급사,20161694
20100185,동우에이앤이(주),제작사,20165521
2013216,(주)박수엔터테인먼트,배급사,20165521
20139236,(주)에스엠 컬처앤콘텐츠,제작사,20142706
20114894,(주)대명문화공장,배급사,20142706
20139617,(주)리틀빅픽쳐스,배급사,20142706
20114894,(주)대명문화공장,제공,20142706
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20142706
20155312,(주)수현재엔터테인먼트,제작사,20152369
20139617,(주)리틀빅픽쳐스,배급사,20152369
20155312,(주)수현재엔터테인먼트,제공,20152369
20100851,(주)화인컷,해외세일즈사,20152369
20161081,영화사 숨비,제작사,20162969
20100631,(주)영화사 진진,배급사,20162969
20157129,퍼레이드 픽쳐스,제작사,20155388
20138957,(주)나무와 숲,제작사,20155388
20114894,(주)대명문화공장,배급사,20155388
20100929,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),배급사,20155388
20114894,(주)대명문화공장,제공,20155388
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20155388
20100572,한국영화아카데미,제작사,20155390
20102327,CGV아트하우스,배급사,20155390
20100548,영화진흥위원회,제공,20155390
20102327,CGV아트하우스,공동제공,20155390
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20155390
20154429,(주)인스터,제작사,20158822
20063002,(주)인디플러그,배급사,20158822
20100652,(재)전주국제영화제조직위원회,제공,20158822
20063002,(주)인디플러그,제공,20158822
20100904,(주)엠라인디스트리뷰션,해외세일즈사,20158822
20158008,(주)모멘텀엔터테인먼트,제작사,20157064
20158008,(주)모멘텀엔터테인먼트,배급사,20157064
20063229,(주)와이지엔터테인먼트,제공,20157064
20114832,미시간벤처캐피탈(주),공동제공,20157064
20158008,(주)모멘텀엔터테인먼트,공동제공,20157064
20101097,(주) 루스이소니도스,제작사,20158824
20142968,(주)콘텐츠판다,배급사,20158824
20142968,(주)콘텐츠판다,제공,20158824
