순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1217,오렌지필름 기획전 - do not reply,,"613,000",0.0%,"613,000",95,95,1,5,한국,한국,,,,기타,,
1219,2017 한국영화아카데미 33기 졸업영화제 - 실습작 A,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,"김영국,김지현,송주성,곽승민,강한별",
1219,2017 한국영화아카데미 33기 졸업영화제 - 실습작 B,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,"김영록,최훈태,손예은,박지은,유수민,정종헌",
1219,2017 한양대학교 졸업영화제 Exit 2,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,2017 한양대학교 졸업영화제 Exit 3,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,2017 한양대학교 졸업영화제 Exit 4,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,2017 한양대학교 졸업영화제 Exit 5,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,2018 중앙영화제 새벽,,"470,000",0.0%,"470,000",94,94,1,1,한국,한국,,,,기타,,
1219,AISFF 2018 인디스토리 특별전 그룹3,,"463,000",0.0%,"463,000",94,94,1,1,한국,한국,,,,기타,,
1219,운신불지처,,"376,000",0.0%,"376,000",94,94,1,1,한국,"한국,중국",,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션1,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션11,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션13,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션15,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션17,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션19,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션21,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션23,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션3,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션5,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션7,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제 20회 한국예술종합학교 졸업영화제 섹션9,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션1,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션10,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션12,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션14,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션16,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션18,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션19,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션21,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션23,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션25,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션27,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션3,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션5,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,제19회 한예종 졸업영화제 섹션7,,"376,000",0.0%,"376,000",94,94,1,1,한국,한국,,,,기타,,
1219,황제,,"639,000",0.0%,"639,000",94,94,1,4,한국,한국,,,,범죄,"민병훈,이상훈",
1255,SIFF2017-특별단편 6,,"619,400",0.0%,"619,400",93,93,1,3,한국,한국,,,,기타,,
1255,디렉터스 컷,2015.7.2,"558,000",0.0%,"3,532,000",93,528,1,1,한국,한국,야간비행,야간비행,12세이상관람가,드라마,박준범,"박정표,한송희,김하영,장기훈,강동석,김미승,김종진,박근태,손기현,장원경,조병석,최원욱"
1255,진시황제와 만리장성,,"186,000",0.0%,"861,000",93,437,1,2,한국,한국,,,,드라마,권영순,"김진규,김지미,김승호,박노식"
1255,칠곡 가시나들,2019.2.27,"550,000",0.0%,"550,000",93,93,1,2,한국,한국,주식회사 단유필름,"(주)인디플러그,(주)더 피플",전체관람가,다큐멘터리,김재환,"박금분,곽두조,강금연,안윤선,박월선,김두선,이원순,박복형,주석희"
1259,1월 단편 상상극장-김초희 단편전,,"728,400",0.0%,"728,400",92,92,1,9,한국,한국,,,,기타,,
1259,그 사람 그 사랑 그 세상,2014.11.20,"184,000",0.0%,"302,923,000",92,"42,337",1,10,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
1259,미씽: 사라진 여자,2016.11.30,"565,000",0.0%,"8,882,181,256",92,"1,153,201",1,8,한국,한국,다이스필름(주),메가박스중앙(주)플러스엠,15세이상관람가,미스터리,이언희,"서하늬,엄지원,공효진,강태수,김광호,김석태,김용철,김해일,서인덕,안재만,고준,김선영,홍성덕,박명신,이성욱,우기홍,주민하"
1259,오렌지필름 영화제 머리에 얹은 마음,,"638,000",0.0%,"638,000",92,92,1,3,한국,한국,,,,기타,,
1263,귀향,2009.11.5,"182,000",0.0%,"1,352,000",91,285,1,9,한국,한국,,실버스푼,청소년관람불가,"드라마,판타지",안선경,"박지아,이새별,박상훈,김태완,박병훈,주영호,박지환,장리우"
1263,룸싸롱 맛있는 서비스,2018.8.9,"515,000",0.0%,"515,000",91,91,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,"김현진,희우,최철민"
1263,어느 여름날 밤에,2017.4.6,"597,000",0.0%,"1,477,000",91,189,5,31,한국,한국,이상우 필름,이상우 필름,청소년관람불가,드라마,김헌,"김태훈,최재성,신원호,장기원,이상우"
1263,착한 자매들,2018.10.12,"509,000",0.0%,"509,000",91,91,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1267,고양이의 숲,,"540,000",0.0%,"540,000",90,90,1,1,한국,한국,시네마 달래,시네마 달래,전체관람가,다큐멘터리,강민현,진현
1267,메이킹 패밀리,2016.11.28,"532,000",0.0%,"1,158,500",90,205,1,29,한국,"한국,중국","(주)한맥문화,(주)제이제이픽쳐스",(주)리틀빅픽쳐스,12세이상관람가,"멜로/로맨스,드라마",조진모,"김하늘,문메이슨,리즈팅,김용주,김정우,문시현,박준현"
1267,시선 사이,2016.6.9,"630,000",0.0%,"18,290,200",90,"2,434",1,1,한국,한국,"국가인권위원회,(주) 루스이소니도스",(주)영화사 진진,12세이상관람가,드라마,"최익환,이광국","정예녹,김동완,오광록,박주희,서영화,윤영민,정지훈,최희서,백수장"
1267,작별,2008.3.27,"540,000",0.0%,"9,434,500",90,"1,439",1,1,한국,한국,스튜디오두마,(주)영화사 진진,전체관람가,다큐멘터리,황윤,"김혜진,김영준"
1267,침묵의 숲,,"540,000",0.0%,"540,000",90,90,1,1,한국,한국,,,,다큐멘터리,황윤,
1272,마지막 첫사랑_썸머프라이드시네마,,"613,000",0.0%,"613,000",88,88,1,2,한국,한국,,,,기타,,
1273,내일부터 우리는,,"607,000",0.0%,"607,000",87,87,1,2,한국,한국,,,,드라마,윤성호,
1273,"혜화, 동",2011.2.17,"532,000",0.0%,"88,747,400",87,"11,880",1,3,한국,한국,비밀의화원,㈜인디스토리,15세이상관람가,드라마,민용근,"유다인,유연석,박혁권,신지민,박진수,안유미,김나연,김대중,정경희,김태인,최성준,박성준,이진숙,김주연,이현주,이성은,길해연,조덕제,장리우,리우진,한인미,박성연"
1275,8월 단편 상상극장-나는 아직도 요조가 궁금하여…,,"680,000",0.0%,"680,000",85,85,1,5,한국,한국,,,,기타,,
1275,지금은맞고그때는틀리다,2015.9.24,"826,992",0.0%,"665,149,092",85,"80,734",1,5,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
1277,노맨스랜드,2018.7.18,"601,000",0.0%,"601,000",84,84,2,16,한국,한국,영화사 유일무이,영화사 유일무이,15세이상관람가,"코미디,미스터리,공포(호러),뮤지컬","박중하,신지현,김상혁,지화자","박주용,이상희,김호원,김예나,박성일,박중하,박혜진,신지현,이민우"
1277,산딸기 4,1991.3.23,"168,000",0.0%,"168,000",84,84,1,3,한국,한국,(주)태광영화사,,연소자관람불가,"사극,성인물(에로)",윤지형,"강혜지,최재호,김국현"
1277,여친 언니,2018.10.4,"495,000",0.0%,"495,000",84,84,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,희우
1280,SIFF2017-선택단편 1,,"577,000",0.0%,"577,000",83,83,1,3,한국,한국,,,,기타,,
1280,천에 오십 반지하,,"437,000",0.0%,"627,000",83,121,1,3,한국,한국,,,,다큐멘터리,강민지,
1282,내가 사는 세상,2019.3.7,"556,000",0.0%,"556,000",82,82,1,5,한국,한국,,㈜인디스토리,12세이상관람가,드라마,최창환,"곽민규,김시은,박지홍,유지영,김용삼,임호준"
1282,우리 학교,2007.3.29,"554,000",0.0%,"213,587,000",82,"34,823",1,2,한국,한국,스튜디오느림보,"(주)영화사 진진,아트플러스시네마네트워크",전체관람가,다큐멘터리,김명준,"조경래,김화수,조명수,홍성택,홍성화,조성래,김희숙,김희윤,박용일,조영래,박지연,박지영,조창휘,변재훈,강성룡,서정화,김대황,김일수,윤병철,장광수,장영진,정미나,박선화,박세영,박순애,박애리,박애리,정시영,오희연,정지수,김정복,김순,오경준,김지연"
1282,제11회 대단한단편영화제 배우 특별전,,"656,000",0.0%,"656,000",82,82,1,3,한국,한국,,,,기타,,
1285,[인디포럼2017]신작전04 용기를 가져!,,"486,000",0.0%,"486,000",81,81,1,2,한국,한국,,,,기타,,
1285,[인디포럼2017]신작전08 같이 좀 살자,,"471,000",0.0%,"471,000",81,81,1,2,한국,한국,,,,기타,,
1285,곡성,2016.5.12,"788,000",0.0%,"55,864,308,382",81,"6,879,989",1,10,한국,"한국,미국","(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경,백승철,이정은,박성연"
1285,노래방 : 화끈한 여자들,2018.11.9,"578,000",0.0%,"578,000",81,81,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,이채담
1285,탐하다: 욕망의 섬,2017.5.1,"450,000",0.0%,"450,000",81,81,20,20,한국,한국,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,청소년관람불가,"스릴러,공포(호러)",김진성,"한재범,김화연,박초현,이민식,이승호,황인보"
1290,13th 필름다빈 프로젝트 : 김현목 배우전,,"800,000",0.0%,"800,000",80,80,1,1,한국,한국,,,,기타,,
1290,개인교수 : 성적 올리기,2018.10.25,"486,000",0.0%,"486,000",80,80,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"윤재,윤재"
1290,극장판 꼬마버스 타요의 에이스 구출작전,2016.1.21,"400,000",0.0%,"906,299,900",80,"135,478",1,2,한국,한국,"(주)아이코닉스,(주)스튜디오게일",(주)아이코닉스,전체관람가,애니메이션,류정우,
1290,대구단편영화제 경쟁6,,"552,000",0.0%,"552,000",80,80,1,2,한국,한국,,,,기타,,
1290,스파이,2013.9.5,"720,000",0.0%,"24,513,098,305",80,"3,436,092",1,1,한국,"한국,태국","(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진,김소진,차순배,서현우,이나라,박지연,정인기"
1290,인디애니페스트2017 독립보행2,,"480,000",0.0%,"480,000",80,80,1,2,한국,한국,,,,애니메이션,,
1296,[인디포럼2017]개막식 나와 당신+종달리,,"790,000",0.0%,"790,000",79,79,1,1,한국,한국,,,,기타,,
1296,귀신과 함께 춤을,2018.11.30,"158,000",0.0%,"158,000",79,79,1,1,한국,한국,(주)인피니티엔터테인먼트,(주)인피니티엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",백감독,"이관훈,주민하,김진호,이재준"
1296,제12회 대단한 단편영화제 감독 특별전,,"632,000",0.0%,"632,000",79,79,1,3,한국,한국,,,,기타,이옥섭,
1299,60일의 썸머,2018.10.25,"416,500",0.0%,"416,500",78,78,5,18,한국,한국,(주)한영씨앤텍,주식회사 마운틴픽쳐스,15세이상관람가,드라마,김희영,"장광,연준석,강민지,김가현,김민재,김승환,김지은,박완규,이승현"
1299,[인디포럼2018] 신작전 11 이상한 나라의 하우스,,"546,000",0.0%,"546,000",78,78,1,2,한국,한국,,,,기타,,
1299,바다로 가자,,"541,200",0.0%,"541,200",78,78,1,2,한국,한국,,,,다큐멘터리,김량,
1299,제16회 미쟝센 단편영화제 수상작 특별전 단편섹션 1,,"390,000",0.0%,"390,000",78,78,1,4,한국,한국,,,,기타,,
1303,엄마친구 5,2018.8.24,"625,000",0.0%,"625,000",77,77,20,21,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,서은영
1303,제11회 대단한단편영화제 단편 경쟁 섹션 2,,"616,000",0.0%,"616,000",77,77,1,3,한국,한국,,,,기타,,
1303,착한 엄마 2,2018.10.19,"481,000",0.0%,"481,000",77,77,20,20,한국,한국,"(주)영화사 사계절,대호필름",(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,
1306,2017 강원영상인육성사업-단편부문 제작지원작 상영회,,"684,000",0.0%,"684,000",76,76,1,1,한국,한국,,,,기타,,
1306,[인디포럼2018] 신작전 09 스스로를 지키는 법,,"532,000",0.0%,"532,000",76,76,1,2,한국,한국,,,,기타,,
1306,마담 뺑덕,2014.10.2,"380,000",0.0%,"3,729,360,590",76,"471,248",1,1,한국,한국,(주)영화사동물의왕국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스,임필성,"정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아,한주영,김경재,손석구,이창훈,안민영,조윤우"
1306,범일동 극장 트리오,,"76,000",0.0%,"76,000",76,76,1,3,한국,한국,,,,기타,김지곤,
1306,"시바, 인생을 던져",2013.12.19,"620,000",0.0%,"38,462,400",76,"5,105",1,1,한국,"한국,인도","창작집단917,춘천MBC,(주)리키필름",(주)인디플러그,15세이상관람가,"드라마,기타",이성규,"박기덕,이한결,박철호,송규학,신현주,정미옥,조아라,최웅열,김동욱,수현"
1306,신연식이 수주와 파리로 간 까닭은? - 신연식 단편선,,"380,000",0.0%,"380,000",76,76,1,1,한국,한국,,,,기타,신연식,
1306,심장박동 조작극,2017.12.21,"405,000",0.0%,"405,000",76,76,5,34,한국,한국,(주)곤미디어,(주)스토리제이,15세이상관람가,멜로/로맨스,장희민,"이유미,윤정일,이가경,최복동"
1306,오렌지필름 기획전 - 아마도 계속 될 이야기,,"523,000",0.0%,"523,000",76,76,1,5,한국,한국,,,,드라마,오정민,
1306,제12회 대단한 단편영화제 단편 경쟁 섹션 1,,"608,000",0.0%,"608,000",76,76,1,3,한국,한국,,,,기타,,
1306,제6회 광진인권행동영화제 단편1,,"836,000",0.0%,"836,000",76,76,1,1,한국,한국,,,,드라마,,
1306,제6회 광진인권행동영화제 단편2,,"836,000",0.0%,"836,000",76,76,1,1,한국,한국,,,,드라마,,
1306,춘천다큐멘터리영화제 단편경쟁 섹션1,,"380,000",0.0%,"380,000",76,76,1,1,한국,한국,,,,다큐멘터리,,
1306,춘천다큐멘터리영화제 단편경쟁 섹션2,,"380,000",0.0%,"380,000",76,76,1,1,한국,한국,,,,다큐멘터리,,
1319,88번지,,"716,500",0.0%,"716,500",75,75,1,1,한국,한국,(주)이룬엔터테인먼트,,12세이상관람가,"드라마,멜로/로맨스,가족",,최종훈
1319,비밀은 없다,2016.6.23,"758,000",0.0%,"2,030,168,239",75,"250,904",1,4,한국,한국,"(주)영화사거미,필름트레인",씨제이이앤엠(주),청소년관람불가,스릴러,이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희,김소희,예수정,최유화,손성찬"
1319,옥주기행,,"411,000",0.0%,"503,500",75,96,1,5,한국,한국,,,,다큐멘터리,김응수,
1319,"자, 이제 댄스타임",2014.6.26,"405,000",0.0%,"8,358,500",75,"1,411",1,2,한국,한국,,주식회사 키노엔터테인먼트,15세이상관람가,다큐멘터리,조세영,"박지혜,송삼동,지주현"
1319,제12회 대단한 단편영화제 단편 경쟁 섹션 3,,"600,000",0.0%,"600,000",75,75,1,3,한국,한국,,,,기타,,
1319,최악의 하루+폴라로이드 작동법,,"662,000",0.0%,"662,000",75,75,1,6,한국,한국,,,,기타,김종관,
1325,"동물, 원",2019.9.5,"497,500",0.0%,"497,500",74,74,1,3,한국,한국,케프-ㄹ러49,(주)시네마달,전체관람가,다큐멘터리,왕민철,"김정호,전은구,장상기"
1325,화차,2012.3.8,"557,500",0.0%,"18,463,007,000",74,"2,436,884",1,5,한국,한국,(주)영화제작소보임,필라멘트픽쳐스,15세이상관람가,미스터리,변영주,"이선균,김민희,조성하,김별,차수연,임남숙,임순옥,장대윤,황남희,박지은,박지혜,송성원,오기민,최덕문,이희준,진선규,최일화,김성태,민성욱,김수진"
1327,아저씨,2010.8.4,"466,500",0.0%,"47,104,059,000",73,"6,178,665",1,6,한국,한국,오퍼스픽쳐스(유),씨제이엔터테인먼트,청소년관람불가,"액션,드라마",이정범,"원빈,김새론,김희원,김성오,김호연,김성훈,김효민,김효서,신동민,홍석준,조영아,홍의정,이재원,조용현,박준우,최현아,황재순,박혜리,박호진,홍소희,노승우,임효우,이건문,백현익,서정주,김도형,민소연,이상하,박병렬,장민주,장준호,박성택,오정식,정도원,김창민,양종현,서민경,김지민,남경읍,송영창,이종필,조재윤,장준녕,김영아,김태훈,정민성"
1327,정사 : 자매의 유혹,2018.8.16,"473,000",0.0%,"473,000",73,73,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1329,10월 단편 상상극장-제12회 대단한 단편영화제 수상작 모음,,"576,000",0.0%,"576,000",72,72,1,5,한국,한국,,,,기타,,
1329,[인디포럼2017]포커스02 다시 또 하루,,"432,000",0.0%,"432,000",72,72,1,2,한국,한국,,,,기타,,
1329,시간의 건축+한국 현대건축의 오늘_집,,"432,000",0.0%,"432,000",72,72,1,2,한국,한국,,,,다큐멘터리,,
1329,여교사 : 제자와의 사랑,2018.8.2,"471,000",0.0%,"471,000",72,72,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,"이채담,김지연"
1329,제12회 대단한 단편영화제 단편 경쟁 섹션 4,,"576,000",0.0%,"576,000",72,72,1,3,한국,한국,,,,기타,,
1334,[인디포럼2017]신작전11 애정이 필요해!,,"426,000",0.0%,"426,000",71,71,1,2,한국,한국,,,,기타,,
1334,[인디포럼2018] 신작전 08 세상의 중심에서 나를 외치다,,"497,000",0.0%,"497,000",71,71,1,2,한국,한국,,,,기타,,
1334,내 여자친구의 엄마,2018.12.4,"518,000",0.0%,"518,000",71,71,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
1334,려행,2019.8.8,"496,000",0.0%,"496,000",71,71,1,4,한국,한국,반달,반달,12세이상관람가,다큐멘터리,임흥순,"강유진,김경주,김광옥,김미경,김복주,양수혜,이설미,이윤서,이향,한영란"
1334,밀애 : 아내의 여동생,2018.11.15,"518,000",0.0%,"518,000",71,71,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1334,울림,,"355,000",0.0%,"355,000",71,71,1,3,한국,"한국,프랑스",,,,다큐멘터리,장줄리앙 푸스,
1334,인디애니페스트 2018 독립보행 2,,"343,000",0.0%,"343,000",71,71,1,2,한국,한국,,,,애니메이션,,
1334,주홍글씨,2004.10.29,"174,000",0.0%,"6,649,584,000",71,"1,030,515",1,4,한국,한국,(주)엘제이필름,(주)쇼박스,18세관람가,"스릴러,멜로/로맨스",변혁,"성현아,한석규,이은주,변혁,엄지원,김중기,정인기"
1334,핵마피아,,"355,000",0.0%,"875,500",71,180,1,2,한국,한국,,,,다큐멘터리,김환태,
1343,8th FILM DABIN 프로젝트 : 이채은 배우전,,"630,000",0.0%,"630,000",70,70,1,1,한국,한국,,,,기타,,
1343,AISFF 2018 인디스토리 특별전 그룹2,,"335,000",0.0%,"335,000",70,70,1,1,한국,한국,,,,드라마,,
1343,[인디포럼2018] 신작전 12 탐구생활: 움직이는 마음,,"490,000",0.0%,"490,000",70,70,1,2,한국,한국,,,,기타,,
1343,난잎으로 칼을 얻다,,"488,000",0.0%,"573,000",70,96,1,2,한국,한국,,,,다큐멘터리,임경희,
1343,내 학생의 엄마 3,2018.9.7,"467,000",0.0%,"467,000",70,70,20,21,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,박주빈
1343,대구단편영화제 경쟁4,,"468,000",0.0%,"468,000",70,70,1,2,한국,한국,,,,기타,,
1343,뷰티풀 뱀파이어,2018.10.8,"246,500",0.0%,"246,500",70,70,5,45,한국,한국,(주)싸이런픽쳐스,씨네그루(주)키다리이엔티,12세이상관람가,"판타지,드라마,멜로/로맨스",정은경,"정연주,송강,박준면,이용녀,김준식,이승현,이준철,최은아"
1343,아버지의 이메일,2014.4.24,"141,000",0.0%,"29,054,400",70,"4,343",1,3,한국,한국,이야기 보따리 영화제작소,㈜인디스토리,12세이상관람가,다큐멘터리,홍재희,
1343,제20회 대전독립영화제 본 인 대전,,"350,000",0.0%,"350,000",70,70,1,1,한국,한국,,,,드라마,,
1343,좋은 친구들,2014.7.10,"770,000",0.0%,"3,223,060,031",70,"407,323",1,1,한국,한국,"오퍼스픽쳐스(유),굿초이스컷픽쳐스(주)",씨제이이앤엠(주),청소년관람불가,"범죄,드라마",이도윤,"한도진,지성,주지훈,이광수,강봉성,최현희,이승우,이재형,최병모,최진호,남문철,김태준"
1353,스와핑 : 친구의 아내 2,2018.7.19,"470,000",0.0%,"470,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈"
1353,신혼부부의 성생활,2018.7.12,"470,000",0.0%,"470,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1353,엄마의 유혹,2018.7.31,"465,000",0.0%,"465,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈"
1353,여친엄마 2,2018.8.30,"465,000",0.0%,"465,000",69,69,19,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,"이채담,이수민,이준혁"
1353,연애 : 엄마친구,2018.7.10,"470,000",0.0%,"470,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈,이광우"
1353,오렌지필름 기획전 - 아름다운 것,,"464,000",0.0%,"464,000",69,69,1,5,한국,한국,,,,기타,,
1353,젊은 엄마 친구,2018.9.28,"465,000",0.0%,"465,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,윤재
1353,정사 : 처제의 사랑,2018.7.26,"465,000",0.0%,"465,000",69,69,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,"이채담,도모세,김지연"
1361,[인디포럼2017]신작전12 우린 어디로 가야하죠?,,"408,000",0.0%,"408,000",68,68,1,2,한국,한국,,,,기타,,
1361,"동학, 수운 최제우",2012.6.28,"189,000",0.0%,"2,225,000",68,519,1,23,한국,한국,더 필름클래식 프로덕션,더 필름클래식 프로덕션,15세이상관람가,드라마,박영철,"박성준,송경의,정기선,조윤정,박상민,박상훈,박재훈,박기륭"
1361,용왕궁의 기억,,"340,000",0.0%,"370,000",68,75,1,2,한국,"한국,일본",,,,다큐멘터리,김임만,
1361,제20회 부산독립영화제 - 경쟁2,,"380,000",0.0%,"380,000",68,68,1,2,한국,한국,,,,기타,,
1365,글로리데이,2016.3.24,"478,000",0.0%,"1,487,493,668",67,"189,442",2,7,한국,한국,(주)보리픽쳐스,(주)엣나인필름,15세이상관람가,드라마,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용,정기섭,허준석,김명준,최준영,한혜지"
1365,단편3: 이 사랑을 구해줘[썸머프라이드시네마],,"466,000",0.0%,"466,000",67,67,1,2,한국,한국,,,,기타,,
1365,소은이의 무릎,2019.5.30,"469,000",0.0%,"469,000",67,67,1,4,한국,한국,(주)에이치앤디엔터테인먼트,(주)영화사 그램,12세이상관람가,드라마,최헌규,"박세은,박아인,박성우,박수연"
1365,오렌지필름 기획전 - 어느 것을 고를까요?,,"455,000",0.0%,"455,000",67,67,1,5,한국,한국,,,,기타,,
1365,제16회 미쟝센 단편영화제 수상작 특별전 단편섹션 2,,"335,000",0.0%,"335,000",67,67,1,4,한국,한국,,,,기타,,
1370,2월 단편 상상극장-김소연 감독 단편선,,"527,200",0.0%,"527,200",66,66,1,4,한국,한국,,,,,김소연,
1370,AISFF 2018 뉴필름메이커 그륩1,,"330,000",0.0%,"330,000",66,66,1,1,한국,한국,,,,기타,,
1370,얘네들 MONEY?!,,"660,000",0.0%,"660,000",66,66,1,1,한국,한국,,,,드라마,,
