순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1972,엄마의 불륜,2017.2.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1972,엄마의 불륜 무삭제판,2017.7.25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1972,엄마의 연애 무삭제,2018.11.6,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1972,엄마의 정사,2018.8.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1972,엄마의 직업 [무삭제판],2017.12.4,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,"멜로/로맨스,드라마",도봉산,"이채담,도모세"
1972,엄마친구 3 무삭제판,2017.7.18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,
1972,엄마친구 4 무삭제,2018.6.4,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채준우,
1972,엄마친구 5 무삭제판,2018.11.7,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,
1972,엄마친구 딸,2017.2.2,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1972,엄마친구 딸 무삭제판,2017.9.21,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,아야나 리나
1972,엄마친구2 무삭제,2017.2.20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,드라마,김대성,"박주빈,이은미"
1972,엄마친구들 2 무삭제,2018.11.8,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1972,엄마친구들 무삭제,2018.4.26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1972,엄마친구의 섹스 무삭제판,2018.1.11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,엄마친구의맛,2018.12.28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1972,여교사 : 제자와의 사랑 무삭제,2018.11.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,
1972,여배우와 동거-무삭제,2018.8.31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,이슬,
1972,여선생 무삭제,2017.11.20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,,김대성,
1972,여의사의 은밀한 치료,2017.9.12,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,유남선",
1972,여자 보험왕 : 그녀의 영업비밀 무삭제,2018.1.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,오주하
1972,여자 하숙집 무삭제,2017.10.17,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,한가희
1972,여자 하숙집2 무삭제,2018.11.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,이채담
1972,여자들 : 섹스의 만족도 무삭제,2018.3.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김부곤,
1972,여직원들 : 2대2 섹스,2018.6.12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,미즈미 사키
1972,여직원들 : 2대2 섹스 무삭제,2018.7.23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1972,여직원들 : 직장연애사 무삭제판,2017.2.21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,"(주)영화사 사계절,마법사필름",(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,"주예빈,백세리"
1972,여직원들 사무실 교환섹스,2017.9.12,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,윤채아,
1972,여직원의 맛,2018.5.28,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,㈜리필름,㈜리필름,청소년관람불가,멜로/로맨스,최우성,이지현
1972,여친 언니 무삭제,2018.11.13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1972,여친 엄마 무삭제,2017.10.17,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,강한나
1972,여친엄마 2 무삭제,2018.11.8,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,이채담
1972,연변 아가씨의 맛섹사-무삭제판,2018.3.14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1972,연상녀들 : 내가 가르쳐 줄게 무삭제,2018.2.23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1972,연애 : 엄마친구 무삭제,2018.11.27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈"
1972,연애사슬,2018.2.28,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,"백슬비,채린"
1972,열일곱살의 버킷 리스트,,"7,000",0.0%,"478,000",1,78,1,1,한국,한국,,,,다큐멘터리,윤솔지,
1972,옆집소녀2-무삭제,2018.12.14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,성기만,
1972,예쁜 처제들 2018,2018.9.18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,예쁜 처제들 2018 (감독판),2018.11.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,예쁜 형수,2017.6.1,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,예쁜 형수 무삭제판,2017.7.27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,오르가즘 레스토랑,2018.10.30,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,제임스 김,"김지오,김지현,이민우,이재훈"
1972,완벽한 섹스의 맛-무삭제판,2018.5.8,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1972,왕을 참하라 무삭제판,2018.3.21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사 조은,(주)영화사 조은,청소년관람불가,드라마,김재수,"강연정,강윤,추석영,김학철,이영범"
1972,외출 2 무삭제,2018.3.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,곽영근,
1972,요정 미인관,2017.11.14,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,에로핑,한가희
1972,우리 지금 할래 무삭제판,2017.6.13,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
1972,원 나잇 스탠드,2010.5.4,"2,000",0.0%,"14,586,800",1,"2,124",1,1,한국,한국,서울독립영화제,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,드라마,"민용근,이유림,장훈","이주승,장리우,민세연,최희진,정만식,백정림,박주형,이수현,이지연,이상현,손영성,오주은,유하복,권해효,오동주"
1972,위드,2017.1.19,"8,000",0.0%,"8,000",1,1,1,1,한국,한국,(주)데이드림서울,(주)대양미디어,청소년관람불가,멜로/로맨스,박성수,"하소미,어현규,김병춘,이선아,맹진하"
1972,유부녀 야썰,2017.12.5,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,
1972,유부녀들의 맛 무삭제판,2018.11.13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
1972,유혹의 덫,2017.6.19,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1972,유혹의 덫 무삭제 특별판,2017.8.6,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1972,음란 기생,2017.6.14,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,이은정
1972,음란한 형제 : 형수와 처제,2017.6.23,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,아야나 리나
1972,음란한 형제 : 형수와 처제 무삭제판,2017.7.25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,아야나 리나
1972,이 사랑도 전해질까요,2017.6.21,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,주식회사 레드아이스,주식회사 레드아이스,전체관람가,"멜로/로맨스,드라마",김동현,허진영
1972,이모의 유혹-무삭제,2018.4.6,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
1972,이채담의 지스팟,2017.10.26,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,이채담
1972,일대일,2014.5.22,"2,000",0.0%,"78,747,100",1,"10,142",1,1,한국,한국,(주)김기덕 필름,(주)김기덕 필름,청소년관람불가,드라마,김기덕,"마동석,이인경,이이경,김영민,안지혜,최영미,이나라,이종필,김미진,김민진,김종우,김훈영,박경민,박보영,김소현,임화영,박소담,조동인,손종학,김중기"
1972,일반인,,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,골든타이드픽처스(주),,청소년관람불가,멜로/로맨스,김영민,
1972,일본 엄마 2 무삭제,2018.3.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,
1972,일본 엄마 무삭제,2017.8.15,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,
1972,자매의 사정,2017.9.12,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,유남선",
1972,자매의은밀한스와핑,2018.12.21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1972,자유부인 2017,2017.4.4,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,윤대이,"이채담,채길병"
1972,작은 엄마 2: 삼촌의 여자들,2017.12.20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,작은 엄마 2: 삼촌의 여자들 (무삭제),2018.3.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,작은 엄마 무삭제,2018.3.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1972,작은 엄마: 삼촌의 아내를 탐하다,2017.4.26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,작은 엄마: 삼촌의 아내를 탐하다 (무삭제),2017.7.27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,작은 엄마들,2018.7.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,작은 엄마들(무삭제),2018.9.12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,작은엄마 2: 삼촌이 없던 날,2017.5.31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,작은엄마 2: 삼촌이 없던 날 (무삭제),2017.8.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,장모님들,2018.10.16,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,장모님들 (감독판),2018.12.26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,장모님의 개인교습,2018.9.12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,장모님의 개인교습 (감독판),2018.11.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,장모학개론-무삭제,2018.7.6,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1972,전망 좋은 집 3 (무삭제),2017.2.2,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,영화사 인연,영화사 인연,청소년관람불가,"멜로/로맨스,드라마",곽승호,
1972,젊은 새엄마 무삭제,2017.7.4,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,세이나 아리사
1972,젊은 아내: 남편 교환의 날,2017.10.27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,젊은 아내: 남편 교환의 날 (무삭제),2018.1.22,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1972,젊은 엄마 친구 무삭제판,2018.11.7,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
1972,젊은 처제들,2018.9.27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 처제들 (감독판),2018.12.18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 처형: 그녀를 탐하다,2018.7.11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 처형: 그녀를 탐하다(무삭제),2018.9.12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수,2017.1.17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,
1972,젊은 형수 2,2018.8.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1972,젊은 형수 무삭제,2017.3.28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,미즈미 사키
1972,젊은 형수: 형의 여자를 탐하다,2018.1.31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,"강정훈,강정훈",
1972,젊은 형수: 형의 여자를 탐하다(무삭제),2018.4.17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수님: 내 여자가 되던 날,2018.7.3,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수님: 내 여자가 되던 날 -무삭제판,2018.8.10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수님: 형의 여자를 탐하다,2017.12.8,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수님: 형의 여자를 탐하다 -무삭제판,2018.3.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은 형수님들 (감독판),2018.12.26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,젊은장모-무삭제,2018.3.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경훈,
1972,젊은형수님들,2018.8.30,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,정사 2018,2018.12.13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
1972,정사 : 내 친구의 애인,2017.6.1,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,정사 : 내 친구의 애인 무삭제판,2017.7.27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,정사 : 사촌 여동생들,2018.10.2,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"정완경,안상진",
1972,정사 : 사촌 여동생들 무삭제,2018.11.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1972,정사 : 시아버지와 도련님,2018.1.18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"이상민,이상민",
1972,정사 : 시아버지와 도련님 무삭제,2018.7.24,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1972,정사 : 아내의 친구 무삭제,2018.11.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1972,정사 : 어린 새엄마 무삭제,2018.11.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,드라마,임현태,
1972,정사 : 은밀한 밀애-무삭제판,2018.7.25,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이재상,
1972,정사 : 자매의 유혹 무삭제,2018.11.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1972,정사 : 착한 며느리들 무삭제판,2018.4.26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1972,정사 : 착한 숙모 무삭제,2018.11.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1972,정사 : 처제의 사랑 무삭제편,2018.11.8,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,"이채담,도모세"
1972,정사 : 친구의 엄마 2 무삭제,2018.7.30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1972,정사 : 친구의 엄마 무삭제,2018.1.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,
1972,정사 : 친구의 여자를 탐하다,2018.10.2,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"정완경,안상진",
1972,정사 : 친구의 여자를 탐하다 무삭제,2018.11.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1972,정사 : 캠퍼스 커플 무삭제,2018.11.20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1972,정사-두자매-무삭제,2017.11.29,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,이채담
1972,정사: 바람난 유부녀들-감독판,2017.12.24,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
1972,정사: 질투의 덫-무삭제판,2018.3.28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1972,제9회 DMZ국제다큐영화제 한국다큐쇼케이스단편1,,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,,,,다큐멘터리,,
1972,제주도 야한밤,2018.3.29,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,박은석,
1972,제주도 야한밤 무삭제,2018.6.7,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,박은석,
1972,직장 스와핑 : 예쁜 여직원들,2017.8.17,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,미즈미 사키
1972,직장 스와핑 : 예쁜 여직원들 무삭제판,2018.1.9,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1972,진주의순결상실,2018.8.24,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,강민우
1972,진주의순결상실-무삭제,2018.9.28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1972,짱,2018.12.28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,"(주)영화사 사계절,펀펀한영화사",(주)영화사 사계절,청소년관람불가,액션,송재덕,"문지후,이린,김수경,김동욱,김용민,김유민,김재홍,이동규,이상준"
1972,착한 새엄마,2017.12.20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,착한 새엄마 -무삭제판,2018.3.26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,착한 엄마,2017.11.9,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,이수민
1972,착한 엄마 (무삭제),2018.1.25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1972,착한 엄마 2 무삭제,2018.11.14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,"(주)영화사 사계절,대호필름",(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,
1972,착한 엄마 무삭제,2018.3.16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1972,착한 엄마 친구 무삭제,2017.11.7,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,이채담
