순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
685,서울독립영화제2015 새로운선택 1,,"1,430,600",0.0%,"1,430,600",240,240,1,2,한국,한국,,,,기타,"김윤식,포레스트 이안 엣슬러,심세부,박군제,서정신우,남순아",
685,제15회 미쟝센 단편영화제 절대악몽 1,,"1,432,000",0.0%,"1,432,000",240,240,1,2,한국,한국,,,,"공포(호러),판타지","전우성,손경배,김유민,김지현",
687,장미의 나날,1994.4.2,"456,000",0.0%,"456,000",237,237,1,7,한국,한국,(주)동아수출공사,,연소자관람불가,스릴러,곽지균,"강수연,이보희,김병세"
688,비치하트애솔,2015.1.29,"1,563,200",0.0%,"1,827,700",234,279,5,60,한국,한국,윤윤상회,골든타이드픽처스(주),청소년관람불가,"멜로/로맨스,드라마",이난,"권현상,박란,백동현,최영미,최한솔,윤여진,이소정,이은우,이민지,진용욱,오대환,박명신,서준영"
689,넛잡: 땅콩 도둑들,2014.1.29,"992,000",0.0%,"3,284,683,800",233,"479,226",1,21,한국,"한국,캐나다,미국","(주)레드로버,툰박스 엔터테인먼트",(주)싸이더스,전체관람가,"애니메이션,어드벤처,코미디,가족",피터 레페니오티스,"윌 아넷,브렌든 프레이저,리암 니슨,캐서린 헤이글,싸이(박재상)"
690,그녀의 섹스 테크닉,2016.7.20,"1,200,000",0.0%,"1,200,000",231,231,20,21,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이재남,
690,맛있는 영화,2016.5.25,"1,207,000",0.0%,"1,207,000",231,231,20,21,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
690,춤추는 숲,2013.5.23,"805,500",0.0%,"58,626,500",231,"8,695",1,3,한국,한국,감어인 필름,스튜디오느림보,전체관람가,다큐멘터리,강석필,"강석필,강이헌,이창환"
693,로라의 섹스 파트너,2016.7.28,"1,197,000",0.0%,"1,197,000",230,230,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
693,어린여자 : 맛있는 관음,2016.7.8,"1,202,000",0.0%,"1,202,000",230,230,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민환,"강예나,홍단"
693,완전한 사육 : 소원을 말해봐,2016.6.1,"1,202,000",0.0%,"1,202,000",230,230,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
696,병태와 영자,1979.2.9,"678,000",0.0%,"3,673,000",226,"1,682",1,12,한국,한국,(주)화천공사,,국민학생관람불가,드라마,하길종,"손정환,이영옥,한진희,김희라,백일섭"
697,다른나라에서,2012.5.31,"1,468,500",0.0%,"241,291,200",225,"31,143",2,18,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)영화사 조제",청소년관람불가,드라마,홍상수,"이자벨 위페르,유준상,정유미,윤여정,문성근,권해효,문소리"
698,속 별들의 고향,1978.11.16,"448,000",0.0%,"517,000",224,235,1,9,한국,한국,(주)화천공사,,12세이상관람가,멜로/로맨스,하길종,"신성일,장미희,윤일봉,도금봉"
699,"동학, 수운 최제우",2012.6.28,"703,000",0.0%,"2,036,000",223,451,1,13,한국,한국,더 필름클래식 프로덕션,더 필름클래식 프로덕션,15세이상관람가,드라마,박영철,"박성준,송경의,정기선,조윤정,박상민,박상훈,박재훈,박기륭"
699,베를린,2013.1.30,"1,438,000",0.0%,"52,357,006,637",223,"7,166,513",2,12,한국,"한국,독일","(주)외유내강,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,류승완,"하정우,한석규,류승범,전지현,이경영,최무성,곽도원,김서형,백승익,배정남"
701,에필로그,,"1,256,000",0.0%,"1,256,000",221,221,1,3,한국,한국,,,,다큐멘터리,이창재,
701,제15회 미쟝센 단편영화제 절대악몽 2,,"1,314,500",0.0%,"1,314,500",221,221,1,2,한국,한국,,,,"공포(호러),판타지","김강민,염지호,심찬양,송강석,최양현",
703,미스터 쿠퍼,2016.6.30,"1,124,000",0.0%,"1,124,000",220,220,1,40,한국,한국,,㈜인디스토리,15세이상관람가,드라마,오정미,"이유영,장원형,민복기"
703,아빠가 돌아왔다,2016.5.19,"1,450,000",0.0%,"1,450,000",220,220,1,4,한국,한국,굿픽처스,(유)조이앤시네마,15세이상관람가,"가족,드라마",윤여창,"조동혁,홍아름,이용녀,이설구,우현,장진욱,정미남,양정모,유지원,윤성민,이명규,이승연,함동갑,황태현,성기윤"
703,잉투기,2013.11.14,"1,468,000",0.0%,"130,044,600",220,"18,129",1,18,한국,한국,한국영화아카데미,CGV아트하우스,15세이상관람가,"액션,드라마",엄태화,"엄태구,류혜영,권율,배범식,백승진,성스러운,송아미,오수빈,유영선,유원상,이규봉,이영상,이우람,이자연,김승곤,정수련,조슬예,조아라,박준영,박헌수,황선영,홍석재,박소담,김준배,길해연,송지인,오희준,윤금선아"
706,늑대소년,2012.10.31,"1,626,900",0.0%,"46,594,767,400",219,"6,655,061",4,30,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,드라마,판타지",조성희,"송중기,박보영,장영남,유연석,김향기,장서이,한민혁,이승주,최광락,오영석,차종호,이영란,유승목,서동수,김승훈"
707,뜻밖의 수업,,"1,058,000",0.0%,"1,202,000",218,253,1,4,한국,한국,1014픽쳐스,,,다큐멘터리,"민환기,이윤택",
708,2016 대단한단편영화제-단편 초청 섹션 2,,"1,736,000",0.0%,"1,736,000",217,217,1,3,한국,한국,,,,기타,"박선주,김소연",
708,공부의 나라,,"1,195,800",0.0%,"1,195,800",217,217,1,5,한국,"한국,벨기에",,,,다큐멘터리,"최우영,스티븐 두트",
710,미스 푸줏간,2017.7.11,"1,712,000",0.0%,"1,712,000",214,214,1,1,한국,한국,(주)전망좋은 영화사,(주)드림팩트엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스,드라마",지길웅,"김민준,서영,임성언,이준혁,공정환,김해숙,이태호,박준호,양상민,이상훈,한창혁,한화성,황인범,윤원준,배진웅"
710,자매의 방,,"1,926,000",0.0%,"1,926,000",214,214,1,1,한국,한국,"주식회사 비엠미디어,스카이동",노바엔터테인먼트,청소년관람불가,드라마,한동호,"송은진,주연서,김경택"
712,나만의 승진 테크닉,2016.7.7,"1,089,000",0.0%,"1,089,000",213,213,20,20,한국,한국,(주)대양미디어,노바엔터테인먼트,청소년관람불가,멜로/로맨스,강백호,
713,바보들의 행진,1975.5.31,"640,000",0.0%,"3,077,000",212,"1,255",1,12,한국,한국,(주)화천공사,,12세이상관람가,코미디,하길종,"윤문섭,하재영,이영옥,김일영,김영숙"
713,백야,2012.11.15,"713,000",0.0%,"45,490,000",212,"6,359",1,6,한국,한국,(주)시네마달,(주)시네마달,청소년관람불가,멜로/로맨스,이송희일,"원태희,이이경,현성"
713,진짜 진짜 좋아해,1978.9.2,"410,000",0.0%,"426,000",212,216,1,8,한국,한국,(주)동아수출공사,,,드라마,문여송,"임예진,김지영,김현,윤일주,이자영"
716,도시를 떠돌다,,"1,149,400",0.0%,"1,149,400",211,211,1,7,한국,한국,시네마달,,,다큐멘터리,김정,
717,배짱이들,2016.5.12,"1,521,600",0.0%,"1,521,600",210,210,6,111,한국,한국,뉴에이지필름,주식회사 씨엠닉스,12세이상관람가,다큐멘터리,정훈,"이인세,강백수,최휘찬,송형준,정솔,문용일,이경호,이국현,김균현,김두복,김병진,김진규"
717,스파이,2013.9.5,"3,100,000",0.0%,"24,512,378,305",210,"3,436,012",1,8,한국,"한국,태국","(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진,김소진,차순배,서현우,이나라,박지연,정인기"
717,애와 사,,"420,000",0.0%,"420,000",210,210,1,4,한국,한국,,,,드라마,최경옥,"문희,신성일"
720,밀양,2007.5.23,"1,824,500",0.0%,"10,270,292,500",209,"1,604,439",1,8,한국,한국,파인하우스필름(주),(주)시네마서비스,15세이상관람가,드라마,이창동,"전도연,송강호,조영진,김영재,김종수,오만석,김미경,김영선,김미향,이민호,김혜정,성종훈,김명희,조영숙,박종섭,조은진,박현배,조현아,이동영,강희원,문성환,서주연,김관규,운기진,최선화,임광명,박성도,이혜영,이유림,이해미,이희준,차은재,염혜란,박명신,김미경"
721,내 친구의 엄마,2016.10.12,"1,095,000",0.0%,"1,095,000",208,208,16,20,한국,한국,엠아이픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",탁승오,"이유찬,이은미,강예나,이준혁,고화숙"
721,돌아온 사나이,1960.10.14,"416,000",0.0%,"416,000",208,208,1,12,한국,한국,신필름,,,"드라마,멜로/로맨스",김수용,"최은희,김진규"
721,사이비,2013.11.21,"1,333,500",0.0%,"167,123,900",208,"22,526",2,19,한국,한국,주식회사 다다쇼,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"애니메이션,스릴러",연상호,"오정세,양익준,권해효,박희본,김민찬,조소흠,조영각,노유경,하명석,홍덕표,홍은표,연상호,연상호,연상호,연상호,연상호,용창우,유지연,이성희,이수현,이지혜,장희식,정성훈,정요셉,류혜영,황석정,이민지,장리우"
724,독짓는 늙은이,1969.3.4,"414,000",0.0%,"1,178,000",207,648,1,7,한국,한국,동양영화사,,전체관람가,드라마,최하원,"김정훈,김희라,김정옥,황해,윤정희"
725,외박: 친구의 여자,2016.9.22,"1,085,000",0.0%,"1,085,000",204,204,20,20,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",유승택,김택민
726,SIDOF2015_기록/24,,"1,015,000",0.0%,"1,015,000",203,203,1,2,한국,한국,,,,다큐멘터리,,
727,에코그라운드단편,,"2,010,000",0.0%,"2,010,000",201,201,1,1,한국,한국,,,,기타,"장형윤,김태용,박중하",
728,꿈,,"1,597,000",0.0%,"1,597,000",197,197,1,4,한국,한국,,,,기타,,
729,기억의 소리,2016.12.15,"1,251,700",0.0%,"1,251,700",196,196,8,49,한국,한국,이공희 필름,"이공희 필름,시네마 뉴원",15세이상관람가,"미스터리,판타지",이공희,"정충구,여민주,김보령,김병국"
729,바람난 여자들,2016.7.21,"1,068,000",0.0%,"1,068,000",196,196,20,20,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,"이향미,최경희,임혜진,박정환,한상호"
731,우리별 일호와 얼룩소,2014.2.20,"289,000",0.0%,"292,344,500",195,"44,411",1,8,한국,한국,(주)지금이 아니면 안돼,(주)인디플러그,전체관람가,"애니메이션,판타지,어드벤처",장형윤,"유아인,정유미,장형윤,조영각,고은하,최진우,표용수,김예진,김창수,김창수,김형미,황석정"
732,60만번의 트라이,2014.9.18,"1,231,000",0.0%,"148,772,300",193,"21,432",2,23,한국,"한국,일본","꼬마프레스,60만번의트라이제작위원회",㈜인디스토리,12세이상관람가,다큐멘터리,"박사유,박돈사","문정희,조성경,최현,김관태,문정희,문정희"
732,공동정범,2018.1.25,"806,000",0.0%,"806,000",193,193,1,8,한국,한국,성소수문화환경을 위한 모임 '연분홍치마',"(주)엣나인필름,(주)시네마달",15세이상관람가,다큐멘터리,"김일란,이혁상","이충연,김주환,김창수,천주석,지석준,김재호,이충연,김형태,김성환,김영근"
732,동호회의 목적,2016.6.16,"1,049,000",0.0%,"1,049,000",193,193,20,20,한국,한국,"(주)영화사 사계절,펀펀한영화사",(주)영화사 사계절,청소년관람불가,멜로/로맨스,조경훈,"고찬우,이유진"
732,써니,2011.5.4,"1,166,600",0.0%,"54,037,760,700",193,"7,363,010",1,5,한국,한국,"(주)알로하픽쳐스,(주)토일렛픽쳐스",씨제이이앤엠(주),15세이상관람가,"드라마,코미디",강형철,"유호정,심은경,강소라,고수희,홍진희,강지원,김민영,김선경,진희경,김보미,이연경,박진주,남보라,민효린,윤미라,조민수,박윤정,신윤정,박영서,김예원,천우희,박중훈,최형태,심소희,최혜선,전선희,박혜성,진승환,김보름,김도엽,고은별,이상은,윤수진,최선아,박보영,윤정,임은채,최아름,류혜린,최영호,정은지,이승훈,이다슬,한승현,김새벽,성지루,정원중,정석용,김원해,최명길,이상아,김영옥,김보연,선주아,김시후,김혜옥,고준,박순천,권은수,양주호"
732,하고 싶은 날,2016.6.28,"1,049,000",0.0%,"1,049,000",193,193,20,20,한국,한국,(주)푸른별 엔터테인먼트,(주)푸른별 엔터테인먼트,청소년관람불가,멜로/로맨스,장정관,
737,지슬 - 끝나지 않은 세월2,2013.3.21,"1,241,000",0.0%,"993,463,200",192,"144,794",1,4,한국,한국,"주식회사 자파리필름,설문대영상",(주)영화사 진진,15세이상관람가,드라마,오멸,"이경준,홍상표,문석범,양정원,오영순,장경섭,우성욱,박순동,조은,주정애,최은미,성민철,어성욱,이경준,백종환"
738,펑정지에는 펑정지에다,2016.5.12,"1,328,000",0.0%,"1,328,000",190,190,5,12,한국,한국,민병훈필름,(주)인디플러그,12세이상관람가,드라마,민병훈,"펑정지에,서장원,윤주"
739,SIFF2016-경쟁단편 7,,"1,116,600",0.0%,"1,116,600",188,188,1,3,한국,한국,,,,기타,"김성환,김지현,김석영,박수현,정승오",
740,소통과 거짓말,2017.11.9,"1,113,600",0.0%,"1,113,600",187,187,1,5,한국,한국,프로젝트 잉여,무브먼트,청소년관람불가,드라마,이승원,"장선,김권후,김선영,박지훈,이승원"
741,실종: 사라진아내,2016.11.1,"974,000",0.0%,"974,000",185,185,20,20,한국,한국,(주)영화사희망,주식회사 루믹스미디어,청소년관람불가,"스릴러,멜로/로맨스,액션",노병하,"정겨운,이재용,윤아민,이태인,허충호,여이레"
742,어린 형수 - 무삭제판,2016.10.13,"965,000",0.0%,"965,000",184,184,20,21,한국,한국,핵존슨,핵존슨,청소년관람불가,멜로/로맨스,최우성,
743,불륜의 후예,2016.9.30,"963,000",0.0%,"963,000",183,183,20,20,한국,한국,선셋 시네마,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,이상수,"이채담,채예진,최채일,문재훈,김현진"
743,서울독립영화제 2015 특별단편 3,,"1,092,200",0.0%,"1,092,200",183,183,1,2,한국,한국,,,,기타,"조현아,김수정,전신환,홍기원,임상수,곽민승",
743,이파니의 시크릿 관음클럽,2016.10.25,"960,000",0.0%,"960,000",183,183,20,20,한국,한국,판타스틱룸미디어,판타스틱룸미디어,청소년관람불가,드라마,오상원,"이파니,윤기원,조용범,최효주"
743,형님아내2,2016.8.31,"960,000",0.0%,"960,000",183,183,20,20,한국,한국,이돌영화사,이돌영화사,청소년관람불가,멜로/로맨스,이돌,"이채담,김택민"
747,이어도,,"352,000",0.0%,"352,000",182,182,1,6,한국,한국,(주)동아수출공사,,청소년관람불가,드라마,김기영,"김정철,박암,최윤석,이화시,박정자,송억"
748,십이야: 깊고 붉은 열두 개의 밤 Chapter1,2015.7.23,"1,267,000",0.0%,"1,267,000",181,181,3,12,한국,한국,블리트필름,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",오인천,"이관훈,정보름,박은석,정희준,김예나"
749,걱정말아요,2017.1.5,"1,440,000",0.0%,"1,440,000",180,180,1,2,한국,한국,(주)레인보우팩토리,(주)레인보우팩토리,청소년관람불가,드라마,"소준문,김대견,신종훈","정지순,이시후,권기하,박정근,이준상,박명신,고원희,박수영,최무성"
750,19금 정사: 말할 수 없는 비밀,2016.8.18,"942,000",0.0%,"942,000",179,179,19,22,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,드라마,박범수,
751,누구의 딸도 아닌 해원,2013.2.28,"1,561,000",0.0%,"274,945,900",178,"35,697",2,15,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)영화사 조제",청소년관람불가,드라마,홍상수,"정은채,이선균,김자옥,기주봉,김의성,유준상,예지원,류덕환,제인 버킨,박주희,배유람,안재홍,안선영"
751,형의 여자,2016.12.15,"1,602,000",0.0%,"1,602,000",178,178,1,1,한국,한국,(유)쏘아필름,(유)쏘아필름,청소년관람불가,"멜로/로맨스,드라마","모리카와 케이,모리오카 토시유키","시나토 루리,메구리,최민호"
753,19 섹스 맛있는 속 궁합,2016.9.2,"930,000",0.0%,"930,000",177,177,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민우,
753,19금 만남의 목적,2016.9.2,"930,000",0.0%,"930,000",177,177,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이세일,
753,내 아내의 친구,2016.9.8,"922,000",0.0%,"922,000",177,177,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,엠씨짱,
753,색다른 정사,2016.8.4,"933,000",0.0%,"933,000",177,177,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이재남,
753,정사: 은밀한 밀애,2016.8.16,"927,000",0.0%,"927,000",177,177,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이재상,김도희
758,노후 대책 없다,2017.6.29,"996,500",0.0%,"996,500",176,176,1,4,한국,한국,,서울독립영화제,15세이상관람가,다큐멘터리,이동우,"정진용,이동우,이주영"
758,서울독립영화제2015 경쟁단편 2,,"1,035,700",0.0%,"1,035,700",176,176,1,3,한국,한국,,,,기타,"노영미,변성빈,박용석,형슬우,김소연",
758,인연,,"1,535,000",0.0%,"1,535,000",176,176,1,12,한국,한국,,,15세이상관람가,드라마,조성구,"유동균,이대근,박해미"
761,인디다큐페스티발2016 국내신작전 15,,"875,000",0.0%,"875,000",175,175,1,2,한국,한국,,,,다큐멘터리,"박윤진,정하림,오재형",
762,AISFF2015 국내경쟁 2,,"870,000",0.0%,"870,000",174,174,1,2,한국,한국,,,,기타,"서정신우,김승희,장만민,김나경,홍기원",
762,눈꺼풀,2018.4.12,"1,139,000",0.0%,"1,139,000",174,174,1,12,한국,한국,주식회사 자파리필름,(주)영화사 진진,15세이상관람가,드라마,오멸,"문석범,성민철,이상희,강희,강희,강희,성민철,이지훈"
762,화장실콩쿨,2015.1.7,"831,000",0.0%,"831,000",174,174,4,48,한국,한국,CCRC STUDIO,"애니메이션 배급, 씨앗",15세이상관람가,애니메이션,이용선,
765,10분,2014.4.24,"1,036,000",0.0%,"25,886,400",173,"3,426",2,7,한국,한국,(주)타이거시네마,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,"이용승,박기용","백종환,김종구,정희태,임연호,송현영,조용철,최석원,이성경,이욱현,이종호,김민영,김보묵,김주영,장리우,정승길"
766,SIDOF2015_편지 / 감정의 시대: 서비스 노동의 관계미학 / 트라우마는 인간의 뇌에 어떠한 영향을 미치는가?,,"859,000",0.0%,"859,000",172,172,2,4,한국,한국,,,,다큐멘터리,,
766,SIFF2016-경쟁단편 6,,"1,032,700",0.0%,"1,032,700",172,172,1,3,한국,한국,,,,기타,"강산,임유리,양청직,김한라",
766,의자가 되는 법,,"882,000",0.0%,"1,154,500",172,236,1,5,한국,한국,,,전체관람가,다큐멘터리,손경화,
766,주홍글씨,2004.10.29,"520,000",0.0%,"6,649,410,000",172,"1,030,444",1,4,한국,한국,(주)엘제이필름,(주)쇼박스,18세관람가,"스릴러,멜로/로맨스",변혁,"성현아,한석규,이은주,변혁,엄지원,김중기,정인기"
770,SIFF2016-특별단편 3,,"1,015,100",0.0%,"1,015,100",171,171,1,3,한국,한국,,,,기타,,
770,매너선생님,2016.9.22,"933,000",0.0%,"933,000",171,171,20,23,한국,한국,(주)인터하우스,노바엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",노진수,"여민정,김민기,엄국현,이보미"
770,인디애니페스트2016-독립보행3,,"1,461,700",0.0%,"1,461,700",171,171,1,2,한국,한국,,,,애니메이션,"백미영,정유경,김성민,이나윤,김창수,김강민,안소정,정다희",
773,야설 쓰는 여자,2016.8.24,"917,000",0.0%,"917,000",169,169,21,21,한국,한국,(주)대양미디어,노바엔터테인먼트,청소년관람불가,드라마,강백호,하경
774,SIFF2016-경쟁단편 5,,"999,200",0.0%,"999,200",168,168,1,3,한국,한국,,,,기타,"오정민,연제광,류연수,김무영",
774,인디애니페스트2016-새벽비행2,,"1,366,000",0.0%,"1,366,000",168,168,1,2,한국,한국,,,,애니메이션,"성기현,박연,강예빈,박지원,강희은,원지연,공지혜,오은진,이정원,김지수,정우석,김연정,옥세영,문세은,강수현",
774,침대렐라,2016.9.22,"910,000",0.0%,"910,000",168,168,20,20,한국,한국,(주)로드하우스,노바엔터테인먼트,청소년관람불가,멜로/로맨스,최무연,"박주빈,이채담,배유리"
774,타는 여자,2016.11.25,"907,000",0.0%,"907,000",168,168,20,20,한국,한국,주식회사 비엠미디어,주식회사 비엠미디어,청소년관람불가,멜로/로맨스,"이철민,정재혁","박주빈,김소연"
778,박강아름의 가장무도회,,"835,000",0.0%,"835,000",167,167,1,2,한국,한국,,,,다큐멘터리,박강아름,
778,붕괴,,"834,000",0.0%,"1,108,000",167,213,1,6,한국,한국,푸른영상,,,다큐멘터리,"문정현,이원우",
778,서울독립영화제2015 경쟁단편 3,,"971,800",0.0%,"971,800",167,167,1,3,한국,한국,,,,기타,"이대영,김정은,유재현,허수영,염지호",
778,어린 아내,2016.11.18,"841,000",0.0%,"841,000",167,167,20,31,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",화니,
782,10월 단편 상상극장-홍상수 단편선,,"1,159,800",0.0%,"1,159,800",166,166,1,4,한국,한국,,,,드라마,홍상수,
782,인디애니페스트2015-독립보행1,,"1,205,000",0.0%,"1,205,000",166,166,1,2,한국,한국,,,,애니메이션,"정승희,이한빛,노영미,백미영,김준기,김승희,김명은",
782,친절한 가정부,2015.2.26,"1,004,000",0.0%,"1,004,000",166,166,4,5,한국,한국,"(주)블루아이엔터테인먼트,영화사 분홍신",(주)박수엔터테인먼트,청소년관람불가,코미디,노진수,"홍서백,연송하,키시 아이노,박인수,강양길,박희순,조창호,차대섭,변병준,최유정,이세종"
785,맛 2016: 삼시색기- 무삭제판,2016.11.24,"842,000",0.0%,"842,000",165,165,20,20,한국,한국,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,최우성,"박주빈,이은미"
785,아빠친구,2016.8.18,"894,000",0.0%,"894,000",165,165,20,21,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,이슬,이수민
785,엠티의 목적,2016.11.29,"850,000",0.0%,"850,000",165,165,20,20,한국,한국,에이치케이 이엔엠,주식회사 루믹스미디어,청소년관람불가,"드라마,코미디",금마성,조세호
788,서울의 휴일,1956.11.21,"312,000",0.0%,"312,000",164,164,1,8,한국,한국,,,15세이상관람가,"드라마,멜로/로맨스",이용민,"양미희,노능걸"
788,오픈 프레임 한국 작가 애니메이션 특별전,,"984,000",0.0%,"984,000",164,164,1,1,한국,한국,,,,애니메이션,"김보경,김도연,김승희,권별,김고은",
788,재꽃,2017.7.6,"984,500",0.0%,"984,500",164,164,1,2,한국,한국,딥 포커스,딥 포커스,12세이상관람가,드라마,박석영,"정하담,장해금,정은경,박명훈,박현영,김태희,손종기,정승민"
791,누에치던 방,2018.1.31,"973,500",0.0%,"973,500",163,163,1,3,한국,한국,"윈드웰러스 필름(주),영화사 잠","서울독립영화제,무브먼트",15세이상관람가,드라마,이완민,"이상희,홍승이,김새벽,이선호,임형국,최진혁,정원,김승현,이주영,윤효진,이동호,이선미,이세진,이수연,이소원,이승훈,이정은,이지윤,김지원,김진구,윤종석,임수현,장일선,전지혜,박종범,정자영,채형식,최동민,최수영,김나현,김경희,최진혁,최태현,최효빈,황지선,김성환,김수정,김연수,김예슬,김병석,김동준,조성훈"
792,물속의 도시,,"810,000",0.0%,"1,069,000",162,219,1,3,한국,한국,김응수필름,,,다큐멘터리,김응수,
792,오오단편극장 – 김태리 배우 특별전,,"1,134,000",0.0%,"1,134,000",162,162,1,3,한국,한국,,,,드라마,"김소연,현조",김태리
792,해적: 바다로 간 산적,2014.8.6,"1,458,000",0.0%,"66,372,140,706",162,"8,666,208",2,4,한국,한국,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,어드벤처,이석훈,"김남길,손예진,유해진,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,강대욱,서왕석,서재현,서진석,서현석,성호제,송용호,심윤보,엄세현,유민경,이동철,장지웅,정경우,차민호,권성영,김경식,김기환,김대현,김재학,김주동,김준아,김한준,도현운,안내상,이대연,전배수,김강일,박해수,현봉식,우상기,곽진무"
795,SIFF2016-특별단편 1,,"962,200",0.0%,"962,200",161,161,1,3,한국,한국,,,,기타,,
796,서울독립영화제2015 폐막식,,"957,000",0.0%,"957,000",160,160,1,1,한국,한국,,,,기타,,
797,서울독립영화제2015 경쟁단편 1,,"936,700",0.0%,"936,700",159,159,1,3,한국,한국,,,,기타,"김명은,송원재,김태진,곽은미,최시형",
797,섹스가 다이어트에 미치는 영향: 무삭제 확장판,2016.12.15,"807,000",0.0%,"807,000",159,159,20,20,한국,한국,(주)로드하우스,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",최무연,
797,엄마의 남자,,"809,000",0.0%,"809,000",159,159,20,20,한국,한국,(주)빅컬쳐,노바엔터테인먼트,청소년관람불가,드라마,서원,"김승현,변서은"
800,제15회 미쟝센 단편영화제 심야상영,,"1,566,000",0.0%,"1,566,000",158,158,1,1,한국,한국,,,,"공포(호러),스릴러,액션,판타지","전우성,손경배,김유민,김지현,김강민,염지호,심찬양,송강석,최양현,구지현,현조,윤성준,김건",
801,채식주의자,2010.2.18,"1,313,000",0.0%,"26,459,000",157,"3,536",2,11,한국,한국,"(주)블루트리픽쳐스,(주)루돌프필름",(주)스폰지이엔티,청소년관람불가,드라마,임우성,"채민서,김현성,김여진,김영재,윤지혜,설미미,송봉한,이강섭,김민주,하진수,김의진,윤광수,태인호,박송희,임민섭,기주봉,최진호,이승연"
802,까시,2016.10.27,"1,433,000",0.0%,"1,433,000",156,156,5,38,한국,한국,에이치케이 이엔엠,THE 픽쳐스,청소년관람불가,멜로/로맨스,이영민,"권해성,지은서,오정태,박혜진,전하라,우서현,이유진,조혜리,유다미,허동원"
802,이태원,2019.12.5,"809,500",0.0%,"809,500",156,156,1,6,한국,한국,영희야 놀자,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,다큐멘터리,강유가람,"삼숙,나키,영화"
802,타짜,2006.9.28,"1,150,800",0.0%,"36,182,617,500",156,"5,685,715",1,2,한국,한국,"(주)영화사참,(주)싸이더스",씨제이엔터테인먼트,18세관람가,드라마,최동훈,"조승우,김혜수,백윤식,유해진,김응수,김상호,김윤석,주진모,이수경,김정난,조상건,서동수,백도빈,조상원,김의성,서종해,차지은,이석원,윤준호,최영준,오호진,김민경,김진묵,김정현,최재섭,허영만,오정세,김광규,장준녕,최종률,장원영,박명신,박수영,권태원,정인기"
805,SIFF2016-선택 3,,"916,400",0.0%,"916,400",155,155,1,3,한국,한국,,,,기타,,
806,메리 크리스마스 미스터 모,2017.12.14,"907,400",0.0%,"907,400",154,154,1,3,한국,한국,영화사 달리기,㈜인디스토리,12세이상관람가,코미디,임대형,"기주봉,오정환,고원희,전여빈,유재명,전순옥,전재민,전해성,정연진,이다솔,이우정,이진희,김민수,김정영"
