,영화명,점유율집계일,매출액,개봉n일차(int),좌석판매율,좌석수,스크린수,관객수,좌석점유율,상영횟수,총공급좌석수,F-rated
0,조선명탐정 : 사라진 놉의 딸,2015-02-02,6083000,-9,100.0,869,4,869,0.04,4,5203321.0,1
1,조선명탐정 : 사라진 놉의 딸,2015-02-03,18225000,-8,100.0,2025,9,2025,0.09,9,5203321.0,1
2,조선명탐정 : 사라진 놉의 딸,2015-02-04,23160000,-7,97.4,2972,14,2895,0.13,14,5203321.0,1
3,조선명탐정 : 사라진 놉의 딸,2015-02-05,16891000,-6,99.5,2425,7,2413,0.1,7,5203321.0,1
4,조선명탐정 : 사라진 놉의 딸,2015-02-11,853823300,0,14.9,762037,740,113443,32.28,3670,5203321.0,1
5,조선명탐정 : 사라진 놉의 딸,2015-02-12,825063900,1,14.3,771903,766,110284,32.18,3741,5203321.0,1
6,조선명탐정 : 사라진 놉의 딸,2015-02-13,1097163581,2,17.2,802301,769,137631,32.54,3889,5203321.0,1
7,조선명탐정 : 사라진 놉의 딸,2015-02-14,2604862268,3,37.9,850010,811,322022,32.47,4111,5203321.0,1
8,조선명탐정 : 사라진 놉의 딸,2015-02-15,2147212100,4,32.6,828623,810,269925,32.38,3985,5203321.0,1
9,조선명탐정 : 사라진 놉의 딸,2015-02-16,728943900,5,12.6,778462,751,97742,32.25,3727,5203321.0,1
10,조선명탐정 : 사라진 놉의 딸,2015-02-17,1120622200,6,18.7,793595,746,148087,31.5,3812,5203321.0,1
11,조선명탐정 : 사라진 놉의 딸,2015-02-18,2407918800,7,33.7,879892,804,296713,33.0,4183,5203321.0,1
12,조선명탐정 : 사라진 놉의 딸,2015-02-19,3644633700,8,50.2,880052,825,441844,33.37,4184,5203321.0,1
13,조선명탐정 : 사라진 놉의 딸,2015-02-20,3972232188,9,57.1,871153,813,497065,32.02,4167,5203321.0,1
14,조선명탐정 : 사라진 놉의 딸,2015-02-21,3383603091,10,49.5,859910,817,425279,31.66,4136,5203321.0,1
15,조선명탐정 : 사라진 놉의 딸,2015-02-22,2237192500,11,34.8,815260,804,283431,31.31,3921,5203321.0,1
16,조선명탐정 : 사라진 놉의 딸,2015-02-23,532721300,12,10.2,713989,706,72837,29.83,3477,5203321.0,1
17,조선명탐정 : 사라진 놉의 딸,2015-02-24,479962500,13,9.4,704441,720,66290,29.43,3441,5203321.0,1
18,조선명탐정 : 사라진 놉의 딸,2015-02-25,452136500,14,12.0,582540,666,70091,24.15,2883,5203321.0,1
19,조선명탐정 : 사라진 놉의 딸,2015-02-26,358879000,15,12.1,411031,472,49726,16.76,2128,5203321.0,1
20,조선명탐정 : 사라진 놉의 딸,2015-02-27,429177500,16,13.3,423164,479,56335,16.87,2192,5203321.0,1
21,조선명탐정 : 사라진 놉의 딸,2015-02-28,910341400,17,27.4,426387,502,116719,16.31,2228,5203321.0,1
22,조선명탐정 : 사라진 놉의 딸,2015-03-01,750487500,18,23.2,407499,503,94690,16.09,2132,5203321.0,1
23,조선명탐정 : 사라진 놉의 딸,2015-03-02,170882500,19,6.7,350960,447,23392,15.42,1908,5203321.0,1
24,조선명탐정 : 사라진 놉의 딸,2015-03-03,159864400,20,6.2,352802,444,21998,15.63,1902,5203321.0,1
25,조선명탐정 : 사라진 놉의 딸,2015-03-04,131698200,21,5.2,343779,432,17866,15.42,1865,5203321.0,1
26,조선명탐정 : 사라진 놉의 딸,2015-03-05,71966600,22,6.2,160802,356,9960,6.79,1097,5203321.0,1
27,조선명탐정 : 사라진 놉의 딸,2015-03-06,99762300,23,7.7,167074,362,12796,6.84,1149,5203321.0,1
28,조선명탐정 : 사라진 놉의 딸,2015-03-07,288680800,24,22.3,164959,397,36759,6.37,1150,5203321.0,1
29,조선명탐정 : 사라진 놉의 딸,2015-03-08,248475300,25,20.2,157338,389,31771,6.25,1091,5203321.0,1
30,조선명탐정 : 사라진 놉의 딸,2015-03-09,53472400,26,5.4,135587,334,7289,5.97,953,5203321.0,1
31,조선명탐정 : 사라진 놉의 딸,2015-03-10,52439500,27,5.3,136221,332,7171,6.03,960,5203321.0,1
32,조선명탐정 : 사라진 놉의 딸,2015-03-11,56813100,28,5.8,138012,339,8062,6.05,973,5203321.0,1
33,조선명탐정 : 사라진 놉의 딸,2015-03-12,9510200,29,5.0,27132,141,1344,1.13,211,5203321.0,1
34,조선명탐정 : 사라진 놉의 딸,2015-03-13,12244500,30,6.0,27561,134,1639,1.11,215,5203321.0,1
35,조선명탐정 : 사라진 놉의 딸,2015-03-14,35589800,31,17.3,26982,146,4675,1.02,208,5203321.0,1
36,조선명탐정 : 사라진 놉의 딸,2015-03-15,31876800,32,16.8,24614,140,4131,0.96,194,5203321.0,1
37,조선명탐정 : 사라진 놉의 딸,2015-03-16,9710400,33,6.2,23610,123,1465,1.01,176,5203321.0,1
38,조선명탐정 : 사라진 놉의 딸,2015-03-17,6839400,34,4.5,21606,120,964,0.93,166,5203321.0,1
39,조선명탐정 : 사라진 놉의 딸,2015-03-18,8677000,35,5.1,24171,123,1222,1.03,182,5203321.0,1
40,조선명탐정 : 사라진 놉의 딸,2015-03-19,422000,36,6.1,1112,6,68,0.05,9,5203321.0,1
41,조선명탐정 : 사라진 놉의 딸,2015-03-20,710000,37,7.4,1621,9,120,0.07,11,5203321.0,1
42,조선명탐정 : 사라진 놉의 딸,2015-03-21,1348000,38,23.0,946,6,218,0.04,9,5203321.0,1
43,조선명탐정 : 사라진 놉의 딸,2015-03-22,420000,39,6.6,861,5,57,0.03,8,5203321.0,1
44,조선명탐정 : 사라진 놉의 딸,2015-03-23,126000,40,3.6,498,3,18,0.02,5,5203321.0,1
45,조선명탐정 : 사라진 놉의 딸,2015-03-24,674000,41,13.8,1043,6,144,0.05,9,5203321.0,1
46,조선명탐정 : 사라진 놉의 딸,2015-03-25,2770000,42,66.3,656,4,435,0.03,4,5203321.0,1
47,조선명탐정 : 사라진 놉의 딸,2015-03-27,570000,44,101.1,94,1,95,0.0,1,5203321.0,1
48,조선명탐정 : 사라진 놉의 딸,2015-05-09,0,87,0.0,306,1,0,0.01,1,5203321.0,1
49,조선명탐정 : 사라진 놉의 딸,2015-05-10,0,88,0.0,389,1,0,0.02,1,5203321.0,1
50,스물,2015-03-04,1464000,-21,100.0,183,1,183,0.01,1,6029770.0,0
51,스물,2015-03-09,1956000,-16,100.0,326,1,326,0.01,1,6029770.0,0
52,스물,2015-03-12,34636000,-13,100.0,4238,22,4238,0.18,22,6029770.0,0
53,스물,2015-03-13,44877000,-12,98.9,5353,26,5295,0.22,26,6029770.0,0
54,스물,2015-03-14,6246000,-11,92.9,747,3,694,0.03,3,6029770.0,0
55,스물,2015-03-16,1464000,-9,5.3,3447,17,183,0.15,17,6029770.0,0
56,스물,2015-03-17,2040000,-8,2.8,9245,58,255,0.4,58,6029770.0,0
57,스물,2015-03-18,27958000,-7,99.7,3563,12,3551,0.15,12,6029770.0,0
58,스물,2015-03-20,5598000,-5,100.0,622,3,622,0.03,3,6029770.0,0
59,스물,2015-03-23,8312000,-2,100.0,1039,5,1039,0.04,5,6029770.0,0
60,스물,2015-03-24,22258500,-1,47.0,4500,19,2115,0.2,19,6029770.0,0
61,스물,2015-03-25,981625100,0,17.6,860168,786,151161,36.27,4212,6029770.0,0
62,스물,2015-03-26,860554400,1,12.6,904696,829,114294,38.39,4500,6029770.0,0
63,스물,2015-03-27,1268802316,2,17.1,936813,831,160114,38.56,4667,6029770.0,0
64,스물,2015-03-28,2826752303,3,34.7,1032402,926,358084,40.04,5165,6029770.0,0
65,스물,2015-03-29,2652125100,4,33.5,1000689,910,334969,39.89,5011,6029770.0,0
66,스물,2015-03-30,809086100,5,12.0,893897,840,107313,38.71,4572,6029770.0,0
67,스물,2015-03-31,805211100,6,11.9,900918,857,107402,38.74,4614,6029770.0,0
68,스물,2015-04-01,922388300,7,18.7,663750,736,123777,29.24,3860,6029770.0,0
69,스물,2015-04-02,618857300,8,12.7,644683,729,81943,28.29,3740,6029770.0,0
70,스물,2015-04-03,1024870928,9,19.4,665396,760,128837,28.23,3880,6029770.0,0
71,스물,2015-04-04,2191462613,10,38.3,723877,786,277145,29.15,4155,6029770.0,0
72,스물,2015-04-05,1894169900,11,33.7,707859,791,238630,29.34,4055,6029770.0,0
73,스물,2015-04-06,489133300,12,10.4,625005,729,64877,27.99,3735,6029770.0,0
74,스물,2015-04-07,417011000,13,9.0,621533,731,55648,28.05,3710,6029770.0,0
75,스물,2015-04-08,384916700,14,8.6,597821,708,51091,27.1,3570,6029770.0,0
76,스물,2015-04-09,353321100,15,10.2,465512,661,47346,19.85,2895,6029770.0,0
77,스물,2015-04-10,511320200,16,14.3,455435,658,64981,19.06,2876,6029770.0,0
78,스물,2015-04-11,1006056600,17,25.9,488076,651,126580,19.32,3034,6029770.0,0
79,스물,2015-04-12,820866500,18,21.9,465688,637,102143,19.04,2914,6029770.0,0
80,스물,2015-04-13,221973500,19,7.4,393148,551,29077,17.66,2545,6029770.0,0
81,스물,2015-04-14,201782700,20,6.9,388433,547,26604,17.38,2511,6029770.0,0
82,스물,2015-04-15,185364700,21,6.5,377297,541,24467,17.03,2435,6029770.0,0
83,스물,2015-04-16,166616800,22,6.8,325645,479,22089,14.5,2164,6029770.0,0
84,스물,2015-04-17,250173266,23,9.3,341166,497,31770,14.74,2287,6029770.0,0
85,스물,2015-04-18,491011360,24,16.2,373605,520,60636,15.18,2445,6029770.0,0
86,스물,2015-04-19,451945400,25,15.2,361370,517,55018,15.1,2362,6029770.0,0
87,스물,2015-04-20,127535200,26,5.5,309317,478,16946,14.04,2080,6029770.0,0
88,스물,2015-04-21,110178300,27,5.0,294386,484,14731,13.68,1991,6029770.0,0
89,스물,2015-04-22,113853100,28,5.1,294768,476,15078,13.74,1984,6029770.0,0
90,스물,2015-04-23,24195600,29,8.8,36853,175,3245,1.66,317,6029770.0,0
91,스물,2015-04-24,42464700,30,15.1,36660,177,5543,1.6,310,6029770.0,0
92,스물,2015-04-25,48892900,31,22.4,27748,144,6211,1.16,235,6029770.0,0
93,스물,2015-04-26,41256300,32,19.8,26296,148,5215,1.13,223,6029770.0,0
94,스물,2015-04-27,17949000,33,7.3,33350,166,2440,1.53,287,6029770.0,0
95,스물,2015-04-28,24316000,34,9.7,34785,168,3357,1.59,295,6029770.0,0
96,스물,2015-04-29,9756700,35,14.0,10329,63,1445,0.46,88,6029770.0,0
97,스물,2015-04-30,3778500,36,31.9,2264,16,723,0.1,19,6029770.0,0
98,스물,2015-05-01,3693500,37,33.6,1507,13,507,0.06,15,6029770.0,0
99,스물,2015-05-02,4369800,38,36.6,1701,13,622,0.07,18,6029770.0,0
100,스물,2015-05-03,3631000,39,30.0,1625,12,487,0.07,16,6029770.0,0
101,스물,2015-05-04,4406500,40,31.0,2415,18,749,0.1,21,6029770.0,0
102,스물,2015-05-05,3207000,41,25.5,1736,11,442,0.07,15,6029770.0,0
103,스물,2015-05-06,1413000,42,8.4,3096,20,261,0.14,23,6029770.0,0
104,스물,2015-05-07,788000,43,7.1,1955,12,138,0.09,14,6029770.0,0
105,스물,2015-05-08,597000,44,4.8,1977,13,94,0.08,14,6029770.0,0
106,스물,2015-05-09,803500,45,7.1,1817,11,129,0.07,13,6029770.0,0
107,스물,2015-05-10,737000,46,5.6,2191,12,122,0.09,13,6029770.0,0
108,스물,2015-05-11,403000,47,3.6,1856,11,67,0.08,12,6029770.0,0
109,스물,2015-05-12,1210000,48,9.8,2376,13,233,0.11,15,6029770.0,0
110,스물,2015-05-13,393000,49,4.0,1666,10,67,0.08,12,6029770.0,0
111,스물,2015-05-14,277000,50,7.4,690,6,51,0.03,6,6029770.0,0
112,스물,2015-05-15,342000,51,9.0,690,6,62,0.03,6,6029770.0,0
113,스물,2015-05-16,343000,52,8.8,690,6,61,0.03,6,6029770.0,0
114,스물,2015-05-17,273000,53,7.4,690,6,51,0.03,6,6029770.0,0
115,스물,2015-05-18,231000,54,6.8,666,5,45,0.03,5,6029770.0,0
116,스물,2015-05-19,245000,55,6.8,690,6,47,0.03,6,6029770.0,0
117,스물,2015-05-20,98000,56,8.3,228,3,19,0.01,3,6029770.0,0
118,스물,2015-05-26,1624000,62,100.0,232,1,232,0.01,1,6029770.0,0
119,스물,2015-06-05,1519000,72,100.0,217,1,217,0.01,1,6029770.0,0
120,스물,2015-11-15,0,235,0.0,85,1,0,0.0,1,6029770.0,0
121,스물,2015-11-19,0,239,0.0,85,1,0,0.0,1,6029770.0,0
122,스물,2015-11-26,1450000,246,100.0,221,2,221,0.01,2,6029770.0,0
123,스물,2015-12-01,65000,251,11.2,98,1,11,0.0,1,6029770.0,0
124,스물,2015-12-02,18000,252,3.1,98,1,3,0.0,1,6029770.0,0
125,스물,2015-12-04,1450000,254,100.0,221,2,221,0.01,2,6029770.0,0
126,스물,2015-12-16,1450000,266,100.0,221,2,221,0.01,2,6029770.0,0
127,스물,2016-03-28,12000,369,4.6,44,1,2,0.0,1,6029770.0,0
128,스물,2016-03-30,45000,371,8.2,110,1,9,0.0,1,6029770.0,0
129,스물,2016-03-31,65000,372,7.1,140,2,10,0.01,2,6029770.0,0
130,스물,2016-04-01,162000,373,13.1,206,2,27,0.01,2,6029770.0,0
131,연평해전,2015-05-27,2608000,-28,100.0,326,1,326,0.01,1,6661438.0,0
132,연평해전,2015-06-01,29794000,-23,95.9,4166,11,3993,0.18,15,6661438.0,0
133,연평해전,2015-06-02,3432000,-22,9.4,6115,42,572,0.27,42,6661438.0,0
134,연평해전,2015-06-03,360000,-21,133.3,30,1,40,0.0,1,6661438.0,0
135,연평해전,2015-06-08,8008000,-16,100.0,1001,4,1001,0.04,4,6661438.0,0
136,연평해전,2015-06-09,0,-15,0.0,1448,3,0,0.06,3,6661438.0,0
137,연평해전,2015-06-10,894000,-14,100.0,149,1,149,0.01,1,6661438.0,0
138,연평해전,2015-06-12,677000,-12,46.0,198,2,91,0.01,2,6661438.0,0
139,연평해전,2015-06-18,9021000,-6,102.1,1052,5,1074,0.04,5,6661438.0,0
140,연평해전,2015-06-22,16221000,-2,100.0,1977,7,1977,0.08,7,6661438.0,0
141,연평해전,2015-06-24,1011947000,0,25.6,598275,667,153400,24.63,3147,6661438.0,0
142,연평해전,2015-06-25,1266801000,1,26.5,642178,717,170284,26.09,3296,6661438.0,0
143,연평해전,2015-06-26,1788540957,2,32.3,706925,850,228338,28.08,3688,6661438.0,0
144,연평해전,2015-06-27,3470083002,3,51.8,843947,987,437118,32.07,4461,6661438.0,0
145,연평해전,2015-06-28,3506103700,4,52.3,841949,1013,439924,32.92,4454,6661438.0,0
146,연평해전,2015-06-29,1611042400,5,27.5,793869,873,218354,32.8,4088,6661438.0,0
147,연평해전,2015-06-30,1575237100,6,27.0,802679,903,216362,33.16,4135,6661438.0,0
148,연평해전,2015-07-01,1432282900,7,23.7,823850,913,195325,34.33,4246,6661438.0,0
149,연평해전,2015-07-02,1215438400,8,25.6,652176,802,167113,26.88,3846,6661438.0,0
150,연평해전,2015-07-03,1748372943,9,34.1,676401,822,230462,27.26,4000,6661438.0,0
151,연평해전,2015-07-04,3181230888,10,54.4,750232,894,407998,29.09,4437,6661438.0,0
152,연평해전,2015-07-05,2817078200,11,48.8,735100,898,358540,29.21,4336,6661438.0,0
153,연평해전,2015-07-06,954240400,12,18.9,692991,845,130807,29.17,4069,6661438.0,0
154,연평해전,2015-07-07,1102759900,13,22.1,693347,845,152880,29.24,4079,6661438.0,0
155,연평해전,2015-07-08,1249537300,14,25.0,706958,907,176650,29.9,4142,6661438.0,0
156,연평해전,2015-07-09,925584800,15,21.1,617643,755,130468,24.57,3332,6661438.0,0
157,연평해전,2015-07-10,1229433323,16,26.4,629683,777,166166,24.41,3421,6661438.0,0
158,연평해전,2015-07-11,2774843872,17,54.4,665392,776,361917,24.44,3567,6661438.0,0
159,연평해전,2015-07-12,2661320400,18,52.4,657386,757,344453,24.78,3508,6661438.0,0
160,연평해전,2015-07-13,688125700,19,15.1,623425,722,94383,25.0,3341,6661438.0,0
161,연평해전,2015-07-14,620987900,20,13.8,630112,747,86887,25.37,3349,6661438.0,0
162,연평해전,2015-07-15,646657400,21,14.9,616220,718,91608,24.69,3237,6661438.0,0
163,연평해전,2015-07-16,601979400,22,14.8,577058,706,85145,22.59,3005,6661438.0,0
164,연평해전,2015-07-17,878308033,23,19.5,597745,692,116497,22.49,3117,6661438.0,0
165,연평해전,2015-07-18,1699761212,24,35.2,620550,730,218267,22.23,3218,6661438.0,0
166,연평해전,2015-07-19,1531622800,25,33.3,589298,702,196206,21.65,3063,6661438.0,0
167,연평해전,2015-07-20,471468200,26,11.6,564476,666,65575,21.99,2949,6661438.0,0
168,연평해전,2015-07-21,458499200,27,11.5,560859,672,64682,21.85,2934,6661438.0,0
169,연평해전,2015-07-22,245406300,28,15.5,228683,463,35487,9.26,1597,6661438.0,0
170,연평해전,2015-07-23,216527800,29,14.4,215149,454,30983,8.71,1508,6661438.0,0
171,연평해전,2015-07-24,264408500,30,16.1,218162,448,35141,8.57,1543,6661438.0,0
172,연평해전,2015-07-25,457072000,31,32.4,182764,437,59259,6.89,1347,6661438.0,0
173,연평해전,2015-07-26,425284400,32,32.6,168846,423,54996,6.5,1252,6661438.0,0
174,연평해전,2015-07-27,169539100,33,13.0,182763,444,23823,7.28,1349,6661438.0,0
175,연평해전,2015-07-28,173016000,34,13.8,175706,431,24321,6.99,1306,6661438.0,0
176,연평해전,2015-07-29,175005600,35,21.2,128040,379,27165,4.96,964,6661438.0,0
177,연평해전,2015-07-30,36301500,36,28.0,19402,118,5437,0.75,172,6661438.0,0
178,연평해전,2015-07-31,34420900,37,29.1,16805,108,4891,0.64,150,6661438.0,0
179,연평해전,2015-08-01,33015700,38,32.0,14008,81,4485,0.52,117,6661438.0,0
180,연평해전,2015-08-02,28656000,39,28.1,13759,84,3859,0.51,119,6661438.0,0
181,연평해전,2015-08-03,29182400,40,26.4,17176,99,4529,0.65,141,6661438.0,0
182,연평해전,2015-08-04,22131400,41,22.5,14372,97,3229,0.55,126,6661438.0,0
183,연평해전,2015-08-05,7447000,42,40.3,3094,21,1248,0.12,28,6661438.0,0
184,연평해전,2015-08-06,6496100,43,33.3,2894,18,964,0.11,22,6661438.0,0
185,연평해전,2015-08-07,6373300,44,38.4,2620,18,1007,0.1,23,6661438.0,0
186,연평해전,2015-08-08,5048200,45,42.8,1648,12,706,0.06,16,6661438.0,0
187,연평해전,2015-08-09,3316900,46,30.1,1414,11,426,0.05,14,6661438.0,0
188,연평해전,2015-08-10,3036900,47,25.7,1693,14,435,0.07,16,6661438.0,0
189,연평해전,2015-08-11,2776000,48,18.9,2223,14,421,0.09,17,6661438.0,0
190,연평해전,2015-08-12,5422500,49,43.6,2067,16,902,0.08,18,6661438.0,0
191,연평해전,2015-08-13,2411000,50,49.2,1123,7,552,0.04,8,6661438.0,0
192,연평해전,2015-08-14,350500,51,11.7,506,3,59,0.02,3,6661438.0,0
193,연평해전,2015-08-15,2028000,52,26.8,1212,6,325,0.04,7,6661438.0,0
194,연평해전,2015-08-16,314000,53,13.2,379,4,50,0.01,4,6661438.0,0
195,연평해전,2015-08-17,67000,54,3.3,391,3,13,0.02,3,6661438.0,0
196,연평해전,2015-08-18,103000,55,10.6,179,2,19,0.01,2,6661438.0,0
197,연평해전,2015-08-19,679000,56,43.8,306,3,134,0.01,3,6661438.0,0
198,연평해전,2015-08-20,1165000,57,100.0,233,1,233,0.01,1,6661438.0,0
199,연평해전,2015-08-27,1900000,64,96.9,392,3,380,0.02,3,6661438.0,0
200,연평해전,2015-08-29,400000,66,100.0,40,1,40,0.0,1,6661438.0,0
201,연평해전,2015-08-31,265000,68,33.5,158,1,53,0.01,1,6661438.0,0
202,연평해전,2015-09-03,1465000,71,88.3,332,2,293,0.01,2,6661438.0,0
203,연평해전,2015-09-05,500000,73,87.7,114,1,100,0.0,1,6661438.0,0
204,연평해전,2015-09-16,700000,84,100.0,175,1,175,0.01,1,6661438.0,0
205,연평해전,2015-10-10,700000,108,100.0,175,1,175,0.01,1,6661438.0,0
206,연평해전,2015-10-11,600000,109,85.7,175,1,150,0.01,1,6661438.0,0
207,연평해전,2015-10-15,569000,113,42.4,191,1,81,0.01,1,6661438.0,0
208,연평해전,2015-10-21,0,119,0.0,188,1,0,0.01,1,6661438.0,0
209,연평해전,2015-10-26,1388000,124,77.8,446,2,347,0.02,2,6661438.0,0
210,연평해전,2015-10-28,3120000,126,85.5,912,4,780,0.04,5,6661438.0,0
211,연평해전,2015-10-29,2176000,127,94.4,576,3,544,0.02,4,6661438.0,0
212,연평해전,2015-10-30,2140000,128,93.9,570,3,535,0.02,3,6661438.0,0
213,연평해전,2015-12-30,0,189,0.0,197,1,0,0.01,1,6661438.0,0
214,연평해전,2016-03-15,600000,265,17.5,1144,1,200,0.05,4,6661438.0,0
215,연평해전,2016-03-16,513000,266,15.0,1144,1,171,0.05,4,6661438.0,0
216,연평해전,2016-03-17,423000,267,12.3,1144,1,141,0.05,4,6661438.0,0
217,연평해전,2016-03-18,270000,268,10.5,858,1,90,0.03,3,6661438.0,0
218,연평해전,2016-03-19,291000,269,11.3,858,1,97,0.03,3,6661438.0,0
219,연평해전,2016-03-20,162000,270,9.4,572,1,54,0.02,2,6661438.0,0
220,연평해전,2016-06-17,262000,359,14.7,442,4,65,0.02,4,6661438.0,0
221,연평해전,2016-06-20,20000,362,3.2,63,1,2,0.0,1,6661438.0,0
222,연평해전,2016-06-21,8000,363,0.9,114,1,1,0.0,1,6661438.0,0
223,연평해전,2016-06-23,320000,365,47.9,167,1,80,0.01,1,6661438.0,0
224,연평해전,2016-06-24,8000,366,2.0,98,1,2,0.0,1,6661438.0,0
225,연평해전,2016-06-25,6000,367,0.6,167,1,1,0.01,1,6661438.0,0
226,연평해전,2017-06-20,400000,727,59.9,167,1,100,0.01,1,6661438.0,0
227,연평해전,2017-06-21,400000,728,59.9,167,1,100,0.01,1,6661438.0,0
228,연평해전,2017-06-26,71000,733,8.2,110,1,9,0.0,1,6661438.0,0
229,연평해전,2017-06-27,7000,734,0.7,152,1,1,0.01,1,6661438.0,0
230,연평해전,2017-06-28,64500,735,6.3,206,2,13,0.01,2,6661438.0,0
231,연평해전,2017-06-29,195000,736,25.7,152,1,39,0.01,1,6661438.0,0
232,연평해전,2017-06-30,42000,737,6.3,96,1,6,0.0,1,6661438.0,0
233,귀향,2016-01-11,1116000,-44,72.1,172,1,124,0.01,1,5963190.0,1
234,귀향,2016-01-13,2538000,-42,100.0,282,1,282,0.01,1,5963190.0,1
235,귀향,2016-02-04,4192000,-20,100.0,524,2,524,0.02,2,5963190.0,1
236,귀향,2016-02-15,43330000,-9,99.4,5590,21,5556,0.22,21,5963190.0,1
237,귀향,2016-02-16,21439000,-8,98.8,2816,13,2782,0.11,13,5963190.0,1
238,귀향,2016-02-17,1043000,-7,100.0,149,1,149,0.01,1,5963190.0,1
239,귀향,2016-02-18,1043000,-6,100.0,149,1,149,0.01,1,5963190.0,1
240,귀향,2016-02-20,7002000,-4,100.0,1167,4,1167,0.04,5,5963190.0,1
241,귀향,2016-02-22,2075000,-2,100.0,321,2,321,0.01,2,5963190.0,1
242,귀향,2016-02-24,962008400,0,43.3,365656,513,158174,13.63,2138,5963190.0,1
243,귀향,2016-02-25,982667700,1,33.5,402360,528,134742,14.87,2224,5963190.0,1
244,귀향,2016-02-26,1339968655,2,37.3,465192,589,173714,16.82,2467,5963190.0,1
245,귀향,2016-02-27,2455873351,3,49.5,630310,770,312202,21.97,3222,5963190.0,1
246,귀향,2016-02-28,2515327800,4,49.4,647527,797,320062,23.26,3293,5963190.0,1
247,귀향,2016-02-29,1749558698,5,34.2,702414,783,240473,25.41,3481,5963190.0,1
248,귀향,2016-03-01,3466680000,6,55.1,811135,876,446819,29.62,3938,5963190.0,1
249,귀향,2016-03-02,801281600,7,14.9,743480,763,110506,29.4,3573,5963190.0,1
250,귀향,2016-03-03,702926000,8,13.7,701968,750,96453,27.84,3444,5963190.0,1
251,귀향,2016-03-04,930341000,9,15.9,738658,771,117486,28.44,3612,5963190.0,1
252,귀향,2016-03-05,2041924732,10,29.9,841306,861,251892,30.65,4088,5963190.0,1
253,귀향,2016-03-06,1868625900,11,28.7,808091,846,232051,30.39,3916,5963190.0,1
254,귀향,2016-03-07,527713400,12,10.1,718768,757,72612,29.26,3495,5963190.0,1
255,귀향,2016-03-08,476968000,13,9.3,716083,773,66751,29.47,3491,5963190.0,1
256,귀향,2016-03-09,428271800,14,8.6,700994,760,60012,29.03,3415,5963190.0,1
257,귀향,2016-03-10,358766800,15,10.7,474152,585,50895,18.42,2445,5963190.0,1
258,귀향,2016-03-11,422519161,16,11.0,495507,592,54611,18.64,2540,5963190.0,1
259,귀향,2016-03-12,956237145,17,22.0,547401,669,120424,19.46,2743,5963190.0,1
260,귀향,2016-03-13,889251900,18,21.5,520641,654,111687,19.2,2616,5963190.0,1
261,귀향,2016-03-14,251622100,19,7.5,471805,577,35153,18.83,2417,5963190.0,1
262,귀향,2016-03-15,238854500,20,7.5,465763,603,34762,18.79,2390,5963190.0,1
263,귀향,2016-03-16,218852300,21,6.8,458701,596,31099,18.52,2371,5963190.0,1
264,귀향,2016-03-17,197998700,22,7.5,389033,546,29117,15.43,2076,5963190.0,1
265,귀향,2016-03-18,265322428,23,8.5,407581,554,34489,15.29,2210,5963190.0,1
266,귀향,2016-03-19,510155220,24,14.3,451269,607,64606,15.95,2427,5963190.0,1
267,귀향,2016-03-20,419900800,25,12.4,423131,570,52518,15.53,2265,5963190.0,1
268,귀향,2016-03-21,121832800,26,4.7,365697,538,17238,15.16,1977,5963190.0,1
269,귀향,2016-03-22,121012800,27,4.7,364255,541,17040,15.1,1965,5963190.0,1
270,귀향,2016-03-23,126117500,28,5.1,349863,553,17826,14.46,1928,5963190.0,1
271,귀향,2016-03-24,68108300,29,9.4,102727,400,9683,4.48,815,5963190.0,1
272,귀향,2016-03-25,82718500,30,10.3,107296,406,11031,4.54,856,5963190.0,1
273,귀향,2016-03-26,139522100,31,18.7,93922,401,17524,3.77,771,5963190.0,1
274,귀향,2016-03-27,133351700,32,18.2,91730,392,16685,3.81,732,5963190.0,1
275,귀향,2016-03-28,54350600,33,7.3,104964,405,7705,4.76,831,5963190.0,1
276,귀향,2016-03-29,61923900,34,8.5,105315,416,8930,4.81,835,5963190.0,1
277,귀향,2016-03-30,32791200,35,11.4,47424,238,5412,2.04,368,5963190.0,1
278,귀향,2016-03-31,27378600,36,8.8,44703,213,3942,1.9,344,5963190.0,1
279,귀향,2016-04-01,29975500,37,9.6,43526,205,4182,1.82,340,5963190.0,1
280,귀향,2016-04-02,38644500,38,12.7,38383,192,4872,1.49,321,5963190.0,1
281,귀향,2016-04-03,44008800,39,14.4,37699,191,5419,1.52,310,5963190.0,1
282,귀향,2016-04-04,16299500,40,5.3,42758,198,2285,1.96,333,5963190.0,1
283,귀향,2016-04-05,14343400,41,5.1,38901,179,1991,1.84,297,5963190.0,1
284,귀향,2016-04-06,12600700,42,4.6,39141,196,1800,1.84,297,5963190.0,1
285,귀향,2016-04-07,5154900,43,8.3,10076,63,833,0.41,83,5963190.0,1
286,귀향,2016-04-08,4290000,44,5.8,9921,63,577,0.39,83,5963190.0,1
287,귀향,2016-04-09,9116000,45,11.6,10637,65,1235,0.38,87,5963190.0,1
288,귀향,2016-04-10,6965200,46,8.7,10132,62,886,0.37,83,5963190.0,1
289,귀향,2016-04-11,2272500,47,3.6,8625,49,311,0.36,71,5963190.0,1
290,귀향,2016-04-12,4360900,48,6.6,10474,63,689,0.42,84,5963190.0,1
291,귀향,2016-04-13,495000,49,10.5,705,5,74,0.03,7,5963190.0,1
