순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수
17,우리들,2016-06-16,1,0.1%,286000,356849960,36,48005
17,위켄즈,2016-12-22,1,0.1%,891000,25379200,90,3303
17,비치온더비치,2016-12-08,1,0.1%,40000,10670700,5,1433
17,파파좀비,2016-12-29,1,0.1%,10000,2159500,2,343
17,당신자신과 당신의 것,2016-11-10,1,0.1%,16000,145860200,2,17919
1,마스터,2016-12-21,577,50.7%,453245300,55155554765,52777,6799656
2,사랑하기 때문에,2017-01-04,261,22.9%,50090200,2432352940,6433,309051
3,7년-그들이 없는 언론,2017-01-12,101,8.9%,10910200,42936900,1324,5431
4,판도라,2016-12-07,58,5.1%,15006000,35951159764,2191,4566411
4,여교사,2017-01-04,58,5.1%,10645500,883706260,1256,107715
6,더 킹,2017-01-18,26,2.3%,53746000,65208000,5509,6980
7,문영,2017-01-12,22,1.9%,4565000,17176399,634,2343
8,소시민,2017-01-12,10,0.9%,155100,4132100,24,574
9,걱정말아요,2017-01-05,6,0.5%,91000,4483700,12,597
10,"당신, 거기 있어줄래요",2016-12-14,4,0.4%,149000,9360765648,17,1168577
11,위켄즈,2016-12-22,3,0.3%,199000,25578200,28,3331
11,"무현, 두 도시 이야기",2016-10-26,3,0.3%,148000,1515519100,22,193236
13,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,2,0.2%,444000,83999500,83,10760
13,파파좀비,2016-12-29,2,0.2%,12000,2171500,2,345
15,터닝메카드W: 블랙미러의 부활,2017-01-18,1,0.1%,350000,3968000,50,543
15,시소,2016-11-10,1,0.1%,0,64384200,0,8598
15,우리 손자 베스트,2016-12-08,1,0.1%,13000,11954500,3,2045
15,순종,2016-11-17,1,0.1%,18000,406012200,2,56998
15,연애담,2016-11-17,1,0.1%,49000,186621100,7,22882
1,마스터,2016-12-21,648,54.4%,1038500200,56194054965,120563,6920219
2,사랑하기 때문에,2017-01-04,248,20.8%,86948300,2519301240,10814,319865
3,7년-그들이 없는 언론,2017-01-12,99,8.3%,17241600,60178500,2072,7503
4,여교사,2017-01-04,65,5.5%,18098000,901804260,2103,109818
5,판도라,2016-12-07,63,5.3%,27891200,35979050964,3793,4570204
6,문영,2017-01-12,23,1.9%,5666000,22842399,733,3076
7,공조,2017-01-18,8,0.7%,15918000,98110300,1772,11456
7,걱정말아요,2017-01-05,8,0.7%,324000,4807700,41,638
9,소시민,2017-01-12,6,0.5%,215500,4347600,27,601
10,"당신, 거기 있어줄래요",2016-12-14,5,0.4%,98000,9360863648,12,1168589
11,"무현, 두 도시 이야기",2016-10-26,3,0.3%,1114000,1516633100,185,193421
11,위켄즈,2016-12-22,3,0.3%,112000,25690200,16,3347
13,순종,2016-11-17,2,0.2%,1263000,407275200,157,57155
13,파파좀비,2016-12-29,2,0.2%,29000,2200500,5,350
15,연애담,2016-11-17,1,0.1%,180000,186801100,18,22900
15,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,1,0.1%,105000,84104500,35,10795
15,휴가,2016-12-08,1,0.1%,3500,4587700,1,663
15,더 킹,2017-01-18,1,0.1%,2277000,67485000,253,7233
15,아이돌 섹스 스캔들 2,2016-12-08,1,0.1%,10000,19000,2,4
15,오오단편극장-연애의 문을 여네,,1,0.1%,35000,201000,5,30
15,나의 살던 고향은,2016-11-24,1,0.1%,36000,81736100,6,10796
15,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,1,0.1%,1325700,266301900,142,32168
15,자백,2016-10-13,1,0.1%,18000,1130005200,3,143819
1,마스터,2016-12-21,635,54.8%,957634300,57151689265,111003,7031222
2,사랑하기 때문에,2017-01-04,238,20.5%,77488500,2596789740,9683,329548
3,7년-그들이 없는 언론,2017-01-12,102,8.8%,16031600,76210100,1936,9439
4,판도라,2016-12-07,66,5.7%,29404100,36008455064,3988,4574192
5,여교사,2017-01-04,55,4.7%,10047500,911851760,1177,110995
6,문영,2017-01-12,21,1.8%,4247000,27089399,516,3592
7,걱정말아요,2017-01-05,8,0.7%,238200,5045900,32,670
8,공조,2017-01-18,6,0.5%,19690000,117800300,2036,13492
9,"당신, 거기 있어줄래요",2016-12-14,5,0.4%,63000,9360926648,8,1168597
9,소시민,2017-01-12,5,0.4%,113600,4461200,12,613
11,위켄즈,2016-12-22,4,0.3%,1086000,26776200,140,3487
12,"무현, 두 도시 이야기",2016-10-26,3,0.3%,172000,1516805100,24,193445
12,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,3,0.3%,115000,84219500,30,10825
14,파파좀비,2016-12-29,2,0.2%,22000,2222500,4,354
15,미망인,1955-12-10,1,0.1%,9000,850000,3,369
15,청일전쟁과 여걸 민비,,1,0.1%,523000,3571000,254,1778
15,연애담,2016-11-17,1,0.1%,62000,186863100,10,22910
15,더티 로맨스,2017-01-07,1,0.1%,12000,79000,2,12
15,순종,2016-11-17,1,0.1%,18000,407293200,2,57157
15,아이돌 섹스 스캔들 2,2016-12-08,1,0.1%,10000,29000,2,6
1,마스터,2016-12-21,565,52.3%,282543100,57434232365,37009,7068231
2,사랑하기 때문에,2017-01-04,235,21.8%,31321600,2628111340,4433,333981
3,7년-그들이 없는 언론,2017-01-12,101,9.4%,8199200,84409300,1147,10586
4,판도라,2016-12-07,59,5.5%,9108200,36017563264,1382,4575574
5,여교사,2017-01-04,52,4.8%,5517900,917369660,736,111731
6,문영,2017-01-12,21,1.9%,2260700,29350099,316,3908
7,더 킹,2017-01-18,13,1.2%,24284000,91769000,2885,10118
8,소시민,2017-01-12,6,0.6%,103000,4564200,17,630
8,걱정말아요,2017-01-05,6,0.6%,69000,5114900,9,679
10,"당신, 거기 있어줄래요",2016-12-14,4,0.4%,140000,9361066648,19,1168616
11,"무현, 두 도시 이야기",2016-10-26,3,0.3%,127000,1516932100,17,193462
12,터닝메카드W: 블랙미러의 부활,2017-01-18,2,0.2%,7848000,11816000,981,1524
12,연애담,2016-11-17,2,0.2%,92000,186955100,12,22922
14,순종,2016-11-17,1,0.1%,18000,407311200,2,57159
14,위켄즈,2016-12-22,1,0.1%,1432000,28208200,179,3666
14,작은 형,2016-11-30,1,0.1%,0,11721500,0,1853
14,나의 살던 고향은,2016-11-24,1,0.1%,8000,81744100,1,10797
14,시간의 종말,2016-11-03,1,0.1%,34000,25737400,4,3810
14,목숨 건 연애,2016-12-14,1,0.1%,96000,363068800,32,48000
14,청일전쟁과 여걸 민비,,1,0.1%,408000,3979000,204,1982
14,커튼콜,2016-12-08,1,0.1%,0,40638100,0,5526
14,왕자 호동,,1,0.1%,360000,1736000,180,868
14,형,2016-11-23,1,0.1%,109000,23127934393,20,2981809
14,파파좀비,2016-12-29,1,0.1%,10000,2232500,2,356
1,마스터,2016-12-21,575,49.5%,271458000,57705690365,35981,7104212
2,사랑하기 때문에,2017-01-04,248,21.3%,31703700,2659815040,4607,338588
3,7년-그들이 없는 언론,2017-01-12,96,8.3%,6383000,90792300,883,11469
4,판도라,2016-12-07,59,5.1%,9923800,36027487064,1564,4577138
5,여교사,2017-01-04,53,4.6%,8096600,925466260,1043,112774
6,공조,2017-01-18,24,2.1%,8701000,126501300,1114,14606
7,더 킹,2017-01-18,23,2.0%,42615000,134384000,3894,14012
8,여자전쟁: 여자의 이유,2017-01-17,21,1.8%,665000,665000,132,132
8,문영,2017-01-12,21,1.8%,2342500,31692599,330,4238
10,소시민,2017-01-12,7,0.6%,149000,4713200,21,651
11,걱정말아요,2017-01-05,6,0.5%,72000,5186900,10,689
12,위켄즈,2016-12-22,5,0.4%,866400,29074600,134,3800
13,"당신, 거기 있어줄래요",2016-12-14,3,0.3%,60000,9361126648,8,1168624
13,"무현, 두 도시 이야기",2016-10-26,3,0.3%,74000,1517006100,10,193472
15,연애담,2016-11-17,2,0.2%,127000,187082100,15,22937
16,하녀,1960-11-03,1,0.1%,844000,21374500,422,5397
16,스와핑 : 친구부부의 쾌락,2017-01-17,1,0.1%,5000,5000,1,1
16,청일전쟁과 여걸 민비,,1,0.1%,314000,4293000,157,2139
16,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.1%,220000,906119900,44,135442
16,파파좀비,2016-12-29,1,0.1%,10000,2242500,2,358
16,형,2016-11-23,1,0.1%,202000,23128136393,37,2981846
16,왕자 호동,,1,0.1%,172000,1908000,86,954
16,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,1,0.1%,560000,266861900,67,32235
16,더티 로맨스,2017-01-07,1,0.1%,6000,85000,1,13
16,순종,2016-11-17,1,0.1%,39000,407350200,5,57164
16,자백,2016-10-13,1,0.1%,12000,1130017200,2,143821
16,터닝메카드W: 블랙미러의 부활,2017-01-18,1,0.1%,1600000,13416000,200,1724
16,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,1,0.1%,27000,84246500,9,10834
16,젊은 형수,2017-01-17,1,0.1%,5000,5000,1,1
16,시소,2016-11-10,1,0.1%,6000,64390200,1,8599
16,신혼여행 : 불륜,2017-01-17,1,0.1%,5000,5000,1,1
1,더 킹,2017-01-18,1125,37.9%,2197763200,2332147200,288966,302978
2,공조,2017-01-18,900,30.3%,1145130100,1271631400,151845,166451
3,터닝메카드W: 블랙미러의 부활,2017-01-18,500,16.8%,334154700,347570700,50159,51883
4,마스터,2016-12-21,287,9.7%,44795700,57750486065,5939,7110151
5,7년-그들이 없는 언론,2017-01-12,64,2.2%,4565700,95358000,621,12090
6,여교사,2017-01-04,21,0.7%,2257700,927723960,293,113067
7,문영,2017-01-12,17,0.6%,1987000,33679599,286,4524
8,판도라,2016-12-07,14,0.5%,3050000,36030537064,504,4577642
9,사랑하기 때문에,2017-01-04,10,0.3%,1138000,2660953040,209,338797
10,걱정말아요,2017-01-05,7,0.2%,74000,5260900,12,701
11,위켄즈,2016-12-22,4,0.1%,1092400,30167000,151,3951
12,순종,2016-11-17,3,0.1%,2999000,410349200,359,57523
13,파파좀비,2016-12-29,2,0.1%,15000,2257500,2,360
13,연애담,2016-11-17,2,0.1%,41000,187123100,5,22942
13,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,2,0.1%,321000,84567500,57,10891
13,당신자신과 당신의 것,2016-11-10,2,0.1%,42000,145902200,5,17924
17,형,2016-11-23,1,0.0%,113000,23128249393,21,2981867
17,"당신, 거기 있어줄래요",2016-12-14,1,0.0%,7000,9361133648,1,1168625
17,비치온더비치,2016-12-08,1,0.0%,43000,10713700,5,1438
17,"무현, 두 도시 이야기",2016-10-26,1,0.0%,24000,1517030100,3,193475
17,나의 살던 고향은,2016-11-24,1,0.0%,32000,81776100,4,10801
17,우리 손자 베스트,2016-12-08,1,0.0%,8000,11962500,1,2046
17,소시민,2017-01-12,1,0.0%,6000,4719200,1,652
17,대원군,,1,0.0%,36000,3652000,18,1816
17,하녀,1960-11-03,1,0.0%,681000,22055500,338,5735
17,커튼콜,2016-12-08,1,0.0%,0,40638100,0,5526
17,왕자 호동,,1,0.0%,396000,2304000,198,1152
17,탐정사무소-그놈의 얼굴,2017-01-18,1,0.0%,8000,8000,1,1
1,더 킹,2017-01-18,1147,37.5%,1810239800,4142387000,238039,541017
2,공조,2017-01-18,918,30.0%,1063411600,2335043000,141569,308020
3,터닝메카드W: 블랙미러의 부활,2017-01-18,483,15.8%,189852600,537423300,27622,79505
4,마스터,2016-12-21,289,9.5%,35580300,57786066365,4799,7114950
5,7년-그들이 없는 언론,2017-01-12,57,1.9%,2964000,98322000,396,12486
6,다른 길이 있다,2017-01-19,30,1.0%,2353500,10178500,325,1200
7,여교사,2017-01-04,23,0.8%,1638500,929362460,224,113291
8,판도라,2016-12-07,20,0.7%,3983000,36034520064,667,4578309
8,러브 슬레이트,2017-01-19,20,0.7%,654000,654000,125,125
8,유혹,2017-01-19,20,0.7%,840000,840000,165,165
11,문영,2017-01-12,16,0.5%,1720700,35400299,235,4759
12,사랑하기 때문에,2017-01-04,10,0.3%,933000,2661886040,169,338966
13,걱정말아요,2017-01-05,2,0.1%,25000,5285900,4,705
13,공동정범,2018-01-25,2,0.1%,395000,1201000,60,253
13,최강전사 미니특공대: 영웅의 탄생,2016-02-04,2,0.1%,250000,878125200,50,117220
13,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,2,0.1%,304000,84871500,55,10946
13,위켄즈,2016-12-22,2,0.1%,215000,30382000,30,3981
18,순종,2016-11-17,1,0.0%,30000,410379200,4,57527
18,촌구석,,1,0.0%,0,316000,0,54
18,소시민,2017-01-12,1,0.0%,5000,4724200,1,653
18,"무현, 두 도시 이야기",2016-10-26,1,0.0%,32000,1517062100,4,193479
18,시소,2016-11-10,1,0.0%,992000,65382200,124,8723
18,두 개의 문,2012-06-21,1,0.0%,26000,505356000,4,73734
18,하녀,1960-11-03,1,0.0%,567000,22622500,281,6016
18,당신자신과 당신의 것,2016-11-10,1,0.0%,0,145902200,0,17924
18,대원군,,1,0.0%,10000,3662000,5,1821
18,내 학생의 엄마 무삭제판,2017-01-19,1,0.0%,5000,5000,1,1
18,즐거운 나의 집 101,,1,0.0%,35000,366000,5,73
18,내 친구의 엄마 (무삭제),2017-01-19,1,0.0%,5000,5000,1,1
18,연애담,2016-11-17,1,0.0%,42000,187165100,7,22949
18,형,2016-11-23,1,0.0%,182500,23128431893,31,2981898
18,위드,2017-01-19,1,0.0%,8000,8000,1,1
1,더 킹,2017-01-18,1188,39.0%,2235092100,6377479100,261528,802545
2,공조,2017-01-18,938,30.8%,1350950693,3685993693,160116,468136
3,터닝메카드W: 블랙미러의 부활,2017-01-18,490,16.1%,145186700,682610000,18988,98493
4,마스터,2016-12-21,263,8.6%,40896500,57826962865,4783,7119733
5,7년-그들이 없는 언론,2017-01-12,61,2.0%,3416500,101738500,457,12943
6,다른 길이 있다,2017-01-19,23,0.8%,1386700,11565200,197,1397
7,여교사,2017-01-04,20,0.7%,2266000,931628460,279,113570
8,판도라,2016-12-07,19,0.6%,2724000,36037244064,424,4578733
9,문영,2017-01-12,15,0.5%,1484500,36884799,202,4961
10,사랑하기 때문에,2017-01-04,10,0.3%,2711400,2664597440,416,339382
11,걱정말아요,2017-01-05,4,0.1%,31000,5316900,5,710
12,순종,2016-11-17,3,0.1%,2522000,412901200,258,57785
12,소시민,2017-01-12,3,0.1%,27600,4751800,4,657
14,위켄즈,2016-12-22,2,0.1%,92000,30474000,14,3995
14,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,2,0.1%,156000,85027500,30,10976
16,미행,,1,0.0%,91000,91000,13,13
16,두 개의 문,2012-06-21,1,0.0%,187000,505543000,29,73763
16,즐거운 나의 집 101,,1,0.0%,6000,372000,1,74
16,"무현, 두 도시 이야기",2016-10-26,1,0.0%,16000,1517078100,2,193481
16,형,2016-11-23,1,0.0%,44000,23128475893,8,2981906
16,2017 한국영화아카데미 33기 졸업영화제 - 개막작,,1,0.0%,640000,640000,160,160
16,촌구석,,1,0.0%,70000,386000,10,64
16,대원군,,1,0.0%,14000,3676000,7,1828
1,더 킹,2017-01-18,1310,40.1%,4490105729,10867584829,524841,1327386
2,공조,2017-01-18,976,29.9%,2810573092,6496566785,333625,801761
3,터닝메카드W: 블랙미러의 부활,2017-01-18,570,17.5%,747597000,1430207000,97501,195994
4,마스터,2016-12-21,243,7.4%,68094500,57895057365,7865,7127598
5,7년-그들이 없는 언론,2017-01-12,61,1.9%,5678600,107417100,723,13666
6,다른 길이 있다,2017-01-19,25,0.8%,2097000,13662200,245,1642
7,여교사,2017-01-04,19,0.6%,2914000,934542460,345,113915
8,판도라,2016-12-07,17,0.5%,2186000,36039430064,380,4579113
9,문영,2017-01-12,14,0.4%,2456500,39341299,298,5259
10,소시민,2017-01-12,4,0.1%,49000,4800800,8,665
10,걱정말아요,2017-01-05,4,0.1%,57000,5373900,8,718
12,사랑하기 때문에,2017-01-04,3,0.1%,84000,2664681440,14,339396
13,2017 한국영화아카데미 33기 졸업영화제 - A,,2,0.1%,1016000,1016000,254,254
13,2017 한국영화아카데미 33기 졸업영화제 - B,,2,0.1%,1016000,1016000,254,254
13,순종,2016-11-17,2,0.1%,210000,413111200,24,57809
16,뚜르: 내 생애 최고의 49일,2017-02-01,1,0.0%,920000,79562500,92,10006
16,딸의 친구,2017-01-21,1,0.0%,2000,2000,1,1
16,2017 한국영화아카데미 33기 졸업영화제 - 실습작 A,,1,0.0%,376000,376000,94,94
16,2017 한국영화아카데미 33기 졸업영화제 - D,,1,0.0%,376000,376000,94,94
16,2017 한국영화아카데미 33기 졸업영화제 - C,,1,0.0%,640000,640000,160,160
16,여비서,2016-12-22,1,0.0%,10000,58000,2,12
16,자백,2016-10-13,1,0.0%,18000,1130035200,3,143824
16,형,2016-11-23,1,0.0%,59500,23128535393,9,2981915
16,"무현, 두 도시 이야기",2016-10-26,1,0.0%,40000,1517118100,5,193486
16,위켄즈,2016-12-22,1,0.0%,21000,30495000,3,3998
16,더티 로맨스,2017-01-07,1,0.0%,7000,92000,1,14
16,터널,2016-08-10,1,0.0%,0,57529484417,0,7120508
16,가려진 시간,2016-11-16,1,0.0%,0,3946462400,0,510878
1,더 킹,2017-01-18,1289,40.0%,4504282600,15371867429,525513,1852899
2,공조,2017-01-18,972,30.2%,2967913800,9464480585,352228,1153989
3,터닝메카드W: 블랙미러의 부활,2017-01-18,567,17.6%,626538700,2056745700,80707,276701
4,마스터,2016-12-21,229,7.1%,51594000,57946651365,5997,7133595
5,7년-그들이 없는 언론,2017-01-12,57,1.8%,4859500,112276600,576,14242
6,다른 길이 있다,2017-01-19,27,0.8%,968500,14630700,132,1774
7,여교사,2017-01-04,20,0.6%,1481000,936023460,197,114112
8,판도라,2016-12-07,18,0.6%,2772500,36042202564,471,4579584
9,문영,2017-01-12,15,0.5%,1713500,41054799,212,5471
10,사랑하기 때문에,2017-01-04,6,0.2%,587000,2665268440,86,339482
11,소시민,2017-01-12,2,0.1%,598000,5398800,73,738
11,2017 한국영화아카데미 33기 졸업영화제 - C,,2,0.1%,1016000,1656000,254,414
11,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,2,0.1%,32000,85059500,5,10981
11,위켄즈,2016-12-22,2,0.1%,242000,30737000,31,4029
11,형,2016-11-23,2,0.1%,122000,23128657393,19,2981934
16,부산행,2016-07-20,1,0.0%,0,93178283048,0,11565479
16,렌의 애가,1969-01-01,1,0.0%,154000,2410000,77,1205
16,미망인,1955-12-10,1,0.0%,15000,865000,5,374
16,2017 한국영화아카데미 33기 졸업영화제 - B,,1,0.0%,640000,1656000,160,414
16,2017 한국영화아카데미 33기 졸업영화제 - 실습작 B,,1,0.0%,376000,376000,94,94
16,2017 한국영화아카데미 33기 졸업영화제 - D,,1,0.0%,1280000,1656000,320,414
16,여비서,2016-12-22,1,0.0%,10000,68000,2,14
16,걱정말아요,2017-01-05,1,0.0%,19000,5392900,3,721
16,스플릿,2016-11-09,1,0.0%,0,6102712539,0,758195
16,나의 살던 고향은,2016-11-24,1,0.0%,418000,82194100,65,10866
16,"무현, 두 도시 이야기",2016-10-26,1,0.0%,36000,1517154100,8,193494
16,2017 한국영화아카데미 33기 졸업영화제 - A,,1,0.0%,640000,1656000,160,414
1,더 킹,2017-01-18,1169,40.2%,1243052400,16614919829,163491,2016390
2,공조,2017-01-18,928,31.9%,1051594800,10516075385,138338,1292327
3,터닝메카드W: 블랙미러의 부활,2017-01-18,428,14.7%,68650500,2125396200,9910,286611
4,마스터,2016-12-21,236,8.1%,19232200,57965883565,2564,7136159
5,7년-그들이 없는 언론,2017-01-12,57,2.0%,3947000,116223600,487,14729
6,다른 길이 있다,2017-01-19,21,0.7%,497000,15127700,73,1847
7,여교사,2017-01-04,19,0.7%,1317500,937340960,182,114294
8,판도라,2016-12-07,14,0.5%,905000,36043107564,176,4579760
9,문영,2017-01-12,13,0.4%,963000,42017799,129,5600
10,사랑하기 때문에,2017-01-04,5,0.2%,309000,2665577440,67,339549
11,걱정말아요,2017-01-05,3,0.1%,45000,5437900,7,728
12,"무현, 두 도시 이야기",2016-10-26,2,0.1%,45000,1517199100,6,193500
12,소시민,2017-01-12,2,0.1%,17000,5415800,3,741
14,여사장,,1,0.0%,204000,2950000,102,1479
14,렌의 애가,1969-01-01,1,0.0%,94000,2504000,47,1252
14,목숨 건 연애,2016-12-14,1,0.0%,30000,363098800,10,48010
14,형,2016-11-23,1,0.0%,109000,23128766393,20,2981954
14,뚜르: 내 생애 최고의 49일,2017-02-01,1,0.0%,1386000,80948500,231,10237
14,위켄즈,2016-12-22,1,0.0%,32000,30769000,4,4033
14,나의 살던 고향은,2016-11-24,1,0.0%,64000,82258100,8,10874
14,재심,2017-02-15,1,0.0%,1692000,1692000,282,282
1,더 킹,2017-01-18,1181,39.4%,1189158900,17804078729,156749,2173139
2,공조,2017-01-18,955,31.9%,1022534750,11538610135,135694,1428021
3,터닝메카드W: 블랙미러의 부활,2017-01-18,438,14.6%,75048900,2200445100,10875,297486
4,마스터,2016-12-21,241,8.0%,21024900,57986908465,2824,7138983
5,7년-그들이 없는 언론,2017-01-12,58,1.9%,3066000,119289600,445,15174
6,다른 길이 있다,2017-01-19,22,0.7%,595000,15722700,87,1934
7,여교사,2017-01-04,21,0.7%,2322500,939663460,306,114600
8,판도라,2016-12-07,16,0.5%,5689000,36048796564,1051,4580811
9,문영,2017-01-12,15,0.5%,1262000,43279799,175,5775
10,사랑받지 못한 여자,2017-01-24,14,0.5%,2081000,2081000,322,322
11,걱정말아요,2017-01-05,5,0.2%,72000,5509900,10,738
12,사랑하기 때문에,2017-01-04,4,0.1%,212000,2665789440,30,339579
12,위켄즈,2016-12-22,4,0.1%,282000,31051000,35,4068
14,동주,2016-02-17,3,0.1%,1710000,8890787089,285,1172926
15,소시민,2017-01-12,2,0.1%,50000,5465800,8,749
16,뚜르: 내 생애 최고의 49일,2017-02-01,1,0.0%,1208000,82156500,151,10388
16,형,2016-11-23,1,0.0%,345500,23129111893,68,2982022
16,미씽: 사라진 여자,2016-11-30,1,0.0%,0,8881616256,0,1153109
16,렌의 애가,1969-01-01,1,0.0%,108000,2612000,54,1306
16,터널,2016-08-10,1,0.0%,0,57529484417,0,7120508
16,부산행,2016-07-20,1,0.0%,0,93178283048,0,11565479
16,연애담,2016-11-17,1,0.0%,99000,187264100,11,22960
16,은하,2017-01-24,1,0.0%,50000,67000,10,13
16,더티 로맨스,2017-01-07,1,0.0%,14000,106000,2,16
16,여사장,,1,0.0%,120000,3070000,60,1539
16,순종,2016-11-17,1,0.0%,6000,413117200,1,57810
16,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.0%,180000,906299900,36,135478
16,오 마이 파파,2016-11-10,1,0.0%,12000,85137600,2,11999
16,장기왕 : 가락시장 레볼루션,2017-02-02,1,0.0%,856000,856000,107,107
16,스플릿,2016-11-09,1,0.0%,0,6102712539,0,758195
16,가려진 시간,2016-11-16,1,0.0%,0,3946462400,0,510878
16,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,1,0.0%,728000,267589900,88,32323
16,올 리브 올리브,2017-07-13,1,0.0%,80000,378000,16,81
1,더 킹,2017-01-18,1071,42.0%,1204847600,19008926329,199750,2372889
2,공조,2017-01-18,987,38.7%,1172426200,12711036335,193551,1621572
