순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1904,이채담의 지스팟,박주영,스마일컨텐츠,스마일컨텐츠,2017.10.26,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1905,일본 엄마 무삭제,김무원,(주)영화사 사계절,(주)영화사 사계절,2017.8.15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1906,일본 엄마 2 무삭제,김무원,(주)영화사 사계절,(주)영화사 사계절,2018.3.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1907,일본식 아내 길들이기,김영민,유한회사 영화사 반딧불,유한회사 영화사 반딧불,2019.7.19,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
1908,자매의 사정,"윤채아,유남선",에이원 미디어,에이원 미디어,2017.9.12,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1909,자매의교환섹스-무삭제,장두만,에이원 미디어,에이원 미디어,2019.4.5,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1910,자매의은밀한스와핑,정민용,스마일컨텐츠,스마일컨텐츠,2018.12.21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1911,자유부인 2017,윤대이,골든타이드픽처스(주),골든타이드픽처스(주),2017.4.4,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1912,자유연애시대 무삭제 특별판,이전,(주)케이알씨지,(주)케이알씨지,2016.7.28,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1913,작은 엄마 무삭제,이리단,(주)영화사 사계절,(주)영화사 사계절,2018.3.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1914,작은 엄마 2: 삼촌의 여자들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.12.20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1915,작은 엄마 2: 삼촌의 여자들 (무삭제),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.3.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1916,작은 엄마: 삼촌의 아내를 탐하다,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.4.26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1917,작은 엄마: 삼촌의 아내를 탐하다 (무삭제),이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.7.27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1918,작은 엄마들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.7.11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1919,작은 엄마들(무삭제),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.9.12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1920,작은엄마 2: 삼촌이 없던 날,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.5.31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1921,작은엄마 2: 삼촌이 없던 날 (무삭제),이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.8.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1922,잘주는 누나들,천성준,(주)케이피에이기획,(주)케이피에이기획,2019.5.17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1923,잘주는 여비서들,윤중부,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.5.24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
1924,잘주는 여비서들 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.8.28,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1925,장모님들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.10.16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1926,장모님들 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.12.26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1927,장모님의 개인교습,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.9.12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1928,장모님의 개인교습 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.11.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1929,장모의유혹-무삭제,김이슬,스마일컨텐츠,스마일컨텐츠,2019.5.10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1930,장모학개론-무삭제,김다니엘,스마일컨텐츠,스마일컨텐츠,2018.7.6,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1931,전망 좋은 집 3 (무삭제),곽승호,영화사 인연,영화사 인연,2017.2.2,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1932,젊은 누나-무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2019.2.27,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
1933,젊은 미망인 무삭제판,한동호,,(주)가온콘텐츠,2019.8.1,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1934,젊은 새엄마,김정오,(주)영화사가을,(주)영화사가을,2016.12.15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1935,젊은 새엄마 무삭제,김정오,(주)영화사가을,(주)영화사가을,2017.7.4,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1936,젊은 새엄마들,김진수,(주)영화사가을,(주)영화사가을,2019.8.16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1937,젊은 아내: 남편 교환의 날,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.10.27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1938,젊은 아내: 남편 교환의 날 (무삭제),이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.1.22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1939,젊은 엄마 친구 무삭제판,유해종,(주)영화사가을,(주)영화사가을,2018.11.7,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1940,젊은 장모님들,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.5.3,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1941,젊은 장모님들 - 감독판,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.8.5,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1942,젊은 처제들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.9.27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1943,젊은 처제들 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.12.18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1944,젊은 처형: 그녀를 탐하다,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.7.11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1945,젊은 처형: 그녀를 탐하다(무삭제),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.9.12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1946,젊은 형수,김정오,(주)영화사가을,(주)영화사가을,2017.1.17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1947,젊은 형수 무삭제,김정오,(주)영화사가을,(주)영화사가을,2017.3.28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1948,젊은 형수 2,이상민,(주)영화사가을,(주)영화사가을,2018.8.14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1949,젊은 형수 2 무삭제,이상민,(주)영화사가을,(주)영화사가을,2019.5.28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1950,젊은 형수: 형의 여자를 탐하다,"강정훈,강정훈",(주)소나무픽쳐스,(주)소나무픽쳐스,2018.1.31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1951,젊은 형수: 형의 여자를 탐하다(무삭제),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.4.17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1952,젊은 형수님: 내 여자가 되던 날,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.7.3,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1953,젊은 형수님: 내 여자가 되던 날 -무삭제판,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.8.10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1954,젊은 형수님: 형의 여자를 탐하다,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2017.12.8,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1955,젊은 형수님: 형의 여자를 탐하다 -무삭제판,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.3.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1956,젊은 형수님들 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.12.26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1957,젊은장모-무삭제,김경훈,스마일컨텐츠,스마일컨텐츠,2018.3.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1958,젊은형수님들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.8.30,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1959,접대 전문 여비서,윤준세,(주)레드언더미디어,(주)레드언더미디어,2019.5.31,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
1960,접대 전문 여비서 무삭제,윤준세,(주)레드언더미디어,(주)레드언더미디어,2019.8.13,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
1961,정사 2018,김이슬,(주)영화사가을,(주)영화사가을,2018.12.13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1962,정사 : 결혼 말고 연애 무삭제,조경훈,(주)영화사 사계절,(주)영화사 사계절,2016.11.15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1963,정사 : 내 친구의 애인,최강호,(주)영화사가을,(주)영화사가을,2017.6.1,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1964,정사 : 내 친구의 애인 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2017.7.27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1965,정사 : 사촌 여동생들,"정완경,안상진",(주)영화사가을,(주)영화사가을,2018.10.2,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1966,정사 : 사촌 여동생들 무삭제,정완경,(주)영화사가을,(주)영화사가을,2018.11.14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1967,정사 : 시아버지와 도련님,"이상민,이상민",(주)영화사가을,(주)영화사가을,2018.1.18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1968,정사 : 시아버지와 도련님 무삭제,이상민,(주)영화사가을,(주)영화사가을,2018.7.24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1969,정사 : 아내의 친구 무삭제,조태호,(주)영화사가을,(주)영화사가을,2018.11.16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1970,정사 : 아내의 친구 2,조태호,(주)영화사가을,(주)영화사가을,2019.8.27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1971,정사 : 어린 새엄마 무삭제,임현태,(주)영화사가을,(주)영화사가을,2018.11.14,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
1972,정사 : 은밀한 밀애-무삭제판,이재상,(주)케이알씨지,(주)케이알씨지,2018.7.25,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
1973,정사 : 자매의 유혹 무삭제,김부곤,(주)영화사가을,(주)영화사가을,2018.11.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1974,정사 : 착한 며느리들 무삭제판,김부곤,(주)영화사가을,(주)영화사가을,2018.4.26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1975,정사 : 착한 며느리들 2 무삭제,김부곤,(주)영화사가을,(주)영화사가을,2019.3.13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1976,정사 : 착한 숙모 무삭제,김부곤,(주)영화사가을,(주)영화사가을,2018.11.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1977,정사 : 처제의 사랑 무삭제편,최민,(주)영화사가을,(주)영화사가을,2018.11.8,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1978,정사 : 친구의 엄마 무삭제,곽영근,(주)영화사 사계절,(주)영화사 사계절,2018.1.16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1979,정사 : 친구의 엄마 2 무삭제,김부곤,(주)영화사가을,(주)영화사가을,2018.7.30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1980,정사 : 친구의 여자를 탐하다,"정완경,안상진",(주)영화사가을,(주)영화사가을,2018.10.2,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1981,정사 : 친구의 여자를 탐하다 무삭제,정완경,(주)영화사가을,(주)영화사가을,2018.11.14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1982,정사 : 캠퍼스 커플 무삭제,임현태,(주)영화사가을,(주)영화사가을,2018.11.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1983,정사-두자매-무삭제,박주영,스마일컨텐츠,스마일컨텐츠,2017.11.29,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1984,정사: 바람난 유부녀들-감독판,박범수,(주)케이알씨지,(주)케이알씨지,2017.12.24,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1985,정사: 불륜의 맛 무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2016.12.29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1986,정사: 질투의 덫-무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2018.3.28,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1987,제주도 야한밤,박은석,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018.3.29,개봉영화,장편,한국,1,"1,000",1,0,0,,청소년관람불가,일반영화
1988,제주도 야한밤 무삭제,박은석,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018.6.7,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
