순위,영화명,영화코드,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,F-rated,감독,대표감독,감독코드,감독성별,감독_대표역할,감독필모,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배역명,배우코드,배우성별,배우_대표역할,배우필모
43.0,변산,20174369,2018.7.4,"4,016,562,273",0.4%,"4,016,562,273","490,519","490,519",763,"27,504",한국,한국,변산문화산업전문(유),메가박스중앙(주)플러스엠,15세이상관람가,드라마,0,이준익,이준익,10057485.0,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",김세겸,김세겸,김세겸,10004665.0,남자,시나리오(각본),자산어보|변산|흡혈형사 나도열,"박정민,김고은,장항선,고준,신현빈,정규수,김준한,배제기,최정헌,한별,김형주,차순배,신문성,이세랑,이고은,이민섭,이성호,방준석,이승훈,김정현,이재성,이정현,김지성,이현정,이혜원,김진표,김형주,김희주,박수연,박지선,강현구,고유,정호연,차신혜,김민식,최정현,김세겸,김수정,박수연,던밀스",박정민,학수,20110693.0,남자,배우,타짜: 원 아이드 잭|다만 악에서 구하소서|시동|사바하|사냥의 시간(가제)|변산|염력|그것만이 내 세상|하루|임금님의 사건수첩|아티스트: 다시 태어나다|더 킹|순정|동주|오피스|태양을 쏴라 무삭제판|태양을 쏴라|들개|피끓는 청춘|감기|전설의 주먹|댄싱퀸|파수꾼|내 사랑|붉은 손|종말의 바보|그룹 스터디|연애담|세상의 끝|무서운 이야기 3 : 화성에서 온 소녀|신촌좀비만화|무서운 이야기 3 '로드레이지'|유령
116.0,식구,20177534,2018.7.12,"30,175,400",0.0%,"30,175,400","3,816","3,816",52,475,한국,한국,동우하 팩토리,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",15세이상관람가,드라마,0,임영훈,임영훈,20218851.0,남자,감독,식구|당신|8th SISFF <단편경쟁 03. 쓸쓸한 당신> ,"정현두, 임영훈",정현두,정현두,20123105.0,남자,시나리오(각본),식구|혼숨|불어라 봄바람|선물,"신정근,윤박,장소연,고나희,고경민,곽민선,권예진,김경옥,김나연,김동규,김동현,김민성,김종호,김지수,박관우,박정미,박정호,박지훈,서민정,오세진,이영수,이자은,이정철,이정훈,이진희,이호성,임동규,임영훈,조태호,최지민,최창규,염동헌",신정근,순식,10040580.0,남자,배우,"식구|대장 김창수|대결|위험한 상견례 2|해적: 바다로 간 산적|끝까지 간다|더 파이브|깡철이|은밀하게 위대하게|바람과 함께 사라지다|차형사|시체가 돌아왔다|하울링|적과의 동침|평양성|방가? 방가!|구르믈 버서난 달처럼|애자|킹콩을 들다|거북이 달린다|신기전|님은 먼 곳에|더 게임|즐거운 인생|날아라 허동구|동갑내기 과외하기 레슨 2|라디오 스타|잘 살아보세|사생결단|구세주|왕의 남자|달마야, 서울 가자|아홉살 인생|황산벌|와일드 카드|챔피언|복수는 나의 것|일팔일팔(1818)"
54.0,속닥속닥,20180282,2018.7.13,"1,900,914,300",0.2%,"1,900,914,300","217,444","217,444",314,"8,246",한국,한국,(주)파이브데이,(주)그노스,15세이상관람가,"공포(호러),미스터리",1,최상훈,최상훈,10072304.0,남자,감독,속닥속닥|하숙집|울언니|백프로|나는 행복합니다|아주 특별한 손님|마음이...,김준현,김준현,김준현,20306289.0,,시나리오(각본),속닥속닥,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미,윤지원,이동규,이동희,김정희,서기욱,이준혁,이지원,김지영,신은정,김현우,김형태,오원준,오혜진,전형주,정소연,박지연,박지혜,김진영,김민수,김민성,김수빈,김시은,김유진",소주연,,20299549.0,여자,배우,속닥속닥
57.0,독전: 익스텐디드 컷,20188042,2018.7.18,"845,770,600",0.1%,"845,770,600","137,871","137,871",398,"5,656",한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",0,이해영,이해영,10058049.0,남자,감독,독전: 익스텐디드 컷|독전|경성학교: 사라진 소녀들|26년|페스티발|천하장사 마돈나|아라한 장풍대작전|안녕! 유에프오|품행제로|신라의 달밤|커밍 아웃,,,,,,,,"조진웅,류준열,김주혁,김성령,박해준,차승원",조진웅,,10067353.0,남자,배우,블랙머니|퍼펙트맨|광대들: 풍문조작단|클로즈 투 유(가제)|완벽한 타인|공작|독전: 익스텐디드 컷|독전|대장 김창수|해빙|마차 타고 고래고래|보안관|사냥|아가씨|아가씨(확장판)|암살|장수상회|파울볼|허삼관|우리는 형제입니다|명량|군도: 민란의 시대|끝까지 간다|화이: 괴물을 삼킨 아이|파파로티|분노의 윤리학|용의자X|범죄와의 전쟁: 나쁜놈들 전성시대|퍼펙트 게임|고지전|글러브|맨발의 꿈|베스트셀러|부산|국가대표|쌍화점|달콤한 거짓말|스페어|GP 506|마이 뉴 파트너|마지막 선물|폭력써클|비열한 거리|강적|야수|우리 형|말죽거리 잔혹사|경관의 피(가제)
190.0,행복의 나라,20180803,2018.7.19,"6,607,800",0.0%,"6,607,800","1,006","1,006",15,269,한국,한국,(주)무다필름,㈜인디스토리,청소년관람불가,"드라마,가족",0,정민규,정민규,20113287.0,남자,감독,행복의 나라|빈방|수퍼살롱미장원,정민규,정민규,정민규,20113287.0,남자,감독,행복의 나라|빈방|수퍼살롱미장원,"지용석,예수정,김시은,기주봉,김근영,김민중,김은경,이민아,이새별",지용석,민수,20120069.0,남자,배우,"행복의 나라|이,기적인 남자|신이 보낸 사람|휴일|우리들의 행복한 시간|가업|레디액션 청춘"
107.0,박화영,20171681,2018.7.19,"45,361,700",0.0%,"47,416,000","5,463","5,762",16,431,한국,한국,명필름랩,(주)리틀빅픽쳐스,청소년관람불가,드라마,1,이환,이환,10058251.0,남자,감독,어른들은 몰라요|박화영|캐릭터|너와 나의 21세기|똥파리|황산벌|집|창|지랄|실종자(들)|제13회 미쟝센 단편영화제 비정성시3 ,이환,이환,이환,10058251.0,남자,감독,어른들은 몰라요|박화영|캐릭터|너와 나의 21세기|똥파리|황산벌|집|창|지랄|실종자(들)|제13회 미쟝센 단편영화제 비정성시3 ,"김가희,강민아,이재균,이유미,김도완,하윤경,오하늬,차순배,한별,우지현,강태영,김나연,김나영,김나영,김대인,김민주,김서윤,김예은,김지성,김지원,김태영,박시연,박정규,박정규,박정서,박정원,서정일,유정민,이나영,이민지,이은지,이재석,이현진,이혜린,장유진,최진,최지혜,한승상,허준석,양현민,황영희",김가희,박화영 ,20273689.0,여자,배우,박화영|꿈의 제인|수상한 그녀|처녀비행|점프샷|집
105.0,해적왕 작스톰,20187682,2018.7.25,"45,905,800",0.0%,"45,905,800","5,916","5,916",65,441,한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,0,필립 귀엔,필립 귀엔,10085389.0,남자,감독,해적왕 작스톰,,,,,,,,"엄상현,이주창,정선혜,최석필,최낙윤,김영선,이지현,이지현",엄상현,작스톰 목소리,10047326.0,남자,배우,"극장판 헬로카봇 : 달나라를 구해줘!|프린스 코기|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|런닝맨 : 풀룰루의 역습|극장판 뽀잉: 슈퍼 변신의 비밀|극장판 헬로카봇 : 백악기 시대|해적왕 작스톰|미니특공대X|뽀로로 극장판 공룡섬 대모험|킹 오브 프리즘 - 프라이드 더 히어로|바다 탐험대 옥토넛 시즌4: 더 파이널|파워배틀 와치카: 와치가면의 역습|트롤|바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동|눈의 여왕 3: 눈과 불의 마법대결|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|극장판 유희왕 더 다크 사이드 오브 디멘션즈|바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전|최강전사 미니특공대: 영웅의 탄생|바다 탐험대 옥토넛 시즌4: 빙하탐험선S|타이밍|뽀로로 극장판 컴퓨터 왕국 대모험|고녀석 맛나겠다2 : 함께라서 행복해|빌리와 용감한 녀석들 3|최강전사 미니특공대 : 새로운 악당의 습격|생각보다 맑은|헬로 카봇|바다 탐험대 옥토넛 스페셜|꼬마영웅 경찰차 프로디2|피쉬와 칩스 극장판|꼬마마녀 요요와 네네|우주로봇 씨어|쿵후팬더: 영웅의 탄생|부도리의 꿈 |부도리의 꿈(감독판)|레전드 오브 래빗|프렌즈: 몬스터섬의비밀 |마루 밑 아리에티|꼬마영웅 경찰차 프로디|가필드 펫 포스 3D|엘라의 모험 2: 백설공주 길들이기|춤추는 꿈틀이 밴드|제불찰씨 이야기|신암행어사|메밀꽃, 운수 좋은 날, 그리고 봄봄"
39.0,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018.7.25,"5,001,247,250",0.5%,"5,001,247,250","678,091","678,091",762,"16,175",한국,한국,"씨제이이앤엠(주),(주)칵테일 미디어",씨제이이앤엠(주),전체관람가,"애니메이션,판타지,어드벤처",1,김병갑,김병갑,10004265.0,남자,감독,신비아파트: 금빛 도깨비와 비밀의 동굴|마당을 나온 암탉|쩨쩨한 로맨스|마법천자문: 대마왕의 부활을 막아라|아치와 씨팍|왕후 심청,김종민,김종민,김종민,20307209.0,남자,시나리오(각본),신비아파트: 금빛 도깨비와 비밀의 동굴,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호",조현정,신비 목소리,10067448.0,여자,배우,극장판 도라에몽: 진구의 달 탐사기|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|극장판 도라에몽: 진구의 보물섬|신비아파트: 금빛 도깨비와 비밀의 동굴|터닝메카드W: 반다인의 비밀 특별판|극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계|극장판 도라에몽: 신 진구의 버스 오브 재팬|빌리와 용감한 녀석들 3|뽀로로 극장판 슈퍼썰매 대모험|춤추는 꿈틀이 밴드|제불찰씨 이야기
33.0,인랑,20170942,2018.7.25,"7,006,622,673",0.8%,"7,006,622,673","898,945","898,945","1,085","25,427",한국,한국,(주)루이스 픽쳐스,워너브러더스 코리아(주),15세이상관람가,"SF,액션",0,김지운,김지운,10005852.0,남자,감독,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물' ","김지운, 전철홍",김지운,김지운,10005852.0,남자,감독,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물' ","강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,허지원,김성호,김성호,김예은,김우진,소윤호,정기섭,정원중,장원형",강동원,임중경,10000558.0,남자,배우,반도|인랑|쓰나미 LA|골든슬럼버|1987|마스터|가려진 시간|검사외전|검은 사제들|두근두근 내 인생|군도: 민란의 시대|초능력자|의형제|전우치|엠|그놈 목소리|우리들의 행복한 시간|형사 Duelist|늑대의 유혹|그녀를 믿지 마세요|더 엑스|카멜리아
34.0,극장판 헬로카봇 : 백악기 시대,20186501,2018.8.1,"6,589,532,500",0.7%,"6,589,532,500","879,449","879,449",758,"16,173",한국,한국,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,1,"최신규,김진철",최신규,20306533.0,남자,감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|극장판 헬로카봇 : 백악기 시대|헬로 카봇,"안예림, 조정희",안예림,안예림,20315194.0,,시나리오(각본),극장판 헬로카봇 : 백악기 시대,"이지현,김용준,양정화,홍범기,엄상현,사문영,위훈,민응식,신용우,안소이,한신,이현,김상백,임정길,김두용,이지현,한신",이지현,차탄 목소리,20237906.0,여자,배우,극장판 헬로카봇 : 달나라를 구해줘!|극장판 샤이닝스타:새로운 루나퀸의 탄생!|극장판 도라에몽: 진구의 달 탐사기|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 도라에몽: 진구의 보물섬|극장판 헬로카봇 : 백악기 시대|해적왕 작스톰|마징가 Z: 인피니티|터닝메카드W: 반다인의 비밀 특별판|딥|극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계|리틀 폭스|플래그 더 문|헬로 카봇
1.0,신과함께-인과 연,20186202,2018.8.1,"102,666,146,909",11.2%,"102,666,146,909","12,274,996","12,274,996","2,235","179,981",한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"판타지,드라마",0,김용화,김용화,10005151.0,남자,감독,백두산|신과함께-인과 연|신과함께-죄와 벌|미스터 고|마이 웨이|국가대표 완결판-못 다한 이야기|국가대표|미녀는 괴로워|오! 브라더스|자반고등어,"김용화, 강지원",김용화,김용화,10005151.0,남자,감독,백두산|신과함께-인과 연|신과함께-죄와 벌|미스터 고|마이 웨이|국가대표 완결판-못 다한 이야기|국가대표|미녀는 괴로워|오! 브라더스|자반고등어,"하정우,주지훈,김향기,마동석,김동욱,이정재,김기태,오희준,도경수,이준혁,이수봉,이용희,이우주,이우주,이준혁,이지향,이지향,이지혜,김지안,김철구,김태준,안용우,김학충,노남석,장재욱,전종석,박지선,박찬영,정진영,정지훈,권훈,권수정,김대근,김대현,김동욱,김민석,안지호,강민,조한철,임철수,민무제,강신철",하정우,,10087253.0,남자,배우,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|보스턴 1947|티파니에서 아침을"
7.0,공작,20179101,2018.8.8,"42,788,851,176",4.7%,"42,788,851,176","4,974,520","4,974,520","1,317","99,001",한국,한국,"(주)영화사 월광,(주)사나이픽처스",씨제이이앤엠(주),12세이상관람가,드라마,0,윤종빈,윤종빈,10054495.0,남자,감독,공작|춘몽|검사외전|허삼관|군도: 민란의 시대|범죄와의 전쟁: 나쁜놈들 전성시대|비스티 보이즈|용서받지 못한 자,"윤종빈, 권성휘",윤종빈,윤종빈,10054495.0,남자,감독,공작|춘몽|검사외전|허삼관|군도: 민란의 시대|범죄와의 전쟁: 나쁜놈들 전성시대|비스티 보이즈|용서받지 못한 자,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,박혜영,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진수,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최정인,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수",황정민,,10090290.0,남자,배우,"인질(가제)|다만 악에서 구하소서|공작|군함도|군함도 감독판|아수라|곡성|검사외전|히말라야|베테랑|국제시장|남자가 사랑할 때|전설의 주먹|신세계|댄싱퀸|모비딕|평양성|부당거래|끝과 시작|구르믈 버서난 달처럼|그림자 살인|슈퍼맨이었던 사나이|행복|검은 집|사생결단|내 생애 가장 아름다운 일주일|너는 내 운명|천군|달콤한 인생|여자, 정혜|마지막 늑대|바람난 가족|이공|로드무비|YMCA야구단|와이키키 브라더스|쉬리|그녀|오감도"
136.0,22,20164048,2018.8.14,"18,668,000",0.0%,"18,685,500","2,434","2,438",31,315,한국,"한국,중국",(주)아시아홈 엔터테인먼트,메가박스중앙(주)플러스엠,전체관람가,다큐멘터리,1,궈커,궈커,20237066.0,남자,감독,22,,,,,,,,"박차순,린아이란,리메이진",박차순,,20308449.0,여자,배우,22
123.0,오장군의 발톱,20181570,2018.8.15,"18,840,600",0.0%,"18,840,600","3,339","3,339",9,219,한국,한국,상남영화제작소,상남영화제작소,12세이상관람가,"전쟁,드라마,판타지",0,김재한,김재한,20127650.0,남자,감독,"오장군의 발톱|안녕, 투이|조용한 남자",김재한,김재한,김재한,20127650.0,남자,감독,"오장군의 발톱|안녕, 투이|조용한 남자","맹세창,조혜정,서갑숙,동방우,김민규,정겨운,김예나,이지원,김도연,김동규,김민규,김민기,김민수,김민욱,김민욱,김성엽,김성원,김수현,김영진,김은선,김정원,김정현,김정현,김정현,김정현,김종우,김종훈,김종훈,김준영,박성준,박승규,박철호,박태민,박태민,박현민,박형준,신석규,엄국현,오수민,윤진호,이용,이경희,이동건,이동훈,이민성,이상우,이상훈,이수영,이승우,이종민,이창준,이호준,이호준,임지훈,정민용,조세현,황선구,황성진,한창현",맹세창,오장군,10025537.0,남자,배우,파도치는 땅|오장군의 발톱|수색역|국제시장|6월의 일기|원더풀 데이즈|화성으로 간 사나이|국화꽃 향기|주노명 베이커리
111.0,카운터스,20172405,2018.8.15,"37,891,900",0.0%,"38,458,900","4,861","4,962",51,886,한국,한국,exposed film,㈜인디스토리,15세이상관람가,"다큐멘터리,액션",0,이일하,이일하,20281769.0,남자,감독,"카운터스|무현, 두 도시 이야기|울보 권투부",,,,,,,,-,-,,0.0,,배우,
16.0,목격자,20170670,2018.8.15,"21,737,061,097",2.4%,"21,737,061,097","2,524,720","2,524,720","1,021","71,403",한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,0,조규장,조규장,10065265.0,남자,감독,목격자|그날의 분위기|낙타는 말했다|봉수,이영종,이영종,이영종,10056683.0,남자,시나리오(각본),목격자|반드시 잡는다|루시드 드림|감기|사이코메트리|내가 살인범이다|평행이론|그림자 살인|검은 집,"이성민,김상호,진경,곽시양,이동희,김재철,이재남,이재우,이태호,이혜민,정유민,정택호,조아라,최정인,황인범,김자영,김수영,김상호,박지후,우상기,황영희,정재광",이성민,상훈,20110148.0,남자,배우,"비스트|제8일의 밤|남산의 부장들|리멤버|미스터 주(가제)|마약왕|목격자|공작|바람 바람 바람|리얼|보안관|굿바이 싱글|검사외전|로봇, 소리|손님|빅매치|군도: 민란의 시대|방황하는 칼날|관능의 법칙|변호인|마이 리틀 히어로|베스트셀러|카페 느와르|비단구두|블랙&화이트"
143.0,소성리,20174348,2018.8.16,"14,012,500",0.0%,"14,414,500","2,206","2,266",18,329,한국,한국,오지필름,(주)시네마달,12세이상관람가,다큐멘터리,2,박배일,박배일,20100687.0,남자,감독,라스트 씬|소성리|깨어난 침묵|밀양 아리랑|밀양전|강정 인터뷰 프로젝트|나비와 바다|잔인한 계절|내사랑 제제|비엔호아|제제에게 가는 길,"주현숙, 김주미, 박배일",주현숙,주현숙,10069211.0,여자,감독,"당신의 사월|소성리|빨간 벽돌|가난뱅이의 역습|멋진 그녀들|계속된다-미등록 이주노동자 기록되다|죽거나 혹은 떠나거나 - 이주노동자 인터뷰 프로젝트|여정|족장, 발 디딜 곳|이름에게|인디포럼2014 조각난 아우성","도금연,임순분,김의선,강현욱,이상희",도금연,,20308409.0,여자,배우,소성리
13.0,너의 결혼식,20153446,2018.8.22,"23,676,244,369",2.6%,"23,676,244,369","2,820,969","2,820,969",970,"98,193",한국,한국,"(주)필름케이,(주)외유내강",메가박스중앙(주)플러스엠,12세이상관람가,멜로/로맨스,1,이석근,이석근,10055945.0,남자,감독,너의 결혼식|부라더|범죄도시|누가 예수를 죽였는가?,이석근,이석근,이석근,10055945.0,남자,감독,너의 결혼식|부라더|범죄도시|누가 예수를 죽였는가?,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,박성준,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김민석,김영훈,김성준,강희중,배해선,조성희,신희철",박보영,,10028667.0,여자,배우,너의 결혼식|열정같은소리하고있네|돌연변이|경성학교: 사라진 소녀들|피끓는 청춘|눈의 여왕|늑대소년-확장판|늑대소년|미확인 동영상 : 절대클릭금지|리오|정글피쉬|과속스캔들|초감각 커플|울학교 이티|릴레이|이퀄|시선 1318
103.0,어른도감,20181821,2018.8.23,"53,139,700",0.0%,"53,139,700","6,956","6,956",58,981,한국,한국,한국영화아카데미,(주)영화사 진진,12세이상관람가,"코미디,드라마",2,김인선,김인선,20187958.0,여자,감독,어른도감|수요기도회|아빠의 맛|알레르기|스테파니|김인선 감독 특별전(인디스데이)|제3회 가톨릭영화제 단편경쟁 2|FoFF 2017 - 단편2|제17회 대구단편영화제 경쟁7|제15회 미쟝센 단편영화제 비정성시1|개막작 - 2016 전북독립영화제|제3회 사람사는세상영화제 공모부문4|AISFF2016 국내경쟁 1|CaFF 단편경쟁 2|제16회 대구단편영화제 경쟁7|섹션 2 - 2차실습작|1차실습작|단편 KAFA2.|인디포럼2014 어른들 영화|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름2|제31회 인천시네마테크 -인생은 아름다워,"김인선, 박근범",김인선,김인선,20187958.0,여자,감독,어른도감|수요기도회|아빠의 맛|알레르기|스테파니|김인선 감독 특별전(인디스데이)|제3회 가톨릭영화제 단편경쟁 2|FoFF 2017 - 단편2|제17회 대구단편영화제 경쟁7|제15회 미쟝센 단편영화제 비정성시1|개막작 - 2016 전북독립영화제|제3회 사람사는세상영화제 공모부문4|AISFF2016 국내경쟁 1|CaFF 단편경쟁 2|제16회 대구단편영화제 경쟁7|섹션 2 - 2차실습작|1차실습작|단편 KAFA2.|인디포럼2014 어른들 영화|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름2|제31회 인천시네마테크 -인생은 아름다워,"엄태구,이재인,서정연,김새벽,손강국,이정은,김경옥,김민주,김기현,김수환,김연주,김윤수,김지혜,김현수,배준성,백혜정,원하라,이슬기,이영숙,이윤희,이재우,이지혜,이진희,최민석,최윤주,장혜진,최이슬,황정민,박성연",엄태구,,20111842.0,남자,배우,"판소리 복서|낙원의 밤|안시성|어른도감|가려진 시간|밀정|차이나타운|살인캠프|잉투기|공정사회|가시|다시 태어나고 싶어요, 안양에|숲|하트바이브레이터|Keep Quiet|밤을 위한 춤|유숙자|무료항공권|유랑시대|계절과 같은|촌철살인"
36.0,상류사회,20177537,2018.8.29,"6,313,416,163",0.7%,"6,313,416,163","768,442","768,442",867,"41,725",한국,한국,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,드라마,1,변혁,변혁,10031397.0,남자,감독,상류사회|주홍글씨|서프라이즈|인터뷰|올슨|His Concern|어머니의 여름|호모 비디오쿠스,"김일수, 변혁",김일수,김일수,20318993.0,남자,시나리오(각본),상류사회,"신현숙,박해일,수애,윤제문,라미란,이진욱,김규선,한주영,김강우,이강진,이수민,이수일,이수정,김정현,백승환,이정철,김준희,이현승,김지현,김근영,김진성,김진호,김태희,김현미,양정인,김형석,여상은,윤정희,문형수,임용순,박성훈,박아영,장혁진,정승준,박주희,정자영,박지원,정현석,조준희,김경민,김근영,김다솜,김다정,김대근,김동욱,김디나,최정윤,한지은,한희정,한희정,황지현,김미희,김선희,김시원,김성준,김건우,강기영,주예지,김승훈",신현숙,선거사무실직원4,20315024.0,여자,배우,걸캅스|안시성|상류사회
120.0,미친도시,20188501,2018.8.30,"26,038,500",0.0%,"26,038,500","3,452","3,452",4,50,한국,한국,주식회사 케이엠스타,영화사 마그나,15세이상관람가,드라마,0,장태령,장태령,10060574.0,남자,감독,미친도시|마마 앤드 파파,장태령,장태령,장태령,10060574.0,,감독,미친도시|마마 앤드 파파,"한태일,이경영,김미영,강준,김무정,김미영,김민정,김주하,박소희,박인영,이지원,이현우,장태령,정아름,정아름,조준희,최진희,함천길",한태일,,10087795.0,남자,배우,미친도시|참외향기|분홍돌고래|란의 연가|뽕 3|미아리텍사스|지옥의 49일|갑시다
117.0,대관람차,20182065,2018.8.30,"29,812,250",0.0%,"29,812,250","3,591","3,591",36,624,한국,한국,우주레이블,무브먼트,12세이상관람가,드라마,0,"백재호,이희섭",백재호,20177441.0,남자,감독,시민 노무현|대관람차|꿈의 제인|마차 타고 고래고래|마이 페어 웨딩|그들이 죽었다|사랑에도 저작권이 있나요?|플랑크 상수|산타바바라|그 강아지 그 고양이|고양이 소녀|별일아니다|캠퍼스 S 커플|캣데이 애프터눈,백재호,백재호,백재호,20177441.0,남자,감독,시민 노무현|대관람차|꿈의 제인|마차 타고 고래고래|마이 페어 웨딩|그들이 죽었다|사랑에도 저작권이 있나요?|플랑크 상수|산타바바라|그 강아지 그 고양이|고양이 소녀|별일아니다|캠퍼스 S 커플|캣데이 애프터눈,"강두,호리 하루나,지대한",강두,우주,20302569.0,남자,배우,대관람차|성혜의 나라|형|마이 리틀 히어로|작업의 정석
90.0,살아남은 아이,20173732,2018.8.30,"89,921,900",0.0%,"91,158,800","10,789","10,969",68,"1,684",한국,한국,(주)아토,"CGV아트하우스,(주)엣나인필름",12세이상관람가,드라마,0,신동석,신동석,10040293.0,남자,감독,살아남은 아이|가희와 BH|물결이 일다|세번째 시선,신동석,신동석,신동석,10040293.0,남자,감독,살아남은 아이|가희와 BH|물결이 일다|세번째 시선,"최무성,김여진,성유빈,김도영,김도현,김상범,김상우,김시영,김지혜,김희정,박승찬,박영진,박진희,배준성,서영민,송승현,이경진,이민재,이범희,이수민,이수연,이수지,이순옥,이승훈,이유리,이종재,이현주,인영교,장승화,조은아,주소윤,차재민,하유정,이화룡,김도영,장준휘,손석배,박성연",최무성,성철,10072210.0,남자,배우,귀신의 향기|롱 리브 더 킹: 목포 영웅|뜨거운 피|항거:유관순 이야기|살아남은 아이|7호실|미옥|1급기밀|여자전쟁: 도기의 난|설행_눈길을 걷다|순수의 시대|4등|조선명탐정 : 사라진 놉의 딸|관능의 법칙|조난자들|연애의 온도|베를린|풍산개|조선명탐정 : 각시투구꽃의 비밀|악마를 보았다|방자전|베스트셀러|10억|사람을 찾습니다|아름답다|세븐 데이즈|열세살 수아|음란서생|사과|살결|강적|극장전|에덴의 서쪽|이빨 두 개|걱정말아요|가족시네마
