,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
703,2018-04-28,02관,"07:30,  어벤져스: 인피니티 워(디지털),  9,000원","10:30,  어벤져스: 인피니티 워(디지털),  12,000원","13:30,  어벤져스: 인피니티 워(디지털),  12,000원","16:30,  어벤져스: 인피니티 워(디지털),  12,000원","19:30,  어벤져스: 인피니티 워(디지털),  12,000원","22:30,  어벤져스: 인피니티 워(디지털),  12,000원","25:30,  어벤져스: 인피니티 워(디지털),  10,000원","28:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
704,2018-04-28,03관,"08:45,  어벤져스: 인피니티 워(디지털),  9,000원","11:45,  어벤져스: 인피니티 워(디지털),  12,000원","14:45,  어벤져스: 인피니티 워(디지털),  12,000원","17:45,  어벤져스: 인피니티 워(디지털),  12,000원","20:45,  어벤져스: 인피니티 워(디지털),  12,000원","23:45,  어벤져스: 인피니티 워(디지털),  9,000원","26:45,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
705,2018-04-28,04관(SCREENX),"07:00,  어벤져스: 인피니티 워(3D 디지털),  10,000원","10:00,  어벤져스: 인피니티 워(3D 디지털),  10,000원","13:00,  어벤져스: 인피니티 워(3D 디지털),  14,000원","16:00,  어벤져스: 인피니티 워(3D 디지털),  14,000원","19:00,  어벤져스: 인피니티 워(3D 디지털),  14,000원","22:00,  어벤져스: 인피니티 워(3D 디지털),  14,000원","25:00,  어벤져스: 인피니티 워(3D 디지털),  13,000원","28:00,  어벤져스: 인피니티 워(3D 디지털),  13,000원",,,,
706,2018-04-28,05관,"08:00,  어벤져스: 인피니티 워(디지털),  8,000원","11:00,  어벤져스: 인피니티 워(디지털),  12,000원","14:00,  어벤져스: 인피니티 워(디지털),  11,000원","17:00,  어벤져스: 인피니티 워(디지털),  12,000원","20:00,  어벤져스: 인피니티 워(디지털),  12,000원","23:00,  어벤져스: 인피니티 워(디지털),  12,000원","26:00,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
707,2018-04-28,06관,"06:50,  그날, 바다(디지털),  8,000원","09:10,  그날, 바다(디지털),  8,000원","11:25,  어벤져스: 인피니티 워(디지털),  12,000원","14:25,  어벤져스: 인피니티 워(디지털),  12,000원","17:25,  어벤져스: 인피니티 워(디지털),  12,000원","20:25,  어벤져스: 인피니티 워(디지털),  12,000원","23:25,  그날, 바다(디지털),  12,000원","26:20,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
708,2018-04-29,01관,"08:15,  어벤져스: 인피니티 워(디지털),  8,000원","11:15,  어벤져스: 인피니티 워(디지털),  12,000원","14:15,  어벤져스: 인피니티 워(디지털),  12,000원","17:15,  어벤져스: 인피니티 워(디지털),  12,000원","20:15,  어벤져스: 인피니티 워(디지털),  12,000원","23:15,  어벤져스: 인피니티 워(디지털),  12,000원","26:15,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
709,2018-04-29,02관,"08:45,  어벤져스: 인피니티 워(디지털),  9,000원","11:45,  어벤져스: 인피니티 워(디지털),  12,000원","14:45,  어벤져스: 인피니티 워(디지털),  12,000원","17:45,  어벤져스: 인피니티 워(디지털),  11,000원","20:45,  어벤져스: 인피니티 워(디지털),  12,000원","23:45,  어벤져스: 인피니티 워(디지털),  12,000원","26:45,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
710,2018-04-29,03관,"07:15,  어벤져스: 인피니티 워(디지털),  10,000원","10:15,  어벤져스: 인피니티 워(디지털),  12,000원","13:15,  어벤져스: 인피니티 워(디지털),  12,000원","16:15,  어벤져스: 인피니티 워(디지털),  12,000원","19:15,  어벤져스: 인피니티 워(디지털),  12,000원","22:15,  어벤져스: 인피니티 워(디지털),  12,000원","25:15,  어벤져스: 인피니티 워(디지털),  10,000원","28:15,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
711,2018-04-29,04관(SCREENX),"07:45,  어벤져스: 인피니티 워(3D 디지털),  10,000원","10:45,  어벤져스: 인피니티 워(3D 디지털),  14,000원","13:45,  어벤져스: 인피니티 워(3D 디지털),  14,000원","16:45,  어벤져스: 인피니티 워(3D 디지털),  14,000원","19:45,  어벤져스: 인피니티 워(3D 디지털),  14,000원","22:45,  어벤져스: 인피니티 워(3D 디지털),  14,000원","25:45,  어벤져스: 인피니티 워(3D 디지털),  13,000원",,,,,
712,2018-04-29,05관,"06:30,  어벤져스: 인피니티 워(디지털),  9,000원","09:30,  어벤져스: 인피니티 워(디지털),  9,000원","12:30,  어벤져스: 인피니티 워(디지털),  12,000원","15:30,  어벤져스: 인피니티 워(디지털),  12,000원","18:30,  어벤져스: 인피니티 워(디지털),  12,000원","21:30,  어벤져스: 인피니티 워(디지털),  12,000원","24:30,  어벤져스: 인피니티 워(디지털),  10,000원","27:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
713,2018-04-29,06관,"06:50,  어벤져스: 인피니티 워(디지털),  8,000원","09:50,  그날, 바다(디지털),  8,000원","12:05,  어벤져스: 인피니티 워(디지털),  12,000원","15:05,  어벤져스: 인피니티 워(디지털),  12,000원","18:05,  어벤져스: 인피니티 워(디지털),  12,000원","21:05,  어벤져스: 인피니티 워(디지털),  12,000원","24:05,  그날, 바다(디지털),  10,000원","27:05,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
714,2018-04-30,01관,"06:30,  어벤져스: 인피니티 워(디지털),  9,000원","09:30,  어벤져스: 인피니티 워(디지털),  9,000원","12:30,  어벤져스: 인피니티 워(디지털),  10,000원","15:30,  어벤져스: 인피니티 워(디지털),  11,000원","18:30,  어벤져스: 인피니티 워(디지털),  11,000원","21:30,  어벤져스: 인피니티 워(디지털),  11,000원","24:30,  어벤져스: 인피니티 워(디지털),  9,000원","27:30,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
715,2018-04-30,02관,"07:05,  어벤져스: 인피니티 워(디지털),  7,000원","10:05,  어벤져스: 인피니티 워(디지털),  10,000원","13:05,  어벤져스: 인피니티 워(디지털),  11,000원","16:05,  어벤져스: 인피니티 워(디지털),  11,000원","19:05,  어벤져스: 인피니티 워(디지털),  11,000원","22:05,  어벤져스: 인피니티 워(디지털),  10,000원","25:05,  어벤져스: 인피니티 워(디지털),  9,000원","28:05,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
716,2018-04-30,03관,"08:15,  어벤져스: 인피니티 워(디지털),  7,000원","11:15,  어벤져스: 인피니티 워(디지털),  10,000원","14:15,  어벤져스: 인피니티 워(디지털),  11,000원","17:15,  어벤져스: 인피니티 워(디지털),  11,000원","20:15,  어벤져스: 인피니티 워(디지털),  11,000원","23:15,  어벤져스: 인피니티 워(디지털),  10,000원","26:15,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
717,2018-04-30,04관(SCREENX),"06:50,  콰이어트 플레이스(디지털),  7,000원","08:50,  어벤져스: 인피니티 워(3D 디지털),  9,000원","11:50,  어벤져스: 인피니티 워(3D 디지털),  11,000원","14:50,  어벤져스: 인피니티 워(3D 디지털),  12,000원","17:50,  어벤져스: 인피니티 워(3D 디지털),  13,000원","20:50,  어벤져스: 인피니티 워(3D 디지털),  13,000원","23:50,  어벤져스: 인피니티 워(3D 디지털),  12,000원","26:50,  어벤져스: 인피니티 워(3D 디지털),  11,000원",,,,
718,2018-04-30,05관,"07:40,  어벤져스: 인피니티 워(디지털),  9,000원","10:40,  어벤져스: 인피니티 워(디지털),  10,000원","13:40,  어벤져스: 인피니티 워(디지털),  11,000원","16:40,  어벤져스: 인피니티 워(디지털),  11,000원","19:40,  어벤져스: 인피니티 워(디지털),  11,000원","22:40,  어벤져스: 인피니티 워(디지털),  10,000원","25:40,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
719,2018-04-30,06관,"07:30,  그날, 바다(디지털),  7,000원","09:50,  그날, 바다(디지털),  7,000원","12:10,  어벤져스: 인피니티 워(디지털),  10,000원","15:10,  어벤져스: 인피니티 워(디지털),  11,000원","18:10,  어벤져스: 인피니티 워(디지털),  11,000원","21:10,  어벤져스: 인피니티 워(디지털),  11,000원","24:10,  콰이어트 플레이스(디지털),  10,000원","26:30,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
720,2018-05-01,01관,"08:15,  어벤져스: 인피니티 워(디지털),  9,000원","11:15,  어벤져스: 인피니티 워(디지털),  10,000원","14:15,  어벤져스: 인피니티 워(디지털),  11,000원","17:15,  어벤져스: 인피니티 워(디지털),  11,000원","20:15,  어벤져스: 인피니티 워(디지털),  11,000원","23:15,  어벤져스: 인피니티 워(디지털),  10,000원","26:15,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
721,2018-05-01,02관,"08:45,  어벤져스: 인피니티 워(디지털),  8,000원","11:45,  어벤져스: 인피니티 워(디지털),  10,000원","14:45,  어벤져스: 인피니티 워(디지털),  11,000원","17:45,  어벤져스: 인피니티 워(3D 디지털),  13,000원","20:45,  어벤져스: 인피니티 워(3D 디지털),  12,000원","23:45,  어벤져스: 인피니티 워(디지털),  10,000원","27:05,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
722,2018-05-01,03관,"07:15,  어벤져스: 인피니티 워(디지털),  7,000원","10:15,  어벤져스: 인피니티 워(디지털),  10,000원","13:15,  어벤져스: 인피니티 워(디지털),  11,000원","16:15,  어벤져스: 인피니티 워(디지털),  11,000원","19:15,  어벤져스: 인피니티 워(디지털),  11,000원","22:15,  어벤져스: 인피니티 워(디지털),  10,000원","25:15,  어벤져스: 인피니티 워(디지털),  9,000원","28:15,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
723,2018-05-01,04관(SCREENX),"07:45,  어벤져스: 인피니티 워(디지털),  9,000원","10:45,  어벤져스: 인피니티 워(디지털),  10,000원","13:45,  어벤져스: 인피니티 워(디지털),  11,000원","16:45,  어벤져스: 인피니티 워(디지털),  11,000원","19:45,  어벤져스: 인피니티 워(디지털),  11,000원","22:45,  어벤져스: 인피니티 워(디지털),  10,000원","25:45,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
724,2018-05-01,05관,"06:30,  어벤져스: 인피니티 워(디지털),  7,000원","09:30,  어벤져스: 인피니티 워(디지털),  9,000원","12:30,  어벤져스: 인피니티 워(디지털),  10,000원","15:30,  어벤져스: 인피니티 워(디지털),  11,000원","18:30,  어벤져스: 인피니티 워(디지털),  11,000원","21:30,  어벤져스: 인피니티 워(디지털),  11,000원","24:30,  어벤져스: 인피니티 워(디지털),  9,000원","27:30,  콰이어트 플레이스(디지털),  9,000원",,,,
725,2018-05-01,06관,"07:30,  챔피언(디지털),  7,000원","09:50,  챔피언(디지털),  9,000원","12:10,  챔피언(디지털),  10,000원","14:30,  챔피언(디지털),  11,000원","16:55,  챔피언(디지털),  11,000원","19:25,  챔피언(디지털),  11,000원","21:45,  챔피언(디지털),  11,000원","24:05,  챔피언(디지털),  10,000원","26:25,  챔피언(디지털),  9,000원",,,
726,2018-05-02,01관,"07:05,  어벤져스: 인피니티 워(디지털),  7,000원","10:05,  어벤져스: 인피니티 워(디지털),  10,000원","13:05,  어벤져스: 인피니티 워(디지털),  11,000원","16:15,  어벤져스: 인피니티 워(디지털),  11,000원","19:15,  어벤져스: 인피니티 워(디지털),  11,000원","22:15,  어벤져스: 인피니티 워(디지털),  10,000원","25:15,  어벤져스: 인피니티 워(디지털),  9,000원","28:15,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
727,2018-05-02,02관,"07:40,  어벤져스: 인피니티 워(디지털),  7,000원","10:40,  어벤져스: 인피니티 워(디지털),  10,000원","13:40,  어벤져스: 인피니티 워(디지털),  11,000원","16:50,  어벤져스: 인피니티 워(3D 디지털),  13,000원","19:50,  어벤져스: 인피니티 워(3D 디지털),  13,000원","22:50,  어벤져스: 인피니티 워(디지털),  10,000원","25:50,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
728,2018-05-02,03관,"08:15,  어벤져스: 인피니티 워(디지털),  7,000원","11:15,  어벤져스: 인피니티 워(디지털),  10,000원","15:10,  어벤져스: 인피니티 워(디지털),  11,000원","18:10,  어벤져스: 인피니티 워(디지털),  11,000원","21:10,  어벤져스: 인피니티 워(디지털),  11,000원","24:10,  어벤져스: 인피니티 워(디지털),  9,000원","27:20,  콰이어트 플레이스(디지털),  9,000원",,,,,
729,2018-05-02,04관(SCREENX),"06:30,  어벤져스: 인피니티 워(디지털),  9,000원","09:30,  어벤져스: 인피니티 워(디지털),  7,000원","12:30,  어벤져스: 인피니티 워(디지털),  8,000원","15:40,  어벤져스: 인피니티 워(디지털),  11,000원","18:40,  어벤져스: 인피니티 워(디지털),  11,000원","21:40,  어벤져스: 인피니티 워(디지털),  11,000원","24:40,  어벤져스: 인피니티 워(디지털),  9,000원","27:40,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
730,2018-05-02,05관,"08:50,  어벤져스: 인피니티 워(디지털),  7,000원","11:50,  어벤져스: 인피니티 워(디지털),  10,000원","14:45,  어벤져스: 인피니티 워(디지털),  11,000원","17:40,  어벤져스: 인피니티 워(디지털),  11,000원","20:40,  어벤져스: 인피니티 워(디지털),  11,000원","23:40,  어벤져스: 인피니티 워(디지털),  10,000원","26:40,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
731,2018-05-02,06관,"07:20,  챔피언(디지털),  7,000원","09:40,  챔피언(디지털),  7,000원","12:00,  챔피언(디지털),  10,000원","14:20,  챔피언(디지털),  11,000원","16:40,  챔피언(디지털),  11,000원","19:00,  챔피언(디지털),  11,000원","21:30,  챔피언(디지털),  11,000원","24:00,  챔피언(디지털),  10,000원","26:20,  챔피언(디지털),  9,000원",,,
732,2018-05-03,01관,"08:50,  어벤져스: 인피니티 워(디지털),  7,000원","11:50,  어벤져스: 인피니티 워(디지털),  10,000원","14:50,  어벤져스: 인피니티 워(디지털),  11,000원","17:50,  어벤져스: 인피니티 워(디지털),  11,000원","20:50,  어벤져스: 인피니티 워(디지털),  11,000원","23:50,  어벤져스: 인피니티 워(디지털),  10,000원","27:10,  콰이어트 플레이스(디지털),  9,000원",,,,,
733,2018-05-03,02관,"06:30,  어벤져스: 인피니티 워(디지털),  7,000원","09:30,  어벤져스: 인피니티 워(디지털),  9,000원","12:30,  어벤져스: 인피니티 워(디지털),  10,000원","15:30,  어벤져스: 인피니티 워(3D 디지털),  12,000원","18:30,  어벤져스: 인피니티 워(3D 디지털),  13,000원","21:30,  어벤져스: 인피니티 워(디지털),  11,000원","24:30,  어벤져스: 인피니티 워(디지털),  10,000원","27:30,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
