movieCd,movieNm,감독1,감독1코드,감독1성별,감독2,감독2코드,감독2성별,감독3,감독3코드,감독3성별,감독4,감독4코드,감독4성별
20173202,버닝,이창동,10057659,남자,,,,,,,,,
20173301,"서서평, 천천히 평온하게",홍주연,20275649,여자,홍현정,20134752,여자,,,,,,
20173383,불빛 아래서,조이예환,20275709,남자,,,,,,,,,
20173581,기억의 밤,장항준,10060606,남자,,,,,,,,,
20173612,메소드,방은진,10029969,여자,,,,,,,,,
20173732,살아남은 아이,신동석,10040293,남자,,,,,,,,,
20173734,죄 많은 소녀,김의석,20113602,남자,,,,,,,,,
20173826,구세주: 리턴즈,송창용,10037252,남자,,,,,,,,,
20173865,데자뷰,고경민,20283049,남자,,,,,,,,,
20173903,역모-반란의 시대,김홍선,20283069,남자,,,,,,,,,
20173932,로마서 8:37,신연식,10040499,남자,,,,,,,,,
20173962,소공녀,전고운,20112542,여자,,,,,,,,,
20173991,얼굴들,이강현,10054718,남자,,,,,,,,,
20173993,이월,김중현,10005808,남자,,,,,,,,,
20173995,타클라마칸,고은기,10001718,남자,,,,,,,,,
20174008,인어전설,오멸,10050307,남자,,,,,,,,,
20174010,호랑이보다 무서운 겨울손님,이광국,10054828,남자,,,,,,,,,
20174042,히치하이크,정희재,20186944,여자,,,,,,,,,
20174142,아이 캔 스피크,김현석,10006261,남자,,,,,,,,,
20174164,지렁이,윤학렬,10054571,남자,,,,,,,,,
20174165,극장판 또봇: 로봇군단의 습격,이달,10055080,남자,고동우,20276549,남자,,,,,,
20174169,기묘한 가족,이민재,20111087,남자,,,,,,,,,
20174199,실종2,조성규,10065915,남자,,,,,,,,,
20174243,직지코드,우광훈,20276650,남자,데이빗 레드먼,10084959,남자,,,,,,
20174244,버블 패밀리,마민지,20276651,여자,,,,,,,,,
20174264,샘,황규일,20166961,남자,,,,,,,,,
20174265,수성못,유지영,20187943,여자,,,,,,,,,
20174281,파란나비효과,박문칠,10028610,남자,,,,,,,,,
20174283,"1991, 봄",권경원,20128942,남자,,,,,,,,,
20174284,굿바이 마이 러브NK: 붉은 청춘,김소영,10004709,여자,,,,,,,,,
20174301,폭력의 씨앗,임태규,20184484,남자,,,,,,,,,
20174323,B급 며느리,선호빈,20112324,남자,,,,,,,,,
20174348,소성리,박배일,20100687,남자,,,,,,,,,
20174369,변산,이준익,10057485,남자,,,,,,,,,
20174442,뷰티풀 데이즈,윤재호,20153456,남자,,,,,,,,,
20174561,더 플랜,최진성,10072781,남자,,,,,,,,,
20174601,초행,김대환,20191466,남자,,,,,,,,,
20174602,노무현입니다,이창재,10057682,남자,,,,,,,,,
20174641,가을 우체국,임왕태,20113788,남자,,,,,,,,,
20174644,길,정인봉,10062136,남자,,,,,,,,,
20174645,미스 프레지던트,김재환,20113064,남자,,,,,,,,,
20174647,튼튼이의 모험,고봉수,20210668,남자,,,,,,,,,
20174663,돌아온다,허철,20114576,남자,,,,,,,,,
20174846,뽀로로 극장판 공룡섬 대모험,김현호,20167741,남자,윤제완,20186442,남자,,,,,,
20174981,창궐,김성훈,20128773,남자,,,,,,,,,
20174983,고향이 어디세요,정수웅,20283889,남자,,,,,,,,,
20175021,쇠파리,안철호,20111272,남자,,,,,,,,,
20175046,파파 오랑후탄,이성관,20302489,남자,,,,,,,,,
20175047,아이엠 호프맨,나현태,20284869,남자,,,,,,,,,
20175208,뷰티풀 투모로우,장재혁,10060461,남자,,,,,,,,,
20175407,우상,이수진,10056161,남자,,,,,,,,,
20175441,채비,조영준,20153388,남자,,,,,,,,,
20175484,살인자의 기억법 : 새로운 기억,원신연,20111284,남자,,,,,,,,,
20175547,스윙키즈,강형철,10000946,남자,,,,,,,,,
20175581,파워배틀 와치카: 와치가면의 역습,이영준,20186877,남자,김래경,20292889,,,,,,,
20175587,나비잠,정재은,10062188,여자,,,,,,,,,
20175601,나는 고양이로소이다,조은성,10066798,남자,,,,,,,,,
20175830,돌아와요 부산항애(愛),박희준,20111012,남자,,,,,,,,,
20176006,국경의 왕,임정환,20189066,남자,,,,,,,,,
20176025,해원,구자환,10002241,남자,,,,,,,,,
20176026,소은이의 무릎,최헌규,10072863,남자,,,,,,,,,
20176041,바람의 춤꾼,최상진,20277570,남자,,,,,,,,,
20176061,푸른노을,박규식,10028475,남자,,,,,,,,,
20176101,클레어의 카메라,홍상수,10089497,남자,,,,,,,,,
20176102,그 후,홍상수,10089497,남자,,,,,,,,,
20176103,돈,박누리,20151353,여자,,,,,,,,,
20176104,그것만이 내 세상,최성현,20174301,남자,,,,,,,,,
20176121,흥부: 글로 세상을 바꾼 자,조근현,10065272,남자,,,,,,,,,
20176122,안시성,김광식,10003620,남자,,,,,,,,,
20176251,내안의 그놈,강효진,10000970,남자,,,,,,,,,
20176442,자전차왕 엄복동,김유성,10005243,남자,,,,,,,,,
20176769,광인옥한흠,김상철,10004440,남자,,,,,,,,,
20177005,레슬러,김대웅,20287367,남자,,,,,,,,,
20177063,군함도 감독판,류승완,10019069,남자,,,,,,,,,
20177081,드래곤빌리지<화이트니스타운을 구하라>,민경호,20278329,남자,,,,,,,,,
20177223,청춘 합창단 - 또 하나의 꿈,이혁종,20188290,남자,안정민,20288204,남자,,,,,,
20177266,나를 기억해,이한욱,20178069,남자,,,,,,,,,
20177308,협상,이종석,20114792,남자,,,,,,,,,
20177341,영주,차성덕,10071129,여자,,,,,,,,,
20177342,내게 남은 사랑을,진광교,10070411,남자,,,,,,,,,
20177534,식구,임영훈,20218851,남자,,,,,,,,,
20177537,상류사회,변혁,10031397,남자,,,,,,,,,
20177538,완벽한 타인,이재규,20111735,남자,,,,,,,,,
20177539,사바하,장재현,10060462,남자,,,,,,,,,
20177552,국가부도의 날,최국희,10072117,남자,,,,,,,,,
20177962,당신의 부탁,이동은,20233786,남자,,,,,,,,,
20177981,밤치기,정가영,20237286,여자,,,,,,,,,
20178161,탐정: 리턴즈,이언희,10056602,여자,,,,,,,,,
20178190,"이,기적인 남자",김재식,20181371,남자,,,,,,,,,
20178461,내 친구 정일우,김동원,10003970,남자,,,,,,,,,
20178647,땐뽀걸즈,이승문,20281229,남자,,,,,,,,,
20178781,사라진 밤,이창희,20166555,남자,,,,,,,,,
20178941,시인의 사랑,김양희,10004904,여자,,,,,,,,,
20178982,박열,이준익,10057485,남자,,,,,,,,,
20179006,여곡성,유영선,20157236,남자,,,,,,,,,
20179039,퍼즐,임진승,20124877,남자,,,,,,,,,
20179101,공작,윤종빈,10054495,남자,,,,,,,,,
20179123,어둔 밤,심찬양,20171301,남자,,,,,,,,,
20179163,반도에 살어리랏다,이용선,20168440,남자,,,,,,,,,
20179187,공범자들,최승호,20235206,남자,,,,,,,,,
20179189,암수살인,김태균,10006086,남자,,,,,,,,,
20179205,조선명탐정: 흡혈괴마의 비밀,김석윤,10004484,남자,,,,,,,,,
20179230,도어락,이권,10054870,남자,,,,,,,,,
20179383,독전,이해영,10058049,남자,,,,,,,,,
20179407,로마의 휴일,이덕희,20111036,남자,,,,,,,,,
20179442,밤의 해변에서 혼자,홍상수,10089497,남자,,,,,,,,,
20180063,라라,한상희,10087516,남자,,,,,,,,,
20180282,속닥속닥,최상훈,10072304,남자,,,,,,,,,
20180321,기생-꽃의 고백,임혁,20299714,남자,홍태선,20299732,남자,,,,,,
20180361,귀신의 향기,이준학,20299851,남자,,,,,,,,,
20180401,풀잎들,홍상수,10089497,남자,,,,,,,,,
20180442,사자,김주환,20112387,남자,,,,,,,,,
20180803,행복의 나라,정민규,20113287,남자,,,,,,,,,
20180804,곤지암,정범식,10061758,남자,,,,,,,,,
20180825,미성년,김윤석,10005276,남자,,,,,,,,,
20180868,뺑반,한준희,20183664,남자,,,,,,,,,
20181086,군산: 거위를 노래하다,장률,10060143,남자,,,,,,,,,
20181103,벌새,김보라,20110847,여자,,,,,,,,,
20181104,김군,강상우,20193013,남자,,,,,,,,,
20181142,늦여름,조성규,10065915,남자,,,,,,,,,
20181198,보희와 녹양,안주영,20191668,여자,,,,,,,,,
20181366,미니특공대X,이영준,20186877,남자,,,,,,,,,
20181416,유열의 음악앨범,정지우,10062256,남자,,,,,,,,,
20181561,덕구,방수인,20302149,여자,,,,,,,,,
20181570,오장군의 발톱,김재한,20127650,남자,,,,,,,,,
20181603,무문관,박대원,20302389,남자,,,,,,,,,
20181741,예스 평창!,백철기,20302329,남자,,,,,,,,,
20181821,어른도감,김인선,20187958,여자,,,,,,,,,
20181876,"안녕, 나의 소녀 시절이여",김한석,20311191,남자,,,,,,,,,
20182021,번개맨과 신비의 섬,김지열,20302509,남자,,,,,,,,,
20182065,대관람차,백재호,20177441,남자,이희섭,20153480,남자,,,,,,
20182221,스파키,아론 우들리,10040004,남자,,,,,,,,,
20182241,"안녕, 티라노: 영원히, 함께",시즈노 코분,20113482,남자,,,,,,,,,
20182279,더 블랙,이마리오,10055302,남자,,,,,,,,,
20182323,임을 위한 행진곡,박기복,20302749,남자,,,,,,,,,
20182352,"그날, 바다",김지영,20302876,남자,,,,,,,,,
20182490,나랏말싸미,조철현,10067370,남자,,,,,,,,,
20182501,왓칭,김성기,20302929,남자,,,,,,,,,
20182530,극한직업,이병헌,20125862,남자,,,,,,,,,
20182585,비스트,이정호,10057331,남자,,,,,,,,,
20182889,왕을 참하라 무삭제판,김재수,10005493,남자,,,,,,,,,
20182935,출국,노규엽,20139889,남자,,,,,,,,,
20182981,리벤져,이승원,20302369,남자,,,,,,,,,
20183001,옹알스,차인표,10071183,남자,전혜림,20303290,여자,,,,,,
20183050,번 더 스테이지: 더 무비,박준수,20311772,남자,,,,,,,,,
20183085,질투의 역사,정인봉,10062136,남자,,,,,,,,,
20183096,생일,이종언,20159971,여자,,,,,,,,,
20183132,사랑의 선물,김규민,20113483,남자,,,,,,,,,
20183343,메이트,정대건,20187957,남자,,,,,,,,,
20183345,한강에게,박근영,20218645,남자,,,,,,,,,
20183364,내가 사는 세상,최창환,10072813,남자,,,,,,,,,
20183374,파도치는 땅,임태규,20184484,남자,,,,,,,,,
20183381,5.18 힌츠페터 스토리,장영주,20303829,남자,,,,,,,,,
20183382,예수보다 낯선,여균동,10049723,남자,,,,,,,,,
20183384,서산개척단,이조훈,20303810,남자,정승현,20189538,남자,,,,,,
20183386,나부야 나부야,최정우,20303850,남자,,,,,,,,,
20183390,다영씨,고봉수,20210668,남자,,,,,,,,,
20183423,오목소녀,백승화,10030331,남자,,,,,,,,,
20183495,리스펙트,심재희,20311912,남자,,,,,,,,,
20183502,다이빙벨 그후,이상호,20191566,남자,,,,,,,,,
20183650,번개맨의 비밀,강유선,20311974,여자,,,,,,,,,
20183745,런닝맨 : 풀룰루의 역습,윤준상,10054516,남자,,,,,,,,,
20183782,기생충,봉준호,10031641,남자,,,,,,,,,
20183785,점박이 한반도의 공룡2 : 새로운 낙원,한상호,20312035,남자,,,,,,,,,
20183915,극장판 공룡메카드: 타이니소어의 섬,유재운,20152146,남자,최신규,20306533,남자,,,,,,
20184082,걸캅스,정다원,20186696,남자,,,,,,,,,
20184101,여중생A,이경섭,20113175,남자,,,,,,,,,
20184105,말모이,엄유나,20187477,여자,,,,,,,,,
20184187,언니,임경택,10058467,남자,,,,,,,,,
20184462,봉오동 전투,원신연,20111284,남자,,,,,,,,,
20184481,성난황소,김민호,20304809,남자,,,,,,,,,
20184543,변신,김홍선,20125826,남자,,,,,,,,,
20184621,엑시트,이상근,20111926,남자,,,,,,,,,
20184642,어른이 되면,장혜영,20304969,여자,,,,,,,,,
20184678,배반의 장미,박진영,20305089,남자,,,,,,,,,
20184961,에움길,이승현,20254749,남자,,,,,,,,,
20184981,남자와 여자,주목,20305310,남자,,,,,,,,,
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,10004265,남자,,,,,,,,,
20185341,마녀,박훈정,10029578,남자,,,,,,,,,
20185350,칠곡 가시나들,김재환,20113064,남자,,,,,,,,,
20185353,기방도령,남대중,20209287,남자,,,,,,,,,
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,김진철,20306433,남자,최신규,20306533,남자,,,,,,
20185484,안나 카레니나,신예지,20306569,여자,,,,,,,,,
20185784,나의 특별한 형제,육상효,10054185,남자,,,,,,,,,
20185881,증인,이한,10058005,남자,,,,,,,,,
20185985,광대들: 풍문조작단,김주호,20030155,남자,,,,,,,,,
20185986,진범,고정욱,20148215,남자,,,,,,,,,
20186202,신과함께-인과 연,김용화,10005151,남자,,,,,,,,,
20186324,언더독,오성윤,20112890,남자,이춘백,10057737,남자,,,,,,
20186501,극장판 헬로카봇 : 백악기 시대,최신규,20306533,남자,김진철,20306433,남자,,,,,,
20186645,밤의 문이 열린다,유은정,20152055,여자,,,,,,,,,
20186651,뷰티풀 보이스,김선웅,20191506,남자,,,,,,,,,
20186652,오늘도 평화로운,백승기,20120681,남자,,,,,,,,,
20187301,선희와 슬기,박영주,20183969,여자,,,,,,,,,
20187303,하나식당,최낙희,20307149,남자,,,,,,,,,
20187682,해적왕 작스톰,필립 귀엔,10085389,남자,,,,,,,,,
20187981,배심원들,홍승완,20314390,남자,,,,,,,,,
20188042,독전: 익스텐디드 컷,이해영,10058049,남자,,,,,,,,,
20188083,뷰티플 마인드,손미,20123666,여자,류장하,10019097,남자,,,,,,
20188117,강변호텔,홍상수,10089497,남자,,,,,,,,,
20188144,0.0MHz,유선동,10053709,남자,,,,,,,,,
20188393,"다시, 봄",정용주,10062013,남자,,,,,,,,,
20188404,암전,김진원,20112545,남자,,,,,,,,,
20188501,미친도시,장태령,10060574,남자,,,,,,,,,
20188941,악인전,이원태,20131414,남자,,,,,,,,,
20189067,미쓰백,이지원,10057572,여자,,,,,,,,,
20189281,폴란드로 간 아이들,추상미,10072962,여자,,,,,,,,,
20189649,시인 할매,이종은,20309320,남자,,,,,,,,,
20189663,게이트,신재호,20111176,남자,,,,,,,,,
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,20309473,여자,,,,,,,,,
20189761,터닝메카드W: 반다인의 비밀 특별판,홍헌표,20251869,남자,,,,,,,,,
20189783,챔피언,김용완,20164846,남자,,,,,,,,,
20189802,나와 봄날의 약속,백승빈,20080184,남자,,,,,,,,,
20189803,막다른 골목의 추억,최현영,20111804,여자,,,,,,,,,
20189869,해피 투게더,김정환,20309609,남자,,,,,,,,,
20190470,이타미 준의 바다,정다운,20324792,여자,,,,,,,,,
20190703,우리집,윤가은,20113672,여자,,,,,,,,,
20190725,물의 기억,진재운,20123863,남자,,,,,,,,,
20190741,김복동,송원근,20324748,남자,,,,,,,,,
20191141,시민 노무현,백재호,20177441,남자,,,,,,,,,
20191744,노리개: 그녀의 눈물,최승호,10072432,남자,,,,,,,,,
20191845,난폭한 기록,하원준,10087180,남자,,,,,,,,,
20192689,별의 정원,원종식,10052513,남자,,,,,,,,,
20193013,극장판 샤이닝스타:새로운 루나퀸의 탄생!,정지훈,20326592,남자,박일호,20230846,남자,,,,,,
20193017,발광하는 현대사,조성규,10065915,남자,,,,,,,,,
20193275,브링 더 소울 : 더 무비,박준수,20311772,남자,,,,,,,,,
20193642,캐리tv 러브콘서트 더 무비,이민환,20327414,남자,정귀호,20327432,남자,,,,,,
20194044,공포체험단 곤지암편,정범식,10061758,남자,,,,,,,,,
20195791,"어쩌다, 결혼",박호찬,10029553,남자,박수진,20313092,여자,,,,,,
20196370,로드킬,이수성,10056145,남자,,,,,,,,,
20196881,1919유관순-그녀들의조국,신상민,20318581,여자,,,,,,,,,
20197092,로망,이창근,20316812,남자,,,,,,,,,
20197846,악질경찰,이정범,10057273,남자,,,,,,,,,
20198043,아픈 만큼 사랑한다,임준현,20136995,남자,,,,,,,,,
20198183,뽀로로 극장판 보물섬 대모험,윤창섭,20186450,남자,김현호,20167741,남자,,,,,,
20198323,레드슈즈,홍성호,10089591,남자,,,,,,,,,
20198453,롱 리브 더 킹: 목포 영웅,강윤성,20135271,남자,,,,,,,,,
20198597,교회오빠,이호경,20322109,남자,,,,,,,,,
20198829,굿바이 썸머,박주영,20323268,남자,,,,,,,,,
20198912,노무현과 바보들,김재희,20323667,남자,,,,,,,,,
20198982,크게 될 놈,강지은,10000873,남자,,,,,,,,,
20199448,어린 의뢰인,장규성,10060063,남자,,,,,,,,,
